cell_id,Corvus frugilegus,Corvus frugilegus frugilegus,Corvus frugilegus pastinator
8407635ffffffff,4.0,0.0,0.0
8407733ffffffff,2.0,0.0,0.0
84089a9ffffffff,4.0,0.0,0.0
8415923ffffffff,3.0,0.0,0.0
8415927ffffffff,2.0,0.0,0.0
8415929ffffffff,1.0,0.0,0.0
841592bffffffff,14.0,0.0,0.0
8418451ffffffff,2.0,0.0,0.0
8418597ffffffff,1.0,0.0,0.0
8418631ffffffff,1.0,0.0,0.0
84186a1ffffffff,2.0,0.0,0.0
84186e7ffffffff,1.0,0.0,0.0
8419013ffffffff,1.0,0.0,0.0
8419413ffffffff,2.0,0.0,0.0
8419427ffffffff,2.0,0.0,0.0
84194a9ffffffff,2.0,0.0,0.0
84194e7ffffffff,8.0,0.0,0.0
841969dffffffff,1.0,0.0,0.0
84196d3ffffffff,2.0,0.0,0.0
841e0e3ffffffff,1.0,0.0,0.0
841e0e7ffffffff,1.0,0.0,0.0
841e131ffffffff,2.0,0.0,0.0
841e1b3ffffffff,1.0,0.0,0.0
841e427ffffffff,12.0,0.0,0.0
841e465ffffffff,2.0,0.0,0.0
841e513ffffffff,2.0,0.0,0.0
841e537ffffffff,1.0,0.0,0.0
841e5c9ffffffff,3.0,0.0,0.0
841e5cdffffffff,1.0,0.0,0.0
841e5e1ffffffff,4.0,0.0,0.0
841e5e5ffffffff,9.0,0.0,0.0
841e5e9ffffffff,24.0,0.0,0.0
841e6b3ffffffff,2.0,0.0,0.0
841e733ffffffff,2.0,0.0,0.0
841ec1dffffffff,3.0,0.0,0.0
841ec37ffffffff,1.0,0.0,0.0
841ec47ffffffff,18.0,0.0,0.0
841ec91ffffffff,7.0,0.0,0.0
841ec9dffffffff,1.0,0.0,0.0
841eeb7ffffffff,1.0,0.0,0.0
841f187ffffffff,2.0,0.0,0.0
841f1a1ffffffff,2.0,0.0,0.0
841f211ffffffff,1.0,0.0,0.0
841f33dffffffff,3.0,0.0,0.0
841f715ffffffff,2.0,0.0,0.0
841f823ffffffff,2.0,0.0,0.0
841f839ffffffff,2.0,0.0,0.0
841f89bffffffff,2.0,0.0,0.0
841f8d1ffffffff,8.0,0.0,0.0
8420185ffffffff,4.0,0.0,0.0
84201abffffffff,2.0,0.0,0.0
8420333ffffffff,7.0,0.0,0.0
84204b1ffffffff,2.0,0.0,0.0
84204b9ffffffff,2.0,0.0,0.0
84205c5ffffffff,2.0,0.0,0.0
8420a65ffffffff,1.0,0.0,0.0
8420e21ffffffff,1.0,0.0,0.0
8420e3bffffffff,1.0,0.0,0.0
8420e6dffffffff,2.0,0.0,0.0
8420f4bffffffff,1.0,0.0,0.0
8421567ffffffff,4.0,0.0,0.0
8424467ffffffff,3.0,0.0,0.0
842460dffffffff,66.0,0.0,0.0
8424663ffffffff,1.0,0.0,0.0
842466bffffffff,2.0,0.0,0.0
8424753ffffffff,2.0,0.0,0.0
8424759ffffffff,2.0,0.0,0.0
84255a7ffffffff,8.0,0.0,0.0
84255b5ffffffff,5.0,0.0,0.0
842c043ffffffff,1.0,0.0,0.0
842c059ffffffff,1.0,0.0,0.0
842c061ffffffff,2.0,0.0,0.0
842c069ffffffff,2.0,0.0,0.0
842c0b7ffffffff,4.0,0.0,0.0
842c311ffffffff,2.0,0.0,0.0
842c317ffffffff,2.0,0.0,0.0
842c4cdffffffff,13.0,0.0,0.0
842c513ffffffff,7.0,0.0,0.0
842c56dffffffff,25.0,0.0,0.0
842ce4bffffffff,6.0,0.0,0.0
842ce59ffffffff,2.0,0.0,0.0
842d32bffffffff,3.0,0.0,0.0
842d36bffffffff,1.0,0.0,0.0
842d64dffffffff,1.0,0.0,0.0
842db05ffffffff,1.0,0.0,0.0
842db0bffffffff,1.0,0.0,0.0
842f5a3ffffffff,4.0,0.0,0.0
842f5abffffffff,3.0,0.0,0.0
8430991ffffffff,1.0,0.0,0.0
84309adffffffff,2.0,0.0,0.0
84309e3ffffffff,2.0,0.0,0.0
8439195ffffffff,22.0,0.0,0.0
843928dffffffff,3.0,0.0,0.0
84392a9ffffffff,1.0,0.0,0.0
84392c5ffffffff,29.0,0.0,0.0
84392e9ffffffff,2.0,0.0,0.0
8439337ffffffff,2.0,0.0,0.0
8439447ffffffff,8.0,0.0,0.0
8439451ffffffff,2.0,0.0,0.0
8439459ffffffff,5.0,0.0,0.0
843946bffffffff,2.0,0.0,0.0
8439749ffffffff,2.0,0.0,0.0
843d04dffffffff,23.0,0.0,0.0
843d363ffffffff,22.0,0.0,0.0
843e6c9ffffffff,3.0,0.0,0.0
84411cbffffffff,10.0,0.0,0.0
84419ddffffffff,5.0,0.0,0.0
844269bffffffff,5.0,0.0,0.0
8443609ffffffff,1.0,0.0,0.0
844a261ffffffff,1.0,0.0,0.0
844b759ffffffff,4.0,0.0,0.0
844b9cdffffffff,1.0,0.0,1.0
844ba29ffffffff,3.0,0.0,0.0
844ba39ffffffff,2.0,0.0,0.0
84bb0cbffffffff,2.0,0.0,0.0
84bb0d1ffffffff,6.0,0.0,0.0
84bb0d3ffffffff,15.0,0.0,0.0
84bb0dbffffffff,3.0,0.0,0.0
84bb0ddffffffff,2.0,0.0,0.0
84bb2b7ffffffff,3.0,0.0,0.0
84bb2b9ffffffff,2.0,0.0,0.0
84bb2dbffffffff,2.0,0.0,0.0
84bb561ffffffff,2.0,0.0,0.0
84bb569ffffffff,9.0,0.0,0.0
84bb729ffffffff,2.0,0.0,0.0
84dab35ffffffff,2.0,0.0,0.0
