cell_id,Buteo buteo,Buteo buteo buteo,Buteo buteo arrigonii,Buteo buteo rothschildi,Buteo buteo insularum,Buteo buteo bannermani,Buteo buteo vulpinus/menetriesi
84089ddffffffff,3.0,3.0,0.0,0.0,0.0,0.0,0.0
84089e3ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84089e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84089ebffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a05ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a09ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a27ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a43ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a45ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a65ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a69ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8408a6dffffffff,13.0,6.0,0.0,0.0,0.0,0.0,0.0
8408ad9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b03ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b05ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b09ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b0dffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b11ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b13ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b15ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b17ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b1bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b1dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b33ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b37ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b3bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b3dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b41ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b47ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b49ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b4bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b4dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b51ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b5bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b65ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b67ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8408b6bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c21ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c25ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c29ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c31ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c3dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8408c8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d19ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d29ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d55ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d57ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d87ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8408d8bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dbdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dcbffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408dd9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
8408de5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8408ed3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8408f47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409805ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409821ffffffff,23.0,1.0,0.0,0.0,0.0,0.0,0.0
8409823ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8409825ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840982dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8409837ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8409881ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84098b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8409911ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
8409917ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
840991bffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
8409937ffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
8409981ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8409983ffffffff,11.0,4.0,0.0,0.0,0.0,0.0,0.0
8409991ffffffff,11.0,1.0,0.0,0.0,0.0,0.0,0.0
8409993ffffffff,51.0,14.0,0.0,0.0,0.0,0.0,0.0
8409995ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8409997ffffffff,14.0,6.0,0.0,0.0,0.0,0.0,0.0
8409999ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840999bffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
840999dffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84099a3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b1ffffffff,5.0,2.0,0.0,0.0,0.0,0.0,0.0
84099b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84099b9ffffffff,50.0,5.0,0.0,0.0,0.0,0.0,0.0
84099bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84099bdffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84099d7ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84099e9ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84099ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
840a911ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840b935ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
840bb01ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8410167ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410231ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410239ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410a1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410b39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8410c23ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c25ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c27ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8410c35ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,2.0
8410d21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dc1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dc9ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8410dcdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410ee1ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,5.0
8410f0dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8410f21ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8410f29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411031ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411035ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8411039ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411041ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841104dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411059ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841105bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8411061ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
8411063ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411069ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
841106bffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
841115bffffffff,6.0,1.0,0.0,0.0,0.0,0.0,0.0
8411169ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
841116dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841120dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411221ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8411223ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8411233ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411235ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,2.0
8411237ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
841123bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411245ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411249ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841124dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411257ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411261ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411263ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411267ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8411269ffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
841126bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841126dffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8411281ffffffff,1.0,1.0,0.0,0.0,0.0,0.0,0.0
84112adffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
84112e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411309ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841130bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411337ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841133bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411341ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411345ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8411347ffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8411349ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841134dffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8411355ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411359ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841135dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8411363ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411365ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411369ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
841136bffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8411541ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411807ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411811ffffffff,20.0,13.0,0.0,0.0,0.0,0.0,0.0
8411813ffffffff,77.0,7.0,0.0,0.0,0.0,0.0,0.0
8411815ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8411817ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411819ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841181bffffffff,21.0,9.0,0.0,0.0,0.0,0.0,0.0
841181dffffffff,58.0,21.0,0.0,0.0,0.0,0.0,0.0
8411823ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841183bffffffff,5.0,1.0,0.0,0.0,0.0,0.0,2.0
8411853ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
841185bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
841185dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
841188dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84118adffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
84118bdffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84118c5ffffffff,4.0,1.0,0.0,0.0,0.0,0.0,0.0
84118c9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84118cdffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
84118e1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84118e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84118e9ffffffff,72.0,9.0,0.0,0.0,0.0,0.0,0.0
84118ebffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84118edffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
841191bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411965ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411989ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84119d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84119e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84119ebffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8411a0dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411a43ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411a6bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa3ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa5ffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aa7ffffffff,85.0,1.0,0.0,0.0,0.0,0.0,0.0
8411aa9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aabffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8411aadffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ab1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ab5ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ab9ffffffff,5.0,5.0,0.0,0.0,0.0,0.0,0.0
8411abdffffffff,20.0,3.0,0.0,0.0,0.0,0.0,0.0
8411ac3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8411ae3ffffffff,328.0,84.0,0.0,0.0,0.0,0.0,0.0
8411ae5ffffffff,9.0,5.0,0.0,0.0,0.0,0.0,0.0
8411ae7ffffffff,65.0,38.0,0.0,0.0,0.0,0.0,0.0
8411b49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8411b4dffffffff,19.0,3.0,0.0,0.0,0.0,0.0,0.0
8411b69ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418011ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418013ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8418019ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841801bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418053ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418057ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841805bffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84180c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84180cdffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8418203ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418209ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8418213ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418215ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418219ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841821bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418231ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8418233ffffffff,18.0,7.0,0.0,0.0,0.0,0.0,0.0
841823dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418243ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418251ffffffff,17.0,5.0,0.0,0.0,0.0,0.0,0.0
8418253ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8418255ffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
8418259ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
841825bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
841825dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8418281ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
8418285ffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
8418287ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418289ffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
841828bffffffff,319.0,7.0,0.0,0.0,0.0,0.0,0.0
841828dffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
8418299ffffffff,85.0,2.0,0.0,0.0,0.0,0.0,0.0
84182a1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a3ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a7ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84182a9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84182abffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
84182adffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c1ffffffff,151.0,4.0,0.0,0.0,0.0,0.0,0.0
84182c3ffffffff,177.0,1.0,0.0,0.0,0.0,0.0,0.0
84182c5ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84182c9ffffffff,207.0,0.0,0.0,0.0,0.0,0.0,0.0
84182cbffffffff,353.0,1.0,0.0,0.0,0.0,0.0,0.0
84182cdffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84182d3ffffffff,20.0,2.0,0.0,0.0,0.0,0.0,0.0
84182d5ffffffff,10.0,1.0,0.0,0.0,0.0,0.0,0.0
84182d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84182dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e5ffffffff,24.0,3.0,0.0,0.0,0.0,0.0,0.0
84182e7ffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
84182e9ffffffff,60.0,4.0,0.0,0.0,0.0,0.0,0.0
84182ebffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
84182edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418443ffffffff,46.0,14.0,0.0,0.0,0.0,0.0,0.0
8418445ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8418447ffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
841844bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841844dffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8418451ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8418453ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418455ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8418457ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8418459ffffffff,29.0,2.0,0.0,0.0,0.0,0.0,0.0
841845bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
841845dffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
8418461ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8418469ffffffff,16.0,5.0,0.0,0.0,0.0,0.0,0.0
841846bffffffff,10.0,2.0,0.0,0.0,0.0,0.0,0.0
841846dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
8418491ffffffff,116.0,1.0,0.0,0.0,0.0,0.0,0.0
8418493ffffffff,371.0,8.0,0.0,0.0,0.0,0.0,0.0
8418495ffffffff,1733.0,3.0,0.0,0.0,0.0,0.0,0.0
8418497ffffffff,401.0,2.0,0.0,0.0,0.0,0.0,0.0
8418499ffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
841849bffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
841849dffffffff,149.0,0.0,0.0,0.0,0.0,0.0,0.0
