cell_id,Celeus torquatus,Celeus torquatus torquatus,Celeus torquatus occidentalis,Celeus torquatus tinnunculus
835f01fffffffff,2.0,0.0,0.0,0.0
835f02fffffffff,1.0,0.0,0.0,0.0
835f03fffffffff,39.0,5.0,0.0,0.0
835f08fffffffff,6.0,0.0,0.0,0.0
835f09fffffffff,6.0,0.0,0.0,0.0
835f10fffffffff,1.0,0.0,0.0,0.0
835f11fffffffff,4.0,0.0,0.0,0.0
835f12fffffffff,4.0,0.0,0.0,0.0
835f13fffffffff,4.0,0.0,0.0,0.0
835f15fffffffff,2.0,0.0,0.0,0.0
835f16fffffffff,6.0,0.0,0.0,0.0
835f1cfffffffff,1.0,0.0,0.0,0.0
835f29fffffffff,2.0,0.0,0.0,0.0
835f2bfffffffff,224.0,0.0,0.0,0.0
835f2dfffffffff,2.0,0.0,0.0,0.0
835f36fffffffff,1.0,0.0,0.0,0.0
835f40fffffffff,2.0,0.0,0.0,0.0
835f4afffffffff,14.0,0.0,0.0,0.0
835f71fffffffff,3.0,0.0,0.0,0.0
836641fffffffff,180.0,0.0,0.0,0.0
836644fffffffff,1.0,0.0,0.0,0.0
836645fffffffff,1.0,0.0,0.0,0.0
83665afffffffff,3.0,0.0,0.0,0.0
83665bfffffffff,5.0,0.0,0.0,0.0
836663fffffffff,6.0,0.0,0.0,0.0
83666cfffffffff,6.0,0.0,0.0,0.0
83666efffffffff,7.0,1.0,0.0,0.0
8366c0fffffffff,3.0,0.0,0.0,0.0
8366c2fffffffff,23.0,0.0,0.0,0.0
8366c3fffffffff,4.0,0.0,0.0,0.0
8366c5fffffffff,5.0,0.0,0.0,0.0
8366cefffffffff,24.0,0.0,1.0,0.0
8366d8fffffffff,4.0,0.0,0.0,0.0
8366dcfffffffff,195.0,0.0,15.0,0.0
8366ddfffffffff,27.0,0.0,2.0,0.0
8366e8fffffffff,8.0,0.0,0.0,0.0
8366e9fffffffff,2.0,0.0,0.0,0.0
8366ecfffffffff,89.0,0.0,0.0,0.0
8366eefffffffff,25.0,0.0,0.0,0.0
83804cfffffffff,4.0,0.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0,0.0
838065fffffffff,1.0,0.0,0.0,0.0
83806afffffffff,1.0,0.0,0.0,0.0
83806bfffffffff,5.0,0.0,0.0,0.0
83806cfffffffff,2.0,0.0,0.0,0.0
838116fffffffff,4.0,0.0,0.0,0.0
838132fffffffff,14.0,0.0,0.0,2.0
838136fffffffff,4.0,0.0,0.0,1.0
838144fffffffff,3.0,0.0,1.0,0.0
838145fffffffff,7.0,0.0,6.0,0.0
83814afffffffff,5.0,0.0,0.0,0.0
83814dfffffffff,19.0,0.0,0.0,0.0
83814efffffffff,2.0,1.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0,0.0
83815cfffffffff,15.0,0.0,0.0,0.0
838163fffffffff,19.0,0.0,12.0,0.0
838a00fffffffff,5.0,0.0,0.0,0.0
838a05fffffffff,8.0,0.0,4.0,0.0
838a10fffffffff,15.0,0.0,0.0,0.0
838a15fffffffff,4.0,0.0,0.0,0.0
838a19fffffffff,2.0,0.0,1.0,0.0
838a1afffffffff,13.0,0.0,1.0,0.0
838a21fffffffff,1.0,0.0,0.0,0.0
838a23fffffffff,1.0,0.0,0.0,0.0
838a24fffffffff,3.0,0.0,0.0,0.0
838a2cfffffffff,1.0,0.0,0.0,0.0
838a31fffffffff,10.0,0.0,0.0,0.0
838a33fffffffff,4.0,0.0,0.0,0.0
838a45fffffffff,20.0,0.0,0.0,0.0
838a69fffffffff,26.0,0.0,0.0,0.0
838a6dfffffffff,96.0,0.0,0.0,0.0
838a70fffffffff,4.0,0.0,0.0,0.0
838a80fffffffff,2.0,0.0,0.0,0.0
838a81fffffffff,7.0,0.0,0.0,0.0
838a9cfffffffff,4.0,0.0,0.0,0.0
838a9dfffffffff,1.0,0.0,0.0,0.0
838aa5fffffffff,1.0,0.0,0.0,0.0
838aaafffffffff,6.0,0.0,0.0,0.0
838aabfffffffff,3.0,0.0,0.0,0.0
838ac3fffffffff,1.0,0.0,0.0,0.0
838adcfffffffff,16.0,3.0,0.0,0.0
838ae5fffffffff,15.0,0.0,0.0,0.0
838aeafffffffff,1.0,0.0,0.0,0.0
838af0fffffffff,98.0,0.0,7.0,0.0
838af1fffffffff,10.0,0.0,0.0,0.0
838af2fffffffff,14.0,0.0,2.0,0.0
838af4fffffffff,42.0,0.0,0.0,0.0
838af6fffffffff,135.0,9.0,0.0,0.0
838b0bfffffffff,1.0,0.0,0.0,0.0
838b0cfffffffff,5.0,0.0,0.0,0.0
838b11fffffffff,3.0,0.0,0.0,0.0
838b1efffffffff,7.0,0.0,0.0,0.0
838b2afffffffff,2.0,0.0,0.0,0.0
838b2bfffffffff,2.0,0.0,0.0,0.0
838b40fffffffff,17.0,0.0,0.0,0.0
838b44fffffffff,37.0,0.0,0.0,0.0
838b45fffffffff,6.0,0.0,0.0,0.0
838b46fffffffff,1.0,0.0,0.0,0.0
838b4afffffffff,1.0,0.0,0.0,0.0
838b4efffffffff,1.0,0.0,1.0,0.0
838b50fffffffff,5.0,0.0,0.0,0.0
838b51fffffffff,2.0,0.0,0.0,0.0
838b52fffffffff,2.0,0.0,0.0,0.0
838b56fffffffff,2.0,0.0,0.0,0.0
838b5cfffffffff,3.0,0.0,1.0,0.0
838b63fffffffff,30.0,0.0,0.0,0.0
838b6efffffffff,18.0,0.0,0.0,0.0
838b70fffffffff,2.0,0.0,0.0,0.0
