cell_id,Muscicapa dauurica,Muscicapa dauurica dauurica,Muscicapa dauurica poonensis/siamensis
823d37fffffffff,2.0,0.0,0.0
823d87fffffffff,11.0,0.0,0.0
823d8ffffffffff,8.0,0.0,0.0
823d97fffffffff,39.0,0.0,0.0
823d9ffffffffff,125.0,0.0,0.0
823da7fffffffff,1.0,0.0,0.0
823daffffffffff,85.0,0.0,0.0
823db7fffffffff,9.0,0.0,0.0
824007fffffffff,5.0,0.0,0.0
82400ffffffffff,2.0,0.0,0.0
82401ffffffffff,2.0,0.0,0.0
82402ffffffffff,32.0,0.0,0.0
824037fffffffff,4.0,0.0,0.0
82404ffffffffff,12.0,0.0,0.0
824067fffffffff,5.0,0.0,0.0
824077fffffffff,6.0,0.0,0.0
824097fffffffff,3.0,0.0,0.0
8240a7fffffffff,4.0,0.0,0.0
8240affffffffff,2.0,0.0,0.0
8240b7fffffffff,16.0,0.0,0.0
8240c7fffffffff,17.0,0.0,0.0
8240e7fffffffff,4.0,0.0,0.0
8240effffffffff,9.0,1.0,0.0
824107fffffffff,98.0,0.0,0.0
82410ffffffffff,5.0,0.0,0.0
82411ffffffffff,809.0,2.0,0.0
824137fffffffff,23.0,0.0,0.0
824147fffffffff,22.0,0.0,0.0
82414ffffffffff,25.0,0.0,0.0
824157fffffffff,10.0,0.0,0.0
82415ffffffffff,31.0,0.0,0.0
824167fffffffff,25.0,0.0,0.0
82416ffffffffff,62.0,0.0,0.0
824177fffffffff,33.0,0.0,0.0
824187fffffffff,6.0,0.0,0.0
824197fffffffff,13.0,0.0,0.0
8241a7fffffffff,446.0,0.0,0.0
8241b7fffffffff,2211.0,2.0,0.0
82426ffffffffff,10.0,0.0,0.0
8242c7fffffffff,4.0,0.0,0.0
8242cffffffffff,25.0,0.0,0.0
8242dffffffffff,30.0,0.0,0.0
824a27fffffffff,1.0,0.0,0.0
824b1ffffffffff,1.0,0.0,0.0
824b37fffffffff,25.0,0.0,0.0
824b57fffffffff,6.0,0.0,0.0
824b67fffffffff,7.0,0.0,0.0
824b6ffffffffff,2.0,0.0,0.0
824b77fffffffff,1.0,0.0,0.0
824b87fffffffff,44.0,0.0,0.0
824ba7fffffffff,872.0,0.0,0.0
824baffffffffff,3.0,0.0,0.0
824bb7fffffffff,501.0,0.0,0.0
826007fffffffff,1702.0,0.0,0.0
826017fffffffff,3368.0,0.0,0.0
82601ffffffffff,926.0,0.0,0.0
826027fffffffff,925.0,0.0,0.0
826037fffffffff,6309.0,0.0,0.0
826087fffffffff,20.0,0.0,0.0
82608ffffffffff,407.0,0.0,0.0
826097fffffffff,127.0,0.0,0.0
82609ffffffffff,73.0,0.0,0.0
8260a7fffffffff,45.0,0.0,0.0
8260affffffffff,1062.0,0.0,0.0
8260b7fffffffff,3.0,0.0,0.0
826107fffffffff,509.0,0.0,0.0
826117fffffffff,120.0,0.0,0.0
82611ffffffffff,250.0,0.0,0.0
82618ffffffffff,911.0,0.0,0.0
82619ffffffffff,1.0,0.0,0.0
8261affffffffff,48.0,0.0,0.0
82640ffffffffff,703.0,0.0,0.0
826417fffffffff,841.0,48.0,0.0
82641ffffffffff,37.0,0.0,0.0
826427fffffffff,120.0,5.0,0.0
82642ffffffffff,23.0,0.0,0.0
826437fffffffff,781.0,40.0,0.0
826487fffffffff,235.0,27.0,0.0
82648ffffffffff,28.0,0.0,0.0
826497fffffffff,107.0,3.0,0.0
82649ffffffffff,7.0,2.0,0.0
8264a7fffffffff,1531.0,40.0,0.0
8264affffffffff,2.0,0.0,0.0
8264b7fffffffff,179.0,3.0,0.0
8264e7fffffffff,338.0,0.0,0.0
826507fffffffff,844.0,0.0,0.0
82650ffffffffff,10.0,0.0,0.0
82651ffffffffff,387.0,21.0,0.0
826527fffffffff,1874.0,0.0,0.0
82652ffffffffff,5.0,0.0,0.0
826557fffffffff,5.0,0.0,0.0
826587fffffffff,980.0,0.0,0.0
82658ffffffffff,1415.0,51.0,0.0
826597fffffffff,669.0,0.0,0.0
82659ffffffffff,1020.0,22.0,0.0
8265a7fffffffff,3.0,0.0,0.0
8265affffffffff,4.0,0.0,0.0
8265b7fffffffff,886.0,0.0,0.0
826807fffffffff,19.0,0.0,0.0
826817fffffffff,162.0,0.0,0.0
82681ffffffffff,214.0,3.0,0.0
82682ffffffffff,11.0,0.0,0.0
8268a7fffffffff,5.0,0.0,0.0
8268affffffffff,5.0,0.0,0.0
8268f7fffffffff,2.0,0.0,0.0
826937fffffffff,9.0,0.0,0.0
828c17fffffffff,103.0,1.0,0.0
828c1ffffffffff,1.0,0.0,0.0
828c97fffffffff,5.0,0.0,0.0
828caffffffffff,13.0,0.0,0.0
828cd7fffffffff,8.0,1.0,0.0
828d8ffffffffff,8.0,0.0,0.0
828da7fffffffff,2.0,0.0,0.0
828db7fffffffff,7.0,0.0,0.0
