cell_id,Bycanistes fistulator,Bycanistes fistulator fistulator,Bycanistes fistulator sharpii/duboisi
8254c7fffffffff,4.0,1.0,0.0
8254effffffffff,2.0,0.0,0.0
8254f7fffffffff,4.0,0.0,0.0
826ac7fffffffff,7.0,0.0,0.0
82828ffffffffff,3.0,0.0,0.0
