cell_id,Iodopleura pipra,Iodopleura pipra leucopygia,Iodopleura pipra pipra
838130fffffffff,44.0,0.0,0.0
838133fffffffff,32.0,0.0,2.0
838134fffffffff,2.0,0.0,0.0
838136fffffffff,35.0,0.0,1.0
83a810fffffffff,6.0,0.0,0.0
83a812fffffffff,307.0,0.0,22.0
83a814fffffffff,12.0,0.0,0.0
83a815fffffffff,189.0,0.0,19.0
83a831fffffffff,3.0,0.0,0.0
83a833fffffffff,3.0,0.0,0.0
83a891fffffffff,6.0,0.0,0.0
83a8a1fffffffff,85.0,0.0,10.0
83a8a5fffffffff,60.0,0.0,15.0
