cell_id,Haematopus ostralegus,Haematopus ostralegus ostralegus/longipes,Haematopus ostralegus osculans
8308d1fffffffff,74.0,3.0,0.0
8308d2fffffffff,1.0,0.0,0.0
8308d3fffffffff,7.0,0.0,0.0
8308d4fffffffff,13.0,0.0,0.0
8308d5fffffffff,35.0,5.0,0.0
8308e5fffffffff,2.0,0.0,0.0
8308e9fffffffff,14.0,0.0,0.0
8308ecfffffffff,7.0,0.0,0.0
8308edfffffffff,161.0,0.0,0.0
8308f2fffffffff,6.0,2.0,0.0
8308f6fffffffff,14.0,0.0,0.0
83094afffffffff,10.0,0.0,0.0
83094bfffffffff,22.0,0.0,0.0
830958fffffffff,24.0,0.0,0.0
830959fffffffff,44.0,0.0,0.0
83095afffffffff,68.0,0.0,0.0
83095bfffffffff,12.0,0.0,0.0
830980fffffffff,31.0,0.0,0.0
830981fffffffff,46.0,0.0,0.0
830982fffffffff,201.0,0.0,0.0
830988fffffffff,2.0,0.0,0.0
830989fffffffff,2.0,0.0,0.0
83098cfffffffff,24.0,0.0,0.0
83098dfffffffff,33.0,0.0,0.0
83098efffffffff,4.0,0.0,0.0
830991fffffffff,388.0,0.0,0.0
830993fffffffff,10.0,0.0,0.0
830998fffffffff,49.0,0.0,0.0
830999fffffffff,139.0,0.0,0.0
83099afffffffff,4.0,0.0,0.0
83099bfffffffff,59.0,2.0,0.0
83099efffffffff,36.0,0.0,0.0
8309a0fffffffff,143.0,1.0,0.0
8309a4fffffffff,205.0,6.0,0.0
8309a5fffffffff,10.0,0.0,0.0
8309a6fffffffff,199.0,4.0,0.0
8309abfffffffff,11.0,0.0,0.0
830a33fffffffff,2.0,0.0,0.0
831012fffffffff,2.0,0.0,0.0
831016fffffffff,1.0,0.0,0.0
831023fffffffff,4.0,0.0,0.0
831093fffffffff,2.0,0.0,0.0
8310acfffffffff,2.0,0.0,0.0
8310d2fffffffff,1.0,0.0,0.0
831104fffffffff,2.0,0.0,0.0
831106fffffffff,32.0,0.0,0.0
831120fffffffff,2.0,0.0,0.0
831122fffffffff,12.0,0.0,0.0
831123fffffffff,4.0,0.0,0.0
831124fffffffff,8.0,0.0,0.0
831125fffffffff,7.0,0.0,0.0
831126fffffffff,330.0,86.0,0.0
83112dfffffffff,1.0,0.0,0.0
83112efffffffff,2.0,0.0,0.0
831131fffffffff,3.0,0.0,0.0
831135fffffffff,6.0,0.0,0.0
831150fffffffff,1.0,0.0,0.0
831154fffffffff,14.0,0.0,0.0
83115cfffffffff,1.0,0.0,0.0
831166fffffffff,1.0,0.0,0.0
831170fffffffff,2.0,0.0,0.0
831181fffffffff,10.0,0.0,0.0
83118cfffffffff,18.0,0.0,0.0
8311aefffffffff,5.0,0.0,0.0
831610fffffffff,2.0,0.0,0.0
831634fffffffff,37.0,0.0,0.0
831788fffffffff,20.0,0.0,0.0
831801fffffffff,225.0,7.0,0.0
831804fffffffff,8.0,0.0,0.0
831805fffffffff,376.0,87.0,0.0
83180cfffffffff,71.0,1.0,0.0
831820fffffffff,26.0,0.0,0.0
831821fffffffff,9.0,0.0,0.0
831823fffffffff,205.0,33.0,0.0
831824fffffffff,15.0,0.0,0.0
831825fffffffff,130.0,6.0,0.0
831828fffffffff,455.0,11.0,0.0
831829fffffffff,133.0,10.0,0.0
83182afffffffff,176.0,0.0,0.0
83182cfffffffff,1020.0,10.0,0.0
83182dfffffffff,45.0,5.0,0.0
83182efffffffff,357.0,124.0,0.0
831840fffffffff,2.0,0.0,0.0
831843fffffffff,2.0,0.0,0.0
831844fffffffff,69.0,2.0,0.0
831845fffffffff,29.0,0.0,0.0
831846fffffffff,178.0,11.0,0.0
831849fffffffff,730.0,0.0,0.0
83184afffffffff,315.0,0.0,0.0
83184bfffffffff,58.0,0.0,0.0
83184dfffffffff,7.0,0.0,0.0
831859fffffffff,21.0,0.0,0.0
83185bfffffffff,194.0,0.0,0.0
831860fffffffff,26.0,0.0,0.0
831862fffffffff,278.0,0.0,0.0
831863fffffffff,8.0,0.0,0.0
831865fffffffff,9.0,0.0,0.0
831866fffffffff,102.0,0.0,0.0
83186afffffffff,57.0,0.0,0.0
83186cfffffffff,2.0,0.0,0.0
83186efffffffff,2.0,0.0,0.0
831870fffffffff,269.0,25.0,0.0
831871fffffffff,72.0,0.0,0.0
831872fffffffff,21.0,0.0,0.0
831873fffffffff,131.0,19.0,0.0
831874fffffffff,130.0,17.0,0.0
831875fffffffff,29.0,0.0,0.0
831876fffffffff,370.0,8.0,0.0
831901fffffffff,115.0,0.0,0.0
831905fffffffff,3.0,0.0,0.0
831908fffffffff,689.0,45.0,0.0
831909fffffffff,265.0,1.0,0.0
83190afffffffff,27.0,0.0,0.0
83190bfffffffff,332.0,7.0,0.0
83190cfffffffff,404.0,7.0,0.0
83190dfffffffff,449.0,19.0,0.0
83190efffffffff,429.0,10.0,0.0
83191dfffffffff,18.0,0.0,0.0
831922fffffffff,19.0,0.0,0.0
831926fffffffff,482.0,0.0,0.0
831928fffffffff,376.0,7.0,0.0
831929fffffffff,55.0,1.0,0.0
83192afffffffff,110.0,16.0,0.0
83192bfffffffff,886.0,25.0,0.0
83192cfffffffff,99.0,0.0,0.0
83192dfffffffff,1.0,0.0,0.0
831940fffffffff,911.0,102.0,0.0
831941fffffffff,3403.0,528.0,0.0
831942fffffffff,816.0,332.0,0.0
831943fffffffff,988.0,107.0,0.0
831946fffffffff,562.0,47.0,0.0
831948fffffffff,1799.0,208.0,0.0
83194afffffffff,409.0,0.0,0.0
83194bfffffffff,169.0,3.0,0.0
83194cfffffffff,1325.0,133.0,0.0
83194dfffffffff,909.0,34.0,0.0
83194efffffffff,1617.0,112.0,0.0
831950fffffffff,681.0,0.0,0.0
831951fffffffff,690.0,57.0,0.0
831952fffffffff,303.0,5.0,0.0
831953fffffffff,596.0,106.0,0.0
831954fffffffff,98.0,1.0,0.0
831955fffffffff,505.0,18.0,0.0
831956fffffffff,557.0,0.0,0.0
831958fffffffff,309.0,0.0,0.0
831959fffffffff,1928.0,96.0,0.0
83195afffffffff,155.0,6.0,0.0
83195bfffffffff,399.0,31.0,0.0
83195cfffffffff,574.0,10.0,0.0
83195dfffffffff,401.0,15.0,0.0
83195efffffffff,114.0,0.0,0.0
831968fffffffff,1353.0,23.0,0.0
831969fffffffff,1054.0,1.0,0.0
83196bfffffffff,970.0,24.0,0.0
83196cfffffffff,27.0,0.0,0.0
83196dfffffffff,752.0,18.0,0.0
831972fffffffff,1594.0,48.0,0.0
831973fffffffff,1018.0,78.0,0.0
831976fffffffff,423.0,4.0,0.0
831e02fffffffff,6.0,2.0,0.0
831e12fffffffff,4.0,0.0,0.0
831e21fffffffff,1.0,0.0,0.0
831e2cfffffffff,1.0,0.0,0.0
831e2dfffffffff,6.0,0.0,0.0
831e49fffffffff,2.0,0.0,0.0
831e4afffffffff,6.0,0.0,0.0
831e4bfffffffff,34.0,0.0,0.0
831e58fffffffff,13.0,0.0,0.0
831e59fffffffff,4.0,0.0,0.0
831e5afffffffff,15.0,0.0,0.0
831e5dfffffffff,35.0,0.0,0.0
831e5efffffffff,12.0,0.0,0.0
831e63fffffffff,5.0,0.0,0.0
831e64fffffffff,5.0,0.0,0.0
831e65fffffffff,4.0,0.0,0.0
831e6bfffffffff,2.0,0.0,0.0
831e82fffffffff,19.0,0.0,0.0
831e83fffffffff,11.0,0.0,0.0
831e86fffffffff,14.0,0.0,0.0
831e8efffffffff,2.0,0.0,0.0
831e92fffffffff,3.0,0.0,0.0
831ea0fffffffff,153.0,0.0,0.0
831ea1fffffffff,4.0,0.0,0.0
831ea2fffffffff,2.0,0.0,0.0
831ea5fffffffff,78.0,0.0,0.0
831ea8fffffffff,5.0,0.0,0.0
831eabfffffffff,13.0,0.0,0.0
831eacfffffffff,2.0,0.0,0.0
831eb0fffffffff,2.0,0.0,0.0
831eb1fffffffff,4.0,0.0,0.0
831eb4fffffffff,3.0,0.0,0.0
831eb5fffffffff,8.0,0.0,0.0
831ec1fffffffff,14.0,0.0,0.0
831ec2fffffffff,136.0,0.0,0.0
831ec3fffffffff,132.0,22.0,0.0
831ec9fffffffff,122.0,0.0,0.0
831ecafffffffff,61.0,0.0,0.0
831ecdfffffffff,11.0,0.0,0.0
831ecefffffffff,200.0,29.0,0.0
831ed1fffffffff,130.0,0.0,0.0
831ed2fffffffff,6.0,0.0,0.0
831ed3fffffffff,25.0,0.0,0.0
831ed4fffffffff,27.0,0.0,0.0
831ed9fffffffff,6.0,0.0,0.0
831edafffffffff,15.0,0.0,0.0
831edcfffffffff,20.0,0.0,0.0
831edefffffffff,18.0,0.0,0.0
831ee3fffffffff,2.0,0.0,0.0
831ee6fffffffff,5.0,0.0,0.0
831ee8fffffffff,8.0,6.0,0.0
831ee9fffffffff,22.0,10.0,0.0
831eebfffffffff,115.0,11.0,0.0
831eeefffffffff,2.0,0.0,0.0
831ef2fffffffff,3.0,0.0,0.0
831f00fffffffff,160.0,87.0,0.0
831f01fffffffff,31.0,0.0,0.0
831f02fffffffff,28.0,0.0,0.0
831f04fffffffff,55.0,4.0,0.0
831f05fffffffff,556.0,14.0,0.0
831f06fffffffff,105.0,0.0,0.0
831f0cfffffffff,1.0,0.0,0.0
831f0dfffffffff,2.0,0.0,0.0
831f0efffffffff,23.0,0.0,0.0
831f10fffffffff,4.0,0.0,0.0
831f11fffffffff,11.0,0.0,0.0
831f12fffffffff,36.0,0.0,0.0
831f13fffffffff,2.0,0.0,0.0
831f14fffffffff,239.0,0.0,0.0
831f15fffffffff,33.0,0.0,0.0
831f16fffffffff,35.0,0.0,0.0
831f19fffffffff,16.0,0.0,0.0
831f1afffffffff,2.0,0.0,0.0
831f1bfffffffff,2.0,0.0,0.0
831f1dfffffffff,2.0,0.0,0.0
831f20fffffffff,24.0,5.0,0.0
831f21fffffffff,127.0,3.0,0.0
831f22fffffffff,54.0,6.0,0.0
831f23fffffffff,85.0,4.0,0.0
831f24fffffffff,52.0,5.0,0.0
831f25fffffffff,74.0,2.0,0.0
831f26fffffffff,57.0,0.0,0.0
831f28fffffffff,153.0,0.0,0.0
831f29fffffffff,87.0,0.0,0.0
831f2afffffffff,106.0,52.0,0.0
831f2cfffffffff,6.0,0.0,0.0
831f2dfffffffff,92.0,0.0,0.0
831f2efffffffff,83.0,6.0,0.0
831f30fffffffff,53.0,0.0,0.0
831f31fffffffff,333.0,60.0,0.0
831f32fffffffff,75.0,0.0,0.0
831f33fffffffff,700.0,0.0,0.0
831f35fffffffff,176.0,22.0,0.0
831f41fffffffff,4.0,0.0,0.0
831f45fffffffff,2.0,0.0,0.0
831f4bfffffffff,3.0,0.0,0.0
831f4efffffffff,6.0,0.0,0.0
831f52fffffffff,5.0,0.0,0.0
831f53fffffffff,71.0,0.0,0.0
831f56fffffffff,1.0,0.0,0.0
831f59fffffffff,19.0,0.0,0.0
831f5bfffffffff,8.0,0.0,0.0
831f60fffffffff,10.0,0.0,0.0
831f65fffffffff,15.0,0.0,0.0
831f71fffffffff,37.0,0.0,0.0
831f72fffffffff,195.0,0.0,0.0
831f73fffffffff,1.0,0.0,0.0
831f75fffffffff,4.0,0.0,0.0
831f82fffffffff,6.0,0.0,0.0
831fa0fffffffff,4.0,0.0,0.0
831fa1fffffffff,13.0,0.0,0.0
831fa4fffffffff,159.0,2.0,0.0
831fa5fffffffff,77.0,0.0,0.0
831faefffffffff,2.0,0.0,0.0
83200afffffffff,11.0,0.0,0.0
832010fffffffff,4.0,0.0,0.0
832012fffffffff,3.0,0.0,0.0
83201dfffffffff,2.0,0.0,0.0
832059fffffffff,2.0,0.0,0.0
832068fffffffff,1.0,0.0,0.0
8320e2fffffffff,2.0,0.0,0.0
8320e5fffffffff,1.0,0.0,0.0
8320e6fffffffff,32.0,0.0,0.0
832123fffffffff,14.0,0.0,0.0
832124fffffffff,2.0,0.0,0.0
832152fffffffff,19.0,0.0,0.0
832153fffffffff,9.0,0.0,0.0
8321b5fffffffff,2.0,0.0,0.0
8325a4fffffffff,31.0,1.0,0.0
8325b0fffffffff,2.0,0.0,0.0
8325b4fffffffff,3.0,0.0,0.0
832c00fffffffff,9.0,0.0,0.0
832c04fffffffff,654.0,0.0,0.0
832c05fffffffff,7.0,0.0,0.0
832c06fffffffff,16.0,0.0,0.0
832c0bfffffffff,24.0,0.0,0.0
832c20fffffffff,30.0,0.0,0.0
832c21fffffffff,31.0,0.0,0.0
832c23fffffffff,15.0,0.0,0.0
832c2afffffffff,46.0,0.0,0.0
832c31fffffffff,9.0,0.0,0.0
832c32fffffffff,2.0,0.0,0.0
832c56fffffffff,1.0,0.0,0.0
832c6dfffffffff,2.0,0.0,0.0
832c93fffffffff,620.0,12.0,0.0
832c9efffffffff,7.0,2.0,0.0
832cacfffffffff,3.0,0.0,0.0
832cc0fffffffff,15.0,0.0,0.0
832ce4fffffffff,13.0,0.0,0.0
832cf0fffffffff,2.0,0.0,0.0
832cf3fffffffff,5.0,0.0,0.0
832cf5fffffffff,2.0,0.0,0.0
832d01fffffffff,3.0,0.0,0.0
832d02fffffffff,5.0,0.0,0.0
832d03fffffffff,12.0,0.0,0.0
832d11fffffffff,1.0,0.0,0.0
832d12fffffffff,3.0,0.0,0.0
832d14fffffffff,4.0,0.0,0.0
832d15fffffffff,2.0,0.0,0.0
832d18fffffffff,2.0,0.0,0.0
832d1bfffffffff,10.0,0.0,0.0
832d22fffffffff,3.0,0.0,0.0
832d29fffffffff,2.0,0.0,0.0
832d35fffffffff,20.0,0.0,0.0
832d70fffffffff,4.0,0.0,0.0
832d75fffffffff,4.0,0.0,0.0
832d76fffffffff,2.0,0.0,0.0
832da1fffffffff,14.0,0.0,0.0
832da5fffffffff,44.0,0.0,0.0
832da8fffffffff,4.0,0.0,0.0
832db0fffffffff,19.0,0.0,0.0
832e12fffffffff,2.0,0.0,0.0
832e60fffffffff,20.0,0.0,0.0
832e99fffffffff,3.0,0.0,3.0
832eacfffffffff,8.0,0.0,0.0
832f5afffffffff,130.0,0.0,0.0
833005fffffffff,1.0,0.0,0.0
833010fffffffff,1.0,0.0,0.0
833019fffffffff,58.0,0.0,11.0
833022fffffffff,3.0,0.0,0.0
83302bfffffffff,10.0,0.0,0.0
83302efffffffff,19.0,0.0,0.0
833030fffffffff,4.0,0.0,0.0
833032fffffffff,13.0,0.0,0.0
833035fffffffff,2.0,0.0,0.0
833083fffffffff,113.0,0.0,0.0
833084fffffffff,8.0,0.0,0.0
83308efffffffff,71.0,0.0,0.0
83309afffffffff,3.0,0.0,3.0
83309bfffffffff,2.0,0.0,0.0
83309dfffffffff,84.0,0.0,0.0
8330c0fffffffff,6.0,0.0,0.0
8330c1fffffffff,7.0,0.0,3.0
8330c2fffffffff,6.0,0.0,0.0
8330c4fffffffff,107.0,0.0,13.0
8330c6fffffffff,18.0,0.0,2.0
8330d9fffffffff,9.0,0.0,0.0
8330e0fffffffff,223.0,0.0,47.0
8330e2fffffffff,47.0,0.0,5.0
8330e4fffffffff,4.0,0.0,2.0
8330e5fffffffff,2.0,0.0,0.0
8330ecfffffffff,1.0,0.0,0.0
83316cfffffffff,10.0,0.0,0.0
83316dfffffffff,2.0,0.0,0.0
83316efffffffff,3.0,0.0,0.0
83318dfffffffff,107.0,0.0,2.0
83344cfffffffff,6.0,0.0,0.0
833469fffffffff,6.0,0.0,0.0
83346bfffffffff,2.0,0.0,0.0
833820fffffffff,40.0,0.0,0.0
833824fffffffff,42.0,0.0,0.0
833825fffffffff,22.0,0.0,0.0
833826fffffffff,8.0,0.0,0.0
83384afffffffff,15.0,0.0,0.0
83384efffffffff,8.0,0.0,0.0
833910fffffffff,353.0,0.0,0.0
833911fffffffff,930.0,0.0,0.0
833915fffffffff,150.0,0.0,0.0
833918fffffffff,16.0,0.0,0.0
833919fffffffff,68.0,0.0,0.0
83391afffffffff,423.0,0.0,0.0
83391bfffffffff,12.0,0.0,0.0
83391efffffffff,458.0,0.0,0.0
833920fffffffff,589.0,0.0,0.0
833922fffffffff,244.0,0.0,0.0
833924fffffffff,119.0,0.0,0.0
833925fffffffff,1240.0,0.0,0.0
833926fffffffff,14.0,0.0,0.0
83392dfffffffff,978.0,1.0,0.0
833931fffffffff,49.0,0.0,0.0
833933fffffffff,337.0,0.0,0.0
833942fffffffff,3.0,0.0,0.0
833943fffffffff,18.0,0.0,0.0
833944fffffffff,65.0,0.0,0.0
833945fffffffff,7.0,0.0,0.0
833946fffffffff,72.0,0.0,0.0
833954fffffffff,98.0,0.0,0.0
833956fffffffff,25.0,0.0,0.0
83395cfffffffff,2.0,0.0,0.0
833963fffffffff,23.0,0.0,0.0
833968fffffffff,36.0,2.0,0.0
833969fffffffff,2.0,0.0,0.0
83396cfffffffff,180.0,4.0,0.0
83396efffffffff,72.0,0.0,0.0
833973fffffffff,184.0,0.0,0.0
833980fffffffff,13.0,0.0,0.0
833982fffffffff,184.0,0.0,0.0
833985fffffffff,25.0,0.0,0.0
833991fffffffff,57.0,0.0,0.0
833992fffffffff,7.0,0.0,0.0
83399dfffffffff,1.0,0.0,0.0
8339a8fffffffff,44.0,0.0,0.0
8339a9fffffffff,132.0,0.0,0.0
8339aafffffffff,4.0,0.0,0.0
833e41fffffffff,3.0,0.0,0.0
833e68fffffffff,35.0,0.0,0.0
833e6afffffffff,2.0,0.0,0.0
833e6bfffffffff,6.0,0.0,0.0
833f28fffffffff,4.0,0.0,0.0
833f29fffffffff,2.0,0.0,0.0
833f2bfffffffff,2.0,0.0,0.0
833f2cfffffffff,8.0,0.0,0.0
833f2dfffffffff,56.0,0.0,0.0
833f30fffffffff,4.0,0.0,0.0
833f35fffffffff,4.0,0.0,0.0
833f60fffffffff,3.0,0.0,0.0
833f62fffffffff,44.0,0.0,0.0
833f64fffffffff,19.0,0.0,0.0
833f66fffffffff,95.0,0.0,0.0
833f68fffffffff,11.0,0.0,0.0
8341a0fffffffff,237.0,0.0,20.0
8341a4fffffffff,190.0,0.0,24.0
8341a5fffffffff,647.0,0.0,46.0
8341b5fffffffff,10.0,0.0,0.0
8341b6fffffffff,7.0,0.0,7.0
834219fffffffff,1.0,0.0,0.0
834230fffffffff,1.0,0.0,0.0
834233fffffffff,22.0,0.0,0.0
834236fffffffff,1.0,0.0,0.0
8342c0fffffffff,312.0,0.0,0.0
8342c4fffffffff,83.0,0.0,0.0
8342c6fffffffff,62.0,0.0,0.0
8342dbfffffffff,232.0,0.0,0.0
8342dcfffffffff,5.0,0.0,0.0
8342ddfffffffff,5.0,0.0,0.0
8342e2fffffffff,6.0,0.0,0.0
8342e4fffffffff,4.0,0.0,0.0
834310fffffffff,4.0,0.0,0.0
834313fffffffff,60.0,0.0,0.0
83431afffffffff,16.0,0.0,0.0
83431efffffffff,231.0,0.0,0.0
834332fffffffff,3.0,0.0,0.0
834334fffffffff,7.0,0.0,0.0
834388fffffffff,8.0,0.0,0.0
83438afffffffff,9.0,0.0,0.0
83438bfffffffff,7.0,0.0,0.0
83438cfffffffff,52.0,0.0,0.0
834398fffffffff,147.0,0.0,0.0
834399fffffffff,3.0,0.0,0.0
8343a0fffffffff,163.0,2.0,0.0
8343a1fffffffff,95.0,0.0,0.0
8343a4fffffffff,1.0,0.0,0.0
8343a8fffffffff,314.0,11.0,0.0
8343a9fffffffff,82.0,0.0,0.0
8343aafffffffff,3.0,0.0,0.0
8343acfffffffff,317.0,43.0,0.0
8343adfffffffff,47.0,0.0,0.0
8343aefffffffff,7.0,0.0,0.0
834b30fffffffff,3.0,0.0,3.0
834b35fffffffff,10.0,0.0,9.0
834b66fffffffff,6.0,0.0,0.0
835211fffffffff,10.0,0.0,0.0
835215fffffffff,14.0,0.0,0.0
83521efffffffff,30.0,0.0,0.0
835232fffffffff,2.0,0.0,0.0
835233fffffffff,4.0,0.0,0.0
83524dfffffffff,48.0,0.0,0.0
835289fffffffff,2.0,0.0,0.0
8352d4fffffffff,57.0,0.0,0.0
835316fffffffff,1.0,0.0,0.0
83534cfffffffff,2.0,0.0,0.0
83534dfffffffff,5.0,0.0,0.0
835364fffffffff,4.0,0.0,0.0
835368fffffffff,15.0,0.0,0.0
83536afffffffff,4.0,0.0,0.0
83536bfffffffff,18.0,0.0,0.0
83536efffffffff,26.0,0.0,0.0
8353a4fffffffff,2.0,0.0,0.0
8353a9fffffffff,2.0,0.0,0.0
835410fffffffff,1.0,0.0,0.0
835413fffffffff,27.0,4.0,0.0
83541afffffffff,37.0,5.0,0.0
835436fffffffff,9.0,0.0,0.0
835494fffffffff,6.0,0.0,0.0
8354a9fffffffff,77.0,3.0,0.0
8354acfffffffff,15.0,0.0,0.0
8354adfffffffff,18.0,0.0,0.0
8354c4fffffffff,1.0,0.0,0.0
8354f1fffffffff,4.0,0.0,0.0
8354f3fffffffff,4.0,0.0,0.0
8354f4fffffffff,1.0,0.0,0.0
8354f6fffffffff,2.0,0.0,0.0
835512fffffffff,52.0,0.0,0.0
835530fffffffff,3.0,0.0,0.0
835534fffffffff,31.0,0.0,0.0
8355aafffffffff,2.0,0.0,0.0
83574dfffffffff,4.0,0.0,0.0
836002fffffffff,10.0,0.0,0.0
836004fffffffff,8.0,0.0,0.0
836006fffffffff,115.0,0.0,0.0
836011fffffffff,25.0,0.0,0.0
83601efffffffff,130.0,0.0,0.0
836022fffffffff,45.0,0.0,0.0
83608bfffffffff,61.0,0.0,0.0
836106fffffffff,2.0,0.0,0.0
83611afffffffff,82.0,0.0,0.0
83611efffffffff,3.0,0.0,0.0
836326fffffffff,17.0,0.0,0.0
836332fffffffff,30.0,0.0,0.0
836335fffffffff,5.0,0.0,0.0
837574fffffffff,2.0,0.0,0.0
837576fffffffff,2.0,0.0,0.0
837a1cfffffffff,1.0,0.0,0.0
837b4cfffffffff,9.0,0.0,0.0
837b59fffffffff,7.0,0.0,0.0
