cell_id,Melanodera xanthogramma,Melanodera xanthogramma barrosi,Melanodera xanthogramma xanthogramma
82b2c7fffffffff,7.0,5.0,0.0
82b2cffffffffff,39.0,0.0,0.0
82b2dffffffffff,9.0,0.0,0.0
82ce87fffffffff,19.0,0.0,0.0
82ce8ffffffffff,9.0,0.0,0.0
82ce9ffffffffff,16.0,1.0,0.0
82cea7fffffffff,5.0,1.0,0.0
82ceaffffffffff,30.0,0.0,0.0
82cf17fffffffff,8.0,2.0,0.0
82cf8ffffffffff,14.0,0.0,6.0
82df47fffffffff,20.0,0.0,4.0
82df6ffffffffff,7.0,0.0,1.0
