cell_id,Alcedo atthis,Alcedo atthis [atthis Group],Alcedo atthis [hispidoides Group]
8242effffffffff,16.0,0.0,0.0
82438ffffffffff,4.0,4.0,0.0
82439ffffffffff,6.0,6.0,0.0
8243a7fffffffff,1.0,0.0,0.0
8243affffffffff,9.0,1.0,0.0
824b67fffffffff,2.0,0.0,0.0
824b87fffffffff,10.0,0.0,0.0
824ba7fffffffff,56.0,8.0,0.0
824bb7fffffffff,97.0,0.0,0.0
8253a7fffffffff,11.0,11.0,0.0
826007fffffffff,72.0,0.0,0.0
826017fffffffff,32.0,0.0,0.0
82601ffffffffff,3.0,0.0,0.0
826027fffffffff,96.0,0.0,0.0
826037fffffffff,78.0,4.0,0.0
82608ffffffffff,11.0,0.0,0.0
826097fffffffff,2.0,0.0,0.0
82609ffffffffff,7.0,0.0,0.0
8260affffffffff,138.0,7.0,0.0
8260b7fffffffff,5.0,0.0,0.0
82618ffffffffff,5.0,2.0,0.0
826337fffffffff,3.0,3.0,0.0
82640ffffffffff,13.0,13.0,0.0
82642ffffffffff,22.0,22.0,0.0
826497fffffffff,2.0,2.0,0.0
8264a7fffffffff,5.0,3.0,0.0
8264b7fffffffff,2.0,0.0,0.0
826507fffffffff,35.0,0.0,0.0
82650ffffffffff,3.0,0.0,0.0
82651ffffffffff,69.0,0.0,0.0
826527fffffffff,124.0,0.0,0.0
826587fffffffff,4.0,0.0,0.0
82658ffffffffff,4.0,4.0,0.0
82659ffffffffff,5.0,0.0,0.0
826817fffffffff,2.0,2.0,0.0
826867fffffffff,4.0,0.0,0.0
82686ffffffffff,2.0,0.0,0.0
826947fffffffff,4.0,0.0,0.0
827687fffffffff,2.0,0.0,0.0
82769ffffffffff,2.0,0.0,0.0
827797fffffffff,3.0,0.0,0.0
82779ffffffffff,6.0,0.0,0.0
828c17fffffffff,2.0,0.0,0.0
828c6ffffffffff,3.0,0.0,0.0
828db7fffffffff,1.0,0.0,0.0
829507fffffffff,2.0,0.0,0.0
829567fffffffff,3.0,0.0,0.0
82956ffffffffff,10.0,0.0,0.0
829c97fffffffff,4.0,0.0,0.0
829caffffffffff,1.0,0.0,0.0
