cell_id,Cinnyris sovimanga,Cinnyris sovimanga aldabrensis,Cinnyris sovimanga sovimanga,Cinnyris sovimanga apolis,Cinnyris sovimanga abbotti/buchenorum
827b2ffffffffff,7.0,0.0,0.0,0.0,0.0
82a207fffffffff,9.0,0.0,0.0,0.0,0.0
82a217fffffffff,702.0,0.0,0.0,0.0,0.0
82a227fffffffff,394.0,0.0,0.0,0.0,0.0
82a237fffffffff,923.0,0.0,0.0,0.0,0.0
82a2a7fffffffff,262.0,0.0,0.0,0.0,0.0
82a2affffffffff,51.0,0.0,0.0,0.0,0.0
82a30ffffffffff,212.0,0.0,0.0,0.0,0.0
82a31ffffffffff,466.0,0.0,0.0,0.0,0.0
82a32ffffffffff,2.0,0.0,0.0,0.0,0.0
82a357fffffffff,163.0,0.0,0.0,0.0,0.0
82a377fffffffff,52.0,0.0,0.0,0.0,0.0
82a38ffffffffff,259.0,0.0,0.0,0.0,0.0
82a39ffffffffff,812.0,0.0,0.0,0.0,0.0
82a3affffffffff,24.0,0.0,0.0,0.0,0.0
