cell_id,Numenius phaeopus,Numenius phaeopus hudsonicus,Numenius phaeopus phaeopus,Numenius phaeopus alboaxillaris,Numenius phaeopus variegatus/rogachevae,Numenius phaeopus [phaeopus Group]
82015ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82089ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8209a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820c17fffffffff,125.0,88.0,0.0,0.0,0.0,0.0
820c1ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820c37fffffffff,31.0,28.0,0.0,0.0,0.0,0.0
820c47fffffffff,62.0,44.0,0.0,0.0,9.0,0.0
820c57fffffffff,117.0,9.0,0.0,0.0,2.0,0.0
820c5ffffffffff,14.0,2.0,0.0,0.0,2.0,0.0
820c6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
820c77fffffffff,60.0,6.0,0.0,0.0,0.0,0.0
820ca7fffffffff,42.0,1.0,0.0,0.0,30.0,0.0
820cdffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820ce7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
820cf7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
820d0ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820d1ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
820d47fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
820d67fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
820d77fffffffff,28.0,1.0,0.0,0.0,0.0,0.0
820e4ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
820e87fffffffff,24.0,21.0,0.0,0.0,0.0,0.0
820ec7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
820ecffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
820eeffffffffff,66.0,2.0,0.0,0.0,0.0,0.0
820ef7fffffffff,3.0,2.0,0.0,0.0,0.0,0.0
82118ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0
8211affffffffff,2.0,0.0,2.0,0.0,0.0,0.0
821237fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82128ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82129ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8212b7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8212cffffffffff,36.0,2.0,0.0,0.0,0.0,0.0
8212dffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8212e7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8212effffffffff,18.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82138ffffffffff,4.0,2.0,0.0,0.0,2.0,0.0
821397fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821597fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
821657fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
82165ffffffffff,5.0,0.0,0.0,0.0,5.0,0.0
821807fffffffff,20.0,0.0,12.0,0.0,0.0,0.0
821827fffffffff,12.0,0.0,2.0,0.0,0.0,0.0
82182ffffffffff,52.0,0.0,40.0,0.0,0.0,0.0
82184ffffffffff,137.0,51.0,17.0,0.0,0.0,0.0
821857fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82185ffffffffff,178.0,1.0,6.0,0.0,0.0,0.0
821867fffffffff,3.0,0.0,3.0,0.0,0.0,0.0
821877fffffffff,30.0,7.0,9.0,0.0,0.0,0.0
82192ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0
821947fffffffff,19.0,0.0,5.0,0.0,0.0,0.0
82194ffffffffff,28.0,0.0,15.0,0.0,0.0,0.0
821957fffffffff,15.0,0.0,8.0,0.0,0.0,0.0
82195ffffffffff,10.0,1.0,4.0,0.0,0.0,0.0
82196ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
821977fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,65.0,7.0,9.0,0.0,0.0,0.0
821ab7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,2.0,0.0,2.0,0.0,0.0,0.0
821b8ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0
821b9ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,35.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,120.0,0.0,2.0,0.0,0.0,0.0
821e17fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,39.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,18.0,0.0,4.0,0.0,0.0,0.0
821eaffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821eb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821ec7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,19.0,0.0,0.0,0.0,0.0,0.0
821ed7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821edffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821ef7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,11.0,0.0,4.0,0.0,0.0,0.0
821f0ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,6.0,0.0,4.0,0.0,0.0,0.0
821f2ffffffffff,2.0,0.0,2.0,0.0,0.0,0.0
821f37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821f5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821f67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821f6ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,4.0,0.0,2.0,0.0,0.0,0.0
821fa7fffffffff,1.0,0.0,1.0,0.0,0.0,0.0
821faffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82204ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
82205ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8220cffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8220e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822157fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,16.0,3.0,0.0,0.0,12.0,0.0
8222effffffffff,10.0,0.0,0.0,0.0,10.0,0.0
822407fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82242ffffffffff,3.0,0.0,0.0,0.0,1.0,0.0
822477fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822487fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822517fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8225b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82260ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,12.0,3.0,0.0,0.0,0.0,0.0
82262ffffffffff,32.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
82264ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0
822657fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
82265ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,102.0,15.0,0.0,0.0,0.0,0.0
82266ffffffffff,11.0,2.0,0.0,0.0,0.0,0.0
822677fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,38.0,3.0,0.0,0.0,0.0,0.0
82268ffffffffff,77.0,10.0,0.0,0.0,0.0,0.0
822697fffffffff,185.0,39.0,0.0,0.0,0.0,0.0
82269ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8226a7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,48.0,1.0,0.0,0.0,0.0,0.0
8226b7fffffffff,6.0,4.0,0.0,0.0,0.0,0.0
8226c7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,47.0,5.0,0.0,0.0,0.0,0.0
8226d7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8226dffffffffff,34.0,7.0,0.0,0.0,0.0,0.0
8226e7fffffffff,44.0,4.0,0.0,0.0,0.0,0.0
8226effffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,31.0,3.0,0.0,0.0,0.0,0.0
