cell_id,Aegolius acadicus,Aegolius acadicus acadicus,Aegolius acadicus brooksi
8312cafffffffff,5.0,0.0,0.0
8312cbfffffffff,9.0,0.0,0.0
8312ccfffffffff,138.0,0.0,0.0
8312cefffffffff,7.0,0.0,0.0
8312d0fffffffff,13.0,0.0,0.0
8312d1fffffffff,78.0,0.0,0.0
8312d2fffffffff,14.0,0.0,0.0
8312d3fffffffff,36.0,0.0,0.0
8312d6fffffffff,36.0,0.0,0.0
8312d8fffffffff,19.0,0.0,0.0
8312d9fffffffff,8.0,0.0,0.0
8312dafffffffff,25.0,0.0,0.0
8312dbfffffffff,46.0,0.0,0.0
8312dcfffffffff,40.0,0.0,0.0
8312ddfffffffff,76.0,0.0,0.0
8312defffffffff,69.0,0.0,0.0
8312e1fffffffff,38.0,0.0,0.0
8312e2fffffffff,3.0,0.0,0.0
8312e8fffffffff,7.0,0.0,0.0
8312eafffffffff,2.0,0.0,0.0
8312ebfffffffff,2.0,0.0,0.0
8312ecfffffffff,400.0,0.0,0.0
8312eefffffffff,12.0,0.0,0.0
8312f1fffffffff,1.0,0.0,0.0
8312f4fffffffff,4.0,0.0,0.0
8312f6fffffffff,61.0,0.0,0.0
831391fffffffff,10.0,0.0,0.0
831393fffffffff,2.0,0.0,0.0
83139efffffffff,13.0,0.0,0.0
832600fffffffff,4.0,0.0,0.0
832601fffffffff,10.0,0.0,0.0
832602fffffffff,1.0,0.0,0.0
832604fffffffff,4.0,0.0,0.0
832605fffffffff,4.0,0.0,0.0
83260cfffffffff,10.0,0.0,0.0
83260dfffffffff,4.0,0.0,0.0
83260efffffffff,2.0,0.0,0.0
832610fffffffff,2.0,0.0,0.0
832620fffffffff,4.0,0.0,0.0
832621fffffffff,34.0,0.0,0.0
832624fffffffff,8.0,0.0,0.0
832625fffffffff,15.0,0.0,0.0
832626fffffffff,97.0,0.0,0.0
832628fffffffff,2.0,0.0,0.0
832629fffffffff,43.0,0.0,0.0
83262bfffffffff,11.0,0.0,0.0
83262cfffffffff,70.0,0.0,0.0
83262dfffffffff,6.0,0.0,0.0
83262efffffffff,2.0,0.0,0.0
832633fffffffff,21.0,0.0,0.0
832634fffffffff,6.0,0.0,0.0
832636fffffffff,3.0,0.0,0.0
832640fffffffff,9.0,0.0,0.0
832641fffffffff,2.0,0.0,0.0
832660fffffffff,36.0,0.0,0.0
832661fffffffff,8.0,0.0,0.0
832662fffffffff,38.0,0.0,0.0
832663fffffffff,44.0,0.0,0.0
832664fffffffff,129.0,0.0,0.0
832665fffffffff,21.0,0.0,0.0
832666fffffffff,36.0,0.0,0.0
83266cfffffffff,12.0,0.0,0.0
83266efffffffff,2.0,0.0,0.0
832670fffffffff,2.0,0.0,0.0
832671fffffffff,1.0,0.0,0.0
832673fffffffff,10.0,0.0,0.0
832674fffffffff,19.0,0.0,0.0
832675fffffffff,24.0,0.0,0.0
832680fffffffff,21.0,0.0,0.0
832681fffffffff,253.0,0.0,0.0
832683fffffffff,19.0,0.0,0.0
832684fffffffff,4.0,0.0,0.0
832685fffffffff,95.0,0.0,0.0
832686fffffffff,1.0,0.0,0.0
832688fffffffff,80.0,0.0,0.0
83268afffffffff,11.0,0.0,0.0
83268bfffffffff,42.0,0.0,0.0
83268cfffffffff,230.0,0.0,0.0
83268efffffffff,34.0,0.0,0.0
832690fffffffff,21.0,0.0,0.0
832692fffffffff,46.0,0.0,0.0
832694fffffffff,9.0,0.0,0.0
832695fffffffff,5.0,0.0,0.0
832696fffffffff,253.0,0.0,0.0
832698fffffffff,21.0,0.0,0.0
832699fffffffff,18.0,0.0,0.0
83269afffffffff,13.0,0.0,0.0
83269bfffffffff,8.0,0.0,0.0
83269cfffffffff,69.0,0.0,0.0
83269dfffffffff,10.0,0.0,0.0
83269efffffffff,3.0,0.0,0.0
8326a2fffffffff,3.0,0.0,0.0
8326a5fffffffff,3.0,0.0,0.0
8326aafffffffff,28.0,0.0,0.0
8326b0fffffffff,14.0,0.0,0.0
8326b2fffffffff,3.0,0.0,0.0
8326b5fffffffff,2.0,0.0,0.0
8326b6fffffffff,27.0,0.0,0.0
832700fffffffff,4.0,0.0,0.0
832701fffffffff,1.0,0.0,0.0
832702fffffffff,19.0,0.0,0.0
832703fffffffff,50.0,0.0,0.0
832705fffffffff,1.0,0.0,0.0
832706fffffffff,25.0,0.0,0.0
832708fffffffff,4.0,0.0,0.0
832709fffffffff,74.0,0.0,0.0
83270afffffffff,2.0,0.0,0.0
83270cfffffffff,1.0,0.0,0.0
83270dfffffffff,9.0,0.0,0.0
83270efffffffff,12.0,0.0,0.0
832710fffffffff,11.0,0.0,0.0
832711fffffffff,10.0,0.0,0.0
832712fffffffff,2.0,0.0,0.0
832713fffffffff,4.0,0.0,0.0
832715fffffffff,4.0,0.0,0.0
832718fffffffff,12.0,0.0,0.0
832719fffffffff,21.0,0.0,0.0
83271bfffffffff,11.0,0.0,0.0
83271cfffffffff,15.0,0.0,0.0
832740fffffffff,4.0,0.0,0.0
832741fffffffff,2.0,0.0,0.0
832742fffffffff,23.0,0.0,0.0
832743fffffffff,45.0,0.0,0.0
832744fffffffff,12.0,0.0,0.0
832745fffffffff,23.0,0.0,0.0
832746fffffffff,52.0,0.0,0.0
832748fffffffff,110.0,0.0,0.0
832749fffffffff,35.0,0.0,0.0
83274afffffffff,2.0,0.0,0.0
83274bfffffffff,27.0,0.0,0.0
83274cfffffffff,8.0,0.0,0.0
83274dfffffffff,27.0,0.0,0.0
83274efffffffff,20.0,0.0,0.0
832750fffffffff,1.0,0.0,0.0
832751fffffffff,19.0,0.0,0.0
832752fffffffff,38.0,0.0,0.0
832753fffffffff,2.0,0.0,0.0
832754fffffffff,98.0,0.0,0.0
832755fffffffff,45.0,0.0,0.0
832756fffffffff,105.0,0.0,0.0
832758fffffffff,110.0,0.0,0.0
832759fffffffff,284.0,0.0,0.0
83275afffffffff,4.0,0.0,0.0
83275bfffffffff,35.0,0.0,0.0
83275cfffffffff,63.0,0.0,0.0
83275dfffffffff,78.0,0.0,0.0
83275efffffffff,6.0,0.0,0.0
832760fffffffff,2.0,0.0,0.0
832761fffffffff,41.0,0.0,0.0
832763fffffffff,129.0,0.0,0.0
832766fffffffff,2.0,0.0,0.0
832768fffffffff,4.0,0.0,0.0
832769fffffffff,2.0,0.0,0.0
83276afffffffff,24.0,0.0,0.0
83276bfffffffff,26.0,0.0,0.0
83276dfffffffff,13.0,0.0,0.0
83276efffffffff,36.0,0.0,0.0
832770fffffffff,16.0,0.0,0.0
832771fffffffff,5.0,0.0,0.0
832772fffffffff,32.0,0.0,0.0
832773fffffffff,2.0,0.0,0.0
832774fffffffff,5.0,0.0,0.0
832776fffffffff,2.0,0.0,0.0
832786fffffffff,3.0,0.0,0.0
832788fffffffff,9.0,0.0,0.0
83278bfffffffff,1.0,0.0,0.0
83278cfffffffff,17.0,0.0,0.0
832792fffffffff,15.0,0.0,0.0
832793fffffffff,1.0,0.0,0.0
832795fffffffff,6.0,0.0,0.0
832796fffffffff,2.0,0.0,0.0
832798fffffffff,2.0,0.0,0.0
83279afffffffff,2.0,0.0,0.0
83279efffffffff,2.0,0.0,0.0
8327a4fffffffff,4.0,0.0,0.0
8327a8fffffffff,4.0,0.0,0.0
8327a9fffffffff,2.0,0.0,0.0
8327aafffffffff,3.0,0.0,0.0
8327abfffffffff,10.0,0.0,0.0
8327adfffffffff,26.0,0.0,0.0
8327aefffffffff,2.0,0.0,0.0
8327b0fffffffff,1.0,0.0,0.0
8327b2fffffffff,16.0,0.0,0.0
8327b3fffffffff,4.0,0.0,0.0
8327b5fffffffff,1.0,0.0,0.0
832800fffffffff,6.0,0.0,0.0
832802fffffffff,125.0,0.0,0.0
832803fffffffff,1.0,0.0,0.0
832806fffffffff,14.0,0.0,0.0
832810fffffffff,13.0,0.0,0.0
832811fffffffff,10.0,0.0,0.0
832812fffffffff,10.0,0.0,0.0
832813fffffffff,7.0,0.0,0.0
832814fffffffff,113.0,0.0,0.0
832815fffffffff,5.0,0.0,0.0
832816fffffffff,2.0,0.0,0.0
832818fffffffff,31.0,0.0,0.0
832819fffffffff,1.0,0.0,0.0
83281afffffffff,14.0,0.0,0.0
83281bfffffffff,45.0,0.0,0.0
83281cfffffffff,50.0,0.0,0.0
83281dfffffffff,8.0,0.0,0.0
83281efffffffff,44.0,0.0,0.0
832830fffffffff,530.0,0.0,0.0
832831fffffffff,102.0,7.0,0.0
832832fffffffff,87.0,0.0,0.0
832833fffffffff,11.0,0.0,0.0
832834fffffffff,289.0,0.0,0.0
832835fffffffff,272.0,0.0,0.0
832836fffffffff,6.0,0.0,0.0
832880fffffffff,10.0,0.0,0.0
832881fffffffff,11.0,0.0,0.0
832883fffffffff,3.0,0.0,0.0
832884fffffffff,322.0,0.0,0.0
832885fffffffff,44.0,0.0,0.0
832886fffffffff,1.0,0.0,0.0
832888fffffffff,135.0,0.0,0.0
832889fffffffff,74.0,0.0,0.0
83288afffffffff,22.0,0.0,0.0
83288bfffffffff,4.0,0.0,0.0
83288cfffffffff,35.0,0.0,0.0
83288dfffffffff,4.0,0.0,0.0
83288efffffffff,77.0,0.0,0.0
832890fffffffff,15.0,0.0,0.0
832892fffffffff,51.0,0.0,0.0
832893fffffffff,23.0,0.0,0.0
832894fffffffff,38.0,0.0,0.0
832895fffffffff,2.0,0.0,0.0
832896fffffffff,15.0,0.0,0.0
832898fffffffff,81.0,0.0,0.0
83289afffffffff,7.0,0.0,0.0
83289bfffffffff,11.0,0.0,0.0
83289dfffffffff,20.0,0.0,0.0
83289efffffffff,20.0,0.0,0.0
8328a1fffffffff,2.0,0.0,0.0
8328a4fffffffff,2.0,0.0,0.0
8328a5fffffffff,2.0,0.0,0.0
8328a8fffffffff,1.0,0.0,0.0
8328a9fffffffff,75.0,0.0,0.0
8328aafffffffff,29.0,0.0,0.0
8328abfffffffff,30.0,0.0,0.0
8328acfffffffff,4.0,0.0,0.0
8328adfffffffff,42.0,0.0,0.0
8328aefffffffff,26.0,0.0,0.0
8328b0fffffffff,6.0,0.0,0.0
8328b1fffffffff,42.0,0.0,0.0
8328b2fffffffff,8.0,0.0,0.0
8328b3fffffffff,3.0,0.0,0.0
8328b5fffffffff,37.0,0.0,0.0
8328b6fffffffff,84.0,0.0,0.0
8328c2fffffffff,11.0,0.0,0.0
8328c6fffffffff,8.0,0.0,0.0
8328d0fffffffff,34.0,0.0,0.0
8328d1fffffffff,340.0,0.0,0.0
8328d2fffffffff,30.0,0.0,0.0
8328d3fffffffff,27.0,0.0,0.0
8328d4fffffffff,120.0,0.0,0.0
8328d5fffffffff,631.0,0.0,0.0
8328d6fffffffff,412.0,0.0,0.0
8328d8fffffffff,28.0,0.0,0.0
8328d9fffffffff,6.0,0.0,0.0
8328dafffffffff,18.0,0.0,0.0
8328dcfffffffff,147.0,0.0,0.0
8328ddfffffffff,7.0,0.0,0.0
8328defffffffff,667.0,0.0,0.0
8328f0fffffffff,76.0,0.0,0.0
8328f1fffffffff,28.0,0.0,0.0
8328f2fffffffff,79.0,0.0,0.0
8328f3fffffffff,30.0,0.0,0.0
8328f4fffffffff,88.0,0.0,0.0
8328f5fffffffff,89.0,0.0,0.0
8328f6fffffffff,15.0,0.0,0.0
832912fffffffff,22.0,0.0,0.0
83291afffffffff,222.0,0.0,0.0
832984fffffffff,2.0,0.0,0.0
832985fffffffff,4.0,0.0,0.0
832989fffffffff,34.0,0.0,0.0
83298afffffffff,5.0,0.0,0.0
83298cfffffffff,5.0,0.0,0.0
83298dfffffffff,49.0,0.0,0.0
832990fffffffff,5.0,0.0,0.0
832991fffffffff,4.0,0.0,0.0
832992fffffffff,4.0,0.0,0.0
832994fffffffff,20.0,0.0,0.0
832995fffffffff,11.0,0.0,0.0
832999fffffffff,2.0,0.0,0.0
83299bfffffffff,16.0,0.0,0.0
83299cfffffffff,2.0,0.0,0.0
83299efffffffff,3.0,0.0,0.0
8329a0fffffffff,165.0,0.0,0.0
8329a1fffffffff,338.0,0.0,0.0
8329a4fffffffff,57.0,0.0,0.0
8329a5fffffffff,23.0,0.0,0.0
8329a6fffffffff,49.0,0.0,0.0
8329a9fffffffff,6.0,0.0,0.0
8329aafffffffff,18.0,0.0,0.0
8329abfffffffff,57.0,0.0,0.0
8329acfffffffff,21.0,0.0,0.0
8329adfffffffff,37.0,0.0,0.0
8329aefffffffff,65.0,0.0,0.0
8329b2fffffffff,29.0,0.0,0.0
8329b6fffffffff,19.0,0.0,0.0
832a06fffffffff,3.0,0.0,0.0
832a10fffffffff,395.0,0.0,0.0
832a12fffffffff,66.0,0.0,0.0
832a13fffffffff,123.0,0.0,0.0
832a14fffffffff,165.0,0.0,0.0
832a15fffffffff,67.0,0.0,0.0
832a16fffffffff,6.0,0.0,0.0
832a30fffffffff,218.0,0.0,0.0
832a31fffffffff,348.0,0.0,0.0
832a32fffffffff,189.0,0.0,0.0
832a33fffffffff,148.0,0.0,0.0
832a34fffffffff,118.0,0.0,0.0
832a36fffffffff,82.0,0.0,0.0
832a80fffffffff,7.0,0.0,0.0
832a81fffffffff,11.0,0.0,0.0
832a82fffffffff,4.0,0.0,0.0
832a84fffffffff,33.0,0.0,0.0
832a85fffffffff,37.0,0.0,0.0
832a86fffffffff,7.0,0.0,0.0
832a8efffffffff,4.0,0.0,0.0
832a90fffffffff,1.0,0.0,0.0
832a92fffffffff,27.0,0.0,0.0
832a93fffffffff,11.0,0.0,0.0
832a94fffffffff,62.0,0.0,0.0
832a95fffffffff,14.0,0.0,0.0
832a96fffffffff,2.0,0.0,0.0
832a99fffffffff,4.0,0.0,0.0
832aa0fffffffff,37.0,0.0,0.0
832aa1fffffffff,75.0,0.0,0.0
832aa2fffffffff,11.0,0.0,0.0
832aa3fffffffff,82.0,0.0,0.0
832aa4fffffffff,133.0,0.0,0.0
832aa5fffffffff,19.0,0.0,0.0
832aa6fffffffff,2.0,0.0,0.0
832aa8fffffffff,142.0,0.0,0.0
832aa9fffffffff,183.0,1.0,0.0
832aaafffffffff,1.0,0.0,0.0
832aacfffffffff,80.0,0.0,0.0
832aadfffffffff,123.0,0.0,0.0
832aaefffffffff,46.0,0.0,0.0
832ab0fffffffff,17.0,0.0,0.0
832ab1fffffffff,1.0,0.0,0.0
832ab2fffffffff,290.0,0.0,0.0
832ab3fffffffff,240.0,0.0,0.0
832ab4fffffffff,9.0,0.0,0.0
832ab5fffffffff,58.0,0.0,0.0
832ab6fffffffff,52.0,0.0,0.0
832b00fffffffff,11.0,0.0,0.0
832b01fffffffff,21.0,0.0,0.0
832b02fffffffff,21.0,0.0,0.0
832b03fffffffff,20.0,0.0,0.0
832b05fffffffff,13.0,0.0,0.0
832b06fffffffff,4.0,0.0,0.0
832b0afffffffff,105.0,0.0,0.0
832b0cfffffffff,45.0,0.0,0.0
832b0efffffffff,47.0,0.0,0.0
832b12fffffffff,96.0,0.0,0.0
832b13fffffffff,11.0,0.0,0.0
832b14fffffffff,6.0,0.0,0.0
832b15fffffffff,2.0,0.0,0.0
832b16fffffffff,161.0,0.0,0.0
832b18fffffffff,79.0,0.0,0.0
832b1afffffffff,99.0,0.0,0.0
832b1cfffffffff,11.0,0.0,0.0
832b1dfffffffff,4.0,0.0,0.0
832b1efffffffff,24.0,0.0,0.0
832b21fffffffff,2.0,0.0,0.0
832b23fffffffff,13.0,0.0,0.0
832b2afffffffff,6.0,0.0,0.0
832b2efffffffff,11.0,0.0,0.0
832b30fffffffff,27.0,0.0,0.0
832b31fffffffff,1.0,0.0,0.0
832b32fffffffff,3.0,0.0,0.0
832b33fffffffff,5.0,0.0,0.0
832b34fffffffff,1.0,0.0,0.0
832b36fffffffff,70.0,0.0,0.0
832b80fffffffff,38.0,0.0,0.0
832b81fffffffff,57.0,0.0,0.0
832b82fffffffff,26.0,0.0,0.0
832b83fffffffff,196.0,0.0,0.0
832b84fffffffff,39.0,0.0,0.0
832b85fffffffff,45.0,0.0,0.0
832b86fffffffff,2.0,0.0,0.0
832b88fffffffff,18.0,0.0,0.0
832b89fffffffff,57.0,0.0,0.0
832b8afffffffff,58.0,0.0,0.0
832b8cfffffffff,77.0,0.0,0.0
832b8dfffffffff,121.0,0.0,0.0
832b8efffffffff,37.0,0.0,0.0
832b90fffffffff,137.0,0.0,0.0
832b91fffffffff,10.0,0.0,0.0
832b92fffffffff,8.0,0.0,0.0
832b93fffffffff,14.0,0.0,0.0
832b94fffffffff,236.0,0.0,0.0
832b96fffffffff,1.0,0.0,0.0
832b98fffffffff,129.0,0.0,0.0
832b99fffffffff,385.0,0.0,0.0
832b9bfffffffff,437.0,0.0,0.0
832b9cfffffffff,198.0,0.0,0.0
832b9dfffffffff,324.0,0.0,0.0
832b9efffffffff,18.0,0.0,0.0
832ba0fffffffff,70.0,0.0,0.0
832ba1fffffffff,9.0,0.0,0.0
832ba3fffffffff,3.0,0.0,0.0
832ba5fffffffff,31.0,0.0,0.0
832ba8fffffffff,27.0,0.0,0.0
832ba9fffffffff,79.0,0.0,0.0
832baafffffffff,812.0,0.0,0.0
832babfffffffff,182.0,0.0,0.0
832bacfffffffff,542.0,0.0,0.0
832badfffffffff,14.0,0.0,0.0
832baefffffffff,338.0,0.0,0.0
832bb2fffffffff,106.0,0.0,0.0
832bb3fffffffff,10.0,0.0,0.0
8344c8fffffffff,13.0,0.0,0.0
8344cafffffffff,10.0,0.0,0.0
8344d9fffffffff,21.0,0.0,0.0
834814fffffffff,2.0,0.0,0.0
834833fffffffff,38.0,0.0,0.0
834836fffffffff,9.0,0.0,0.0
834859fffffffff,2.0,0.0,0.0
8348a2fffffffff,24.0,0.0,0.0
8348a6fffffffff,12.0,0.0,0.0
8348c0fffffffff,15.0,0.0,0.0
8348c1fffffffff,7.0,0.0,0.0
8348c2fffffffff,1.0,0.0,0.0
8348c3fffffffff,18.0,0.0,0.0
8348c9fffffffff,15.0,0.0,0.0
8348cafffffffff,1.0,0.0,0.0
8348ccfffffffff,9.0,0.0,0.0
8348cdfffffffff,8.0,0.0,0.0
8348d1fffffffff,8.0,0.0,0.0
8348d5fffffffff,4.0,0.0,0.0
8348d8fffffffff,133.0,0.0,0.0
8348dafffffffff,21.0,0.0,0.0
8348dbfffffffff,18.0,0.0,0.0
8348dcfffffffff,9.0,0.0,0.0
8348e6fffffffff,4.0,0.0,0.0
8348eafffffffff,15.0,0.0,0.0
834980fffffffff,1.0,0.0,0.0
834986fffffffff,17.0,0.0,0.0
834989fffffffff,2.0,0.0,0.0
834995fffffffff,9.0,0.0,0.0
83499bfffffffff,3.0,0.0,0.0
8349a8fffffffff,11.0,0.0,0.0
8349aafffffffff,6.0,0.0,0.0
