cell_id,Anas fulvigula,Anas fulvigula fulvigula,Anas fulvigula maculosa
8426045ffffffff,2.0,0.0,0.0
8426085ffffffff,4.0,0.0,0.0
84260b9ffffffff,18.0,0.0,0.0
84260d9ffffffff,11.0,0.0,0.0
8426405ffffffff,2.0,0.0,0.0
8426409ffffffff,1.0,0.0,0.0
842640dffffffff,5.0,0.0,0.0
8426437ffffffff,10.0,0.0,0.0
842643bffffffff,3.0,0.0,0.0
842644dffffffff,1.0,0.0,0.0
8426461ffffffff,32.0,0.0,0.0
8426463ffffffff,10.0,0.0,0.0
8426489ffffffff,8.0,0.0,0.0
8426497ffffffff,2.0,0.0,0.0
8426521ffffffff,16.0,0.0,0.0
8426555ffffffff,5.0,0.0,0.0
84265b9ffffffff,5.0,0.0,0.0
84265d9ffffffff,15.0,0.0,0.0
8426623ffffffff,1.0,0.0,0.0
842662bffffffff,4.0,0.0,0.0
84266adffffffff,2.0,0.0,0.0
84266b1ffffffff,13.0,0.0,0.0
8426719ffffffff,13.0,0.0,0.0
8426747ffffffff,5.0,0.0,0.0
842685dffffffff,1.0,0.0,0.0
8426aabffffffff,2.0,0.0,2.0
8426aadffffffff,2.0,0.0,0.0
8426c37ffffffff,2.0,0.0,0.0
8426c83ffffffff,1.0,0.0,0.0
8426cb1ffffffff,8.0,0.0,0.0
8426cb9ffffffff,113.0,0.0,0.0
8426cbbffffffff,1.0,0.0,0.0
8426cbdffffffff,10.0,0.0,0.0
8426de7ffffffff,2.0,0.0,0.0
8426e19ffffffff,1.0,0.0,0.0
8426e21ffffffff,1.0,0.0,0.0
8426e2dffffffff,2.0,0.0,0.0
8426f2dffffffff,6.0,0.0,0.0
8427527ffffffff,2.0,0.0,0.0
842a10bffffffff,59.0,0.0,0.0
842a159ffffffff,1.0,0.0,0.0
842a847ffffffff,16.0,0.0,0.0
842aa85ffffffff,70.0,0.0,0.0
842aabdffffffff,17.0,0.0,0.0
842ab2bffffffff,23.0,0.0,0.0
842ad39ffffffff,2.0,0.0,0.0
842af63ffffffff,21.0,0.0,0.0
8444125ffffffff,3.0,0.0,0.0
8444131ffffffff,2.0,0.0,0.0
8444133ffffffff,28.0,2.0,0.0
8444135ffffffff,9.0,0.0,0.0
8444137ffffffff,33.0,0.0,0.0
84441a1ffffffff,4.0,4.0,0.0
84441a3ffffffff,4.0,2.0,0.0
84441a5ffffffff,4.0,4.0,0.0
84441a7ffffffff,3.0,0.0,0.0
84441a9ffffffff,319.0,13.0,0.0
84441abffffffff,217.0,14.0,0.0
84441adffffffff,18.0,4.0,0.0
84441e3ffffffff,193.0,11.0,0.0
84441e5ffffffff,34.0,1.0,0.0
84441e7ffffffff,32.0,5.0,0.0
8444401ffffffff,23.0,0.0,0.0
8444403ffffffff,2.0,0.0,0.0
8444409ffffffff,2.0,0.0,0.0
844440dffffffff,110.0,0.0,0.0
8444443ffffffff,1.0,0.0,0.0
8444455ffffffff,1.0,0.0,0.0
8444459ffffffff,7.0,0.0,1.0
8444461ffffffff,2.0,0.0,0.0
8444467ffffffff,2.0,0.0,0.0
844446bffffffff,2.0,0.0,0.0
844448bffffffff,1.0,0.0,0.0
84444a5ffffffff,5.0,0.0,0.0
84444c1ffffffff,2.0,0.0,0.0
8444501ffffffff,2.0,0.0,2.0
8444555ffffffff,2.0,0.0,0.0
844455bffffffff,14.0,0.0,0.0
84445d3ffffffff,2.0,0.0,0.0
84445d5ffffffff,4.0,0.0,0.0
8444693ffffffff,5.0,0.0,0.0
84446c5ffffffff,14.0,0.0,12.0
84446c7ffffffff,9.0,0.0,0.0
84446c9ffffffff,3.0,0.0,1.0
84446cbffffffff,4.0,0.0,0.0
84446cdffffffff,5.0,0.0,3.0
84446d1ffffffff,3.0,0.0,0.0
84446d3ffffffff,2.0,0.0,0.0
84446dbffffffff,11.0,0.0,0.0
84446e9ffffffff,4.0,0.0,2.0
84446ebffffffff,3.0,0.0,2.0
8444731ffffffff,4.0,0.0,0.0
8444735ffffffff,2.0,0.0,0.0
844473bffffffff,7.0,0.0,0.0
8444859ffffffff,14.0,0.0,0.0
8444a13ffffffff,16.0,0.0,0.0
8444a1bffffffff,2.0,2.0,0.0
8444a81ffffffff,3.0,0.0,0.0
8444a83ffffffff,5.0,0.0,0.0
8444a89ffffffff,4.0,4.0,0.0
8444a93ffffffff,170.0,43.0,0.0
8444a95ffffffff,13.0,0.0,0.0
8444a97ffffffff,2.0,0.0,0.0
8444a9bffffffff,93.0,24.0,0.0
8444ab9ffffffff,4.0,0.0,0.0
8444abbffffffff,11.0,0.0,0.0
8444ac3ffffffff,11.0,0.0,0.0
8444ac5ffffffff,31.0,6.0,0.0
8444ac9ffffffff,26.0,0.0,0.0
8444acdffffffff,10.0,0.0,0.0
8444ad3ffffffff,3.0,0.0,0.0
8444ad5ffffffff,14.0,8.0,0.0
8444ad7ffffffff,2.0,0.0,0.0
8444adbffffffff,1.0,0.0,0.0
8444ae9ffffffff,5.0,2.0,0.0
8444c27ffffffff,6.0,0.0,0.0
8444c4bffffffff,2.0,0.0,0.0
8444ca7ffffffff,1.0,0.0,0.0
8444d07ffffffff,2.0,0.0,0.0
8444d0bffffffff,24.0,0.0,0.0
8444d23ffffffff,7.0,0.0,0.0
8444d2bffffffff,9.0,0.0,0.0
8444d3bffffffff,7.0,0.0,0.0
8444d5dffffffff,117.0,0.0,0.0
8444db9ffffffff,3.0,0.0,0.0
8444e05ffffffff,24.0,2.0,0.0
8444e63ffffffff,6.0,0.0,0.0
8444eb7ffffffff,3.0,0.0,0.0
8444f01ffffffff,24.0,0.0,0.0
8444f05ffffffff,174.0,0.0,0.0
8444f07ffffffff,275.0,0.0,0.0
8444f0bffffffff,1.0,0.0,0.0
8444f1bffffffff,2.0,0.0,0.0
8444f31ffffffff,7.0,0.0,0.0
8444f35ffffffff,10.0,0.0,0.0
8444f41ffffffff,40.0,0.0,0.0
8444f43ffffffff,39.0,0.0,0.0
8444f4dffffffff,79.0,10.0,0.0
8444f55ffffffff,21.0,0.0,0.0
8444f59ffffffff,2.0,0.0,0.0
8448827ffffffff,2.0,0.0,0.0
8448839ffffffff,1.0,0.0,0.0
8448869ffffffff,5.0,0.0,5.0
84488edffffffff,5.0,0.0,0.0
8448903ffffffff,3.0,0.0,0.0
8448907ffffffff,2.0,0.0,0.0
844890bffffffff,2.0,0.0,0.0
8448935ffffffff,1.0,0.0,0.0
8448939ffffffff,1.0,0.0,1.0
8448951ffffffff,3.0,0.0,0.0
8448955ffffffff,4.0,0.0,2.0
8448959ffffffff,4.0,0.0,0.0
844895bffffffff,1.0,0.0,0.0
844898dffffffff,17.0,0.0,0.0
84489a9ffffffff,3.0,0.0,0.0
84489abffffffff,2.0,0.0,0.0
84489c1ffffffff,15.0,0.0,0.0
84489cdffffffff,4.0,0.0,0.0
84489e3ffffffff,9.0,0.0,0.0
84489ebffffffff,1.0,0.0,0.0
8448a27ffffffff,20.0,0.0,0.0
8448b13ffffffff,17.0,0.0,16.0
8448b15ffffffff,1.0,0.0,0.0
8448b19ffffffff,13.0,0.0,0.0
8448b1bffffffff,9.0,0.0,0.0
8448b23ffffffff,2.0,0.0,0.0
8448b31ffffffff,10.0,0.0,0.0
8448b39ffffffff,29.0,0.0,0.0
8448b3dffffffff,4.0,0.0,0.0
8448b4dffffffff,2.0,0.0,0.0
8448b51ffffffff,5.0,0.0,0.0
8448b5bffffffff,24.0,0.0,0.0
8449981ffffffff,3.0,0.0,0.0
