cell_id,Botaurus minutus,Botaurus minutus minutus,Botaurus minutus payesii,Botaurus minutus podiceps
8211affffffffff,3.0,3.0,0.0,0.0
82184ffffffffff,20.0,0.0,0.0,0.0
82185ffffffffff,2.0,0.0,0.0,0.0
82186ffffffffff,1.0,0.0,0.0,0.0
821947fffffffff,9.0,3.0,0.0,0.0
82194ffffffffff,4.0,0.0,0.0,0.0
821957fffffffff,3.0,0.0,0.0,0.0
82195ffffffffff,6.0,0.0,1.0,0.0
82196ffffffffff,8.0,0.0,0.0,0.0
821977fffffffff,2.0,0.0,0.0,0.0
821e07fffffffff,61.0,0.0,0.0,0.0
821e0ffffffffff,4.0,3.0,0.0,0.0
821e1ffffffffff,2.0,0.0,0.0,0.0
821e27fffffffff,6.0,0.0,0.0,0.0
821e2ffffffffff,1.0,0.0,0.0,0.0
821e37fffffffff,11.0,0.0,0.0,0.0
821e57fffffffff,4.0,0.0,0.0,0.0
821e5ffffffffff,3.0,0.0,0.0,0.0
821ea7fffffffff,5.0,0.0,0.0,0.0
821eb7fffffffff,2.0,0.0,0.0,0.0
821ec7fffffffff,12.0,0.0,0.0,0.0
821ecffffffffff,1.0,1.0,0.0,0.0
821edffffffffff,5.0,0.0,0.0,0.0
821f17fffffffff,3.0,0.0,0.0,0.0
821f1ffffffffff,8.0,0.0,0.0,0.0
821f57fffffffff,2.0,0.0,0.0,0.0
821f87fffffffff,19.0,0.0,0.0,0.0
821f8ffffffffff,8.0,0.0,0.0,0.0
821f9ffffffffff,1.0,0.0,0.0,0.0
821fa7fffffffff,9.0,0.0,0.0,0.0
821faffffffffff,5.0,0.0,0.0,0.0
8220b7fffffffff,2.0,0.0,0.0,0.0
822517fffffffff,4.0,0.0,0.0,0.0
822c07fffffffff,1.0,0.0,0.0,0.0
822c0ffffffffff,3.0,0.0,0.0,0.0
822c4ffffffffff,1.0,0.0,0.0,0.0
822c87fffffffff,8.0,0.0,0.0,0.0
822c97fffffffff,9.0,0.0,0.0,0.0
822cf7fffffffff,4.0,0.0,0.0,0.0
822d17fffffffff,3.0,0.0,0.0,0.0
822daffffffffff,1.0,1.0,0.0,0.0
822db7fffffffff,14.0,1.0,0.0,0.0
82346ffffffffff,2.0,0.0,0.0,0.0
823867fffffffff,3.0,0.0,0.0,0.0
823907fffffffff,78.0,1.0,0.0,0.0
82390ffffffffff,5.0,0.0,0.0,0.0
823917fffffffff,38.0,0.0,0.0,0.0
82391ffffffffff,26.0,3.0,0.0,0.0
823927fffffffff,60.0,0.0,0.0,0.0
82392ffffffffff,41.0,0.0,0.0,0.0
823937fffffffff,20.0,3.0,0.0,0.0
823947fffffffff,10.0,3.0,0.0,0.0
823957fffffffff,9.0,0.0,0.0,0.0
823977fffffffff,61.0,26.0,0.0,0.0
823d07fffffffff,1.0,0.0,0.0,0.0
823d17fffffffff,1.0,0.0,0.0,0.0
823d37fffffffff,12.0,0.0,0.0,0.0
823da7fffffffff,38.0,0.0,0.0,0.0
823db7fffffffff,2.0,0.0,0.0,0.0
823e67fffffffff,5.0,5.0,0.0,0.0
823e6ffffffffff,12.0,0.0,0.0,0.0
823f2ffffffffff,2.0,0.0,0.0,0.0
823f4ffffffffff,2.0,2.0,0.0,0.0
823f6ffffffffff,3.0,1.0,0.0,0.0
823f77fffffffff,5.0,0.0,0.0,0.0
8242cffffffffff,25.0,0.0,0.0,0.0
8242dffffffffff,4.0,0.0,0.0,0.0
824327fffffffff,5.0,0.0,0.0,0.0
824357fffffffff,2.0,0.0,0.0,0.0
82439ffffffffff,2.0,2.0,0.0,0.0
8243a7fffffffff,3.0,0.0,0.0,0.0
8243affffffffff,3.0,0.0,0.0,0.0
82526ffffffffff,2.0,2.0,0.0,0.0
8252d7fffffffff,2.0,0.0,0.0,0.0
825347fffffffff,3.0,0.0,0.0,0.0
8254c7fffffffff,1.0,0.0,0.0,0.0
8254f7fffffffff,2.0,0.0,0.0,0.0
826acffffffffff,4.0,0.0,0.0,0.0
827a4ffffffffff,7.0,0.0,6.0,0.0
827a67fffffffff,2.0,0.0,0.0,0.0
827a6ffffffffff,11.0,0.0,1.0,0.0
827b4ffffffffff,18.0,0.0,0.0,0.0
829757fffffffff,2.0,0.0,0.0,0.0
82a31ffffffffff,3.0,0.0,0.0,0.0
82ac97fffffffff,2.0,0.0,0.0,0.0
82ac9ffffffffff,2.0,0.0,0.0,0.0
82ad37fffffffff,7.0,0.0,7.0,0.0
82bc8ffffffffff,2.0,0.0,0.0,0.0
82bcd7fffffffff,3.0,3.0,0.0,0.0
82bcdffffffffff,2.0,0.0,2.0,0.0
82bce7fffffffff,2.0,0.0,0.0,0.0
82bcf7fffffffff,22.0,0.0,8.0,0.0
