cell_id,Muscicapa striata,Muscicapa striata [striata Group],Muscicapa striata tyrrhenica/balearica
826107fffffffff,4.0,2.0,0.0
826337fffffffff,7.0,3.0,0.0
82640ffffffffff,6.0,0.0,0.0
826527fffffffff,7.0,0.0,0.0
826aeffffffffff,1.0,1.0,0.0
827a47fffffffff,2.0,2.0,0.0
827a4ffffffffff,1.0,0.0,0.0
827a5ffffffffff,1.0,0.0,0.0
827a67fffffffff,2.0,0.0,0.0
827a6ffffffffff,4.0,4.0,0.0
827b4ffffffffff,43.0,2.0,0.0
82962ffffffffff,4.0,4.0,0.0
829757fffffffff,2.0,2.0,0.0
82bc47fffffffff,2.0,0.0,0.0
82bc6ffffffffff,2.0,0.0,0.0
82bcd7fffffffff,9.0,6.0,0.0
82bcdffffffffff,2.0,0.0,0.0
