cell_id,Muscicapa striata,Muscicapa striata [striata Group],Muscicapa striata tyrrhenica/balearica
82074ffffffffff,4.0,0.0,0.0
82075ffffffffff,6.0,0.0,0.0
820767fffffffff,23.0,0.0,0.0
820777fffffffff,3.0,0.0,0.0
820887fffffffff,4.0,4.0,0.0
82088ffffffffff,1.0,0.0,0.0
82089ffffffffff,4.0,2.0,0.0
820987fffffffff,4.0,0.0,0.0
82099ffffffffff,2.0,2.0,0.0
8209a7fffffffff,18.0,0.0,0.0
820bb7fffffffff,1.0,1.0,0.0
821187fffffffff,6.0,6.0,0.0
82118ffffffffff,1.0,1.0,0.0
8211affffffffff,17.0,17.0,0.0
82180ffffffffff,2.0,0.0,0.0
82182ffffffffff,3.0,0.0,0.0
82184ffffffffff,30.0,12.0,0.0
82185ffffffffff,4.0,2.0,0.0
82186ffffffffff,2.0,2.0,0.0
821877fffffffff,6.0,0.0,0.0
82190ffffffffff,4.0,2.0,0.0
82192ffffffffff,1.0,0.0,0.0
821947fffffffff,22.0,4.0,0.0
82194ffffffffff,16.0,11.0,0.0
821957fffffffff,2.0,0.0,0.0
82195ffffffffff,77.0,6.0,0.0
82196ffffffffff,1.0,0.0,0.0
821977fffffffff,3.0,0.0,0.0
821e0ffffffffff,3.0,0.0,0.0
821e1ffffffffff,8.0,0.0,0.0
821e87fffffffff,6.0,3.0,2.0
821ea7fffffffff,2.0,0.0,0.0
821eb7fffffffff,1.0,1.0,0.0
821ec7fffffffff,7.0,0.0,0.0
821ecffffffffff,4.0,0.0,0.0
821edffffffffff,15.0,1.0,0.0
821ef7fffffffff,4.0,0.0,0.0
821f0ffffffffff,1.0,0.0,0.0
821f2ffffffffff,19.0,17.0,0.0
821f37fffffffff,1.0,1.0,0.0
821f47fffffffff,1.0,0.0,0.0
821f67fffffffff,2.0,0.0,0.0
821f77fffffffff,3.0,0.0,0.0
821f8ffffffffff,4.0,3.0,0.0
821f9ffffffffff,12.0,8.0,0.0
821faffffffffff,1.0,1.0,0.0
822017fffffffff,1.0,1.0,0.0
82206ffffffffff,4.0,4.0,0.0
822087fffffffff,3.0,0.0,0.0
8220a7fffffffff,1.0,0.0,0.0
822157fffffffff,3.0,0.0,0.0
822517fffffffff,16.0,16.0,0.0
8225affffffffff,1.0,1.0,0.0
822c07fffffffff,2.0,0.0,0.0
822c0ffffffffff,1.0,1.0,0.0
822c17fffffffff,1.0,0.0,0.0
822c27fffffffff,13.0,11.0,0.0
822c2ffffffffff,3.0,2.0,0.0
822c4ffffffffff,4.0,0.0,0.0
822c57fffffffff,41.0,0.0,0.0
822c5ffffffffff,4.0,0.0,0.0
822c97fffffffff,7.0,1.0,0.0
822d07fffffffff,12.0,4.0,0.0
822d0ffffffffff,2.0,2.0,0.0
822d17fffffffff,2.0,1.0,1.0
822d1ffffffffff,6.0,6.0,0.0
822d37fffffffff,12.0,8.0,0.0
822d67fffffffff,2.0,0.0,0.0
822da7fffffffff,4.0,2.0,0.0
822db7fffffffff,12.0,0.0,0.0
823427fffffffff,2.0,0.0,0.0
82344ffffffffff,3.0,0.0,0.0
8235affffffffff,5.0,0.0,0.0
823827fffffffff,2.0,0.0,0.0
823867fffffffff,24.0,0.0,0.0
823877fffffffff,24.0,0.0,0.0
823907fffffffff,50.0,7.0,0.0
82390ffffffffff,10.0,0.0,0.0
823917fffffffff,86.0,0.0,0.0
82391ffffffffff,27.0,3.0,0.0
823927fffffffff,69.0,0.0,0.0
82392ffffffffff,41.0,3.0,0.0
823937fffffffff,37.0,0.0,0.0
823947fffffffff,126.0,4.0,10.0
823957fffffffff,30.0,0.0,5.0
82395ffffffffff,122.0,51.0,24.0
823967fffffffff,2.0,0.0,0.0
82396ffffffffff,1.0,0.0,1.0
823977fffffffff,65.0,0.0,14.0
8239affffffffff,10.0,10.0,0.0
823cf7fffffffff,13.0,0.0,0.0
823d07fffffffff,34.0,0.0,0.0
823da7fffffffff,2.0,0.0,0.0
823db7fffffffff,2.0,0.0,0.0
823e5ffffffffff,3.0,0.0,0.0
823e6ffffffffff,11.0,4.0,0.0
823f37fffffffff,36.0,0.0,6.0
823f47fffffffff,4.0,0.0,0.0
823f67fffffffff,4.0,4.0,0.0
823f77fffffffff,3.0,0.0,0.0
824257fffffffff,17.0,1.0,0.0
82425ffffffffff,5.0,0.0,0.0
8242c7fffffffff,10.0,0.0,0.0
8242cffffffffff,10.0,0.0,0.0
8242dffffffffff,4.0,0.0,0.0
8242effffffffff,5.0,0.0,0.0
824367fffffffff,1.0,0.0,0.0
8243a7fffffffff,1.0,0.0,0.0
82524ffffffffff,2.0,0.0,0.0
82526ffffffffff,2.0,0.0,0.0
82534ffffffffff,6.0,0.0,0.0
82536ffffffffff,1.0,0.0,0.0
82541ffffffffff,1.0,1.0,0.0
82592ffffffffff,1.0,0.0,0.0
825977fffffffff,7.0,0.0,0.0
82601ffffffffff,11.0,0.0,0.0
82608ffffffffff,50.0,0.0,0.0
8260affffffffff,3.0,0.0,0.0
