cell_id,Alauda arvensis,Alauda arvensis [arvensis Group],Alauda arvensis [pekinensis Group],Alauda arvensis japonica/intermedia
8407635ffffffff,1.0,0.0,0.0,0.0
8407733ffffffff,1.0,0.0,0.0,0.0
8407739ffffffff,2.0,0.0,0.0,0.0
84089a9ffffffff,2.0,0.0,0.0,0.0
84089bbffffffff,4.0,0.0,0.0,0.0
84089e3ffffffff,1.0,0.0,0.0,0.0
840a91dffffffff,2.0,0.0,2.0,0.0
840c415ffffffff,1.0,0.0,0.0,0.0
840c50bffffffff,5.0,0.0,0.0,0.0
840ca43ffffffff,51.0,0.0,5.0,0.0
8412909ffffffff,3.0,0.0,0.0,0.0
8415927ffffffff,8.0,0.0,0.0,0.0
8415929ffffffff,5.0,0.0,0.0,0.0
841592bffffffff,1.0,0.0,0.0,0.0
8415b6bffffffff,2.0,0.0,0.0,0.0
8416507ffffffff,1.0,0.0,0.0,0.0
84182cbffffffff,1.0,0.0,0.0,0.0
84182e5ffffffff,5.0,0.0,0.0,0.0
8418495ffffffff,5.0,0.0,0.0,0.0
84184b1ffffffff,7.0,0.0,0.0,0.0
84184b9ffffffff,2.0,0.0,0.0,0.0
84184bbffffffff,4.0,0.0,0.0,0.0
84184bdffffffff,1.0,0.0,0.0,0.0
84184d5ffffffff,4.0,0.0,0.0,0.0
84185b5ffffffff,18.0,0.0,0.0,0.0
84185bbffffffff,127.0,2.0,0.0,0.0
8418667ffffffff,4.0,0.0,0.0,0.0
84186ebffffffff,1.0,0.0,0.0,0.0
8419229ffffffff,1.0,0.0,0.0,0.0
8419281ffffffff,2.0,0.0,0.0,0.0
84192b1ffffffff,1.0,1.0,0.0,0.0
84192b5ffffffff,6.0,6.0,0.0,0.0
8419401ffffffff,2.0,0.0,0.0,0.0
8419411ffffffff,2.0,2.0,0.0,0.0
8419413ffffffff,2.0,0.0,0.0,0.0
8419415ffffffff,2.0,2.0,0.0,0.0
8419421ffffffff,4.0,2.0,0.0,0.0
8419423ffffffff,25.0,0.0,0.0,0.0
841942bffffffff,1.0,0.0,0.0,0.0
8419435ffffffff,1.0,1.0,0.0,0.0
8419461ffffffff,2.0,2.0,0.0,0.0
84194a5ffffffff,1.0,1.0,0.0,0.0
8419517ffffffff,1.0,1.0,0.0,0.0
8419531ffffffff,1.0,1.0,0.0,0.0
841959dffffffff,1.0,1.0,0.0,0.0
84195abffffffff,2.0,2.0,0.0,0.0
84195c9ffffffff,1.0,0.0,0.0,0.0
84195d3ffffffff,1.0,1.0,0.0,0.0
84195ebffffffff,2.0,2.0,0.0,0.0
84195edffffffff,1.0,1.0,0.0,0.0
841e02dffffffff,1.0,1.0,0.0,0.0
841e041ffffffff,15.0,0.0,0.0,0.0
841e045ffffffff,6.0,0.0,0.0,0.0
841e047ffffffff,2.0,0.0,0.0,0.0
841e051ffffffff,4.0,0.0,0.0,0.0
841e053ffffffff,1.0,0.0,0.0,0.0
841e069ffffffff,2.0,0.0,0.0,0.0
841e06bffffffff,2.0,0.0,0.0,0.0
841e0a9ffffffff,3.0,0.0,0.0,0.0
841e0e7ffffffff,1.0,0.0,0.0,0.0
841e15bffffffff,2.0,0.0,0.0,0.0
841e225ffffffff,8.0,0.0,0.0,0.0
841e233ffffffff,2.0,0.0,0.0,0.0
841e23dffffffff,1.0,0.0,0.0,0.0
841e245ffffffff,1.0,0.0,0.0,0.0
841e2e7ffffffff,2.0,0.0,0.0,0.0
841e30bffffffff,3.0,0.0,0.0,0.0
841e30dffffffff,1.0,0.0,0.0,0.0
841e319ffffffff,4.0,0.0,0.0,0.0
841e341ffffffff,1.0,0.0,0.0,0.0
841e343ffffffff,2.0,0.0,0.0,0.0
841e34bffffffff,14.0,0.0,0.0,0.0
841e351ffffffff,1.0,0.0,0.0,0.0
841e355ffffffff,3.0,0.0,0.0,0.0
841e357ffffffff,6.0,0.0,0.0,0.0
841e359ffffffff,2.0,0.0,0.0,0.0
841e36bffffffff,5.0,3.0,0.0,0.0
841e5a5ffffffff,1.0,1.0,0.0,0.0
841e5c5ffffffff,10.0,0.0,0.0,0.0
841e745ffffffff,1.0,0.0,0.0,0.0
841e769ffffffff,2.0,0.0,0.0,0.0
841ea41ffffffff,7.0,4.0,0.0,0.0
841ea4dffffffff,2.0,2.0,0.0,0.0
841ea53ffffffff,2.0,0.0,0.0,0.0
841ea55ffffffff,1.0,0.0,0.0,0.0
841ec03ffffffff,1.0,0.0,0.0,0.0
841ec1dffffffff,3.0,0.0,0.0,0.0
841ec21ffffffff,5.0,3.0,0.0,0.0
841ec43ffffffff,2.0,0.0,0.0,0.0
841ec47ffffffff,6.0,0.0,0.0,0.0
841ec9bffffffff,2.0,0.0,0.0,0.0
841eca1ffffffff,1.0,0.0,0.0,0.0
841ece9ffffffff,1.0,0.0,0.0,0.0
841eda7ffffffff,2.0,0.0,0.0,0.0
841ee91ffffffff,2.0,0.0,0.0,0.0
841f09bffffffff,2.0,0.0,0.0,0.0
841f0d1ffffffff,4.0,2.0,0.0,0.0
841f0d3ffffffff,2.0,0.0,0.0,0.0
841f0ebffffffff,2.0,0.0,0.0,0.0
841f0edffffffff,1.0,0.0,0.0,0.0
841f12dffffffff,5.0,0.0,0.0,0.0
841f199ffffffff,2.0,0.0,0.0,0.0
841f1a5ffffffff,35.0,35.0,0.0,0.0
841f29dffffffff,1.0,0.0,0.0,0.0
841f33dffffffff,2.0,0.0,0.0,0.0
841f505ffffffff,1.0,1.0,0.0,0.0
841f5c5ffffffff,2.0,2.0,0.0,0.0
841f725ffffffff,11.0,0.0,0.0,0.0
841f727ffffffff,8.0,0.0,0.0,0.0
841f72dffffffff,2.0,0.0,0.0,0.0
841f823ffffffff,2.0,2.0,0.0,0.0
841f835ffffffff,7.0,0.0,0.0,0.0
841f839ffffffff,2.0,0.0,0.0,0.0
841f94dffffffff,2.0,0.0,0.0,0.0
841f9c3ffffffff,2.0,0.0,0.0,0.0
841fa3dffffffff,2.0,0.0,0.0,0.0
841fa47ffffffff,1.0,0.0,0.0,0.0
841fa83ffffffff,3.0,0.0,0.0,0.0
841fa93ffffffff,2.0,0.0,0.0,0.0
841faadffffffff,2.0,0.0,0.0,0.0
841fac1ffffffff,1.0,1.0,0.0,0.0
841fad1ffffffff,5.0,5.0,0.0,0.0
841fad3ffffffff,4.0,4.0,0.0,0.0
841faddffffffff,2.0,0.0,0.0,0.0
841fae3ffffffff,2.0,0.0,0.0,0.0
842013dffffffff,2.0,0.0,2.0,0.0
84201b9ffffffff,2.0,0.0,2.0,0.0
84201bbffffffff,2.0,0.0,2.0,0.0
8420e07ffffffff,7.0,0.0,7.0,0.0
8420e2bffffffff,2.0,0.0,2.0,0.0
8420e31ffffffff,2.0,0.0,2.0,0.0
8420e3dffffffff,2.0,0.0,2.0,0.0
8420e69ffffffff,1.0,0.0,1.0,0.0
8421567ffffffff,3.0,0.0,0.0,0.0
84225a5ffffffff,1.0,0.0,0.0,0.0
8422db7ffffffff,132.0,0.0,0.0,0.0
8422dbdffffffff,6.0,0.0,0.0,0.0
84240a9ffffffff,1.0,0.0,0.0,0.0
842421bffffffff,4.0,0.0,0.0,0.0
84242c3ffffffff,5.0,0.0,0.0,0.0
84242d5ffffffff,1.0,0.0,0.0,0.0
842460dffffffff,8.0,0.0,0.0,0.0
8424613ffffffff,3.0,0.0,0.0,0.0
8424631ffffffff,2.0,0.0,0.0,0.0
8424633ffffffff,3.0,0.0,0.0,0.0
8424647ffffffff,3.0,0.0,0.0,0.0
84246cdffffffff,2.0,0.0,0.0,0.0
84246d9ffffffff,2.0,0.0,0.0,0.0
84246e7ffffffff,1.0,0.0,0.0,0.0
8424c63ffffffff,4.0,0.0,0.0,0.0
8425123ffffffff,1.0,0.0,1.0,0.0
8425131ffffffff,1.0,0.0,1.0,0.0
8425133ffffffff,1.0,0.0,1.0,0.0
8425505ffffffff,1.0,0.0,0.0,0.0
8425ac9ffffffff,4.0,0.0,4.0,0.0
842802bffffffff,10.0,0.0,0.0,0.0
