cell_id,Corvus corone,Corvus corone corone,Corvus corone orientalis
8418495ffffffff,2713.0,0.0,0.0
8418497ffffffff,574.0,0.0,0.0
8418499ffffffff,3.0,0.0,0.0
841849bffffffff,28.0,0.0,0.0
841849dffffffff,313.0,0.0,0.0
84184a3ffffffff,43.0,0.0,0.0
84184b1ffffffff,1227.0,0.0,0.0
84184b3ffffffff,369.0,0.0,0.0
84184b5ffffffff,489.0,0.0,0.0
84184b7ffffffff,320.0,0.0,0.0
84184b9ffffffff,157.0,0.0,0.0
84184bbffffffff,1320.0,0.0,0.0
84184bdffffffff,456.0,0.0,0.0
84184c3ffffffff,27.0,4.0,0.0
84184c9ffffffff,3.0,0.0,0.0
84184d1ffffffff,1.0,0.0,0.0
84184d5ffffffff,24.0,0.0,0.0
84184d7ffffffff,1.0,0.0,0.0
84184d9ffffffff,23.0,0.0,0.0
84184dbffffffff,4.0,0.0,0.0
84184ddffffffff,122.0,0.0,0.0
8418593ffffffff,175.0,0.0,0.0
8418597ffffffff,303.0,0.0,0.0
84185b1ffffffff,71.0,0.0,0.0
84185b3ffffffff,298.0,0.0,0.0
84185b5ffffffff,1629.0,0.0,0.0
84185b7ffffffff,24.0,0.0,0.0
84185bbffffffff,1248.0,0.0,0.0
8418601ffffffff,2.0,0.0,0.0
8418603ffffffff,1.0,0.0,0.0
8418605ffffffff,3.0,0.0,0.0
8418607ffffffff,44.0,0.0,0.0
8418609ffffffff,42.0,0.0,0.0
841860bffffffff,4.0,0.0,0.0
841860dffffffff,43.0,0.0,0.0
8418611ffffffff,2.0,0.0,0.0
8418613ffffffff,2.0,0.0,0.0
8418619ffffffff,10.0,0.0,0.0
8418623ffffffff,47.0,0.0,0.0
8418625ffffffff,17.0,0.0,0.0
8418627ffffffff,24.0,0.0,0.0
8418629ffffffff,402.0,0.0,0.0
841862bffffffff,31.0,0.0,0.0
841862dffffffff,10.0,0.0,0.0
8418631ffffffff,31.0,0.0,0.0
8418633ffffffff,19.0,0.0,0.0
8418635ffffffff,16.0,0.0,0.0
8418637ffffffff,14.0,0.0,0.0
8418639ffffffff,4.0,0.0,0.0
841863bffffffff,5.0,0.0,0.0
841863dffffffff,38.0,0.0,0.0
841864bffffffff,4.0,0.0,0.0
8418653ffffffff,8.0,0.0,0.0
8418655ffffffff,27.0,0.0,0.0
8418657ffffffff,3.0,0.0,0.0
8418659ffffffff,22.0,0.0,0.0
841865bffffffff,4.0,0.0,0.0
841865dffffffff,30.0,0.0,0.0
8418661ffffffff,9.0,0.0,0.0
8418663ffffffff,2.0,0.0,0.0
8418667ffffffff,107.0,0.0,0.0
841866bffffffff,8.0,0.0,0.0
8418681ffffffff,6.0,0.0,0.0
8418683ffffffff,8.0,0.0,0.0
8418685ffffffff,45.0,0.0,0.0
8418687ffffffff,32.0,0.0,0.0
8418689ffffffff,8.0,0.0,0.0
841868bffffffff,4.0,0.0,0.0
841868dffffffff,12.0,0.0,0.0
8418691ffffffff,4.0,0.0,0.0
8418693ffffffff,1.0,0.0,0.0
8418695ffffffff,17.0,0.0,0.0
8418697ffffffff,17.0,0.0,0.0
841869bffffffff,2.0,0.0,0.0
841869dffffffff,5.0,0.0,0.0
84186a1ffffffff,44.0,0.0,0.0
84186a3ffffffff,36.0,0.0,0.0
84186a5ffffffff,73.0,0.0,0.0
84186a7ffffffff,97.0,0.0,0.0
84186a9ffffffff,2.0,0.0,0.0
84186abffffffff,20.0,0.0,0.0
84186adffffffff,8.0,0.0,0.0
84186b1ffffffff,3.0,0.0,0.0
84186b3ffffffff,4.0,0.0,0.0
84186b7ffffffff,33.0,0.0,0.0
84186b9ffffffff,2.0,0.0,0.0
84186bbffffffff,5.0,0.0,0.0
84186bdffffffff,3.0,0.0,0.0
84186c1ffffffff,74.0,0.0,0.0
84186c3ffffffff,129.0,0.0,0.0
84186c5ffffffff,39.0,0.0,0.0
84186c7ffffffff,9.0,0.0,0.0
84186c9ffffffff,114.0,0.0,0.0
84186cbffffffff,80.0,0.0,0.0
84186cdffffffff,53.0,0.0,0.0
84186d1ffffffff,23.0,5.0,0.0
84186d3ffffffff,1.0,0.0,0.0
84186d5ffffffff,6.0,0.0,0.0
84186d7ffffffff,2.0,0.0,0.0
84186d9ffffffff,5.0,0.0,0.0
84186dbffffffff,11.0,1.0,0.0
84186ddffffffff,5.0,0.0,0.0
84186e1ffffffff,3.0,0.0,0.0
84186e3ffffffff,5.0,0.0,0.0
84186e5ffffffff,21.0,0.0,0.0
84186e7ffffffff,9.0,0.0,0.0
84186e9ffffffff,9.0,0.0,0.0
84186ebffffffff,22.0,0.0,0.0
84186edffffffff,52.0,0.0,0.0
8418709ffffffff,5.0,0.0,0.0
841870dffffffff,758.0,4.0,0.0
8418711ffffffff,15.0,0.0,0.0
8418713ffffffff,4.0,0.0,0.0
8418717ffffffff,42.0,0.0,0.0
841871bffffffff,50.0,0.0,0.0
8418729ffffffff,215.0,0.0,0.0
841873bffffffff,182.0,0.0,0.0
8418741ffffffff,79.0,3.0,0.0
8418743ffffffff,18.0,0.0,0.0
8418745ffffffff,2.0,0.0,0.0
8418747ffffffff,243.0,1.0,0.0
8418749ffffffff,32.0,0.0,0.0
841874bffffffff,89.0,0.0,0.0
841875dffffffff,88.0,1.0,0.0
8418763ffffffff,14.0,0.0,0.0
841876bffffffff,55.0,0.0,0.0
8419081ffffffff,8.0,0.0,0.0
8419083ffffffff,16.0,0.0,0.0
8419089ffffffff,7.0,0.0,0.0
841908bffffffff,14.0,0.0,0.0
841908dffffffff,6.0,0.0,0.0
8419091ffffffff,76.0,0.0,0.0
8419093ffffffff,78.0,0.0,0.0
8419095ffffffff,14.0,0.0,0.0
8419097ffffffff,12.0,0.0,0.0
8419099ffffffff,62.0,0.0,0.0
841909bffffffff,188.0,0.0,0.0
841909dffffffff,22.0,0.0,0.0
84190b1ffffffff,5.0,0.0,0.0
84190b3ffffffff,20.0,0.0,0.0
84190b9ffffffff,17.0,0.0,0.0
84190bbffffffff,25.0,0.0,0.0
84190c1ffffffff,1.0,0.0,0.0
84190c3ffffffff,5.0,0.0,0.0
84190c7ffffffff,18.0,0.0,0.0
84190c9ffffffff,3.0,0.0,0.0
84190cbffffffff,13.0,0.0,0.0
84190cdffffffff,2.0,0.0,0.0
84190d1ffffffff,66.0,0.0,0.0
84190d3ffffffff,42.0,0.0,0.0
84190d5ffffffff,8.0,0.0,0.0
84190d7ffffffff,11.0,0.0,0.0
84190d9ffffffff,307.0,5.0,0.0
84190dbffffffff,43.0,0.0,0.0
84190ddffffffff,86.0,0.0,0.0
84190ebffffffff,16.0,0.0,0.0
8419281ffffffff,7.0,0.0,0.0
8419283ffffffff,7.0,0.0,0.0
8419287ffffffff,9.0,0.0,0.0
8419289ffffffff,10.0,0.0,0.0
841928dffffffff,26.0,0.0,0.0
8419293ffffffff,42.0,1.0,0.0
8419297ffffffff,30.0,0.0,0.0
84192a1ffffffff,3.0,0.0,0.0
84192abffffffff,2.0,0.0,0.0
84192b1ffffffff,151.0,0.0,0.0
84192b3ffffffff,100.0,0.0,0.0
84192b5ffffffff,82.0,0.0,0.0
84192b7ffffffff,312.0,2.0,0.0
84192b9ffffffff,5.0,0.0,0.0
84192bbffffffff,108.0,0.0,0.0
84192c7ffffffff,2.0,0.0,0.0
84192cbffffffff,15.0,0.0,0.0
8419401ffffffff,786.0,0.0,0.0
8419403ffffffff,235.0,0.0,0.0
8419405ffffffff,697.0,0.0,0.0
8419407ffffffff,401.0,0.0,0.0
841940dffffffff,540.0,0.0,0.0
8419411ffffffff,1205.0,63.0,0.0
8419413ffffffff,1564.0,7.0,0.0
8419415ffffffff,1394.0,55.0,0.0
8419417ffffffff,1055.0,36.0,0.0
841941bffffffff,450.0,21.0,0.0
841941dffffffff,24.0,0.0,0.0
8419421ffffffff,468.0,0.0,0.0
8419423ffffffff,639.0,0.0,0.0
8419425ffffffff,201.0,69.0,0.0
8419427ffffffff,2130.0,0.0,0.0
8419429ffffffff,364.0,0.0,0.0
841942bffffffff,1042.0,0.0,0.0
841942dffffffff,350.0,62.0,0.0
8419431ffffffff,310.0,2.0,0.0
8419433ffffffff,666.0,7.0,0.0
8419435ffffffff,659.0,0.0,0.0
8419437ffffffff,1144.0,0.0,0.0
8419439ffffffff,339.0,5.0,0.0
841943bffffffff,390.0,21.0,0.0
841943dffffffff,368.0,2.0,0.0
8419461ffffffff,152.0,0.0,0.0
8419463ffffffff,94.0,0.0,0.0
8419465ffffffff,170.0,0.0,0.0
8419467ffffffff,169.0,0.0,0.0
841946bffffffff,191.0,0.0,0.0
841946dffffffff,43.0,0.0,0.0
8419481ffffffff,153.0,0.0,0.0
8419483ffffffff,28.0,0.0,0.0
8419485ffffffff,949.0,0.0,0.0
841948bffffffff,51.0,1.0,0.0
841948dffffffff,2176.0,0.0,0.0
8419491ffffffff,1.0,0.0,0.0
8419495ffffffff,21.0,0.0,0.0
8419497ffffffff,9.0,2.0,0.0
8419499ffffffff,20.0,0.0,0.0
841949bffffffff,1.0,0.0,0.0
841949dffffffff,9.0,0.0,0.0
84194a1ffffffff,537.0,0.0,0.0
84194a3ffffffff,50.0,0.0,0.0
84194a5ffffffff,2207.0,0.0,0.0
84194a7ffffffff,132.0,0.0,0.0
84194a9ffffffff,705.0,0.0,0.0
84194abffffffff,406.0,0.0,0.0
84194adffffffff,4366.0,0.0,0.0
84194b3ffffffff,4.0,0.0,0.0
84194b9ffffffff,160.0,5.0,0.0
84194bbffffffff,54.0,2.0,0.0
84194c5ffffffff,1454.0,0.0,0.0
84194d1ffffffff,75.0,0.0,0.0
84194d3ffffffff,85.0,0.0,0.0
84194d5ffffffff,164.0,12.0,0.0
84194d7ffffffff,65.0,3.0,0.0
84194d9ffffffff,359.0,33.0,0.0
84194dbffffffff,461.0,2.0,0.0
84194ddffffffff,622.0,164.0,0.0
84194e1ffffffff,270.0,26.0,0.0
84194e3ffffffff,553.0,2.0,0.0
84194e5ffffffff,1498.0,0.0,0.0
84194e7ffffffff,1562.0,1.0,0.0
84194e9ffffffff,673.0,0.0,0.0
84194ebffffffff,303.0,2.0,0.0
84194edffffffff,1081.0,2.0,0.0
8419501ffffffff,148.0,0.0,0.0
8419507ffffffff,165.0,0.0,0.0
8419509ffffffff,13.0,0.0,0.0
841950bffffffff,4.0,0.0,0.0
841950dffffffff,23.0,0.0,0.0
8419511ffffffff,271.0,0.0,0.0
8419513ffffffff,223.0,0.0,0.0
8419517ffffffff,253.0,0.0,0.0
8419519ffffffff,260.0,0.0,0.0
841951bffffffff,833.0,0.0,0.0
841951dffffffff,12.0,0.0,0.0
8419531ffffffff,338.0,0.0,0.0
8419533ffffffff,63.0,0.0,0.0
841953bffffffff,315.0,0.0,0.0
8419541ffffffff,24.0,0.0,0.0
8419543ffffffff,87.0,2.0,0.0
8419545ffffffff,17.0,0.0,0.0
8419547ffffffff,43.0,0.0,0.0
8419549ffffffff,22.0,0.0,0.0
841954bffffffff,24.0,0.0,0.0
841954dffffffff,31.0,0.0,0.0
8419551ffffffff,69.0,0.0,0.0
8419553ffffffff,144.0,0.0,0.0
8419555ffffffff,224.0,10.0,0.0
8419557ffffffff,532.0,0.0,0.0
8419559ffffffff,39.0,0.0,0.0
841955bffffffff,50.0,0.0,0.0
841955dffffffff,82.0,1.0,0.0
8419563ffffffff,33.0,0.0,0.0
8419569ffffffff,18.0,0.0,0.0
841956bffffffff,14.0,0.0,0.0
841956dffffffff,6.0,0.0,0.0
8419581ffffffff,506.0,0.0,0.0
8419583ffffffff,270.0,0.0,0.0
8419585ffffffff,119.0,0.0,0.0
8419587ffffffff,278.0,0.0,0.0
8419589ffffffff,241.0,0.0,0.0
841958bffffffff,145.0,0.0,0.0
841958dffffffff,16.0,0.0,0.0
8419591ffffffff,1265.0,0.0,0.0
8419593ffffffff,54.0,0.0,0.0
8419595ffffffff,112.0,0.0,0.0
8419597ffffffff,897.0,0.0,0.0
8419599ffffffff,191.0,0.0,0.0
841959bffffffff,1206.0,0.0,0.0
841959dffffffff,228.0,0.0,0.0
84195a1ffffffff,113.0,0.0,0.0
84195a3ffffffff,51.0,2.0,0.0
84195a5ffffffff,132.0,0.0,0.0
84195a7ffffffff,26.0,0.0,0.0
84195a9ffffffff,41.0,0.0,0.0
84195abffffffff,131.0,0.0,0.0
84195adffffffff,45.0,0.0,0.0
84195b1ffffffff,107.0,2.0,0.0
84195b5ffffffff,112.0,0.0,0.0
84195b7ffffffff,125.0,0.0,0.0
84195b9ffffffff,348.0,0.0,0.0
84195bbffffffff,462.0,0.0,0.0
84195bdffffffff,164.0,0.0,0.0
84195c1ffffffff,271.0,0.0,0.0
84195c3ffffffff,401.0,0.0,0.0
84195c5ffffffff,171.0,0.0,0.0
84195c7ffffffff,670.0,0.0,0.0
84195c9ffffffff,602.0,0.0,0.0
84195cbffffffff,1107.0,0.0,0.0
84195cdffffffff,98.0,0.0,0.0
84195d1ffffffff,531.0,22.0,0.0
84195d3ffffffff,1194.0,2.0,0.0
84195d5ffffffff,509.0,0.0,0.0
84195d7ffffffff,223.0,0.0,0.0
84195d9ffffffff,1019.0,54.0,0.0
84195dbffffffff,909.0,19.0,0.0
84195ddffffffff,155.0,2.0,0.0
84195e1ffffffff,53.0,0.0,0.0
84195e3ffffffff,57.0,0.0,0.0
84195e5ffffffff,83.0,0.0,0.0
84195e7ffffffff,49.0,0.0,0.0
84195e9ffffffff,63.0,0.0,0.0
84195ebffffffff,60.0,0.0,0.0
84195edffffffff,119.0,0.0,0.0
8419681ffffffff,69.0,0.0,0.0
8419683ffffffff,405.0,0.0,0.0
8419689ffffffff,708.0,0.0,0.0
841968bffffffff,100.0,0.0,0.0
8419691ffffffff,332.0,0.0,0.0
8419693ffffffff,865.0,0.0,0.0
8419695ffffffff,823.0,0.0,0.0
8419697ffffffff,440.0,0.0,0.0
8419699ffffffff,154.0,0.0,0.0
841969bffffffff,352.0,0.0,0.0
841969dffffffff,649.0,0.0,0.0
84196b1ffffffff,123.0,0.0,0.0
84196b3ffffffff,259.0,0.0,0.0
84196b7ffffffff,81.0,0.0,0.0
84196b9ffffffff,162.0,0.0,0.0
84196bbffffffff,418.0,0.0,0.0
84196c3ffffffff,11.0,0.0,0.0
84196d1ffffffff,67.0,0.0,0.0
84196d3ffffffff,253.0,0.0,0.0
84196d5ffffffff,184.0,0.0,0.0
84196d7ffffffff,82.0,0.0,0.0
84196d9ffffffff,228.0,0.0,0.0
84196dbffffffff,166.0,0.0,0.0
84196ddffffffff,247.0,0.0,0.0
8419721ffffffff,332.0,0.0,0.0
8419723ffffffff,592.0,0.0,0.0
8419725ffffffff,238.0,0.0,0.0
8419727ffffffff,558.0,0.0,0.0
8419729ffffffff,398.0,0.0,0.0
841972bffffffff,391.0,0.0,0.0
841972dffffffff,196.0,0.0,0.0
8419731ffffffff,60.0,0.0,0.0
8419733ffffffff,689.0,0.0,0.0
8419735ffffffff,24.0,0.0,0.0
8419737ffffffff,85.0,1.0,0.0
8419739ffffffff,303.0,0.0,0.0
841973bffffffff,336.0,1.0,0.0
841973dffffffff,85.0,0.0,0.0
8419761ffffffff,20.0,0.0,0.0
8419763ffffffff,64.0,1.0,0.0
8419765ffffffff,18.0,0.0,0.0
8419767ffffffff,83.0,0.0,0.0
8419769ffffffff,192.0,4.0,0.0
841976bffffffff,67.0,2.0,0.0
841976dffffffff,4.0,0.0,0.0
841e023ffffffff,5.0,0.0,0.0
841e025ffffffff,22.0,0.0,0.0
841e027ffffffff,2.0,0.0,0.0
841e02dffffffff,73.0,0.0,0.0
841e035ffffffff,4.0,0.0,0.0
841e037ffffffff,24.0,0.0,0.0
841e041ffffffff,18.0,0.0,0.0
841e045ffffffff,12.0,0.0,0.0
841e047ffffffff,8.0,0.0,0.0
841e049ffffffff,2.0,0.0,0.0
841e04dffffffff,2.0,0.0,0.0
841e05dffffffff,8.0,0.0,0.0
841e061ffffffff,109.0,0.0,0.0
841e065ffffffff,12.0,0.0,0.0
841e067ffffffff,1.0,0.0,0.0
841e069ffffffff,240.0,0.0,0.0
841e06bffffffff,6.0,0.0,0.0
841e06dffffffff,14.0,0.0,0.0
841e085ffffffff,2.0,0.0,0.0
841e0a5ffffffff,1.0,0.0,0.0
841e0a9ffffffff,4.0,0.0,0.0
841e0c7ffffffff,2.0,0.0,0.0
841e0e1ffffffff,1.0,0.0,0.0
841e0e3ffffffff,9.0,0.0,0.0
841e0e7ffffffff,9.0,0.0,0.0
841e109ffffffff,4.0,0.0,0.0
841e10bffffffff,23.0,0.0,0.0
841e115ffffffff,2.0,0.0,0.0
841e11dffffffff,3.0,0.0,0.0
841e121ffffffff,4.0,0.0,0.0
841e123ffffffff,15.0,0.0,0.0
841e125ffffffff,2.0,0.0,0.0
841e129ffffffff,9.0,0.0,0.0
841e12bffffffff,4.0,0.0,0.0
841e139ffffffff,9.0,0.0,0.0
841e141ffffffff,34.0,0.0,0.0
841e143ffffffff,3.0,0.0,0.0
841e145ffffffff,17.0,0.0,0.0
841e147ffffffff,2.0,0.0,0.0
841e149ffffffff,50.0,0.0,0.0
841e14bffffffff,6.0,0.0,0.0
841e14dffffffff,27.0,0.0,0.0
841e151ffffffff,2.0,0.0,0.0
841e153ffffffff,16.0,0.0,0.0
841e155ffffffff,10.0,0.0,0.0
841e157ffffffff,10.0,0.0,0.0
841e159ffffffff,8.0,0.0,0.0
841e15bffffffff,236.0,0.0,0.0
841e15dffffffff,5.0,0.0,0.0
841e161ffffffff,13.0,0.0,0.0
841e163ffffffff,5.0,0.0,0.0
841e167ffffffff,5.0,0.0,0.0
841e169ffffffff,10.0,0.0,0.0
841e16bffffffff,2.0,0.0,0.0
841e16dffffffff,12.0,0.0,0.0
841e189ffffffff,1.0,0.0,0.0
841e1c1ffffffff,3.0,0.0,0.0
841e1cbffffffff,2.0,0.0,0.0
841e1d7ffffffff,3.0,0.0,0.0
841e1ddffffffff,4.0,0.0,0.0
841e1e9ffffffff,2.0,0.0,0.0
841e221ffffffff,2.0,0.0,0.0
841e225ffffffff,42.0,0.0,0.0
841e22dffffffff,5.0,0.0,0.0
841e265ffffffff,7.0,0.0,0.0
841e301ffffffff,16.0,0.0,0.0
841e303ffffffff,1.0,0.0,0.0
841e305ffffffff,20.0,0.0,0.0
841e307ffffffff,341.0,0.0,0.0
841e309ffffffff,8.0,0.0,0.0
841e30bffffffff,110.0,0.0,0.0
841e30dffffffff,73.0,0.0,0.0
841e311ffffffff,4.0,0.0,0.0
841e317ffffffff,2.0,0.0,0.0
841e319ffffffff,8.0,0.0,0.0
841e31bffffffff,5.0,0.0,0.0
841e321ffffffff,27.0,0.0,0.0
841e323ffffffff,13.0,0.0,0.0
841e325ffffffff,45.0,0.0,0.0
841e327ffffffff,28.0,0.0,0.0
841e329ffffffff,40.0,0.0,0.0
841e32bffffffff,65.0,0.0,0.0
841e32dffffffff,84.0,0.0,0.0
841e331ffffffff,10.0,0.0,0.0
841e333ffffffff,18.0,0.0,0.0
841e335ffffffff,17.0,0.0,0.0
841e337ffffffff,16.0,0.0,0.0
841e339ffffffff,186.0,0.0,0.0
841e33bffffffff,5.0,0.0,0.0
841e33dffffffff,5.0,0.0,0.0
841e341ffffffff,90.0,0.0,0.0
841e343ffffffff,55.0,0.0,0.0
841e345ffffffff,48.0,0.0,0.0
841e349ffffffff,962.0,0.0,0.0
841e34bffffffff,172.0,0.0,0.0
841e34dffffffff,20.0,0.0,0.0
841e351ffffffff,38.0,0.0,0.0
841e353ffffffff,7.0,0.0,0.0
841e355ffffffff,153.0,0.0,0.0
841e357ffffffff,7.0,0.0,0.0
841e359ffffffff,25.0,0.0,0.0
841e35bffffffff,2.0,0.0,0.0
841e35dffffffff,38.0,0.0,0.0
841e361ffffffff,18.0,0.0,0.0
841e363ffffffff,31.0,0.0,0.0
841e365ffffffff,110.0,0.0,0.0
841e367ffffffff,125.0,0.0,0.0
841e369ffffffff,8.0,0.0,0.0
841e36bffffffff,146.0,0.0,0.0
841e36dffffffff,22.0,0.0,0.0
841ea09ffffffff,2.0,0.0,0.0
841ea0dffffffff,3.0,0.0,0.0
841ea43ffffffff,1.0,0.0,0.0
841ea45ffffffff,4.0,0.0,0.0
841ea49ffffffff,7.0,0.0,0.0
841ea4bffffffff,2.0,0.0,0.0
841ea51ffffffff,1.0,0.0,0.0
841ea55ffffffff,2.0,0.0,0.0
841ea5dffffffff,2.0,0.0,0.0
841eb49ffffffff,27.0,0.0,0.0
841eb4dffffffff,285.0,0.0,0.0
841eb59ffffffff,2.0,0.0,0.0
841f001ffffffff,158.0,59.0,0.0
841f003ffffffff,5.0,0.0,0.0
841f005ffffffff,3.0,0.0,0.0
841f007ffffffff,8.0,0.0,0.0
841f009ffffffff,13.0,1.0,0.0
841f00dffffffff,63.0,0.0,0.0
841f015ffffffff,3.0,0.0,0.0
841f017ffffffff,1.0,0.0,0.0
841f01dffffffff,2.0,0.0,0.0
841f021ffffffff,6.0,0.0,0.0
841f025ffffffff,243.0,0.0,0.0
841f027ffffffff,14.0,0.0,0.0
841f029ffffffff,99.0,0.0,0.0
841f02bffffffff,1.0,0.0,0.0
841f02dffffffff,18.0,0.0,0.0
841f037ffffffff,10.0,0.0,0.0
841f043ffffffff,3.0,0.0,0.0
841f045ffffffff,10.0,0.0,0.0
841f04dffffffff,4.0,0.0,0.0
841f051ffffffff,8.0,0.0,0.0
841f055ffffffff,2.0,0.0,0.0
841f059ffffffff,20.0,0.0,0.0
841f05bffffffff,1.0,0.0,0.0
841f061ffffffff,247.0,0.0,0.0
841f063ffffffff,33.0,0.0,0.0
841f065ffffffff,9.0,0.0,0.0
841f067ffffffff,20.0,0.0,0.0
841f069ffffffff,38.0,0.0,0.0
841f06dffffffff,26.0,0.0,0.0
841f09bffffffff,1.0,0.0,0.0
841f0d1ffffffff,4.0,0.0,0.0
841f0edffffffff,1.0,0.0,0.0
841f101ffffffff,21.0,0.0,0.0
841f103ffffffff,231.0,0.0,0.0
841f105ffffffff,16.0,0.0,0.0
841f107ffffffff,13.0,1.0,0.0
841f109ffffffff,7.0,0.0,0.0
841f10bffffffff,4.0,0.0,0.0
841f10dffffffff,39.0,0.0,0.0
841f111ffffffff,17.0,0.0,0.0
841f113ffffffff,2.0,0.0,0.0
841f115ffffffff,29.0,0.0,0.0
841f117ffffffff,66.0,0.0,0.0
841f119ffffffff,1.0,0.0,0.0
841f11bffffffff,40.0,0.0,0.0
841f11dffffffff,24.0,0.0,0.0
841f121ffffffff,173.0,0.0,0.0
841f123ffffffff,7.0,0.0,0.0
841f125ffffffff,67.0,0.0,0.0
841f127ffffffff,6.0,0.0,0.0
841f129ffffffff,99.0,0.0,0.0
841f12bffffffff,59.0,0.0,0.0
841f12dffffffff,511.0,0.0,0.0
841f131ffffffff,181.0,0.0,0.0
841f133ffffffff,160.0,0.0,0.0
841f135ffffffff,6.0,0.0,0.0
841f137ffffffff,396.0,0.0,0.0
841f139ffffffff,7.0,0.0,0.0
841f13bffffffff,11.0,0.0,0.0
841f13dffffffff,2.0,0.0,0.0
841f141ffffffff,8.0,0.0,0.0
841f143ffffffff,63.0,0.0,0.0
841f145ffffffff,31.0,0.0,0.0
841f147ffffffff,18.0,0.0,0.0
841f149ffffffff,71.0,0.0,0.0
841f14bffffffff,98.0,0.0,0.0
841f14dffffffff,82.0,0.0,0.0
841f151ffffffff,6.0,0.0,0.0
841f153ffffffff,55.0,0.0,0.0
841f155ffffffff,53.0,0.0,0.0
841f157ffffffff,16.0,0.0,0.0
841f159ffffffff,9.0,0.0,0.0
841f15bffffffff,173.0,0.0,0.0
841f15dffffffff,15.0,0.0,0.0
