cell_id,Sula sula,Sula sula sula,Sula sula rubripes,Sula sula websteri
832f41fffffffff,2.0,0.0,1.0,0.0
832f43fffffffff,1.0,0.0,1.0,0.0
832f65fffffffff,1.0,0.0,0.0,0.0
8336c8fffffffff,2.0,0.0,0.0,0.0
834424fffffffff,5.0,0.0,0.0,0.0
834504fffffffff,7.0,0.0,0.0,0.0
834505fffffffff,143.0,0.0,0.0,0.0
83450afffffffff,1.0,0.0,0.0,0.0
83450efffffffff,5.0,0.0,0.0,0.0
834510fffffffff,1.0,0.0,0.0,0.0
834523fffffffff,11.0,0.0,0.0,0.0
83455cfffffffff,2.0,0.0,0.0,0.0
834584fffffffff,111.0,0.0,0.0,0.0
834600fffffffff,2.0,0.0,0.0,0.0
834606fffffffff,7.0,0.0,0.0,0.0
834608fffffffff,44.0,0.0,0.0,0.0
834609fffffffff,20.0,0.0,0.0,0.0
83460bfffffffff,4.0,0.0,0.0,0.0
83460efffffffff,2.0,0.0,0.0,0.0
834633fffffffff,97.0,0.0,0.0,0.0
834636fffffffff,2.0,0.0,0.0,0.0
834641fffffffff,3.0,0.0,0.0,0.0
834642fffffffff,45.0,0.0,0.0,0.0
834643fffffffff,37.0,0.0,0.0,0.0
834646fffffffff,3.0,0.0,0.0,0.0
834648fffffffff,363.0,0.0,0.0,0.0
834649fffffffff,1017.0,0.0,0.0,0.0
83464afffffffff,12.0,0.0,0.0,0.0
83464bfffffffff,120.0,0.0,0.0,0.0
83464efffffffff,2808.0,0.0,0.0,0.0
834654fffffffff,22.0,0.0,0.0,0.0
834655fffffffff,22.0,0.0,0.0,0.0
834656fffffffff,2.0,0.0,0.0,0.0
83465dfffffffff,25.0,0.0,0.0,0.0
834785fffffffff,2.0,0.0,0.0,0.0
8347a2fffffffff,2.0,0.0,0.0,0.0
8347a3fffffffff,199.0,0.0,0.0,0.0
8347aafffffffff,4.0,0.0,0.0,0.0
8347abfffffffff,2.0,0.0,0.0,0.0
834805fffffffff,5.0,0.0,0.0,0.0
834820fffffffff,1.0,0.0,0.0,0.0
834821fffffffff,2.0,0.0,0.0,0.0
834823fffffffff,8.0,0.0,0.0,0.0
834824fffffffff,1.0,0.0,0.0,0.0
834825fffffffff,16.0,0.0,0.0,0.0
834828fffffffff,1.0,0.0,0.0,0.0
834829fffffffff,4.0,0.0,0.0,0.0
83482afffffffff,4.0,0.0,0.0,0.0
83482cfffffffff,1.0,0.0,0.0,0.0
834830fffffffff,51.0,0.0,0.0,0.0
834831fffffffff,2.0,0.0,0.0,0.0
834833fffffffff,4.0,0.0,0.0,0.0
834834fffffffff,10.0,0.0,0.0,0.0
834836fffffffff,20.0,0.0,0.0,0.0
834908fffffffff,9.0,0.0,0.0,2.0
834909fffffffff,6.0,0.0,0.0,0.0
83490afffffffff,1.0,0.0,0.0,0.0
83490bfffffffff,14.0,0.0,0.0,0.0
83490dfffffffff,5.0,0.0,0.0,0.0
834913fffffffff,1.0,0.0,0.0,0.0
834918fffffffff,7.0,0.0,0.0,0.0
83491dfffffffff,5.0,0.0,0.0,0.0
83491efffffffff,2.0,0.0,0.0,0.0
834952fffffffff,9.0,0.0,0.0,0.0
834954fffffffff,5.0,0.0,0.0,0.0
834956fffffffff,1.0,0.0,0.0,0.0
834970fffffffff,8.0,0.0,0.0,0.0
834971fffffffff,38.0,0.0,0.0,11.0
834972fffffffff,1.0,0.0,0.0,0.0
8349a0fffffffff,6.0,0.0,0.0,0.0
8349a1fffffffff,5.0,0.0,0.0,0.0
8349a2fffffffff,3.0,0.0,0.0,0.0
8349a9fffffffff,6.0,0.0,0.0,0.0
8349acfffffffff,2.0,0.0,0.0,0.0
