cell_id,Perisoreus canadensis,Perisoreus canadensis [canadensis Group],Perisoreus canadensis capitalis/bicolor,Perisoreus canadensis obscurus/griseus
830c73fffffffff,1019.0,51.0,0.0,0.0
830c74fffffffff,1608.0,185.0,0.0,0.0
830c75fffffffff,66.0,5.0,0.0,0.0
830c76fffffffff,96.0,4.0,0.0,0.0
830ce1fffffffff,1.0,0.0,0.0,0.0
830ce3fffffffff,6.0,0.0,0.0,0.0
830cecfffffffff,19.0,2.0,0.0,0.0
830ceefffffffff,24.0,0.0,0.0,0.0
830d1bfffffffff,1.0,0.0,0.0,0.0
830d40fffffffff,69.0,0.0,0.0,0.0
830d42fffffffff,53.0,0.0,0.0,0.0
830d44fffffffff,15.0,0.0,0.0,0.0
830d46fffffffff,20.0,0.0,0.0,0.0
830d48fffffffff,42.0,0.0,0.0,0.0
830d49fffffffff,31.0,0.0,0.0,0.0
830d4afffffffff,61.0,3.0,0.0,0.0
830d4cfffffffff,35.0,0.0,0.0,0.0
830d4dfffffffff,56.0,0.0,0.0,0.0
830d4efffffffff,15.0,0.0,0.0,0.0
830d52fffffffff,89.0,3.0,0.0,0.0
830d53fffffffff,32.0,3.0,0.0,0.0
830d56fffffffff,38.0,5.0,0.0,0.0
830d58fffffffff,366.0,7.0,0.0,0.0
830d59fffffffff,97.0,5.0,0.0,0.0
830d5afffffffff,544.0,46.0,0.0,0.0
830d5bfffffffff,45.0,2.0,0.0,0.0
830d5cfffffffff,21.0,0.0,0.0,0.0
830d5efffffffff,173.0,18.0,0.0,0.0
830d61fffffffff,26.0,0.0,0.0,0.0
830d62fffffffff,40.0,0.0,0.0,0.0
830d6afffffffff,15.0,0.0,0.0,0.0
830d6bfffffffff,8.0,0.0,0.0,0.0
830d6cfffffffff,14.0,0.0,0.0,0.0
830d6efffffffff,19.0,0.0,0.0,0.0
830d70fffffffff,4.0,0.0,0.0,0.0
830d72fffffffff,45.0,0.0,0.0,0.0
830d73fffffffff,23.0,0.0,0.0,0.0
830e0bfffffffff,1.0,0.0,0.0,0.0
830e40fffffffff,1.0,0.0,0.0,0.0
830e41fffffffff,2.0,0.0,0.0,0.0
830e44fffffffff,7.0,0.0,0.0,0.0
830e45fffffffff,81.0,0.0,0.0,0.0
830e46fffffffff,4.0,0.0,0.0,0.0
830e48fffffffff,36.0,0.0,0.0,0.0
830e49fffffffff,92.0,0.0,0.0,0.0
830e4afffffffff,181.0,0.0,0.0,0.0
830e4bfffffffff,28.0,0.0,0.0,0.0
830e4cfffffffff,59.0,0.0,0.0,0.0
830e4dfffffffff,290.0,0.0,0.0,0.0
830e4efffffffff,5.0,0.0,0.0,0.0
830e51fffffffff,4.0,0.0,0.0,0.0
830e52fffffffff,22.0,0.0,0.0,0.0
830e53fffffffff,139.0,0.0,0.0,0.0
830e59fffffffff,39.0,0.0,0.0,0.0
830e5afffffffff,7.0,0.0,0.0,0.0
830e5bfffffffff,121.0,0.0,0.0,0.0
830e60fffffffff,3.0,0.0,0.0,0.0
830e61fffffffff,2.0,0.0,0.0,0.0
830e62fffffffff,77.0,0.0,0.0,0.0
830e63fffffffff,52.0,0.0,0.0,0.0
830e64fffffffff,2.0,0.0,0.0,0.0
830e69fffffffff,8.0,0.0,0.0,0.0
830e6afffffffff,18.0,0.0,0.0,0.0
830e6bfffffffff,28.0,0.0,0.0,0.0
830e6cfffffffff,2.0,0.0,0.0,0.0
830e6efffffffff,10.0,0.0,0.0,0.0
830e74fffffffff,2.0,0.0,0.0,0.0
830e80fffffffff,831.0,0.0,0.0,0.0
830e83fffffffff,11.0,0.0,0.0,0.0
830e89fffffffff,32.0,0.0,0.0,0.0
830e8dfffffffff,4.0,0.0,0.0,0.0
830e8efffffffff,8.0,0.0,0.0,0.0
830e91fffffffff,12.0,0.0,0.0,0.0
830e92fffffffff,2.0,0.0,0.0,0.0
830e94fffffffff,7.0,0.0,0.0,0.0
830e96fffffffff,7.0,0.0,0.0,0.0
830e9afffffffff,25.0,0.0,0.0,0.0
830e9efffffffff,4.0,0.0,0.0,0.0
830eb3fffffffff,1.0,0.0,0.0,0.0
830ec0fffffffff,15.0,0.0,0.0,0.0
830ec1fffffffff,46.0,0.0,0.0,0.0
830ec2fffffffff,156.0,0.0,0.0,0.0
830ec3fffffffff,4.0,0.0,0.0,0.0
830ec5fffffffff,13.0,0.0,0.0,0.0
830ec6fffffffff,1.0,0.0,0.0,0.0
830ec8fffffffff,81.0,7.0,0.0,0.0
830ec9fffffffff,221.0,21.0,0.0,0.0
830ecafffffffff,28.0,0.0,0.0,0.0
830ecbfffffffff,152.0,0.0,0.0,0.0
830eccfffffffff,1227.0,4.0,0.0,0.0
830ecdfffffffff,78.0,15.0,0.0,0.0
830ed0fffffffff,2.0,0.0,0.0,0.0
830ed1fffffffff,9.0,0.0,0.0,0.0
830ed4fffffffff,36.0,0.0,0.0,0.0
830ed5fffffffff,5.0,0.0,0.0,0.0
830ed8fffffffff,12.0,0.0,0.0,0.0
830ed9fffffffff,11.0,2.0,0.0,0.0
830edafffffffff,2.0,0.0,0.0,0.0
830edbfffffffff,17.0,2.0,0.0,0.0
830edcfffffffff,27.0,0.0,0.0,0.0
830eddfffffffff,6.0,0.0,0.0,0.0
830edefffffffff,6.0,0.0,0.0,0.0
830ee1fffffffff,14.0,0.0,0.0,0.0
830ee5fffffffff,2.0,0.0,0.0,0.0
830ee8fffffffff,31.0,0.0,0.0,0.0
830ee9fffffffff,18.0,0.0,0.0,0.0
830eeafffffffff,2684.0,2.0,0.0,0.0
830eebfffffffff,180.0,0.0,0.0,0.0
830eecfffffffff,21.0,0.0,0.0,0.0
830eedfffffffff,31.0,0.0,0.0,0.0
830eeefffffffff,26.0,0.0,0.0,0.0
830ef0fffffffff,6.0,0.0,0.0,0.0
830ef1fffffffff,1.0,0.0,0.0,0.0
830ef2fffffffff,7.0,0.0,0.0,0.0
830ef3fffffffff,19.0,0.0,0.0,0.0
830f4bfffffffff,12.0,0.0,0.0,0.0
830f5afffffffff,7.0,0.0,0.0,0.0
831203fffffffff,3.0,0.0,0.0,0.0
831205fffffffff,4.0,0.0,0.0,0.0
831208fffffffff,4.0,0.0,0.0,0.0
83120afffffffff,21.0,0.0,0.0,0.0
83120bfffffffff,12.0,0.0,0.0,0.0
83120cfffffffff,3.0,0.0,0.0,0.0
831211fffffffff,17.0,0.0,0.0,0.0
831213fffffffff,36.0,0.0,0.0,0.0
831214fffffffff,39.0,0.0,0.0,0.0
831215fffffffff,30.0,0.0,0.0,0.0
831218fffffffff,20.0,0.0,0.0,0.0
83121afffffffff,93.0,0.0,0.0,0.0
83121bfffffffff,34.0,0.0,0.0,0.0
83121dfffffffff,3.0,0.0,0.0,0.0
83121efffffffff,86.0,0.0,0.0,0.0
831222fffffffff,4.0,0.0,0.0,0.0
831225fffffffff,4.0,0.0,0.0,0.0
831226fffffffff,3.0,0.0,0.0,0.0
831229fffffffff,56.0,0.0,0.0,0.0
83122bfffffffff,2.0,0.0,0.0,0.0
83122cfffffffff,2.0,0.0,0.0,0.0
83122dfffffffff,5.0,0.0,0.0,0.0
83122efffffffff,10.0,0.0,0.0,0.0
831230fffffffff,6.0,0.0,0.0,0.0
831232fffffffff,10.0,0.0,0.0,0.0
831233fffffffff,26.0,0.0,0.0,0.0
831235fffffffff,4.0,0.0,0.0,0.0
831236fffffffff,1.0,0.0,0.0,0.0
831241fffffffff,3.0,0.0,0.0,0.0
831242fffffffff,12.0,0.0,0.0,0.0
831243fffffffff,170.0,0.0,0.0,0.0
831244fffffffff,17.0,0.0,0.0,0.0
831245fffffffff,2.0,0.0,0.0,0.0
831246fffffffff,10.0,0.0,0.0,0.0
831248fffffffff,13.0,0.0,0.0,0.0
831249fffffffff,10.0,0.0,0.0,0.0
83124bfffffffff,1.0,0.0,0.0,0.0
83124cfffffffff,7.0,0.0,0.0,0.0
83124dfffffffff,12.0,0.0,0.0,0.0
83124efffffffff,40.0,0.0,0.0,0.0
831250fffffffff,90.0,0.0,0.0,0.0
831251fffffffff,247.0,0.0,0.0,0.0
831252fffffffff,135.0,0.0,0.0,0.0
831253fffffffff,23.0,0.0,0.0,0.0
831254fffffffff,135.0,0.0,0.0,0.0
831255fffffffff,73.0,0.0,0.0,0.0
831256fffffffff,22.0,0.0,0.0,0.0
83125cfffffffff,18.0,0.0,0.0,0.0
83125dfffffffff,167.0,0.0,0.0,0.0
831260fffffffff,7.0,0.0,0.0,0.0
831261fffffffff,3.0,0.0,0.0,0.0
831263fffffffff,22.0,0.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0,0.0
83126bfffffffff,13.0,0.0,0.0,0.0
83126efffffffff,22.0,0.0,0.0,0.0
831270fffffffff,2.0,0.0,0.0,0.0
831272fffffffff,437.0,0.0,0.0,0.0
831273fffffffff,4.0,0.0,0.0,0.0
831275fffffffff,28.0,0.0,0.0,0.0
831276fffffffff,14.0,0.0,0.0,0.0
831280fffffffff,7.0,0.0,0.0,0.0
831281fffffffff,2.0,0.0,0.0,0.0
831284fffffffff,10.0,0.0,0.0,0.0
831285fffffffff,108.0,0.0,0.0,0.0
831286fffffffff,4.0,0.0,0.0,0.0
831288fffffffff,51.0,0.0,0.0,0.0
831289fffffffff,26.0,0.0,0.0,0.0
83128afffffffff,4.0,0.0,0.0,0.0
83128bfffffffff,110.0,0.0,0.0,0.0
83128cfffffffff,13.0,0.0,0.0,0.0
83128dfffffffff,56.0,0.0,0.0,0.0
83128efffffffff,52.0,0.0,0.0,0.0
83129bfffffffff,1.0,0.0,0.0,0.0
83129dfffffffff,1.0,0.0,0.0,0.0
8312a2fffffffff,3.0,0.0,0.0,0.0
8312a3fffffffff,8.0,0.0,0.0,0.0
8312a6fffffffff,6.0,0.0,0.0,0.0
8312a8fffffffff,15.0,0.0,0.0,0.0
8312a9fffffffff,48.0,0.0,0.0,0.0
8312aafffffffff,14.0,0.0,0.0,0.0
8312abfffffffff,356.0,0.0,0.0,0.0
8312adfffffffff,77.0,0.0,0.0,0.0
8312aefffffffff,2.0,0.0,0.0,0.0
8312c0fffffffff,598.0,0.0,6.0,0.0
8312c1fffffffff,1952.0,20.0,0.0,0.0
8312c2fffffffff,69.0,0.0,6.0,0.0
8312c3fffffffff,63.0,0.0,0.0,0.0
8312c4fffffffff,216.0,1.0,0.0,0.0
8312c5fffffffff,107.0,0.0,0.0,0.0
8312c8fffffffff,115.0,0.0,0.0,0.0
8312cafffffffff,459.0,0.0,0.0,0.0
8312cbfffffffff,661.0,0.0,36.0,0.0
8312ccfffffffff,685.0,0.0,0.0,0.0
8312cefffffffff,125.0,0.0,0.0,0.0
8312d0fffffffff,79.0,0.0,0.0,0.0
8312d1fffffffff,289.0,0.0,0.0,0.0
8312d2fffffffff,52.0,0.0,0.0,0.0
8312d3fffffffff,170.0,0.0,0.0,0.0
8312d4fffffffff,45.0,0.0,0.0,0.0
8312d5fffffffff,16.0,0.0,0.0,0.0
8312d6fffffffff,64.0,0.0,0.0,0.0
8312d8fffffffff,249.0,0.0,0.0,0.0
8312d9fffffffff,78.0,0.0,0.0,0.0
8312dafffffffff,71.0,0.0,0.0,0.0
8312dbfffffffff,40.0,0.0,0.0,0.0
8312dcfffffffff,116.0,0.0,0.0,0.0
8312ddfffffffff,602.0,0.0,0.0,0.0
8312defffffffff,493.0,0.0,0.0,0.0
8312e0fffffffff,33.0,0.0,0.0,0.0
8312e1fffffffff,245.0,0.0,0.0,0.0
8312e2fffffffff,187.0,0.0,0.0,0.0
8312e3fffffffff,220.0,0.0,0.0,0.0
8312e4fffffffff,4.0,0.0,0.0,0.0
8312e5fffffffff,141.0,0.0,0.0,0.0
8312e6fffffffff,12.0,0.0,0.0,0.0
8312eafffffffff,190.0,0.0,0.0,0.0
8312ecfffffffff,3.0,0.0,0.0,0.0
8312eefffffffff,18.0,0.0,0.0,0.0
8312f0fffffffff,11.0,0.0,0.0,0.0
8312f1fffffffff,238.0,0.0,0.0,0.0
8312f2fffffffff,63.0,0.0,0.0,0.0
8312f3fffffffff,4.0,0.0,0.0,0.0
8312f4fffffffff,24.0,0.0,0.0,0.0
8312f5fffffffff,10.0,0.0,0.0,0.0
8312f6fffffffff,159.0,0.0,0.0,0.0
831306fffffffff,24.0,0.0,0.0,0.0
831311fffffffff,12.0,0.0,0.0,0.0
831313fffffffff,2.0,0.0,0.0,0.0
831314fffffffff,5.0,0.0,0.0,0.0
831315fffffffff,5.0,0.0,0.0,0.0
831318fffffffff,2.0,0.0,0.0,0.0
83131bfffffffff,1.0,0.0,0.0,0.0
83131cfffffffff,3.0,0.0,0.0,0.0
831336fffffffff,2.0,0.0,0.0,0.0
831343fffffffff,3.0,0.0,0.0,0.0
831350fffffffff,40.0,0.0,0.0,0.0
831352fffffffff,150.0,0.0,0.0,0.0
831353fffffffff,8.0,0.0,0.0,0.0
83135bfffffffff,4.0,0.0,0.0,0.0
831380fffffffff,40.0,0.0,0.0,0.0
831381fffffffff,4.0,0.0,0.0,0.0
831382fffffffff,232.0,0.0,0.0,0.0
831383fffffffff,520.0,0.0,0.0,0.0
831384fffffffff,26.0,0.0,0.0,0.0
831385fffffffff,1.0,0.0,0.0,0.0
831386fffffffff,641.0,0.0,0.0,0.0
831388fffffffff,34.0,0.0,0.0,0.0
831389fffffffff,31.0,0.0,0.0,0.0
83138afffffffff,21.0,0.0,0.0,0.0
83138cfffffffff,528.0,0.0,0.0,0.0
83138dfffffffff,20.0,0.0,0.0,0.0
83138efffffffff,11.0,0.0,0.0,0.0
831390fffffffff,4.0,0.0,0.0,0.0
831391fffffffff,2.0,0.0,0.0,0.0
831394fffffffff,34.0,0.0,0.0,0.0
831395fffffffff,64.0,0.0,0.0,0.0
831399fffffffff,15.0,0.0,0.0,0.0
83139cfffffffff,33.0,0.0,0.0,0.0
8313a2fffffffff,5.0,0.0,0.0,0.0
8313a3fffffffff,18.0,0.0,0.0,0.0
8313a4fffffffff,3.0,0.0,0.0,0.0
8313a6fffffffff,28.0,0.0,0.0,0.0
8313a9fffffffff,19.0,0.0,0.0,0.0
8313aafffffffff,6.0,0.0,0.0,0.0
8313adfffffffff,4.0,0.0,0.0,0.0
8313b0fffffffff,9.0,0.0,0.0,0.0
8313b1fffffffff,28.0,0.0,0.0,0.0
8313b2fffffffff,269.0,0.0,0.0,0.0
8313b3fffffffff,647.0,0.0,0.0,0.0
8313b4fffffffff,1.0,0.0,0.0,0.0
8313b5fffffffff,28.0,0.0,0.0,0.0
8313b6fffffffff,32.0,0.0,0.0,0.0
831aa0fffffffff,98.0,0.0,0.0,0.0
831aa2fffffffff,219.0,0.0,0.0,0.0
831aa3fffffffff,350.0,0.0,0.0,0.0
831aa4fffffffff,36.0,0.0,0.0,0.0
831aa6fffffffff,179.0,0.0,0.0,0.0
831ab4fffffffff,2.0,0.0,0.0,0.0
831b80fffffffff,5.0,0.0,0.0,0.0
831b82fffffffff,7.0,0.0,0.0,0.0
831b83fffffffff,29.0,0.0,0.0,0.0
831b84fffffffff,18.0,0.0,0.0,0.0
831b86fffffffff,5.0,0.0,0.0,0.0
831b8afffffffff,7.0,0.0,0.0,0.0
831b91fffffffff,7.0,0.0,0.0,0.0
831b92fffffffff,17.0,0.0,0.0,0.0
831b95fffffffff,3.0,0.0,0.0,0.0
831b96fffffffff,8.0,0.0,0.0,0.0
831b98fffffffff,53.0,0.0,0.0,0.0
831b99fffffffff,20.0,0.0,0.0,0.0
831b9afffffffff,46.0,0.0,0.0,0.0
831b9bfffffffff,6.0,0.0,0.0,0.0
831b9cfffffffff,27.0,0.0,0.0,0.0
831b9dfffffffff,6.0,0.0,0.0,0.0
831b9efffffffff,236.0,0.0,0.0,0.0
831bb0fffffffff,20.0,0.0,0.0,0.0
831bb1fffffffff,2.0,0.0,0.0,0.0
831bb2fffffffff,4.0,0.0,0.0,0.0
831bb3fffffffff,23.0,0.0,0.0,0.0
831bb5fffffffff,6.0,0.0,0.0,0.0
832616fffffffff,10.0,0.0,0.0,0.0
832624fffffffff,37.0,2.0,0.0,0.0
832625fffffffff,3.0,0.0,0.0,0.0
832680fffffffff,363.0,0.0,132.0,0.0
832681fffffffff,2965.0,0.0,578.0,0.0
832682fffffffff,4.0,0.0,0.0,0.0
832683fffffffff,292.0,0.0,51.0,0.0
832684fffffffff,100.0,0.0,9.0,0.0
832685fffffffff,422.0,0.0,102.0,0.0
832688fffffffff,50.0,0.0,6.0,0.0
83268afffffffff,33.0,0.0,4.0,0.0
83268bfffffffff,30.0,0.0,0.0,0.0
83268cfffffffff,51.0,0.0,10.0,0.0
83268efffffffff,659.0,0.0,139.0,0.0
832690fffffffff,87.0,0.0,25.0,0.0
832694fffffffff,88.0,0.0,9.0,0.0
832695fffffffff,42.0,0.0,0.0,0.0
832698fffffffff,128.0,0.0,10.0,0.0
832699fffffffff,133.0,0.0,12.0,0.0
83269cfffffffff,340.0,0.0,66.0,0.0
83269dfffffffff,182.0,0.0,38.0,0.0
83269efffffffff,1.0,0.0,0.0,0.0
8326a5fffffffff,178.0,1.0,0.0,0.0
8326a6fffffffff,21.0,0.0,0.0,0.0
8326b0fffffffff,60.0,0.0,18.0,0.0
8326b2fffffffff,10.0,0.0,1.0,0.0
8326b4fffffffff,36.0,0.0,1.0,0.0
8326b5fffffffff,2.0,0.0,0.0,0.0
8326b6fffffffff,433.0,0.0,74.0,0.0
832700fffffffff,196.0,2.0,0.0,0.0
832701fffffffff,19.0,0.0,0.0,0.0
832702fffffffff,75.0,0.0,0.0,0.0
832703fffffffff,850.0,0.0,0.0,0.0
832705fffffffff,106.0,0.0,0.0,0.0
832706fffffffff,181.0,0.0,0.0,0.0
832708fffffffff,175.0,35.0,0.0,0.0
832709fffffffff,7947.0,1056.0,0.0,0.0
83270afffffffff,56.0,0.0,0.0,0.0
83270bfffffffff,118.0,0.0,0.0,0.0
83270cfffffffff,63.0,0.0,0.0,0.0
83270dfffffffff,78.0,9.0,0.0,0.0
83270efffffffff,239.0,2.0,0.0,0.0
832710fffffffff,268.0,0.0,0.0,0.0
832711fffffffff,4.0,0.0,0.0,0.0
832713fffffffff,2.0,0.0,0.0,0.0
832714fffffffff,4.0,0.0,0.0,0.0
832715fffffffff,3.0,0.0,0.0,0.0
832716fffffffff,1.0,0.0,0.0,0.0
83271cfffffffff,2.0,0.0,0.0,0.0
83271dfffffffff,70.0,7.0,0.0,0.0
832720fffffffff,1.0,0.0,0.0,0.0
832721fffffffff,5.0,0.0,0.0,0.0
832723fffffffff,2.0,0.0,0.0,0.0
832728fffffffff,5.0,0.0,0.0,0.0
832729fffffffff,10.0,0.0,0.0,0.0
83272afffffffff,7.0,0.0,0.0,0.0
83272bfffffffff,42.0,0.0,0.0,0.0
83272cfffffffff,3.0,0.0,0.0,0.0
83272dfffffffff,3.0,0.0,0.0,0.0
832732fffffffff,4.0,0.0,0.0,0.0
832733fffffffff,3.0,0.0,0.0,0.0
832734fffffffff,7.0,0.0,0.0,0.0
832735fffffffff,1.0,0.0,0.0,0.0
832736fffffffff,2.0,0.0,0.0,0.0
832740fffffffff,3.0,0.0,0.0,0.0
832744fffffffff,22.0,0.0,0.0,0.0
832746fffffffff,2.0,0.0,0.0,0.0
832754fffffffff,17.0,2.0,0.0,0.0
832755fffffffff,5.0,0.0,0.0,0.0
832756fffffffff,37.0,0.0,0.0,0.0
832760fffffffff,54.0,0.0,0.0,0.0
832761fffffffff,22.0,0.0,0.0,0.0
832763fffffffff,22.0,0.0,0.0,0.0
832764fffffffff,18.0,2.0,0.0,0.0
832765fffffffff,26.0,8.0,0.0,0.0
832766fffffffff,100.0,10.0,0.0,0.0
83276cfffffffff,5.0,3.0,0.0,0.0
832770fffffffff,91.0,4.0,0.0,0.0
832772fffffffff,325.0,36.0,0.0,0.0
832773fffffffff,2.0,0.0,0.0,0.0
832774fffffffff,58.0,0.0,0.0,0.0
832775fffffffff,24.0,2.0,0.0,0.0
832776fffffffff,71.0,8.0,0.0,0.0
83278bfffffffff,125.0,0.0,0.0,0.0
832792fffffffff,151.0,0.0,0.0,0.0
832793fffffffff,26.0,0.0,0.0,0.0
832796fffffffff,3.0,0.0,0.0,0.0
832799fffffffff,1.0,0.0,0.0,0.0
83279afffffffff,118.0,0.0,12.0,0.0
83279bfffffffff,31.0,0.0,4.0,0.0
832800fffffffff,75.0,0.0,0.0,17.0
832802fffffffff,258.0,0.0,0.0,68.0
832803fffffffff,215.0,0.0,0.0,40.0
832806fffffffff,72.0,0.0,0.0,1.0
832810fffffffff,41.0,0.0,0.0,0.0
832811fffffffff,11.0,0.0,0.0,0.0
832812fffffffff,26.0,0.0,0.0,0.0
832813fffffffff,20.0,0.0,0.0,0.0
832814fffffffff,17.0,0.0,0.0,0.0
832815fffffffff,2.0,0.0,0.0,0.0
832818fffffffff,17.0,0.0,0.0,0.0
832819fffffffff,1.0,0.0,0.0,0.0
83281afffffffff,711.0,0.0,0.0,133.0
83281bfffffffff,352.0,0.0,0.0,60.0
83281cfffffffff,265.0,0.0,0.0,14.0
83281efffffffff,866.0,0.0,0.0,81.0
832831fffffffff,2.0,0.0,0.0,0.0
832880fffffffff,104.0,0.0,1.0,0.0
832881fffffffff,289.0,0.0,2.0,0.0
832882fffffffff,9.0,0.0,0.0,0.0
832883fffffffff,113.0,0.0,1.0,0.0
832884fffffffff,2.0,0.0,0.0,0.0
832886fffffffff,150.0,0.0,14.0,0.0
832889fffffffff,14.0,0.0,0.0,0.0
83288afffffffff,28.0,0.0,0.0,0.0
83288cfffffffff,251.0,0.0,3.0,0.0
83288efffffffff,140.0,0.0,0.0,0.0
832890fffffffff,43.0,0.0,0.0,0.0
832891fffffffff,117.0,0.0,6.0,0.0
832892fffffffff,259.0,0.0,3.0,0.0
832893fffffffff,123.0,0.0,0.0,0.0
832895fffffffff,6.0,0.0,0.0,0.0
832896fffffffff,832.0,0.0,192.0,0.0
832898fffffffff,247.0,0.0,0.0,0.0
832899fffffffff,30.0,0.0,0.0,0.0
83289afffffffff,125.0,0.0,0.0,0.0
83289bfffffffff,124.0,0.0,0.0,0.0
83289cfffffffff,40.0,0.0,0.0,0.0
83289dfffffffff,37.0,0.0,0.0,0.0
83289efffffffff,154.0,0.0,2.0,0.0
8328a8fffffffff,21.0,0.0,0.0,0.0
8328a9fffffffff,1037.0,0.0,0.0,44.0
8328aafffffffff,155.0,0.0,4.0,0.0
8328abfffffffff,94.0,0.0,0.0,0.0
8328acfffffffff,18.0,0.0,0.0,0.0
8328adfffffffff,69.0,0.0,0.0,9.0
8328aefffffffff,10.0,0.0,0.0,0.0
8328b0fffffffff,5.0,0.0,0.0,0.0
8328b3fffffffff,5.0,0.0,0.0,0.0
8328b5fffffffff,2.0,0.0,0.0,0.0
8328c2fffffffff,1144.0,0.0,0.0,181.0
8328c6fffffffff,26.0,0.0,0.0,0.0
8328d0fffffffff,218.0,0.0,0.0,15.0
8328d1fffffffff,37.0,0.0,0.0,1.0
8328d2fffffffff,631.0,0.0,0.0,0.0
8328d3fffffffff,903.0,0.0,0.0,17.0
8328d4fffffffff,2106.0,0.0,0.0,255.0
8328d5fffffffff,283.0,0.0,0.0,33.0
8328d6fffffffff,266.0,0.0,0.0,0.0
8328d8fffffffff,39.0,0.0,0.0,0.0
8328d9fffffffff,405.0,0.0,0.0,87.0
8328dafffffffff,173.0,0.0,0.0,3.0
8328dcfffffffff,7.0,0.0,0.0,0.0
8328ddfffffffff,22.0,0.0,0.0,2.0
8328defffffffff,365.0,0.0,0.0,13.0
8328f0fffffffff,1803.0,0.0,0.0,1387.0
8328f1fffffffff,139.0,0.0,0.0,3.0
8328f2fffffffff,692.0,0.0,0.0,8.0
8328f3fffffffff,310.0,0.0,0.0,17.0
8328f4fffffffff,289.0,0.0,0.0,9.0
8328f5fffffffff,601.0,0.0,0.0,15.0
8328f6fffffffff,698.0,0.0,0.0,72.0
832990fffffffff,9.0,0.0,0.0,0.0
832a34fffffffff,2.0,0.0,0.0,0.0
832a36fffffffff,106.0,0.0,0.0,0.0
832b00fffffffff,113.0,0.0,0.0,0.0
832b01fffffffff,156.0,0.0,0.0,0.0
832b02fffffffff,84.0,0.0,0.0,0.0
832b03fffffffff,147.0,0.0,0.0,0.0
832b05fffffffff,18.0,0.0,0.0,0.0
832b06fffffffff,90.0,0.0,0.0,0.0
832b0afffffffff,68.0,0.0,0.0,0.0
832b0cfffffffff,267.0,0.0,0.0,0.0
832b0efffffffff,169.0,0.0,0.0,0.0
832b10fffffffff,93.0,0.0,0.0,0.0
832b11fffffffff,9.0,0.0,0.0,0.0
832b12fffffffff,529.0,0.0,0.0,0.0
832b13fffffffff,281.0,0.0,0.0,0.0
832b14fffffffff,117.0,0.0,0.0,0.0
832b15fffffffff,60.0,0.0,0.0,0.0
832b16fffffffff,439.0,1.0,0.0,0.0
832b18fffffffff,110.0,0.0,0.0,0.0
832b1afffffffff,7.0,0.0,0.0,0.0
832b1cfffffffff,30.0,0.0,0.0,0.0
832b1dfffffffff,29.0,0.0,0.0,0.0
832b1efffffffff,126.0,0.0,0.0,0.0
832b21fffffffff,22.0,0.0,0.0,0.0
832b23fffffffff,14.0,0.0,0.0,0.0
832b24fffffffff,13.0,0.0,0.0,0.0
832b25fffffffff,8.0,0.0,0.0,0.0
832b26fffffffff,4.0,0.0,0.0,0.0
832b28fffffffff,2.0,0.0,0.0,0.0
832b2afffffffff,113.0,0.0,0.0,0.0
832b2cfffffffff,43.0,0.0,0.0,0.0
832b2efffffffff,102.0,0.0,0.0,0.0
832b30fffffffff,142.0,0.0,0.0,0.0
832b31fffffffff,123.0,0.0,0.0,0.0
832b32fffffffff,166.0,0.0,0.0,0.0
