cell_id,Thalasseus sandvicensis,Thalasseus sandvicensis sandvicensis,Thalasseus sandvicensis acuflavidus,Thalasseus sandvicensis eurygnathus,Thalasseus sandvicensis acuflavidus x eurygnathus
831eb2fffffffff,1.0,0.0,0.0,0.0,0.0
831eb3fffffffff,4.0,1.0,0.0,0.0,0.0
831eb4fffffffff,83.0,0.0,0.0,0.0,0.0
831eb5fffffffff,26.0,1.0,0.0,0.0,0.0
831ec1fffffffff,2.0,0.0,0.0,0.0,0.0
831ec2fffffffff,115.0,4.0,0.0,0.0,0.0
831ec3fffffffff,149.0,24.0,0.0,0.0,0.0
831ec9fffffffff,377.0,10.0,0.0,0.0,0.0
831ecafffffffff,212.0,0.0,0.0,0.0,0.0
831ecbfffffffff,46.0,0.0,0.0,0.0,0.0
831eccfffffffff,3.0,2.0,0.0,0.0,0.0
831ecdfffffffff,63.0,0.0,0.0,0.0,0.0
831ecefffffffff,117.0,19.0,0.0,0.0,0.0
831ed1fffffffff,79.0,0.0,0.0,0.0,0.0
831ed2fffffffff,7.0,2.0,0.0,0.0,0.0
831ed3fffffffff,34.0,0.0,0.0,0.0,0.0
831ed4fffffffff,31.0,2.0,0.0,0.0,0.0
831ed6fffffffff,6.0,0.0,0.0,0.0,0.0
831ed9fffffffff,29.0,4.0,0.0,0.0,0.0
831edafffffffff,238.0,2.0,0.0,0.0,0.0
831edbfffffffff,2.0,0.0,0.0,0.0,0.0
831edcfffffffff,36.0,0.0,0.0,0.0,0.0
831edefffffffff,93.0,4.0,0.0,0.0,0.0
831ee9fffffffff,93.0,32.0,0.0,0.0,0.0
831eebfffffffff,280.0,38.0,0.0,0.0,0.0
831ef2fffffffff,36.0,27.0,0.0,0.0,0.0
831f00fffffffff,233.0,186.0,0.0,0.0,0.0
831f01fffffffff,24.0,0.0,0.0,0.0,0.0
831f04fffffffff,13.0,0.0,0.0,0.0,0.0
831f05fffffffff,369.0,63.0,0.0,0.0,0.0
831f06fffffffff,19.0,0.0,0.0,0.0,0.0
831f0cfffffffff,2.0,0.0,0.0,0.0,0.0
831f0dfffffffff,2.0,0.0,0.0,0.0,0.0
831f0efffffffff,21.0,0.0,0.0,0.0,0.0
831f13fffffffff,2.0,0.0,0.0,0.0,0.0
831f14fffffffff,20.0,0.0,0.0,0.0,0.0
831f20fffffffff,17.0,2.0,0.0,0.0,0.0
831f21fffffffff,31.0,6.0,0.0,0.0,0.0
831f22fffffffff,25.0,5.0,0.0,0.0,0.0
831f23fffffffff,12.0,0.0,0.0,0.0,0.0
831f24fffffffff,77.0,28.0,0.0,0.0,0.0
831f25fffffffff,11.0,8.0,0.0,0.0,0.0
831f26fffffffff,15.0,2.0,0.0,0.0,0.0
831f28fffffffff,26.0,10.0,0.0,0.0,0.0
831f29fffffffff,34.0,22.0,0.0,0.0,0.0
831f2afffffffff,129.0,43.0,0.0,0.0,0.0
831f2dfffffffff,15.0,11.0,0.0,0.0,0.0
831f2efffffffff,22.0,6.0,0.0,0.0,0.0
831f30fffffffff,9.0,0.0,0.0,0.0,0.0
831f31fffffffff,29.0,4.0,0.0,0.0,0.0
831f32fffffffff,35.0,0.0,0.0,0.0,0.0
831f33fffffffff,135.0,3.0,0.0,0.0,0.0
831f35fffffffff,70.0,2.0,0.0,0.0,0.0
831f60fffffffff,4.0,0.0,0.0,0.0,0.0
831f64fffffffff,17.0,2.0,0.0,0.0,0.0
831f65fffffffff,17.0,2.0,0.0,0.0,0.0
831f66fffffffff,2.0,0.0,0.0,0.0,0.0
831f72fffffffff,569.0,25.0,0.0,0.0,0.0
831f73fffffffff,2.0,0.0,0.0,0.0,0.0
831f75fffffffff,7.0,0.0,0.0,0.0,0.0
831f9bfffffffff,15.0,2.0,0.0,0.0,0.0
831fb4fffffffff,2.0,0.0,0.0,0.0,0.0
832a1afffffffff,75.0,0.0,17.0,0.0,0.0
832aa9fffffffff,990.0,0.0,34.0,0.0,0.0
832aadfffffffff,137.0,0.0,0.0,0.0,0.0
832ac6fffffffff,636.0,0.0,48.0,0.0,0.0
832ad0fffffffff,449.0,0.0,29.0,0.0,0.0
832ad1fffffffff,297.0,0.0,12.0,0.0,0.0
832ad3fffffffff,881.0,0.0,8.0,0.0,0.0
832ad5fffffffff,880.0,0.0,18.0,0.0,0.0
832af0fffffffff,559.0,0.0,22.0,0.0,0.0
832af1fffffffff,1108.0,0.0,180.0,0.0,0.0
832af3fffffffff,700.0,0.0,87.0,0.0,0.0
832af4fffffffff,2.0,0.0,0.0,0.0,0.0
832af6fffffffff,1087.0,0.0,76.0,0.0,0.0
832c0bfffffffff,173.0,0.0,0.0,0.0,0.0
832c19fffffffff,15.0,0.0,0.0,0.0,0.0
832c20fffffffff,75.0,2.0,0.0,0.0,0.0
832c21fffffffff,128.0,0.0,0.0,0.0,0.0
832c24fffffffff,2.0,0.0,0.0,0.0,0.0
832c26fffffffff,6.0,0.0,0.0,0.0,0.0
832c2afffffffff,1.0,0.0,0.0,0.0,0.0
832c56fffffffff,3.0,0.0,0.0,0.0,0.0
832c72fffffffff,8.0,0.0,0.0,0.0,0.0
832c83fffffffff,1.0,0.0,0.0,0.0,0.0
832c8efffffffff,5.0,0.0,0.0,0.0,0.0
832c93fffffffff,247.0,16.0,0.0,0.0,0.0
832c9cfffffffff,6.0,0.0,0.0,0.0,0.0
832cc0fffffffff,19.0,0.0,0.0,0.0,0.0
832cc1fffffffff,2.0,0.0,0.0,0.0,0.0
832cc3fffffffff,2.0,0.0,0.0,0.0,0.0
832cd5fffffffff,3.0,0.0,0.0,0.0,0.0
832ce4fffffffff,5.0,0.0,0.0,0.0,0.0
832ce5fffffffff,1.0,0.0,0.0,0.0,0.0
832cf1fffffffff,8.0,0.0,0.0,0.0,0.0
832cf3fffffffff,11.0,0.0,0.0,0.0,0.0
832cf5fffffffff,23.0,0.0,0.0,0.0,0.0
832d01fffffffff,4.0,0.0,0.0,0.0,0.0
832d03fffffffff,33.0,8.0,0.0,0.0,0.0
832d04fffffffff,2.0,0.0,0.0,0.0,0.0
832d0efffffffff,3.0,3.0,0.0,0.0,0.0
832d12fffffffff,7.0,0.0,0.0,0.0,0.0
832d14fffffffff,3.0,0.0,0.0,0.0,0.0
832d1cfffffffff,1.0,0.0,0.0,0.0,0.0
832d22fffffffff,24.0,0.0,0.0,0.0,0.0
832d28fffffffff,1.0,0.0,0.0,0.0,0.0
832d29fffffffff,1.0,0.0,0.0,0.0,0.0
832d33fffffffff,4.0,0.0,0.0,0.0,0.0
832d35fffffffff,10.0,0.0,0.0,0.0,0.0
832d56fffffffff,2.0,0.0,0.0,0.0,0.0
832d70fffffffff,7.0,0.0,0.0,0.0,0.0
832d71fffffffff,5.0,0.0,0.0,0.0,0.0
832d72fffffffff,16.0,0.0,0.0,0.0,0.0
832d74fffffffff,2.0,0.0,0.0,0.0,0.0
832d75fffffffff,6.0,0.0,0.0,0.0,0.0
832d76fffffffff,17.0,0.0,0.0,0.0,0.0
832da1fffffffff,241.0,3.0,0.0,0.0,0.0
832da2fffffffff,12.0,0.0,0.0,0.0,0.0
832da5fffffffff,123.0,4.0,0.0,0.0,0.0
832dacfffffffff,4.0,0.0,0.0,0.0,0.0
832db0fffffffff,447.0,84.0,0.0,0.0,0.0
832db5fffffffff,1.0,0.0,0.0,0.0,0.0
832db6fffffffff,67.0,6.0,0.0,0.0,0.0
833441fffffffff,10.0,3.0,0.0,0.0,0.0
83344cfffffffff,38.0,13.0,0.0,0.0,0.0
833466fffffffff,6.0,2.0,0.0,0.0,0.0
833469fffffffff,196.0,30.0,0.0,0.0,0.0
83346bfffffffff,63.0,16.0,0.0,0.0,0.0
83346dfffffffff,9.0,0.0,0.0,0.0,0.0
83351bfffffffff,94.0,0.0,0.0,0.0,0.0
833820fffffffff,213.0,5.0,0.0,0.0,0.0
833824fffffffff,307.0,38.0,0.0,0.0,0.0
833825fffffffff,614.0,3.0,0.0,0.0,0.0
833826fffffffff,79.0,8.0,0.0,0.0,0.0
83384afffffffff,8.0,0.0,0.0,0.0,0.0
83384cfffffffff,2.0,0.0,0.0,0.0,0.0
83384efffffffff,9.0,0.0,0.0,0.0,0.0
833865fffffffff,3.0,0.0,0.0,0.0,0.0
833868fffffffff,7.0,0.0,0.0,0.0,0.0
83386afffffffff,4.0,0.0,0.0,0.0,0.0
83386efffffffff,13.0,0.0,0.0,0.0,0.0
833910fffffffff,1786.0,14.0,0.0,0.0,0.0
833911fffffffff,1987.0,29.0,0.0,0.0,0.0
833915fffffffff,723.0,10.0,0.0,0.0,0.0
833918fffffffff,123.0,24.0,0.0,0.0,0.0
833919fffffffff,690.0,0.0,0.0,0.0,0.0
83391afffffffff,2256.0,104.0,0.0,0.0,0.0
83391bfffffffff,143.0,0.0,0.0,0.0,0.0
83391efffffffff,1456.0,51.0,0.0,0.0,0.0
833920fffffffff,861.0,0.0,0.0,0.0,0.0
833922fffffffff,1250.0,6.0,0.0,0.0,0.0
833924fffffffff,299.0,0.0,0.0,0.0,0.0
833925fffffffff,1125.0,0.0,0.0,0.0,0.0
833926fffffffff,62.0,0.0,0.0,0.0,0.0
83392dfffffffff,1034.0,19.0,0.0,0.0,0.0
833931fffffffff,870.0,0.0,0.0,0.0,0.0
833933fffffffff,2671.0,10.0,0.0,0.0,0.0
833942fffffffff,107.0,0.0,0.0,0.0,0.0
833943fffffffff,132.0,0.0,0.0,0.0,0.0
833944fffffffff,307.0,0.0,0.0,0.0,0.0
833945fffffffff,134.0,0.0,0.0,0.0,0.0
833946fffffffff,570.0,0.0,0.0,0.0,0.0
833949fffffffff,2.0,2.0,0.0,0.0,0.0
833950fffffffff,41.0,0.0,0.0,0.0,0.0
833951fffffffff,20.0,0.0,0.0,0.0,0.0
833954fffffffff,1645.0,0.0,0.0,0.0,0.0
833956fffffffff,641.0,0.0,0.0,0.0,0.0
83395cfffffffff,48.0,0.0,0.0,0.0,0.0
833963fffffffff,35.0,14.0,0.0,0.0,0.0
833968fffffffff,252.0,25.0,0.0,0.0,0.0
833969fffffffff,32.0,3.0,0.0,0.0,0.0
83396cfffffffff,274.0,35.0,0.0,0.0,0.0
83396efffffffff,139.0,1.0,0.0,0.0,0.0
833973fffffffff,778.0,0.0,0.0,0.0,0.0
833980fffffffff,35.0,4.0,0.0,0.0,0.0
833982fffffffff,285.0,42.0,0.0,0.0,0.0
833985fffffffff,47.0,6.0,0.0,0.0,0.0
833991fffffffff,186.0,20.0,0.0,0.0,0.0
833992fffffffff,27.0,0.0,0.0,0.0,0.0
833993fffffffff,2.0,0.0,0.0,0.0,0.0
8339a8fffffffff,88.0,10.0,0.0,0.0,0.0
8339a9fffffffff,151.0,22.0,0.0,0.0,0.0
8339aafffffffff,6.0,0.0,0.0,0.0,0.0
8339abfffffffff,6.0,0.0,0.0,0.0,0.0
833e58fffffffff,5.0,0.0,0.0,0.0,0.0
833e60fffffffff,4.0,0.0,0.0,0.0,0.0
833e62fffffffff,2.0,0.0,0.0,0.0,0.0
833e65fffffffff,8.0,0.0,0.0,0.0,0.0
833e68fffffffff,787.0,59.0,0.0,0.0,0.0
833e6afffffffff,1.0,0.0,0.0,0.0,0.0
833f25fffffffff,1.0,1.0,0.0,0.0,0.0
833f26fffffffff,4.0,2.0,0.0,0.0,0.0
833f28fffffffff,18.0,0.0,0.0,0.0,0.0
833f29fffffffff,52.0,0.0,0.0,0.0,0.0
833f2cfffffffff,20.0,0.0,0.0,0.0,0.0
833f2dfffffffff,35.0,1.0,0.0,0.0,0.0
833f30fffffffff,15.0,0.0,0.0,0.0,0.0
833f34fffffffff,2.0,0.0,0.0,0.0,0.0
833f35fffffffff,27.0,0.0,0.0,0.0,0.0
833f36fffffffff,15.0,0.0,0.0,0.0,0.0
833f44fffffffff,7.0,0.0,0.0,0.0,0.0
833f45fffffffff,2.0,0.0,0.0,0.0,0.0
833f4dfffffffff,12.0,0.0,0.0,0.0,0.0
833f60fffffffff,3.0,1.0,0.0,0.0,0.0
833f62fffffffff,13.0,2.0,0.0,0.0,0.0
833f63fffffffff,6.0,0.0,0.0,0.0,0.0
833f64fffffffff,53.0,0.0,0.0,0.0,0.0
833f66fffffffff,106.0,0.0,0.0,0.0,0.0
833f68fffffffff,82.0,0.0,0.0,0.0,0.0
833f6efffffffff,3.0,0.0,0.0,0.0,0.0
833f72fffffffff,3.0,0.0,0.0,0.0,0.0
833f73fffffffff,5.0,2.0,0.0,0.0,0.0
833f74fffffffff,3.0,0.0,0.0,0.0,0.0
833f75fffffffff,25.0,0.0,0.0,0.0,0.0
833f76fffffffff,2.0,0.0,0.0,0.0,0.0
834230fffffffff,5.0,0.0,0.0,0.0,0.0
834233fffffffff,32.0,0.0,0.0,0.0,0.0
834236fffffffff,2.0,0.0,0.0,0.0,0.0
8342c0fffffffff,3.0,0.0,0.0,0.0,0.0
8342c2fffffffff,40.0,0.0,0.0,0.0,0.0
8342c4fffffffff,14.0,0.0,0.0,0.0,0.0
8342c6fffffffff,10.0,0.0,0.0,0.0,0.0
8342d1fffffffff,1.0,0.0,0.0,0.0,0.0
8342d5fffffffff,2.0,0.0,0.0,0.0,0.0
8342dbfffffffff,12.0,0.0,0.0,0.0,0.0
8342ddfffffffff,4.0,0.0,0.0,0.0,0.0
8342e4fffffffff,6.0,2.0,0.0,0.0,0.0
834310fffffffff,5.0,0.0,0.0,0.0,0.0
834313fffffffff,18.0,0.0,0.0,0.0,0.0
834316fffffffff,10.0,0.0,0.0,0.0,0.0
83431afffffffff,12.0,0.0,0.0,0.0,0.0
83431efffffffff,46.0,0.0,0.0,0.0,0.0
834336fffffffff,1.0,0.0,0.0,0.0,0.0
834360fffffffff,2.0,0.0,0.0,0.0,0.0
834388fffffffff,7.0,2.0,0.0,0.0,0.0
83438afffffffff,13.0,5.0,0.0,0.0,0.0
83438bfffffffff,6.0,4.0,0.0,0.0,0.0
83438cfffffffff,77.0,31.0,0.0,0.0,0.0
834398fffffffff,62.0,35.0,0.0,0.0,0.0
83439afffffffff,3.0,2.0,0.0,0.0,0.0
8343a0fffffffff,3.0,0.0,0.0,0.0,0.0
8343a1fffffffff,7.0,0.0,0.0,0.0,0.0
8343a8fffffffff,254.0,57.0,0.0,0.0,0.0
8343a9fffffffff,32.0,0.0,0.0,0.0,0.0
8343aafffffffff,4.0,0.0,0.0,0.0,0.0
8343acfffffffff,156.0,18.0,0.0,0.0,0.0
8343adfffffffff,23.0,0.0,0.0,0.0,0.0
8343aefffffffff,19.0,12.0,0.0,0.0,0.0
834410fffffffff,44.0,0.0,0.0,0.0,0.0
834411fffffffff,25.0,0.0,0.0,0.0,0.0
834412fffffffff,261.0,0.0,6.0,0.0,0.0
834413fffffffff,5099.0,0.0,104.0,0.0,0.0
834414fffffffff,846.0,0.0,87.0,0.0,0.0
834415fffffffff,31.0,0.0,0.0,0.0,0.0
834416fffffffff,723.0,0.0,43.0,0.0,0.0
834418fffffffff,5.0,0.0,0.0,0.0,0.0
83441afffffffff,2294.0,0.0,135.0,0.0,0.0
83441bfffffffff,243.0,0.0,5.0,0.0,0.0
83441efffffffff,8839.0,0.0,700.0,0.0,0.0
834424fffffffff,361.0,0.0,6.0,0.0,0.0
834432fffffffff,191.0,0.0,6.0,0.0,0.0
834434fffffffff,2.0,0.0,0.0,0.0,0.0
834436fffffffff,13.0,0.0,0.0,0.0,0.0
834444fffffffff,24.0,0.0,0.0,0.0,0.0
834445fffffffff,33.0,0.0,0.0,0.0,0.0
834446fffffffff,30.0,0.0,0.0,0.0,0.0
834450fffffffff,2801.0,0.0,201.0,0.0,0.0
834452fffffffff,48.0,0.0,0.0,0.0,0.0
834454fffffffff,46.0,0.0,0.0,0.0,0.0
834455fffffffff,1313.0,0.0,2.0,0.0,0.0
834456fffffffff,920.0,0.0,27.0,0.0,0.0
834461fffffffff,3.0,0.0,0.0,0.0,0.0
834463fffffffff,258.0,0.0,0.0,0.0,0.0
834464fffffffff,12.0,0.0,12.0,0.0,0.0
834465fffffffff,3.0,0.0,0.0,0.0,0.0
83446cfffffffff,7458.0,0.0,320.0,0.0,0.0
83446efffffffff,1720.0,0.0,9.0,0.0,0.0
834470fffffffff,12.0,0.0,0.0,0.0,0.0
834471fffffffff,613.0,0.0,0.0,0.0,0.0
834472fffffffff,55.0,0.0,0.0,0.0,0.0
834473fffffffff,2442.0,0.0,0.0,0.0,0.0
834484fffffffff,10.0,0.0,0.0,0.0,0.0
834486fffffffff,1.0,0.0,0.0,0.0,0.0
83448dfffffffff,2.0,0.0,0.0,0.0,0.0
8344a0fffffffff,2.0,0.0,0.0,0.0,0.0
8344a1fffffffff,448.0,0.0,31.0,0.0,0.0
8344a2fffffffff,16.0,0.0,0.0,0.0,0.0
8344a3fffffffff,8.0,0.0,0.0,0.0,0.0
8344a5fffffffff,216.0,0.0,5.0,0.0,0.0
8344a8fffffffff,859.0,0.0,67.0,0.0,0.0
8344a9fffffffff,2.0,0.0,0.0,0.0,0.0
8344aafffffffff,3.0,0.0,0.0,0.0,0.0
8344abfffffffff,1078.0,0.0,72.0,0.0,0.0
8344acfffffffff,13.0,0.0,7.0,0.0,0.0
8344adfffffffff,10.0,0.0,0.0,0.0,0.0
8344aefffffffff,1002.0,0.0,209.0,0.0,0.0
8344b0fffffffff,4.0,0.0,0.0,0.0,0.0
8344b1fffffffff,27.0,0.0,0.0,0.0,0.0
8344b2fffffffff,3.0,0.0,0.0,0.0,0.0
8344b3fffffffff,2.0,0.0,0.0,0.0,0.0
8344b5fffffffff,8.0,0.0,0.0,0.0,0.0
8344b6fffffffff,2.0,0.0,0.0,0.0,0.0
8344d0fffffffff,1902.0,0.0,14.0,0.0,0.0
8344d2fffffffff,392.0,0.0,0.0,0.0,0.0
8344d3fffffffff,4.0,0.0,0.0,0.0,0.0
8344d4fffffffff,119.0,0.0,0.0,0.0,0.0
8344d5fffffffff,998.0,0.0,27.0,0.0,0.0
8344e4fffffffff,421.0,0.0,27.0,0.0,0.0
8344e5fffffffff,561.0,0.0,2.0,0.0,0.0
8344e6fffffffff,632.0,0.0,123.0,0.0,0.0
8344f0fffffffff,1465.0,0.0,41.0,0.0,0.0
8344f2fffffffff,31.0,0.0,0.0,0.0,0.0
8344f3fffffffff,2072.0,0.0,126.0,0.0,0.0
8344f4fffffffff,2.0,0.0,0.0,0.0,0.0
8344f6fffffffff,1601.0,0.0,33.0,0.0,0.0
834501fffffffff,129.0,0.0,7.0,0.0,0.0
834505fffffffff,1021.0,0.0,33.0,0.0,0.0
834506fffffffff,1.0,0.0,0.0,0.0,0.0
834509fffffffff,775.0,0.0,230.0,0.0,0.0
83450afffffffff,347.0,0.0,29.0,0.0,0.0
83450bfffffffff,944.0,0.0,84.0,0.0,0.0
83450cfffffffff,2.0,0.0,0.0,0.0,0.0
83450efffffffff,147.0,0.0,3.0,0.0,0.0
834519fffffffff,46.0,0.0,7.0,0.0,0.0
83451bfffffffff,4.0,0.0,0.0,0.0,0.0
83451dfffffffff,3.0,0.0,0.0,0.0,0.0
834520fffffffff,199.0,0.0,0.0,0.0,0.0
834521fffffffff,958.0,0.0,8.0,0.0,0.0
834522fffffffff,767.0,0.0,0.0,0.0,0.0
834523fffffffff,620.0,0.0,23.0,0.0,0.0
834525fffffffff,1.0,0.0,0.0,0.0,0.0
834529fffffffff,2.0,0.0,0.0,0.0,0.0
83452afffffffff,24.0,0.0,0.0,0.0,0.0
83452cfffffffff,34.0,0.0,0.0,0.0,0.0
834531fffffffff,506.0,0.0,0.0,0.0,0.0
834532fffffffff,24.0,0.0,0.0,0.0,0.0
834533fffffffff,4.0,0.0,0.0,0.0,0.0
834549fffffffff,85.0,0.0,29.0,0.0,0.0
834554fffffffff,13.0,0.0,0.0,0.0,0.0
834564fffffffff,2.0,0.0,0.0,0.0,0.0
834569fffffffff,36.0,0.0,4.0,0.0,0.0
83456dfffffffff,7.0,0.0,0.0,0.0,0.0
834572fffffffff,1596.0,0.0,444.0,0.0,0.0
834574fffffffff,40.0,0.0,4.0,0.0,0.0
834576fffffffff,112.0,0.0,27.0,0.0,0.0
834583fffffffff,17.0,0.0,0.0,0.0,0.0
834588fffffffff,17.0,0.0,0.0,0.0,0.0
83458afffffffff,2.0,0.0,0.0,0.0,0.0
