cell_id,Daption capense,Daption capense capense,Daption capense australe
84cc653ffffffff,2.0,0.0,0.0
84ccf3bffffffff,1.0,0.0,0.0
84ce139ffffffff,2.0,0.0,0.0
84ce889ffffffff,3.0,0.0,0.0
84ce8ddffffffff,2.0,0.0,0.0
84cea81ffffffff,2.0,0.0,0.0
84cea85ffffffff,2.0,0.0,0.0
84ceab1ffffffff,1.0,0.0,0.0
84ceab7ffffffff,3.0,0.0,0.0
84cf129ffffffff,2.0,0.0,0.0
84cf1abffffffff,2.0,0.0,0.0
84cf92dffffffff,2.0,0.0,0.0
84cf943ffffffff,6.0,0.0,0.0
84cfa45ffffffff,2.0,0.0,0.0
84d1409ffffffff,1.0,0.0,0.0
84d44d9ffffffff,22.0,0.0,0.0
84d44dbffffffff,1.0,0.0,0.0
84d4697ffffffff,2.0,0.0,0.0
84d469bffffffff,4.0,0.0,0.0
84d46b3ffffffff,40.0,0.0,0.0
84d46bbffffffff,7.0,0.0,0.0
84d6a9dffffffff,1.0,0.0,0.0
84d6d19ffffffff,1.0,0.0,0.0
84d7acdffffffff,1.0,0.0,0.0
84da005ffffffff,3.0,0.0,0.0
84da009ffffffff,2.0,0.0,0.0
84da00dffffffff,65.0,0.0,6.0
84da011ffffffff,4.0,0.0,0.0
84da013ffffffff,7.0,0.0,0.0
84da01dffffffff,6.0,0.0,0.0
84da029ffffffff,2.0,0.0,0.0
84da02bffffffff,2.0,0.0,0.0
84da061ffffffff,3.0,0.0,0.0
84da063ffffffff,11.0,0.0,0.0
84da083ffffffff,4.0,0.0,4.0
84da087ffffffff,4.0,0.0,0.0
84da089ffffffff,1.0,0.0,0.0
84da093ffffffff,2.0,0.0,0.0
84da095ffffffff,8.0,0.0,0.0
84da097ffffffff,5.0,0.0,0.0
84da09bffffffff,2.0,0.0,0.0
84da0a1ffffffff,1.0,0.0,0.0
84da0a9ffffffff,2.0,0.0,0.0
84da0abffffffff,2.0,0.0,2.0
84da0b9ffffffff,6.0,0.0,0.0
84da0c1ffffffff,2.0,0.0,2.0
84da0c3ffffffff,2.0,0.0,0.0
84da0c5ffffffff,2.0,0.0,0.0
84da0cbffffffff,1.0,0.0,0.0
84da0cdffffffff,2.0,0.0,0.0
84da137ffffffff,19.0,0.0,0.0
84da13bffffffff,7.0,0.0,0.0
84da181ffffffff,2.0,0.0,0.0
84da189ffffffff,72.0,0.0,2.0
84da18bffffffff,1.0,0.0,0.0
84da18dffffffff,5.0,0.0,0.0
84da1a1ffffffff,9.0,0.0,0.0
84da1a7ffffffff,2.0,0.0,0.0
84da1a9ffffffff,2.0,0.0,0.0
84da1c3ffffffff,12.0,0.0,0.0
84da1c7ffffffff,6.0,0.0,0.0
84da1cbffffffff,1.0,0.0,0.0
84da1d3ffffffff,2.0,0.0,0.0
84da1d5ffffffff,11.0,0.0,4.0
84da1e3ffffffff,1.0,0.0,0.0
84da321ffffffff,4.0,0.0,2.0
84da327ffffffff,2.0,0.0,0.0
84da32dffffffff,2.0,0.0,0.0
84da733ffffffff,59.0,19.0,0.0
84da841ffffffff,189.0,0.0,0.0
84da843ffffffff,203.0,0.0,0.0
84da845ffffffff,16.0,0.0,0.0
84da847ffffffff,166.0,0.0,0.0
84da849ffffffff,12.0,0.0,0.0
84da84bffffffff,32.0,0.0,0.0
84da851ffffffff,2.0,0.0,0.0
84da859ffffffff,17.0,0.0,0.0
84da867ffffffff,2.0,0.0,0.0
84da869ffffffff,2.0,0.0,0.0
84da86dffffffff,6.0,0.0,0.0
84da8c3ffffffff,11.0,0.0,0.0
84da8c7ffffffff,21.0,0.0,0.0
84da8c9ffffffff,2.0,0.0,0.0
84da8e1ffffffff,4.0,0.0,0.0
84da8e3ffffffff,5.0,0.0,0.0
84da8e5ffffffff,4.0,0.0,0.0
84da8ebffffffff,21.0,0.0,0.0
84da8edffffffff,1.0,0.0,0.0
84da92bffffffff,20.0,0.0,0.0
84da93dffffffff,23.0,0.0,0.0
84da94dffffffff,2.0,0.0,0.0
84da9c9ffffffff,4.0,0.0,0.0
84daa27ffffffff,1.0,0.0,0.0
84daa35ffffffff,2.0,0.0,0.0
84daa83ffffffff,3.0,0.0,0.0
84daa85ffffffff,6.0,0.0,0.0
84daa87ffffffff,14.0,0.0,0.0
84daa89ffffffff,3.0,0.0,0.0
84daa91ffffffff,60.0,0.0,6.0
84daa95ffffffff,14.0,0.0,2.0
84daa99ffffffff,1.0,0.0,1.0
84daa9dffffffff,1.0,0.0,0.0
84daaa1ffffffff,136.0,0.0,7.0
84daaa3ffffffff,34.0,0.0,0.0
84daaa7ffffffff,16.0,0.0,0.0
84daaa9ffffffff,99.0,0.0,3.0
84daaabffffffff,173.0,0.0,4.0
84daaadffffffff,3.0,0.0,0.0
84daac3ffffffff,9.0,0.0,0.0
84daaddffffffff,10.0,0.0,0.0
84daae5ffffffff,2.0,0.0,0.0
84dab31ffffffff,2.0,0.0,0.0
84dab35ffffffff,5.0,0.0,0.0
84dab37ffffffff,10.0,0.0,0.0
84dab3dffffffff,1.0,0.0,0.0
84dab55ffffffff,3.0,0.0,0.0
84dab57ffffffff,1.0,0.0,0.0
84db801ffffffff,2.0,0.0,0.0
84db805ffffffff,1.0,0.0,0.0
84db80bffffffff,5.0,0.0,0.0
84db823ffffffff,2.0,0.0,0.0
84db825ffffffff,37.0,0.0,5.0
84db857ffffffff,39.0,0.0,8.0
84db8d1ffffffff,1.0,0.0,0.0
84db8d5ffffffff,4.0,0.0,0.0
84db8d7ffffffff,5.0,0.0,0.0
84db8d9ffffffff,2.0,0.0,0.0
84db903ffffffff,1.0,0.0,0.0
84db9c1ffffffff,2.0,0.0,0.0
84dd421ffffffff,2.0,0.0,0.0
84dd425ffffffff,4.0,0.0,0.0
84dd427ffffffff,2.0,0.0,0.0
84dd447ffffffff,2.0,0.0,0.0
84dd58bffffffff,1.0,0.0,0.0
84dd86dffffffff,1.0,0.0,0.0
84de023ffffffff,4.0,0.0,0.0
84de081ffffffff,2.0,0.0,0.0
84de089ffffffff,7.0,0.0,0.0
84de08dffffffff,6.0,0.0,0.0
84de091ffffffff,1.0,0.0,0.0
84de099ffffffff,1.0,0.0,0.0
84de0a3ffffffff,2.0,0.0,0.0
84de0a5ffffffff,17.0,0.0,0.0
84de0a7ffffffff,16.0,0.0,0.0
84de0a9ffffffff,7.0,0.0,0.0
84de0bdffffffff,2.0,0.0,0.0
84de0d1ffffffff,6.0,0.0,0.0
84de0ebffffffff,2.0,0.0,0.0
84de0edffffffff,2.0,0.0,0.0
84de14dffffffff,2.0,0.0,0.0
84de183ffffffff,2.0,0.0,0.0
84de187ffffffff,2.0,0.0,0.0
84de18dffffffff,1.0,0.0,0.0
84de191ffffffff,26.0,0.0,0.0
84de195ffffffff,18.0,0.0,0.0
84de197ffffffff,1.0,0.0,0.0
84de19bffffffff,20.0,0.0,0.0
84de19dffffffff,16.0,0.0,0.0
84de1a1ffffffff,2.0,0.0,0.0
84de1a3ffffffff,16.0,0.0,0.0
84de1a5ffffffff,16.0,0.0,0.0
84de1a7ffffffff,2.0,0.0,0.0
84de1abffffffff,22.0,0.0,0.0
84de1b9ffffffff,2.0,0.0,0.0
84de1bbffffffff,3.0,0.0,0.0
84de1c3ffffffff,2.0,0.0,0.0
84de1c5ffffffff,1.0,1.0,0.0
84de1cbffffffff,1.0,0.0,0.0
84de205ffffffff,2.0,0.0,0.0
84de215ffffffff,2.0,0.0,0.0
84de217ffffffff,2.0,0.0,0.0
84de239ffffffff,2.0,0.0,0.0
84de23bffffffff,3.0,0.0,0.0
84de249ffffffff,1.0,0.0,0.0
84de257ffffffff,2.0,0.0,0.0
84de263ffffffff,1.0,0.0,0.0
84de26bffffffff,5.0,0.0,0.0
84de289ffffffff,4.0,0.0,0.0
84de28dffffffff,3.0,0.0,0.0
84de29dffffffff,2.0,0.0,0.0
84de2c7ffffffff,2.0,0.0,0.0
84de2cbffffffff,4.0,0.0,0.0
84de2ddffffffff,1.0,0.0,0.0
84de2ebffffffff,3.0,0.0,0.0
84de327ffffffff,1.0,0.0,0.0
84de361ffffffff,2.0,0.0,0.0
84de365ffffffff,7.0,0.0,0.0
84de369ffffffff,3.0,0.0,0.0
84de623ffffffff,15.0,0.0,0.0
84de629ffffffff,9.0,0.0,0.0
84de62dffffffff,4.0,0.0,0.0
84de631ffffffff,9.0,0.0,0.0
84de633ffffffff,9.0,0.0,0.0
84de635ffffffff,9.0,0.0,0.0
84de639ffffffff,10.0,0.0,0.0
84de63bffffffff,7.0,0.0,0.0
84de661ffffffff,1.0,0.0,0.0
84de665ffffffff,24.0,0.0,0.0
84de66dffffffff,10.0,0.0,0.0
84de685ffffffff,7.0,0.0,0.0
84de687ffffffff,2.0,0.0,0.0
84de699ffffffff,2.0,0.0,0.0
84de6e3ffffffff,7.0,0.0,0.0
84de6e9ffffffff,3.0,0.0,0.0
84de6edffffffff,13.0,0.0,0.0
84de701ffffffff,1.0,0.0,0.0
84de707ffffffff,18.0,0.0,0.0
84de70bffffffff,2.0,0.0,0.0
84de721ffffffff,36.0,0.0,0.0
84de725ffffffff,8.0,0.0,0.0
84de727ffffffff,5.0,0.0,0.0
84de72bffffffff,7.0,0.0,0.0
84de72dffffffff,3.0,0.0,0.0
84de739ffffffff,1.0,0.0,0.0
84de755ffffffff,2.0,0.0,0.0
84de803ffffffff,15.0,0.0,0.0
84de805ffffffff,1.0,0.0,0.0
84de807ffffffff,22.0,0.0,0.0
84de815ffffffff,1.0,0.0,0.0
84de819ffffffff,12.0,0.0,0.0
84de81dffffffff,5.0,0.0,0.0
84de821ffffffff,58.0,3.0,0.0
84de825ffffffff,36.0,0.0,0.0
84de829ffffffff,11.0,0.0,0.0
84de82bffffffff,18.0,0.0,0.0
84de82dffffffff,59.0,0.0,0.0
84de831ffffffff,2.0,0.0,0.0
84de835ffffffff,2.0,0.0,0.0
84de839ffffffff,1.0,0.0,0.0
84de83dffffffff,4.0,0.0,0.0
84de841ffffffff,2.0,0.0,0.0
84de903ffffffff,1.0,0.0,0.0
84de909ffffffff,4.0,0.0,0.0
84de90bffffffff,7.0,0.0,0.0
84de919ffffffff,1.0,0.0,0.0
84de943ffffffff,11.0,0.0,0.0
84de947ffffffff,2.0,0.0,0.0
84de951ffffffff,69.0,0.0,0.0
84de953ffffffff,82.0,7.0,0.0
84de955ffffffff,136.0,4.0,0.0
84de957ffffffff,62.0,0.0,0.0
84de95dffffffff,123.0,0.0,0.0
84dea05ffffffff,4.0,0.0,0.0
84dea21ffffffff,2.0,0.0,0.0
84dea25ffffffff,36.0,0.0,0.0
84dea29ffffffff,2.0,0.0,0.0
84dea39ffffffff,2.0,0.0,0.0
84dea41ffffffff,3.0,0.0,0.0
84dea47ffffffff,3.0,3.0,0.0
84dea61ffffffff,2.0,0.0,0.0
84dea63ffffffff,50.0,0.0,0.0
84dea67ffffffff,9.0,0.0,0.0
84dea6bffffffff,15.0,0.0,0.0
84dea6dffffffff,2.0,0.0,0.0
84dea81ffffffff,3.0,0.0,0.0
84dea83ffffffff,2.0,0.0,0.0
84dea85ffffffff,2.0,0.0,0.0
84dea87ffffffff,6.0,0.0,0.0
84dea91ffffffff,1.0,0.0,0.0
84dea93ffffffff,1.0,0.0,0.0
84dea95ffffffff,2.0,0.0,0.0
84dea9bffffffff,4.0,0.0,0.0
84deaa1ffffffff,25.0,0.0,0.0
84deaa3ffffffff,10.0,0.0,0.0
84deaa5ffffffff,46.0,0.0,0.0
84deaa7ffffffff,14.0,1.0,0.0
84deaabffffffff,37.0,0.0,0.0
84deab9ffffffff,6.0,0.0,0.0
84deabdffffffff,10.0,0.0,0.0
84deb03ffffffff,1.0,0.0,0.0
84deb09ffffffff,12.0,0.0,0.0
84deb0bffffffff,5.0,0.0,0.0
84deb11ffffffff,17.0,0.0,0.0
84deb19ffffffff,25.0,0.0,0.0
84deb31ffffffff,2.0,0.0,0.0
84deb33ffffffff,4.0,2.0,0.0
84deb35ffffffff,1.0,0.0,0.0
84deb37ffffffff,2.0,0.0,0.0
84deb3bffffffff,3.0,0.0,0.0
84deb41ffffffff,2.0,0.0,0.0
84deb4bffffffff,10.0,0.0,0.0
84deb55ffffffff,2.0,0.0,0.0
84deb59ffffffff,2.0,0.0,0.0
84deb5dffffffff,2.0,0.0,0.0
84dee49ffffffff,1.0,0.0,0.0
84def49ffffffff,3.0,0.0,0.0
84def4dffffffff,1.0,0.0,0.0
84df001ffffffff,3.0,0.0,0.0
84df003ffffffff,10.0,2.0,0.0
84df005ffffffff,28.0,2.0,0.0
84df007ffffffff,21.0,12.0,0.0
84df009ffffffff,11.0,4.0,0.0
84df00bffffffff,10.0,2.0,0.0
84df00dffffffff,7.0,0.0,0.0
84df011ffffffff,2.0,0.0,0.0
84df013ffffffff,11.0,3.0,0.0
84df015ffffffff,13.0,2.0,0.0
84df017ffffffff,43.0,4.0,0.0
84df019ffffffff,2.0,0.0,0.0
84df01bffffffff,1.0,0.0,0.0
84df01dffffffff,2.0,2.0,0.0
84df025ffffffff,6.0,0.0,0.0
84df027ffffffff,4.0,0.0,0.0
84df029ffffffff,16.0,5.0,0.0
84df02bffffffff,3.0,3.0,0.0
84df02dffffffff,8.0,4.0,0.0
84df033ffffffff,2.0,0.0,0.0
84df035ffffffff,2.0,0.0,0.0
84df03dffffffff,2.0,2.0,0.0
84df041ffffffff,15.0,2.0,0.0
84df043ffffffff,20.0,9.0,0.0
84df045ffffffff,11.0,0.0,0.0
84df047ffffffff,9.0,4.0,0.0
84df04bffffffff,3.0,3.0,0.0
84df04dffffffff,4.0,0.0,0.0
84df051ffffffff,3.0,0.0,0.0
84df053ffffffff,16.0,0.0,0.0
84df055ffffffff,16.0,4.0,0.0
84df057ffffffff,9.0,2.0,0.0
84df059ffffffff,4.0,1.0,0.0
84df05bffffffff,4.0,0.0,0.0
84df061ffffffff,51.0,27.0,0.0
84df063ffffffff,10.0,1.0,0.0
84df067ffffffff,36.0,2.0,0.0
84df069ffffffff,140.0,15.0,0.0
84df06bffffffff,31.0,13.0,0.0
84df06dffffffff,6.0,3.0,0.0
84df083ffffffff,3.0,0.0,0.0
84df087ffffffff,5.0,0.0,0.0
84df089ffffffff,1.0,1.0,0.0
84df08dffffffff,4.0,0.0,0.0
84df093ffffffff,3.0,0.0,0.0
84df095ffffffff,3.0,0.0,0.0
84df099ffffffff,1.0,0.0,0.0
84df0b1ffffffff,3.0,0.0,0.0
84df0b9ffffffff,3.0,0.0,0.0
84df0c1ffffffff,5.0,2.0,0.0
84df0c3ffffffff,22.0,0.0,0.0
84df0c5ffffffff,4.0,0.0,0.0
84df0c7ffffffff,18.0,0.0,0.0
84df0c9ffffffff,18.0,2.0,0.0
84df0cbffffffff,12.0,0.0,0.0
84df0cdffffffff,6.0,2.0,0.0
84df0d1ffffffff,6.0,0.0,0.0
84df0d3ffffffff,10.0,0.0,0.0
84df0d5ffffffff,9.0,0.0,0.0
84df0d7ffffffff,3.0,0.0,0.0
84df0d9ffffffff,11.0,0.0,0.0
84df0dbffffffff,4.0,0.0,0.0
84df0ddffffffff,4.0,0.0,0.0
84df0e1ffffffff,4.0,0.0,0.0
84df0e5ffffffff,2.0,0.0,0.0
84df0e9ffffffff,18.0,0.0,0.0
84df103ffffffff,19.0,0.0,0.0
84df10bffffffff,16.0,0.0,0.0
84df111ffffffff,5.0,0.0,0.0
84df113ffffffff,1.0,0.0,0.0
84df115ffffffff,3.0,0.0,0.0
84df117ffffffff,12.0,1.0,0.0
84df119ffffffff,2.0,0.0,0.0
84df11bffffffff,5.0,0.0,0.0
84df11dffffffff,19.0,3.0,0.0
84df123ffffffff,2.0,0.0,0.0
84df125ffffffff,3.0,0.0,0.0
84df129ffffffff,4.0,0.0,0.0
84df131ffffffff,2.0,2.0,0.0
84df133ffffffff,4.0,0.0,0.0
84df135ffffffff,2.0,0.0,0.0
84df139ffffffff,10.0,1.0,0.0
84df13bffffffff,3.0,1.0,0.0
84df141ffffffff,17.0,0.0,0.0
84df143ffffffff,27.0,7.0,0.0
84df145ffffffff,2.0,0.0,0.0
84df147ffffffff,32.0,0.0,0.0
84df149ffffffff,9.0,1.0,0.0
84df14bffffffff,132.0,26.0,0.0
84df151ffffffff,1.0,0.0,0.0
84df153ffffffff,3.0,0.0,0.0
84df155ffffffff,5.0,2.0,0.0
84df157ffffffff,1.0,1.0,0.0
84df159ffffffff,4.0,3.0,0.0
84df15bffffffff,4.0,0.0,0.0
84df15dffffffff,33.0,21.0,0.0
84df167ffffffff,2.0,0.0,0.0
84df16bffffffff,25.0,2.0,0.0
84df185ffffffff,15.0,10.0,0.0
84df189ffffffff,4.0,0.0,0.0
84df18bffffffff,4.0,0.0,0.0
84df199ffffffff,1.0,1.0,0.0
84df19dffffffff,1.0,0.0,0.0
84df1a9ffffffff,3.0,0.0,0.0
84df1b9ffffffff,2.0,0.0,0.0
84df1bbffffffff,3.0,0.0,0.0
84df1c1ffffffff,1.0,1.0,0.0
84df1c5ffffffff,7.0,0.0,0.0
84df1c7ffffffff,5.0,0.0,0.0
84df1d7ffffffff,2.0,0.0,0.0
84df1e1ffffffff,28.0,8.0,0.0
84df1e3ffffffff,23.0,20.0,0.0
84df1e5ffffffff,32.0,2.0,0.0
84df1e7ffffffff,3.0,0.0,0.0
84df1e9ffffffff,5.0,0.0,0.0
84df1ebffffffff,23.0,11.0,0.0
84df1edffffffff,109.0,28.0,0.0
84df205ffffffff,2.0,0.0,0.0
84df219ffffffff,1.0,0.0,0.0
84df21dffffffff,1.0,1.0,0.0
84df221ffffffff,3.0,0.0,0.0
84df223ffffffff,3.0,0.0,0.0
84df225ffffffff,1.0,0.0,0.0
84df227ffffffff,1.0,0.0,0.0
84df229ffffffff,2.0,0.0,0.0
84df231ffffffff,4.0,0.0,0.0
84df233ffffffff,6.0,1.0,0.0
84df235ffffffff,11.0,0.0,0.0
84df237ffffffff,7.0,0.0,0.0
84df239ffffffff,3.0,0.0,0.0
84df23bffffffff,7.0,1.0,0.0
84df23dffffffff,3.0,0.0,0.0
84df245ffffffff,2.0,2.0,0.0
84df247ffffffff,2.0,0.0,0.0
84df267ffffffff,6.0,0.0,0.0
84df269ffffffff,2.0,0.0,0.0
84df285ffffffff,12.0,0.0,0.0
84df287ffffffff,46.0,0.0,0.0
84df2a1ffffffff,1.0,0.0,0.0
84df2a5ffffffff,14.0,0.0,0.0
84df2a7ffffffff,21.0,3.0,0.0
84df2a9ffffffff,4.0,1.0,0.0
84df2abffffffff,3.0,0.0,0.0
84df2adffffffff,2.0,0.0,0.0
84df2b1ffffffff,6.0,0.0,0.0
84df2b3ffffffff,1.0,0.0,0.0
84df2b5ffffffff,9.0,0.0,0.0
84df2b7ffffffff,16.0,6.0,0.0
84df2b9ffffffff,5.0,0.0,0.0
84df2bbffffffff,1.0,0.0,0.0
84df2bdffffffff,2.0,0.0,0.0
84df2c5ffffffff,2.0,0.0,0.0
84df2e3ffffffff,2.0,0.0,0.0
84df2e5ffffffff,3.0,1.0,0.0
84df2edffffffff,2.0,0.0,0.0
84df303ffffffff,31.0,6.0,0.0
84df30bffffffff,7.0,0.0,0.0
84df311ffffffff,7.0,4.0,0.0
84df313ffffffff,11.0,0.0,0.0
84df315ffffffff,36.0,9.0,0.0
84df317ffffffff,5.0,2.0,0.0
84df31dffffffff,12.0,2.0,0.0
84df321ffffffff,1.0,1.0,0.0
84df327ffffffff,2.0,0.0,0.0
84df333ffffffff,9.0,1.0,0.0
84df351ffffffff,19.0,4.0,0.0
84df353ffffffff,5.0,0.0,0.0
84df355ffffffff,76.0,9.0,0.0
84df357ffffffff,5.0,0.0,0.0
84df359ffffffff,4.0,2.0,0.0
84df35dffffffff,58.0,8.0,0.0
84df361ffffffff,2.0,0.0,0.0
84df401ffffffff,1.0,0.0,0.0
84df405ffffffff,3.0,0.0,0.0
84df409ffffffff,2.0,0.0,0.0
84df40dffffffff,12.0,0.0,0.0
84df421ffffffff,11.0,0.0,0.0
84df423ffffffff,8.0,0.0,0.0
84df425ffffffff,2.0,0.0,0.0
84df427ffffffff,4.0,0.0,0.0
84df429ffffffff,3.0,0.0,0.0
84df42bffffffff,10.0,0.0,0.0
84df435ffffffff,37.0,0.0,0.0
84df437ffffffff,18.0,0.0,0.0
84df439ffffffff,4.0,0.0,0.0
84df43bffffffff,1.0,0.0,0.0
84df43dffffffff,31.0,0.0,0.0
84df445ffffffff,11.0,1.0,0.0
84df447ffffffff,2.0,2.0,0.0
84df451ffffffff,12.0,0.0,0.0
84df455ffffffff,1.0,0.0,0.0
84df461ffffffff,30.0,5.0,0.0
84df463ffffffff,12.0,0.0,0.0
84df465ffffffff,6.0,0.0,0.0
84df469ffffffff,10.0,0.0,0.0
84df46bffffffff,2.0,0.0,0.0
84df46dffffffff,20.0,2.0,0.0
84df487ffffffff,1.0,0.0,0.0
84df4a9ffffffff,1.0,0.0,0.0
84df4d9ffffffff,8.0,0.0,0.0
84df4e5ffffffff,1.0,0.0,0.0
84df513ffffffff,2.0,0.0,0.0
84df515ffffffff,2.0,0.0,0.0
84df51bffffffff,6.0,0.0,0.0
84df531ffffffff,2.0,0.0,0.0
84df537ffffffff,2.0,0.0,0.0
84df53bffffffff,2.0,0.0,0.0
84df541ffffffff,15.0,0.0,0.0
84df54bffffffff,2.0,0.0,0.0
84df54dffffffff,9.0,0.0,0.0
84df559ffffffff,4.0,0.0,0.0
84df55bffffffff,2.0,0.0,0.0
84df583ffffffff,3.0,0.0,0.0
84df58bffffffff,3.0,0.0,0.0
84df591ffffffff,2.0,0.0,0.0
84df595ffffffff,1.0,0.0,0.0
84df597ffffffff,3.0,0.0,0.0
84df59dffffffff,8.0,0.0,0.0
84df5a1ffffffff,2.0,0.0,0.0
84df5abffffffff,4.0,0.0,0.0
84df5adffffffff,2.0,0.0,0.0
84df5b3ffffffff,6.0,0.0,0.0
84df5b7ffffffff,4.0,0.0,0.0
84df5c5ffffffff,6.0,0.0,0.0
84df5c7ffffffff,5.0,0.0,0.0
84df5c9ffffffff,2.0,0.0,0.0
84df5cdffffffff,19.0,0.0,0.0
84df5d1ffffffff,2.0,0.0,0.0
84df5d5ffffffff,4.0,0.0,0.0
84df5d7ffffffff,12.0,0.0,0.0
84df5dbffffffff,1.0,0.0,0.0
84df5ddffffffff,33.0,0.0,0.0
84df5e1ffffffff,2.0,0.0,0.0
84df5e3ffffffff,7.0,0.0,0.0
84df5e5ffffffff,2.0,0.0,0.0
84df5e7ffffffff,1.0,0.0,0.0
84df60bffffffff,2.0,0.0,0.0
84df615ffffffff,2.0,0.0,0.0
84df68bffffffff,12.0,0.0,0.0
84df6cdffffffff,2.0,0.0,0.0
84df6e7ffffffff,1.0,0.0,0.0
84df703ffffffff,1.0,1.0,0.0
84df705ffffffff,7.0,0.0,0.0
84df707ffffffff,13.0,0.0,0.0
84df70dffffffff,2.0,0.0,0.0
84df711ffffffff,8.0,0.0,0.0
84df715ffffffff,9.0,0.0,0.0
84df717ffffffff,4.0,0.0,0.0
84df719ffffffff,2.0,0.0,0.0
84df721ffffffff,9.0,2.0,0.0
84df723ffffffff,8.0,0.0,0.0
84df727ffffffff,1.0,0.0,0.0
84df729ffffffff,2.0,0.0,0.0
