cell_id,Caracara plancus,Caracara plancus cheriway,Caracara plancus plancus
84446c5ffffffff,4315.0,3019.0,0.0
84446c7ffffffff,92.0,64.0,0.0
84446c9ffffffff,936.0,638.0,0.0
84446cbffffffff,866.0,605.0,0.0
84446cdffffffff,3798.0,2846.0,0.0
84446d1ffffffff,267.0,231.0,0.0
84446d3ffffffff,302.0,223.0,0.0
84446d5ffffffff,5.0,4.0,0.0
84446d7ffffffff,74.0,68.0,0.0
84446d9ffffffff,95.0,78.0,0.0
84446dbffffffff,202.0,160.0,0.0
84446ddffffffff,4229.0,3123.0,0.0
84446e1ffffffff,16.0,6.0,0.0
84446e5ffffffff,390.0,267.0,0.0
84446e9ffffffff,916.0,721.0,0.0
84446ebffffffff,215.0,163.0,0.0
84446edffffffff,731.0,461.0,0.0
8444a81ffffffff,278.0,210.0,0.0
8444a83ffffffff,734.0,634.0,0.0
8444a87ffffffff,4.0,4.0,0.0
8444a89ffffffff,428.0,326.0,0.0
8444a8bffffffff,679.0,496.0,0.0
8444a8dffffffff,324.0,247.0,0.0
8444a91ffffffff,28.0,12.0,0.0
8444a93ffffffff,1.0,1.0,0.0
8444a95ffffffff,484.0,340.0,0.0
8444a97ffffffff,107.0,86.0,0.0
8444a99ffffffff,24.0,18.0,0.0
8444a9dffffffff,965.0,774.0,0.0
8444ab9ffffffff,8.0,3.0,0.0
8444abbffffffff,41.0,40.0,0.0
8444ac1ffffffff,320.0,244.0,0.0
8444ac3ffffffff,304.0,254.0,0.0
8444ac5ffffffff,179.0,114.0,0.0
8444ac7ffffffff,312.0,234.0,0.0
8444ac9ffffffff,1075.0,921.0,0.0
8444acbffffffff,255.0,201.0,0.0
8444acdffffffff,27.0,19.0,0.0
8444ad1ffffffff,191.0,149.0,0.0
8444ad3ffffffff,42.0,39.0,0.0
8444ad5ffffffff,271.0,237.0,0.0
8444ad7ffffffff,183.0,114.0,0.0
8444ad9ffffffff,510.0,392.0,0.0
8444adbffffffff,76.0,55.0,0.0
8444addffffffff,292.0,262.0,0.0
8444ae9ffffffff,7.0,7.0,0.0
8444aebffffffff,42.0,35.0,0.0
8444f61ffffffff,2.0,2.0,0.0
8444f69ffffffff,2.0,0.0,0.0
8445011ffffffff,2.0,1.0,0.0
844501bffffffff,2.0,2.0,0.0
8445059ffffffff,2.0,2.0,0.0
844505bffffffff,9.0,6.0,0.0
8445083ffffffff,3.0,3.0,0.0
8445087ffffffff,7.0,5.0,0.0
8445091ffffffff,76.0,58.0,0.0
8445093ffffffff,62.0,60.0,0.0
8445095ffffffff,13.0,6.0,0.0
8445097ffffffff,36.0,22.0,0.0
844509bffffffff,341.0,233.0,0.0
84450a1ffffffff,3.0,3.0,0.0
84450a3ffffffff,7.0,7.0,0.0
84450a9ffffffff,3.0,2.0,0.0
84450b1ffffffff,818.0,631.0,0.0
84450b5ffffffff,230.0,148.0,0.0
84450b9ffffffff,88.0,44.0,0.0
84450bbffffffff,8.0,0.0,0.0
84450bdffffffff,58.0,34.0,0.0
84450d5ffffffff,10.0,10.0,0.0
84450d9ffffffff,7.0,7.0,0.0
84450dbffffffff,2.0,2.0,0.0
844519bffffffff,2.0,0.0,0.0
8445201ffffffff,7.0,7.0,0.0
8445203ffffffff,17.0,15.0,0.0
8445205ffffffff,241.0,169.0,0.0
8445207ffffffff,263.0,141.0,0.0
8445209ffffffff,46.0,37.0,0.0
844520bffffffff,10.0,10.0,0.0
844520dffffffff,69.0,61.0,0.0
8445215ffffffff,78.0,46.0,0.0
8445217ffffffff,61.0,37.0,0.0
8445219ffffffff,7.0,5.0,0.0
844521bffffffff,2.0,2.0,0.0
844521dffffffff,34.0,26.0,0.0
8445221ffffffff,135.0,91.0,0.0
8445225ffffffff,552.0,424.0,0.0
8445229ffffffff,2.0,0.0,0.0
844522bffffffff,158.0,85.0,0.0
844522dffffffff,12.0,12.0,0.0
8445233ffffffff,57.0,26.0,0.0
844523bffffffff,50.0,17.0,0.0
8445243ffffffff,72.0,40.0,0.0
8445245ffffffff,28.0,26.0,0.0
8445247ffffffff,168.0,136.0,0.0
8445249ffffffff,203.0,128.0,0.0
844524bffffffff,38.0,14.0,0.0
844524dffffffff,6.0,0.0,0.0
8445251ffffffff,57.0,33.0,0.0
8445253ffffffff,32.0,30.0,0.0
8445255ffffffff,94.0,82.0,0.0
8445257ffffffff,13.0,5.0,0.0
844525bffffffff,116.0,98.0,0.0
844525dffffffff,11.0,2.0,0.0
8445261ffffffff,10.0,8.0,0.0
8445263ffffffff,152.0,125.0,0.0
8445265ffffffff,3.0,2.0,0.0
8445267ffffffff,2.0,2.0,0.0
8445269ffffffff,100.0,69.0,0.0
844526bffffffff,277.0,236.0,0.0
844526dffffffff,20.0,17.0,0.0
8445287ffffffff,2.0,2.0,0.0
8445291ffffffff,4.0,0.0,0.0
8445293ffffffff,4.0,4.0,0.0
8445295ffffffff,3.0,3.0,0.0
8445299ffffffff,1.0,1.0,0.0
844529bffffffff,28.0,14.0,0.0
84452a9ffffffff,20.0,16.0,0.0
84452adffffffff,224.0,186.0,0.0
84452bdffffffff,7.0,7.0,0.0
84452c1ffffffff,24.0,19.0,0.0
84452c3ffffffff,25.0,6.0,0.0
84452c5ffffffff,8.0,5.0,0.0
84452c7ffffffff,49.0,36.0,0.0
84452c9ffffffff,5.0,2.0,0.0
84452cbffffffff,20.0,20.0,0.0
84452cdffffffff,5.0,5.0,0.0
84452d9ffffffff,2.0,0.0,0.0
84452e1ffffffff,322.0,238.0,0.0
84452e3ffffffff,205.0,113.0,0.0
84452e5ffffffff,26.0,12.0,0.0
84452e7ffffffff,21.0,8.0,0.0
84452ebffffffff,5.0,5.0,0.0
8445303ffffffff,42.0,39.0,0.0
8445307ffffffff,4.0,3.0,0.0
8445309ffffffff,10.0,8.0,0.0
844530dffffffff,4.0,4.0,0.0
8445319ffffffff,88.0,44.0,0.0
844531dffffffff,1.0,0.0,0.0
8445321ffffffff,19.0,9.0,0.0
8445329ffffffff,1.0,1.0,0.0
844532bffffffff,72.0,39.0,0.0
844533bffffffff,11.0,9.0,0.0
8445341ffffffff,2.0,2.0,0.0
8445343ffffffff,85.0,80.0,0.0
8445349ffffffff,3.0,3.0,0.0
8445351ffffffff,5.0,5.0,0.0
8445353ffffffff,220.0,213.0,0.0
8445355ffffffff,5.0,5.0,0.0
8445357ffffffff,30.0,24.0,0.0
8445359ffffffff,10.0,8.0,0.0
844535bffffffff,1.0,0.0,0.0
844535dffffffff,16.0,14.0,0.0
8445363ffffffff,6.0,6.0,0.0
8445365ffffffff,53.0,50.0,0.0
8445367ffffffff,11.0,9.0,0.0
844554dffffffff,2.0,2.0,0.0
8445649ffffffff,26.0,14.0,0.0
84456d9ffffffff,3.0,0.0,0.0
84456dbffffffff,18.0,8.0,0.0
8445721ffffffff,352.0,232.0,0.0
8445723ffffffff,8.0,8.0,0.0
8445725ffffffff,3.0,3.0,0.0
8445727ffffffff,214.0,176.0,0.0
8445729ffffffff,12.0,12.0,0.0
8445745ffffffff,15.0,9.0,0.0
8445749ffffffff,128.0,69.0,0.0
844574dffffffff,35.0,23.0,0.0
8445761ffffffff,13.0,10.0,0.0
8445765ffffffff,7.0,3.0,0.0
8445767ffffffff,13.0,9.0,0.0
8445769ffffffff,20.0,18.0,0.0
8445833ffffffff,43.0,37.0,0.0
8445883ffffffff,13.0,13.0,0.0
8445889ffffffff,357.0,298.0,0.0
844588bffffffff,11.0,5.0,0.0
844588dffffffff,26.0,26.0,0.0
8445899ffffffff,2.0,2.0,0.0
84458adffffffff,21.0,0.0,0.0
84458c3ffffffff,109.0,89.0,0.0
84458c7ffffffff,640.0,564.0,0.0
84458d3ffffffff,6.0,6.0,0.0
84458d5ffffffff,83.0,74.0,0.0
84458d7ffffffff,11.0,8.0,0.0
84458e1ffffffff,117.0,84.0,0.0
84458e3ffffffff,16.0,16.0,0.0
84458e5ffffffff,13.0,11.0,0.0
84458e7ffffffff,40.0,33.0,0.0
84458ebffffffff,84.0,52.0,0.0
84458edffffffff,40.0,29.0,0.0
8445903ffffffff,1.0,0.0,0.0
8445907ffffffff,6.0,6.0,0.0
8445911ffffffff,72.0,70.0,0.0
8445913ffffffff,37.0,36.0,0.0
8445915ffffffff,4.0,4.0,0.0
8445917ffffffff,69.0,57.0,0.0
8445923ffffffff,5.0,3.0,0.0
8445927ffffffff,8.0,7.0,0.0
844592bffffffff,3.0,2.0,0.0
8445933ffffffff,1.0,1.0,0.0
8445935ffffffff,6.0,4.0,0.0
8445981ffffffff,325.0,271.0,0.0
8445989ffffffff,403.0,376.0,0.0
844598bffffffff,247.0,221.0,0.0
844598dffffffff,168.0,150.0,0.0
84459c1ffffffff,1.0,1.0,0.0
84459c3ffffffff,37.0,37.0,0.0
84459c5ffffffff,1.0,1.0,0.0
84459c7ffffffff,1.0,1.0,0.0
84459d1ffffffff,2.0,2.0,0.0
84459d5ffffffff,3.0,0.0,0.0
84459d7ffffffff,34.0,32.0,0.0
84459d9ffffffff,14.0,6.0,0.0
84459dbffffffff,12.0,8.0,0.0
84459ddffffffff,10.0,10.0,0.0
84459e3ffffffff,2.0,2.0,0.0
84459e9ffffffff,31.0,25.0,0.0
84459ebffffffff,13.0,11.0,0.0
84459edffffffff,2.0,2.0,0.0
8448005ffffffff,2.0,0.0,0.0
8448007ffffffff,19.0,0.0,0.0
8448017ffffffff,97.0,90.0,0.0
8448021ffffffff,12.0,4.0,0.0
8448027ffffffff,1.0,1.0,0.0
8448029ffffffff,7.0,4.0,0.0
844802bffffffff,56.0,36.0,0.0
844802dffffffff,2.0,2.0,0.0
844803dffffffff,1.0,1.0,0.0
8448059ffffffff,219.0,161.0,0.0
844805bffffffff,244.0,191.0,0.0
8448061ffffffff,9.0,2.0,0.0
8448065ffffffff,137.0,85.0,0.0
8448067ffffffff,10.0,10.0,0.0
844806dffffffff,170.0,76.0,0.0
8448083ffffffff,1.0,1.0,0.0
8448085ffffffff,24.0,22.0,0.0
8448087ffffffff,9.0,9.0,0.0
8448097ffffffff,5.0,4.0,0.0
84480a1ffffffff,2.0,0.0,0.0
84480a3ffffffff,7.0,7.0,0.0
84480a5ffffffff,19.0,16.0,0.0
84480a9ffffffff,72.0,58.0,0.0
84480abffffffff,41.0,35.0,0.0
84480adffffffff,825.0,654.0,0.0
84480b9ffffffff,35.0,29.0,0.0
84480bbffffffff,40.0,31.0,0.0
84480bdffffffff,46.0,36.0,0.0
84480d3ffffffff,4.0,0.0,0.0
84480dbffffffff,4.0,4.0,0.0
84480ddffffffff,7.0,5.0,0.0
84480e1ffffffff,85.0,52.0,0.0
84480e3ffffffff,25.0,12.0,0.0
84480e5ffffffff,110.0,77.0,0.0
84480e7ffffffff,23.0,23.0,0.0
84480edffffffff,31.0,31.0,0.0
8448101ffffffff,110.0,55.0,0.0
8448103ffffffff,4.0,4.0,0.0
8448107ffffffff,2.0,2.0,0.0
844810dffffffff,38.0,31.0,0.0
8448145ffffffff,14.0,14.0,0.0
8448147ffffffff,518.0,445.0,0.0
844814dffffffff,10.0,10.0,0.0
844815bffffffff,28.0,18.0,0.0
8448165ffffffff,2.0,2.0,0.0
8448169ffffffff,2.0,2.0,0.0
844816bffffffff,29.0,24.0,0.0
84481d3ffffffff,2.0,2.0,0.0
84481d5ffffffff,2.0,2.0,0.0
84481d7ffffffff,1.0,1.0,0.0
84481d9ffffffff,1.0,0.0,0.0
84481dbffffffff,19.0,16.0,0.0
8448233ffffffff,311.0,268.0,0.0
8448237ffffffff,30.0,28.0,0.0
844823bffffffff,32.0,32.0,0.0
8448283ffffffff,4.0,4.0,0.0
8448285ffffffff,12.0,8.0,0.0
8448287ffffffff,9.0,5.0,0.0
8448295ffffffff,52.0,45.0,0.0
84482a1ffffffff,2.0,2.0,0.0
84482a3ffffffff,3.0,3.0,0.0
84482a9ffffffff,78.0,66.0,0.0
84482abffffffff,6.0,2.0,0.0
84482adffffffff,778.0,627.0,0.0
84482b1ffffffff,29.0,22.0,0.0
84482b3ffffffff,1.0,1.0,0.0
84482b7ffffffff,5.0,5.0,0.0
84482b9ffffffff,80.0,69.0,0.0
84482bbffffffff,25.0,13.0,0.0
84482bdffffffff,4.0,2.0,0.0
84482e3ffffffff,20.0,19.0,0.0
84482e5ffffffff,346.0,287.0,0.0
84482e7ffffffff,98.0,63.0,0.0
84482edffffffff,23.0,23.0,0.0
8448305ffffffff,13.0,11.0,0.0
8448309ffffffff,46.0,16.0,0.0
8448329ffffffff,21.0,14.0,0.0
844832bffffffff,34.0,27.0,0.0
8448331ffffffff,232.0,122.0,0.0
8448333ffffffff,255.0,163.0,0.0
8448335ffffffff,2.0,2.0,0.0
8448337ffffffff,45.0,41.0,0.0
8448339ffffffff,4.0,0.0,0.0
844833bffffffff,527.0,279.0,0.0
844833dffffffff,32.0,26.0,0.0
8448361ffffffff,293.0,211.0,0.0
8448363ffffffff,866.0,689.0,0.0
8448365ffffffff,29.0,11.0,0.0
8448367ffffffff,24.0,24.0,0.0
8448369ffffffff,501.0,377.0,0.0
844836dffffffff,7.0,5.0,0.0
8448525ffffffff,32.0,31.0,0.0
8448527ffffffff,36.0,31.0,0.0
844852dffffffff,36.0,35.0,0.0
8448561ffffffff,9.0,3.0,0.0
8448563ffffffff,2.0,2.0,0.0
8448565ffffffff,33.0,31.0,0.0
8448567ffffffff,135.0,82.0,0.0
8448569ffffffff,2.0,2.0,0.0
844856bffffffff,7.0,2.0,0.0
844856dffffffff,10.0,10.0,0.0
8448585ffffffff,2.0,2.0,0.0
84485e7ffffffff,3.0,3.0,0.0
8448707ffffffff,4.0,2.0,0.0
8448715ffffffff,9.0,9.0,0.0
8448723ffffffff,37.0,24.0,0.0
8448725ffffffff,1.0,1.0,0.0
8448727ffffffff,2.0,2.0,0.0
8448729ffffffff,1.0,1.0,0.0
844872bffffffff,1.0,1.0,0.0
8448731ffffffff,48.0,32.0,0.0
8448733ffffffff,7.0,3.0,0.0
8448735ffffffff,15.0,13.0,0.0
8448737ffffffff,3.0,3.0,0.0
844873bffffffff,1.0,1.0,0.0
844873dffffffff,4.0,2.0,0.0
8448765ffffffff,1.0,1.0,0.0
8448767ffffffff,7.0,7.0,0.0
8448801ffffffff,1.0,1.0,0.0
8448803ffffffff,115.0,12.0,0.0
8448805ffffffff,175.0,143.0,0.0
8448807ffffffff,110.0,77.0,0.0
844880bffffffff,2.0,0.0,0.0
844880dffffffff,1325.0,1039.0,0.0
8448815ffffffff,63.0,55.0,0.0
8448817ffffffff,75.0,54.0,0.0
8448821ffffffff,102.0,77.0,0.0
8448823ffffffff,155.0,125.0,0.0
8448825ffffffff,1944.0,1651.0,0.0
8448827ffffffff,554.0,465.0,0.0
8448829ffffffff,78.0,65.0,0.0
844882bffffffff,245.0,196.0,0.0
844882dffffffff,538.0,374.0,0.0
8448831ffffffff,561.0,469.0,0.0
8448833ffffffff,346.0,306.0,0.0
8448835ffffffff,277.0,235.0,0.0
8448837ffffffff,514.0,371.0,0.0
8448839ffffffff,176.0,133.0,0.0
844883bffffffff,145.0,129.0,0.0
844883dffffffff,63.0,50.0,0.0
8448841ffffffff,5.0,5.0,0.0
8448843ffffffff,8.0,3.0,0.0
8448845ffffffff,11.0,11.0,0.0
8448847ffffffff,6.0,6.0,0.0
8448849ffffffff,19.0,18.0,0.0
844884bffffffff,22.0,18.0,0.0
844884dffffffff,47.0,45.0,0.0
8448853ffffffff,2.0,2.0,0.0
8448855ffffffff,20.0,12.0,0.0
8448861ffffffff,387.0,277.0,0.0
8448863ffffffff,178.0,140.0,0.0
8448865ffffffff,250.0,168.0,0.0
8448867ffffffff,333.0,150.0,0.0
8448869ffffffff,928.0,715.0,0.0
844886bffffffff,1207.0,1036.0,0.0
844886dffffffff,134.0,73.0,0.0
8448885ffffffff,2.0,0.0,0.0
8448887ffffffff,1.0,0.0,0.0
8448889ffffffff,1.0,0.0,0.0
84488a1ffffffff,8.0,5.0,0.0
84488a5ffffffff,15.0,8.0,0.0
84488a7ffffffff,10.0,8.0,0.0
84488a9ffffffff,4.0,4.0,0.0
84488abffffffff,4.0,1.0,0.0
84488adffffffff,27.0,18.0,0.0
84488c7ffffffff,7.0,4.0,0.0
84488d5ffffffff,2.0,0.0,0.0
84488e1ffffffff,48.0,41.0,0.0
84488e3ffffffff,18.0,12.0,0.0
84488e5ffffffff,72.0,65.0,0.0
84488e7ffffffff,12.0,8.0,0.0
84488e9ffffffff,212.0,158.0,0.0
84488ebffffffff,69.0,45.0,0.0
84488edffffffff,608.0,529.0,0.0
8448901ffffffff,27.0,20.0,0.0
8448903ffffffff,1839.0,1490.0,0.0
8448907ffffffff,1392.0,1183.0,0.0
844890bffffffff,2338.0,1815.0,0.0
8448911ffffffff,284.0,242.0,0.0
8448913ffffffff,371.0,328.0,0.0
8448915ffffffff,967.0,827.0,0.0
8448917ffffffff,168.0,140.0,0.0
8448919ffffffff,278.0,240.0,0.0
844891bffffffff,699.0,558.0,0.0
844891dffffffff,756.0,621.0,0.0
8448923ffffffff,1049.0,833.0,0.0
8448927ffffffff,150.0,106.0,0.0
844892bffffffff,79.0,54.0,0.0
8448931ffffffff,163.0,136.0,0.0
8448933ffffffff,290.0,241.0,0.0
8448935ffffffff,1025.0,647.0,0.0
8448937ffffffff,1910.0,1403.0,0.0
8448939ffffffff,626.0,494.0,0.0
844893bffffffff,143.0,117.0,0.0
844893dffffffff,973.0,688.0,0.0
8448951ffffffff,1856.0,1347.0,0.0
8448953ffffffff,656.0,448.0,0.0
8448955ffffffff,2742.0,1954.0,0.0
8448957ffffffff,603.0,427.0,0.0
8448959ffffffff,2575.0,1753.0,0.0
844895bffffffff,528.0,335.0,0.0
844895dffffffff,242.0,198.0,0.0
8448981ffffffff,323.0,234.0,0.0
8448983ffffffff,170.0,103.0,0.0
8448985ffffffff,805.0,664.0,0.0
8448987ffffffff,62.0,33.0,0.0
8448989ffffffff,234.0,160.0,0.0
844898bffffffff,127.0,98.0,0.0
844898dffffffff,723.0,506.0,0.0
8448991ffffffff,2.0,2.0,0.0
8448993ffffffff,9.0,2.0,0.0
8448995ffffffff,47.0,32.0,0.0
8448997ffffffff,4.0,0.0,0.0
8448999ffffffff,72.0,44.0,0.0
844899bffffffff,14.0,9.0,0.0
844899dffffffff,65.0,53.0,0.0
84489a1ffffffff,62.0,48.0,0.0
84489a3ffffffff,168.0,111.0,0.0
84489a5ffffffff,138.0,126.0,0.0
84489a7ffffffff,136.0,84.0,0.0
84489a9ffffffff,1679.0,1193.0,0.0
84489abffffffff,240.0,147.0,0.0
84489adffffffff,137.0,100.0,0.0
84489b1ffffffff,42.0,21.0,0.0
84489b3ffffffff,29.0,24.0,0.0
84489b5ffffffff,32.0,23.0,0.0
84489b7ffffffff,21.0,18.0,0.0
84489b9ffffffff,61.0,52.0,0.0
84489bbffffffff,18.0,15.0,0.0
84489bdffffffff,31.0,18.0,0.0
84489c1ffffffff,3752.0,2909.0,0.0
84489c3ffffffff,1334.0,978.0,0.0
84489c5ffffffff,1887.0,1566.0,0.0
84489c7ffffffff,645.0,540.0,0.0
84489c9ffffffff,1509.0,1229.0,0.0
84489cbffffffff,192.0,158.0,0.0
84489cdffffffff,1203.0,886.0,0.0
84489d1ffffffff,156.0,105.0,0.0
84489d3ffffffff,228.0,190.0,0.0
84489d5ffffffff,139.0,91.0,0.0
84489d7ffffffff,46.0,34.0,0.0
84489d9ffffffff,181.0,126.0,0.0
84489dbffffffff,15.0,14.0,0.0
84489ddffffffff,85.0,61.0,0.0
84489e1ffffffff,1536.0,1306.0,0.0
84489e3ffffffff,4795.0,3832.0,0.0
84489e5ffffffff,124.0,106.0,0.0
84489e7ffffffff,250.0,190.0,0.0
84489e9ffffffff,951.0,782.0,0.0
84489ebffffffff,787.0,612.0,0.0
84489edffffffff,163.0,138.0,0.0
8448a01ffffffff,5.0,2.0,0.0
8448a03ffffffff,5.0,3.0,0.0
8448a05ffffffff,47.0,23.0,0.0
8448a07ffffffff,15.0,10.0,0.0
8448a0dffffffff,4.0,4.0,0.0
8448a21ffffffff,223.0,164.0,0.0
8448a23ffffffff,29.0,27.0,0.0
8448a25ffffffff,23.0,19.0,0.0
8448a27ffffffff,750.0,647.0,0.0
8448a29ffffffff,15.0,15.0,0.0
8448a2bffffffff,4.0,1.0,0.0
8448a2dffffffff,6.0,6.0,0.0
8448a31ffffffff,2.0,0.0,0.0
8448a35ffffffff,13.0,13.0,0.0
8448a3dffffffff,7.0,4.0,0.0
8448a61ffffffff,1.0,0.0,0.0
8448a63ffffffff,154.0,134.0,0.0
8448a65ffffffff,1.0,1.0,0.0
8448a67ffffffff,13.0,13.0,0.0
8448a69ffffffff,5.0,5.0,0.0
8448a6bffffffff,11.0,3.0,0.0
8448a6dffffffff,1.0,1.0,0.0
8448ae5ffffffff,1.0,1.0,0.0
8448ae9ffffffff,2.0,2.0,0.0
8448b01ffffffff,5.0,5.0,0.0
8448b03ffffffff,2.0,2.0,0.0
8448b05ffffffff,5.0,4.0,0.0
8448b09ffffffff,3.0,3.0,0.0
8448b0bffffffff,1.0,1.0,0.0
8448b13ffffffff,6049.0,4262.0,0.0
8448b15ffffffff,4766.0,3521.0,0.0
8448b17ffffffff,450.0,281.0,0.0
8448b19ffffffff,43.0,30.0,0.0
8448b1bffffffff,88.0,70.0,0.0
8448b1dffffffff,54.0,54.0,0.0
8448b23ffffffff,2628.0,1813.0,0.0
8448b2bffffffff,2358.0,1735.0,0.0
8448b31ffffffff,2263.0,1795.0,0.0
8448b33ffffffff,385.0,302.0,0.0
8448b35ffffffff,418.0,318.0,0.0
8448b37ffffffff,1768.0,1275.0,0.0
8448b39ffffffff,5179.0,3505.0,0.0
8448b3bffffffff,744.0,508.0,0.0
8448b3dffffffff,7440.0,5207.0,0.0
8448b41ffffffff,2.0,2.0,0.0
8448b43ffffffff,2.0,2.0,0.0
8448b47ffffffff,1.0,1.0,0.0
8448b49ffffffff,7.0,4.0,0.0
8448b4dffffffff,35.0,21.0,0.0
8448b51ffffffff,43.0,11.0,0.0
8448b53ffffffff,6.0,6.0,0.0
8448b57ffffffff,3.0,3.0,0.0
8448b59ffffffff,13.0,13.0,0.0
8448b5bffffffff,181.0,136.0,0.0
8448e11ffffffff,3.0,3.0,0.0
8448e13ffffffff,1.0,0.0,0.0
8448e19ffffffff,1.0,1.0,0.0
8448e1bffffffff,5.0,5.0,0.0
8448e49ffffffff,19.0,19.0,0.0
8448e4bffffffff,11.0,6.0,0.0
8448e51ffffffff,4.0,4.0,0.0
8448e53ffffffff,9.0,6.0,0.0
8448e55ffffffff,18.0,2.0,0.0
8448e57ffffffff,7.0,7.0,0.0
8448e59ffffffff,15.0,9.0,0.0
8448e5bffffffff,61.0,44.0,0.0
8448e5dffffffff,1.0,1.0,0.0
8448e81ffffffff,308.0,196.0,0.0
8448e83ffffffff,1255.0,1063.0,0.0
8448e87ffffffff,57.0,47.0,0.0
8448e89ffffffff,191.0,134.0,0.0
8448e8bffffffff,64.0,59.0,0.0
8448e95ffffffff,2.0,1.0,0.0
8448e99ffffffff,17.0,10.0,0.0
8448e9dffffffff,23.0,22.0,0.0
8448eabffffffff,1.0,0.0,0.0
8448eb9ffffffff,6.0,0.0,0.0
8448ec3ffffffff,2.0,2.0,0.0
8448ec5ffffffff,3.0,2.0,0.0
8448ecdffffffff,21.0,10.0,0.0
8448ed1ffffffff,9.0,9.0,0.0
8448ed3ffffffff,40.0,40.0,0.0
8448ed5ffffffff,53.0,37.0,0.0
8448ed7ffffffff,29.0,24.0,0.0
8449801ffffffff,17.0,6.0,0.0
8449803ffffffff,17.0,4.0,0.0
8449807ffffffff,7.0,5.0,0.0
8449809ffffffff,38.0,31.0,0.0
844980bffffffff,23.0,8.0,0.0
8449811ffffffff,2.0,2.0,0.0
8449813ffffffff,2.0,2.0,0.0
8449815ffffffff,11.0,9.0,0.0
8449821ffffffff,11.0,9.0,0.0
8449823ffffffff,93.0,69.0,0.0
8449825ffffffff,13.0,10.0,0.0
8449827ffffffff,7.0,3.0,0.0
