cell_id,Setophaga coronata,Setophaga coronata coronata,Setophaga coronata auduboni,Setophaga coronata nigrifrons,Setophaga coronata goldmani,Setophaga coronata coronata x auduboni
840c015ffffffff,10.0,10.0,0.0,0.0,0.0,0.0
840c033ffffffff,24.0,24.0,0.0,0.0,0.0,0.0
840c03bffffffff,68.0,68.0,0.0,0.0,0.0,0.0
840c04bffffffff,29.0,29.0,0.0,0.0,0.0,0.0
840c051ffffffff,6.0,6.0,0.0,0.0,0.0,0.0
840c0b1ffffffff,23.0,19.0,0.0,0.0,0.0,0.0
840c0b3ffffffff,6.0,6.0,0.0,0.0,0.0,0.0
840c141ffffffff,17.0,9.0,0.0,0.0,0.0,0.0
840c143ffffffff,34.0,23.0,0.0,0.0,0.0,0.0
840c145ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,17.0,9.0,0.0,0.0,0.0,0.0
840c149ffffffff,14.0,3.0,0.0,0.0,0.0,0.0
840c14bffffffff,92.0,52.0,0.0,0.0,0.0,0.0
840c15dffffffff,96.0,61.0,0.0,0.0,0.0,0.0
840c1b1ffffffff,9.0,1.0,0.0,0.0,0.0,0.0
840c1b5ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c213ffffffff,31.0,20.0,0.0,0.0,0.0,0.0
840c217ffffffff,12.0,12.0,0.0,0.0,0.0,0.0
840c231ffffffff,60.0,60.0,0.0,0.0,0.0,0.0
840c251ffffffff,12.0,12.0,0.0,0.0,0.0,0.0
840c257ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840c265ffffffff,4.0,1.0,0.0,0.0,0.0,0.0
840c297ffffffff,5.0,4.0,0.0,0.0,0.0,0.0
840c29bffffffff,13.0,6.0,0.0,0.0,0.0,0.0
840c2a9ffffffff,75.0,75.0,0.0,0.0,0.0,0.0
840c2cdffffffff,99.0,0.0,0.0,0.0,0.0,0.0
840c2d9ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c2dbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c335ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c341ffffffff,6.0,6.0,0.0,0.0,0.0,0.0
840c343ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c347ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c349ffffffff,34.0,34.0,0.0,0.0,0.0,0.0
840c353ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c35bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,206.0,180.0,0.0,0.0,0.0,0.0
840c421ffffffff,8.0,4.0,0.0,0.0,0.0,0.0
840c425ffffffff,6.0,6.0,0.0,0.0,0.0,0.0
840c427ffffffff,3.0,2.0,0.0,0.0,0.0,0.0
840c429ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c42dffffffff,785.0,376.0,0.0,0.0,0.0,0.0
840c441ffffffff,26.0,6.0,0.0,0.0,0.0,0.0
840c443ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c445ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c44bffffffff,3.0,2.0,0.0,0.0,0.0,0.0
840c451ffffffff,9.0,4.0,0.0,0.0,0.0,0.0
840c455ffffffff,4.0,1.0,0.0,0.0,0.0,0.0
840c461ffffffff,60.0,16.0,0.0,0.0,0.0,0.0
840c465ffffffff,359.0,180.0,0.0,0.0,0.0,0.0
840c467ffffffff,70.0,28.0,0.0,0.0,0.0,0.0
840c469ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840c46dffffffff,134.0,65.0,0.0,0.0,0.0,0.0
840c503ffffffff,85.0,44.0,0.0,0.0,0.0,0.0
840c507ffffffff,3.0,2.0,0.0,0.0,0.0,0.0
840c50bffffffff,13.0,6.0,0.0,0.0,0.0,0.0
840c511ffffffff,28.0,2.0,0.0,0.0,0.0,0.0
840c515ffffffff,29.0,10.0,0.0,0.0,0.0,0.0
840c51dffffffff,522.0,216.0,0.0,0.0,0.0,0.0
840c521ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c52dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c543ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,310.0,222.0,0.0,0.0,0.0,0.0
840c551ffffffff,180.0,61.0,0.0,0.0,0.0,0.0
840c555ffffffff,250.0,67.0,0.0,0.0,0.0,0.0
840c55bffffffff,339.0,131.0,0.0,0.0,0.0,0.0
840c55dffffffff,39.0,12.0,0.0,0.0,0.0,0.0
840c567ffffffff,18.0,2.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,18.0,1.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,33.0,3.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,11.0,2.0,0.0,0.0,0.0,0.0
840c5adffffffff,91.0,9.0,0.0,0.0,0.0,0.0
840c609ffffffff,17.0,8.0,0.0,0.0,0.0,0.0
840c60bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c60dffffffff,14.0,2.0,0.0,0.0,0.0,0.0
840c617ffffffff,8.0,2.0,0.0,0.0,0.0,0.0
840c621ffffffff,84.0,41.0,0.0,0.0,0.0,0.0
840c623ffffffff,38.0,21.0,0.0,0.0,0.0,0.0
840c625ffffffff,39.0,34.0,0.0,0.0,0.0,0.0
840c629ffffffff,36.0,4.0,0.0,0.0,0.0,0.0
840c62bffffffff,42.0,7.0,0.0,0.0,0.0,0.0
840c631ffffffff,6.0,2.0,0.0,0.0,0.0,0.0
840c639ffffffff,10.0,5.0,0.0,0.0,0.0,0.0
840c63bffffffff,7.0,2.0,0.0,0.0,0.0,0.0
840c63dffffffff,52.0,33.0,0.0,0.0,0.0,0.0
840c641ffffffff,23.0,9.0,0.0,0.0,0.0,0.0
840c645ffffffff,89.0,84.0,0.0,0.0,0.0,0.0
840c647ffffffff,48.0,36.0,0.0,0.0,0.0,0.0
840c649ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c64bffffffff,22.0,7.0,0.0,0.0,0.0,0.0
840c64dffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840c651ffffffff,12.0,9.0,0.0,0.0,0.0,0.0
840c655ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
840c657ffffffff,18.0,11.0,0.0,0.0,0.0,0.0
840c659ffffffff,20.0,14.0,0.0,0.0,0.0,0.0
840c65bffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c65dffffffff,48.0,27.0,0.0,0.0,0.0,0.0
840c661ffffffff,5.0,3.0,0.0,0.0,0.0,0.0
840c663ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,79.0,38.0,0.0,0.0,0.0,0.0
