cell_id,Setophaga palmarum,Setophaga palmarum palmarum,Setophaga palmarum hypochrysea
830eedfffffffff,32.0,0.0,0.0
830eeefffffffff,4.0,0.0,0.0
830ef2fffffffff,6.0,0.0,0.0
830ef3fffffffff,8.0,0.0,0.0
83120afffffffff,12.0,12.0,0.0
83120bfffffffff,8.0,5.0,0.0
831215fffffffff,8.0,0.0,0.0
831218fffffffff,5.0,0.0,0.0
83121afffffffff,5.0,0.0,0.0
83121bfffffffff,3.0,0.0,0.0
831221fffffffff,3.0,0.0,0.0
831223fffffffff,2.0,0.0,0.0
831225fffffffff,1.0,0.0,0.0
83122efffffffff,1.0,0.0,0.0
831230fffffffff,10.0,0.0,0.0
831233fffffffff,2.0,0.0,0.0
831243fffffffff,3.0,0.0,0.0
831244fffffffff,29.0,0.0,0.0
831246fffffffff,4.0,0.0,0.0
831248fffffffff,3.0,0.0,0.0
83124bfffffffff,3.0,0.0,0.0
831250fffffffff,25.0,9.0,0.0
831251fffffffff,151.0,16.0,0.0
831252fffffffff,10.0,2.0,0.0
831253fffffffff,14.0,0.0,0.0
831254fffffffff,19.0,17.0,0.0
831255fffffffff,4.0,2.0,0.0
831256fffffffff,2.0,2.0,0.0
831258fffffffff,3.0,0.0,0.0
831259fffffffff,159.0,46.0,0.0
83125cfffffffff,2.0,0.0,0.0
83125dfffffffff,24.0,6.0,0.0
831260fffffffff,6.0,0.0,0.0
831261fffffffff,2.0,0.0,0.0
831263fffffffff,27.0,0.0,0.0
83126afffffffff,2.0,0.0,0.0
83126bfffffffff,2.0,2.0,0.0
83126efffffffff,3.0,0.0,0.0
831272fffffffff,66.0,35.0,0.0
831273fffffffff,2.0,0.0,0.0
831275fffffffff,6.0,0.0,0.0
8312c0fffffffff,2.0,0.0,0.0
8312c1fffffffff,11.0,0.0,0.0
8312c8fffffffff,6.0,0.0,0.0
8312ccfffffffff,132.0,19.0,0.0
8312cdfffffffff,6.0,4.0,0.0
8312e1fffffffff,31.0,1.0,0.0
8312e5fffffffff,6.0,0.0,0.0
8312ebfffffffff,2.0,2.0,0.0
8312ecfffffffff,114.0,29.0,0.0
8312eefffffffff,1.0,0.0,0.0
8312f1fffffffff,1.0,0.0,0.0
831306fffffffff,4.0,0.0,0.0
831311fffffffff,10.0,0.0,0.0
831350fffffffff,9.0,0.0,0.0
831352fffffffff,98.0,0.0,0.0
831aa0fffffffff,5.0,0.0,0.0
831aa3fffffffff,10.0,0.0,0.0
831aa4fffffffff,8.0,0.0,0.0
831aa6fffffffff,125.0,0.0,27.0
831ab0fffffffff,10.0,0.0,0.0
831b8afffffffff,2.0,0.0,0.0
831b92fffffffff,1.0,0.0,0.0
831b98fffffffff,2.0,0.0,0.0
831b99fffffffff,6.0,0.0,0.0
831b9afffffffff,10.0,0.0,0.0
831b9bfffffffff,2.0,0.0,0.0
831b9cfffffffff,2.0,0.0,0.0
831b9efffffffff,29.0,0.0,0.0
832600fffffffff,18.0,0.0,0.0
832601fffffffff,32.0,4.0,0.0
832602fffffffff,6.0,0.0,0.0
832603fffffffff,10.0,2.0,0.0
832604fffffffff,23.0,0.0,0.0
832605fffffffff,52.0,8.0,0.0
832606fffffffff,7.0,0.0,0.0
832608fffffffff,16.0,3.0,0.0
832609fffffffff,8.0,0.0,0.0
83260afffffffff,59.0,10.0,0.0
83260bfffffffff,93.0,8.0,0.0
83260cfffffffff,18.0,0.0,0.0
83260dfffffffff,88.0,3.0,0.0
83260efffffffff,64.0,8.0,0.0
832614fffffffff,1.0,1.0,0.0
832615fffffffff,2.0,0.0,0.0
832616fffffffff,2.0,0.0,0.0
832620fffffffff,192.0,8.0,0.0
832621fffffffff,666.0,61.0,0.0
832622fffffffff,23.0,0.0,0.0
832623fffffffff,76.0,4.0,0.0
832624fffffffff,397.0,5.0,0.0
832625fffffffff,159.0,2.0,0.0
832626fffffffff,328.0,45.0,0.0
832628fffffffff,158.0,7.0,0.0
832629fffffffff,198.0,6.0,0.0
83262afffffffff,21.0,1.0,0.0
83262bfffffffff,157.0,9.0,0.0
83262cfffffffff,3109.0,306.0,0.0
83262dfffffffff,394.0,17.0,0.0
83262efffffffff,57.0,4.0,0.0
832630fffffffff,13.0,13.0,0.0
832631fffffffff,2.0,0.0,0.0
832633fffffffff,5.0,0.0,0.0
832634fffffffff,44.0,4.0,0.0
832635fffffffff,14.0,2.0,0.0
832636fffffffff,24.0,2.0,0.0
832640fffffffff,661.0,22.0,0.0
832641fffffffff,518.0,97.0,0.0
832642fffffffff,139.0,5.0,0.0
832643fffffffff,272.0,4.0,0.0
832644fffffffff,79.0,5.0,0.0
832645fffffffff,38.0,19.0,0.0
832646fffffffff,1024.0,32.0,0.0
832648fffffffff,332.0,25.0,0.0
832649fffffffff,639.0,61.0,7.0
83264afffffffff,200.0,19.0,0.0
83264bfffffffff,184.0,35.0,0.0
83264cfffffffff,508.0,60.0,0.0
83264dfffffffff,1273.0,187.0,0.0
83264efffffffff,267.0,48.0,0.0
832650fffffffff,43.0,0.0,0.0
832651fffffffff,53.0,0.0,0.0
832652fffffffff,128.0,23.0,0.0
832653fffffffff,221.0,25.0,0.0
832654fffffffff,58.0,2.0,0.0
832655fffffffff,495.0,12.0,0.0
832656fffffffff,307.0,15.0,0.0
832658fffffffff,19.0,4.0,0.0
832659fffffffff,504.0,40.0,0.0
83265afffffffff,60.0,22.0,0.0
83265bfffffffff,75.0,7.0,0.0
83265cfffffffff,113.0,18.0,0.0
83265dfffffffff,223.0,22.0,0.0
83265efffffffff,14.0,0.0,0.0
832660fffffffff,274.0,36.0,0.0
832661fffffffff,1275.0,60.0,0.0
832662fffffffff,871.0,59.0,0.0
832663fffffffff,770.0,44.0,0.0
832664fffffffff,11729.0,2655.0,0.0
832665fffffffff,337.0,36.0,0.0
832666fffffffff,1384.0,118.0,0.0
832668fffffffff,599.0,84.0,0.0
832669fffffffff,55.0,12.0,0.0
83266afffffffff,484.0,53.0,0.0
83266bfffffffff,333.0,29.0,0.0
83266cfffffffff,609.0,13.0,0.0
83266dfffffffff,753.0,57.0,0.0
83266efffffffff,515.0,20.0,0.0
832670fffffffff,56.0,0.0,0.0
832671fffffffff,207.0,40.0,0.0
832672fffffffff,12.0,0.0,0.0
832673fffffffff,38.0,4.0,0.0
832674fffffffff,400.0,62.0,0.0
832675fffffffff,187.0,11.0,0.0
832676fffffffff,20.0,0.0,0.0
832688fffffffff,26.0,0.0,0.0
832689fffffffff,1.0,0.0,0.0
83268cfffffffff,5.0,0.0,0.0
83268dfffffffff,9.0,3.0,0.0
8326a9fffffffff,2.0,0.0,0.0
8326aafffffffff,1.0,0.0,0.0
8326abfffffffff,8.0,6.0,0.0
8326c9fffffffff,3.0,0.0,0.0
8326cdfffffffff,2.0,0.0,0.0
8326d4fffffffff,9.0,0.0,0.0
8326e0fffffffff,2.0,0.0,0.0
8326e1fffffffff,9.0,0.0,0.0
8326e3fffffffff,4.0,2.0,0.0
8326e4fffffffff,52.0,9.0,0.0
8326e5fffffffff,199.0,28.0,0.0
8326e6fffffffff,3.0,0.0,0.0
8326e8fffffffff,2.0,0.0,0.0
8326e9fffffffff,22.0,0.0,0.0
8326ecfffffffff,48.0,8.0,0.0
8326edfffffffff,99.0,9.0,0.0
8326eefffffffff,11.0,1.0,0.0
8326f2fffffffff,29.0,16.0,0.0
8326f6fffffffff,4.0,4.0,0.0
832700fffffffff,33.0,2.0,0.0
832701fffffffff,5.0,0.0,0.0
832702fffffffff,1112.0,216.0,0.0
832703fffffffff,45.0,3.0,0.0
832705fffffffff,8.0,2.0,0.0
832706fffffffff,41.0,2.0,0.0
832708fffffffff,95.0,14.0,0.0
832709fffffffff,512.0,189.0,0.0
83270afffffffff,108.0,8.0,0.0
83270bfffffffff,69.0,0.0,0.0
83270cfffffffff,3.0,0.0,0.0
83270dfffffffff,12.0,1.0,0.0
83270efffffffff,166.0,35.0,0.0
832710fffffffff,58.0,0.0,0.0
832711fffffffff,186.0,29.0,0.0
832712fffffffff,2.0,0.0,0.0
832713fffffffff,106.0,2.0,0.0
832714fffffffff,4.0,1.0,0.0
832718fffffffff,49.0,13.0,0.0
832719fffffffff,257.0,19.0,0.0
83271afffffffff,34.0,7.0,0.0
83271bfffffffff,37.0,9.0,0.0
83271cfffffffff,637.0,85.0,0.0
83271dfffffffff,90.0,0.0,0.0
83271efffffffff,45.0,2.0,0.0
832728fffffffff,1.0,0.0,0.0
832729fffffffff,4.0,2.0,0.0
83272bfffffffff,5.0,0.0,0.0
832731fffffffff,1.0,0.0,0.0
832735fffffffff,1.0,0.0,0.0
832736fffffffff,2.0,0.0,0.0
832740fffffffff,705.0,188.0,0.0
832741fffffffff,569.0,43.0,0.0
832742fffffffff,50.0,9.0,0.0
832743fffffffff,866.0,27.0,0.0
832744fffffffff,412.0,204.0,0.0
832745fffffffff,349.0,52.0,0.0
832746fffffffff,322.0,133.0,0.0
832748fffffffff,1761.0,209.0,0.0
832749fffffffff,1714.0,323.0,0.0
83274afffffffff,292.0,38.0,0.0
83274bfffffffff,887.0,77.0,0.0
83274cfffffffff,181.0,10.0,0.0
83274dfffffffff,1550.0,144.0,0.0
83274efffffffff,986.0,84.0,0.0
832750fffffffff,69.0,8.0,0.0
832751fffffffff,249.0,32.0,0.0
832752fffffffff,1483.0,173.0,0.0
832753fffffffff,436.0,13.0,0.0
832754fffffffff,1095.0,251.0,0.0
832755fffffffff,441.0,25.0,0.0
832756fffffffff,2578.0,981.0,0.0
832758fffffffff,4448.0,277.0,0.0
832759fffffffff,9081.0,770.0,0.0
83275afffffffff,252.0,7.0,0.0
83275bfffffffff,639.0,90.0,0.0
83275cfffffffff,1152.0,76.0,0.0
83275dfffffffff,4231.0,325.0,0.0
83275efffffffff,228.0,8.0,0.0
832760fffffffff,25.0,5.0,0.0
832761fffffffff,8.0,4.0,0.0
832763fffffffff,1580.0,325.0,0.0
832764fffffffff,6.0,0.0,0.0
832765fffffffff,10.0,0.0,0.0
832766fffffffff,52.0,17.0,0.0
832768fffffffff,137.0,0.0,0.0
832769fffffffff,396.0,19.0,0.0
83276afffffffff,359.0,100.0,0.0
83276bfffffffff,2411.0,344.0,0.0
83276cfffffffff,64.0,21.0,0.0
83276dfffffffff,385.0,139.0,0.0
83276efffffffff,153.0,27.0,0.0
832770fffffffff,280.0,101.0,0.0
832771fffffffff,338.0,131.0,0.0
832772fffffffff,145.0,33.0,0.0
832773fffffffff,98.0,30.0,0.0
832774fffffffff,50.0,8.0,0.0
832775fffffffff,54.0,10.0,0.0
832776fffffffff,35.0,12.0,0.0
832785fffffffff,5.0,5.0,0.0
832786fffffffff,1.0,1.0,0.0
832788fffffffff,6.0,0.0,0.0
83278cfffffffff,11.0,2.0,0.0
83278dfffffffff,4.0,0.0,0.0
832794fffffffff,2.0,0.0,0.0
8327a0fffffffff,170.0,13.0,0.0
8327a1fffffffff,4.0,0.0,0.0
8327a2fffffffff,1.0,0.0,0.0
8327a3fffffffff,6.0,0.0,0.0
8327a4fffffffff,84.0,47.0,0.0
8327a6fffffffff,14.0,3.0,0.0
8327a8fffffffff,13.0,0.0,0.0
8327a9fffffffff,50.0,5.0,0.0
8327aafffffffff,6.0,2.0,0.0
8327abfffffffff,19.0,0.0,0.0
8327acfffffffff,9.0,2.0,0.0
8327adfffffffff,25.0,0.0,0.0
8327aefffffffff,24.0,1.0,0.0
8327b2fffffffff,7.0,6.0,0.0
8327b4fffffffff,2.0,0.0,0.0
8327b6fffffffff,4.0,0.0,0.0
832802fffffffff,19.0,3.0,0.0
832806fffffffff,23.0,11.0,0.0
832818fffffffff,15.0,4.0,0.0
832819fffffffff,17.0,0.0,0.0
83281bfffffffff,50.0,13.0,0.0
83281cfffffffff,76.0,40.0,0.0
83281dfffffffff,12.0,5.0,0.0
832830fffffffff,232.0,95.0,0.0
832831fffffffff,49.0,8.0,0.0
832834fffffffff,486.0,275.0,0.0
832835fffffffff,2694.0,2422.0,0.0
8328c6fffffffff,32.0,9.0,0.0
8328f1fffffffff,153.0,28.0,0.0
8328f5fffffffff,197.0,55.0,0.0
832912fffffffff,10.0,4.0,0.0
83291afffffffff,66.0,46.0,0.0
83291bfffffffff,3.0,0.0,0.0
8329a1fffffffff,3.0,0.0,0.0
8329a5fffffffff,6.0,3.0,0.0
832a02fffffffff,2.0,2.0,0.0
832a06fffffffff,273.0,118.0,39.0
832a10fffffffff,15910.0,1092.0,2761.0
832a12fffffffff,1745.0,119.0,305.0
832a13fffffffff,4005.0,378.0,654.0
832a14fffffffff,5767.0,216.0,734.0
832a15fffffffff,1379.0,163.0,227.0
832a16fffffffff,1333.0,31.0,74.0
832a1afffffffff,208.0,162.0,16.0
832a1cfffffffff,7.0,7.0,0.0
832a26fffffffff,1.0,0.0,1.0
832a30fffffffff,7608.0,514.0,1807.0
832a31fffffffff,3323.0,1057.0,449.0
832a32fffffffff,3303.0,238.0,1049.0
832a33fffffffff,3156.0,611.0,672.0
832a34fffffffff,2970.0,312.0,942.0
832a36fffffffff,2192.0,210.0,834.0
832a4cfffffffff,893.0,0.0,0.0
832a80fffffffff,116.0,35.0,0.0
832a81fffffffff,160.0,50.0,10.0
832a82fffffffff,170.0,8.0,0.0
832a83fffffffff,10.0,3.0,0.0
832a84fffffffff,910.0,176.0,4.0
832a85fffffffff,399.0,136.0,19.0
832a86fffffffff,269.0,18.0,0.0
832a88fffffffff,89.0,21.0,16.0
832a89fffffffff,698.0,30.0,66.0
832a8afffffffff,758.0,205.0,60.0
832a8bfffffffff,1311.0,118.0,126.0
832a8cfffffffff,964.0,203.0,173.0
832a8dfffffffff,345.0,65.0,37.0
832a8efffffffff,350.0,59.0,26.0
832a90fffffffff,1047.0,254.0,0.0
832a91fffffffff,269.0,27.0,0.0
832a92fffffffff,423.0,31.0,0.0
832a93fffffffff,1453.0,230.0,1.0
832a94fffffffff,3493.0,627.0,0.0
832a95fffffffff,1717.0,300.0,0.0
832a96fffffffff,172.0,4.0,0.0
832a98fffffffff,39.0,3.0,0.0
832a99fffffffff,253.0,25.0,1.0
832a9afffffffff,113.0,16.0,0.0
832a9bfffffffff,417.0,40.0,0.0
832a9cfffffffff,84.0,8.0,0.0
832a9dfffffffff,55.0,17.0,0.0
832a9efffffffff,139.0,2.0,0.0
832aa0fffffffff,270.0,45.0,9.0
832aa1fffffffff,898.0,98.0,136.0
832aa2fffffffff,139.0,22.0,0.0
832aa3fffffffff,785.0,124.0,57.0
832aa4fffffffff,2967.0,1093.0,136.0
832aa5fffffffff,172.0,7.0,13.0
832aa6fffffffff,1104.0,128.0,4.0
832aa8fffffffff,9363.0,1520.0,3007.0
832aa9fffffffff,2177.0,853.0,485.0
832aaafffffffff,3253.0,325.0,678.0
832aabfffffffff,534.0,63.0,77.0
832aacfffffffff,6306.0,402.0,978.0
832aadfffffffff,14714.0,3100.0,1663.0
832aaefffffffff,754.0,42.0,56.0
832ab0fffffffff,3147.0,459.0,0.0
832ab1fffffffff,701.0,76.0,16.0
832ab2fffffffff,25584.0,3726.0,0.0
832ab3fffffffff,5212.0,607.0,0.0
832ab4fffffffff,1289.0,236.0,0.0
832ab5fffffffff,2370.0,617.0,2.0
832ab6fffffffff,866.0,61.0,0.0
832ac6fffffffff,301.0,75.0,21.0
832ad0fffffffff,186.0,55.0,3.0
832ad1fffffffff,422.0,75.0,12.0
832ad2fffffffff,63.0,3.0,0.0
832ad3fffffffff,785.0,37.0,9.0
832ad4fffffffff,138.0,30.0,9.0
832ad5fffffffff,517.0,31.0,23.0
832ad6fffffffff,1368.0,89.0,77.0
832af0fffffffff,1493.0,378.0,120.0
832af1fffffffff,1448.0,300.0,51.0
832af2fffffffff,79.0,9.0,9.0
832af3fffffffff,1042.0,157.0,83.0
832af4fffffffff,3.0,0.0,0.0
832af6fffffffff,2543.0,553.0,411.0
832b00fffffffff,241.0,0.0,52.0
832b01fffffffff,340.0,0.0,95.0
832b02fffffffff,132.0,0.0,21.0
832b03fffffffff,464.0,0.0,283.0
832b05fffffffff,80.0,0.0,11.0
832b06fffffffff,138.0,0.0,19.0
832b0afffffffff,1064.0,3.0,272.0
832b0cfffffffff,1215.0,2.0,499.0
832b0efffffffff,1093.0,2.0,368.0
832b10fffffffff,35.0,0.0,9.0
832b11fffffffff,4.0,0.0,2.0
832b12fffffffff,313.0,0.0,1.0
832b13fffffffff,228.0,0.0,39.0
832b14fffffffff,14.0,0.0,1.0
832b15fffffffff,8.0,0.0,0.0
832b16fffffffff,660.0,0.0,5.0
832b18fffffffff,1694.0,7.0,334.0
832b19fffffffff,204.0,1.0,18.0
832b1afffffffff,1124.0,12.0,381.0
832b1bfffffffff,112.0,5.0,70.0
832b1cfffffffff,181.0,0.0,13.0
832b1dfffffffff,699.0,1.0,152.0
832b1efffffffff,290.0,0.0,91.0
832b21fffffffff,11.0,0.0,0.0
832b22fffffffff,9.0,0.0,0.0
832b23fffffffff,211.0,0.0,0.0
832b24fffffffff,10.0,0.0,0.0
832b25fffffffff,18.0,0.0,0.0
832b28fffffffff,34.0,4.0,8.0
832b29fffffffff,15.0,0.0,7.0
832b2afffffffff,234.0,0.0,21.0
832b2cfffffffff,18.0,0.0,10.0
832b2efffffffff,75.0,0.0,21.0
832b30fffffffff,120.0,0.0,0.0
832b31fffffffff,108.0,0.0,3.0
832b32fffffffff,7.0,0.0,1.0
832b33fffffffff,125.0,0.0,2.0
832b34fffffffff,25.0,0.0,0.0
832b35fffffffff,2.0,0.0,0.0
832b36fffffffff,19.0,0.0,0.0
832b80fffffffff,122.0,0.0,0.0
832b81fffffffff,887.0,40.0,80.0
832b82fffffffff,57.0,16.0,0.0
832b83fffffffff,2074.0,344.0,23.0
832b84fffffffff,2.0,0.0,0.0
832b85fffffffff,142.0,0.0,0.0
832b88fffffffff,479.0,2.0,109.0
832b89fffffffff,1283.0,74.0,414.0
832b8afffffffff,743.0,116.0,28.0
832b8bfffffffff,98.0,11.0,2.0
832b8cfffffffff,1516.0,11.0,419.0
832b8dfffffffff,968.0,77.0,281.0
832b8efffffffff,314.0,66.0,21.0
832b90fffffffff,173.0,6.0,0.0
832b91fffffffff,126.0,45.0,0.0
832b92fffffffff,6.0,2.0,0.0
832b93fffffffff,58.0,14.0,0.0
832b94fffffffff,398.0,134.0,0.0
832b95fffffffff,6.0,0.0,0.0
832b96fffffffff,30.0,4.0,0.0
832b98fffffffff,1781.0,179.0,0.0
832b99fffffffff,2834.0,551.0,53.0
832b9afffffffff,535.0,114.0,0.0
832b9bfffffffff,4776.0,543.0,0.0
832b9cfffffffff,535.0,110.0,0.0
832b9dfffffffff,2444.0,531.0,0.0
832b9efffffffff,430.0,19.0,0.0
832ba0fffffffff,311.0,0.0,0.0
832ba1fffffffff,68.0,0.0,10.0
832ba3fffffffff,3.0,0.0,0.0
832ba4fffffffff,5.0,0.0,0.0
832ba5fffffffff,140.0,0.0,0.0
832ba6fffffffff,2.0,0.0,0.0
832ba8fffffffff,484.0,0.0,2.0
832ba9fffffffff,580.0,6.0,161.0
832baafffffffff,2174.0,0.0,13.0
832babfffffffff,891.0,15.0,174.0
832bacfffffffff,1046.0,0.0,22.0
832badfffffffff,367.0,3.0,86.0
832baefffffffff,568.0,0.0,21.0
832bb0fffffffff,1.0,0.0,0.0
832bb1fffffffff,2.0,0.0,0.0
832bb2fffffffff,75.0,0.0,0.0
832bb3fffffffff,479.0,0.0,0.0
832bb5fffffffff,10.0,0.0,0.0
832bb6fffffffff,10.0,0.0,0.0
834411fffffffff,9.0,0.0,0.0
834412fffffffff,5701.0,1093.0,0.0
834413fffffffff,22112.0,1322.0,31.0
834414fffffffff,1294.0,348.0,0.0
834415fffffffff,25.0,7.0,0.0
834416fffffffff,5830.0,2366.0,0.0
83441afffffffff,19107.0,1877.0,316.0
83441bfffffffff,1186.0,120.0,7.0
83441efffffffff,23321.0,3026.0,220.0
834424fffffffff,259.0,20.0,0.0
834430fffffffff,1338.0,373.0,0.0
834432fffffffff,2145.0,475.0,0.0
834433fffffffff,2.0,0.0,0.0
834434fffffffff,309.0,59.0,0.0
834436fffffffff,219.0,46.0,0.0
834440fffffffff,544.0,200.0,8.0
834441fffffffff,6.0,0.0,0.0
834442fffffffff,118.0,31.0,16.0
834443fffffffff,4.0,0.0,2.0
834444fffffffff,179.0,49.0,12.0
834445fffffffff,778.0,217.0,12.0
834446fffffffff,2052.0,700.0,233.0
834449fffffffff,5.0,1.0,0.0
83444afffffffff,10.0,0.0,0.0
83444bfffffffff,7.0,2.0,0.0
83444cfffffffff,3.0,1.0,0.0
83444dfffffffff,3.0,0.0,0.0
83444efffffffff,22.0,8.0,0.0
834450fffffffff,3175.0,544.0,140.0
834451fffffffff,70.0,2.0,4.0
834452fffffffff,802.0,21.0,10.0
834453fffffffff,5.0,0.0,0.0
834454fffffffff,1.0,0.0,0.0
834455fffffffff,2630.0,426.0,187.0
834456fffffffff,666.0,74.0,9.0
834458fffffffff,4.0,0.0,0.0
834459fffffffff,44.0,0.0,0.0
83445afffffffff,54.0,0.0,2.0
83445bfffffffff,147.0,31.0,5.0
83445cfffffffff,20.0,3.0,0.0
83445dfffffffff,1.0,0.0,0.0
83445efffffffff,1.0,0.0,0.0
834463fffffffff,231.0,108.0,1.0
834468fffffffff,7.0,0.0,0.0
83446afffffffff,5.0,1.0,0.0
83446cfffffffff,1249.0,63.0,1.0
83446dfffffffff,111.0,0.0,0.0
83446efffffffff,765.0,139.0,13.0
834471fffffffff,177.0,47.0,4.0
834473fffffffff,2964.0,1380.0,208.0
834480fffffffff,75.0,19.0,0.0
834484fffffffff,856.0,99.0,0.0
834485fffffffff,283.0,12.0,0.0
834486fffffffff,756.0,164.0,0.0
8344a0fffffffff,11.0,4.0,0.0
8344a1fffffffff,14308.0,4153.0,0.0
8344a2fffffffff,91.0,3.0,0.0
8344a3fffffffff,1738.0,70.0,0.0
8344a5fffffffff,6492.0,2125.0,0.0
8344a6fffffffff,2.0,2.0,0.0
8344a8fffffffff,9207.0,1363.0,135.0
8344a9fffffffff,21598.0,5026.0,438.0
8344abfffffffff,5972.0,1146.0,59.0
8344acfffffffff,5525.0,1008.0,26.0
8344adfffffffff,4362.0,427.0,53.0
8344aefffffffff,8731.0,1090.0,13.0
8344b0fffffffff,111.0,14.0,0.0
8344b1fffffffff,283.0,71.0,0.0
8344b2fffffffff,17.0,6.0,0.0
8344b3fffffffff,7.0,0.0,0.0
8344b4fffffffff,4.0,0.0,0.0
8344b5fffffffff,1571.0,79.0,0.0
8344b6fffffffff,77.0,22.0,0.0
8344c0fffffffff,1201.0,175.0,47.0
8344c1fffffffff,4800.0,1691.0,161.0
8344c2fffffffff,1241.0,274.0,46.0
8344c3fffffffff,1289.0,505.0,30.0
8344c4fffffffff,413.0,71.0,32.0
8344c5fffffffff,421.0,88.0,25.0
8344c6fffffffff,192.0,48.0,28.0
8344c8fffffffff,731.0,62.0,0.0
8344c9fffffffff,98.0,2.0,0.0
8344cafffffffff,1558.0,183.0,1.0
8344cbfffffffff,396.0,75.0,0.0
8344ccfffffffff,983.0,276.0,12.0
8344cdfffffffff,496.0,105.0,0.0
8344cefffffffff,286.0,87.0,4.0
8344d0fffffffff,5209.0,996.0,132.0
8344d1fffffffff,618.0,17.0,20.0
8344d2fffffffff,578.0,26.0,4.0
8344d3fffffffff,497.0,25.0,32.0
8344d4fffffffff,5.0,0.0,0.0
8344d5fffffffff,3591.0,606.0,167.0
8344d8fffffffff,817.0,108.0,47.0
8344d9fffffffff,1334.0,289.0,51.0
8344dafffffffff,663.0,69.0,51.0
8344dbfffffffff,688.0,73.0,51.0
8344dcfffffffff,93.0,8.0,6.0
8344ddfffffffff,2123.0,407.0,71.0
8344defffffffff,189.0,7.0,6.0
8344e0fffffffff,2134.0,214.0,86.0
8344e1fffffffff,141.0,9.0,5.0
8344e2fffffffff,1834.0,208.0,60.0
8344e3fffffffff,905.0,196.0,99.0
8344e4fffffffff,638.0,80.0,21.0
8344e5fffffffff,564.0,32.0,15.0
8344e6fffffffff,3088.0,415.0,48.0
8344e8fffffffff,315.0,17.0,4.0
8344e9fffffffff,76.0,4.0,0.0
8344eafffffffff,269.0,87.0,3.0
8344ebfffffffff,153.0,9.0,2.0
8344ecfffffffff,87.0,25.0,8.0
8344edfffffffff,351.0,22.0,6.0
8344eefffffffff,1009.0,363.0,67.0
8344f0fffffffff,6548.0,1299.0,275.0
8344f1fffffffff,88.0,12.0,5.0
8344f2fffffffff,5.0,5.0,0.0
8344f3fffffffff,5622.0,1919.0,169.0
8344f4fffffffff,14536.0,2626.0,616.0
8344f5fffffffff,2260.0,325.0,138.0
8344f6fffffffff,3541.0,516.0,44.0
834501fffffffff,56.0,4.0,0.0
834505fffffffff,622.0,48.0,0.0
834508fffffffff,21.0,0.0,0.0
834509fffffffff,620.0,127.0,0.0
83450afffffffff,1661.0,251.0,0.0
83450bfffffffff,539.0,67.0,0.0
83450cfffffffff,14.0,4.0,0.0
83450dfffffffff,15.0,5.0,0.0
83450efffffffff,574.0,31.0,0.0
834510fffffffff,3.0,0.0,0.0
834519fffffffff,65.0,3.0,0.0
83451bfffffffff,68.0,12.0,0.0
83451dfffffffff,54.0,6.0,0.0
834521fffffffff,47.0,0.0,0.0
834522fffffffff,12.0,0.0,0.0
834523fffffffff,213.0,17.0,0.0
834528fffffffff,2.0,0.0,0.0
83452afffffffff,66.0,12.0,0.0
83452efffffffff,36.0,2.0,0.0
834531fffffffff,190.0,4.0,0.0
834532fffffffff,17.0,0.0,0.0
834533fffffffff,115.0,23.0,0.0
834536fffffffff,4.0,0.0,0.0
834550fffffffff,2.0,0.0,0.0
834554fffffffff,2.0,0.0,0.0
834572fffffffff,649.0,193.0,0.0
834574fffffffff,5.0,0.0,0.0
834576fffffffff,8.0,0.0,0.0
