cell_id,Geophaps plumifera,Geophaps plumifera ferruginea,Geophaps plumifera plumifera/leucogaster
829487fffffffff,23.0,18.0,0.0
829497fffffffff,1.0,0.0,0.0
829d4ffffffffff,1.0,0.0,1.0
829d67fffffffff,2.0,0.0,0.0
82b887fffffffff,1.0,0.0,1.0
82b89ffffffffff,1.0,0.0,1.0
82b8affffffffff,3.0,0.0,3.0
82b997fffffffff,3.0,0.0,0.0
