cell_id,Sterna hirundo,Sterna hirundo hirundo/tibetana,Sterna hirundo longipennis,Sterna hirundo hirundo/tibetana x longipennis
8407733ffffffff,1.0,0.0,0.0,0.0
84089adffffffff,2.0,0.0,0.0,0.0
84089e3ffffffff,3.0,0.0,0.0,0.0
84089ebffffffff,3.0,0.0,0.0,0.0
840c143ffffffff,2.0,0.0,2.0,0.0
840ca43ffffffff,4.0,0.0,0.0,0.0
840e45bffffffff,2.0,0.0,0.0,0.0
840e491ffffffff,5.0,0.0,0.0,0.0
840e493ffffffff,4.0,0.0,0.0,0.0
840e49bffffffff,6.0,0.0,0.0,0.0
840e4d3ffffffff,2.0,0.0,0.0,0.0
840e4dbffffffff,15.0,0.0,0.0,0.0
840e5adffffffff,2.0,0.0,0.0,0.0
840e805ffffffff,8.0,0.0,0.0,0.0
840e89bffffffff,2.0,0.0,0.0,0.0
840e911ffffffff,1.0,0.0,0.0,0.0
840e945ffffffff,2.0,0.0,0.0,0.0
840ecc9ffffffff,61.0,0.0,0.0,0.0
840ed85ffffffff,1.0,0.0,0.0,0.0
840ee85ffffffff,2.0,0.0,0.0,0.0
840eea7ffffffff,85.0,1.0,0.0,0.0
840eeabffffffff,47.0,0.0,0.0,0.0
840eeb5ffffffff,28.0,0.0,0.0,0.0
840eebdffffffff,1.0,0.0,0.0,0.0
840f493ffffffff,2.0,0.0,0.0,0.0
84124b5ffffffff,4.0,0.0,0.0,0.0
8412531ffffffff,1.0,0.0,0.0,0.0
8412539ffffffff,2.0,2.0,0.0,0.0
84125dbffffffff,2.0,0.0,0.0,0.0
8412895ffffffff,2.0,0.0,0.0,0.0
841289bffffffff,5.0,0.0,0.0,0.0
84128bdffffffff,4.0,0.0,0.0,0.0
84129b9ffffffff,3.0,0.0,0.0,0.0
84129bbffffffff,3.0,0.0,0.0,0.0
8412c11ffffffff,4.0,0.0,0.0,0.0
8412c3bffffffff,2.0,0.0,0.0,0.0
8412c4dffffffff,2.0,0.0,0.0,0.0
8412c97ffffffff,1.0,0.0,0.0,0.0
8412cb9ffffffff,2.0,0.0,0.0,0.0
8412cbbffffffff,6.0,0.0,0.0,0.0
8412cc1ffffffff,3.0,0.0,0.0,0.0
8412cc9ffffffff,1.0,0.0,0.0,0.0
8412ccdffffffff,13.0,0.0,0.0,0.0
8412cd7ffffffff,2.0,0.0,0.0,0.0
8412cd9ffffffff,2.0,0.0,0.0,0.0
8412d19ffffffff,3.0,0.0,0.0,0.0
8412d39ffffffff,2.0,0.0,0.0,0.0
8412d67ffffffff,2.0,0.0,0.0,0.0
8412db7ffffffff,2.0,0.0,0.0,0.0
8412dc5ffffffff,1.0,0.0,0.0,0.0
8412ec1ffffffff,2.0,0.0,0.0,0.0
8416507ffffffff,1.0,0.0,1.0,0.0
84165edffffffff,13.0,0.0,13.0,0.0
841828bffffffff,2.0,0.0,0.0,0.0
84182c1ffffffff,11.0,0.0,0.0,0.0
84182c9ffffffff,9.0,0.0,0.0,0.0
84182cbffffffff,7.0,0.0,0.0,0.0
8418443ffffffff,2.0,0.0,0.0,0.0
8418495ffffffff,4.0,0.0,0.0,0.0
84184b1ffffffff,2.0,0.0,0.0,0.0
84184bdffffffff,1.0,0.0,0.0,0.0
8418595ffffffff,2.0,1.0,0.0,0.0
84185b5ffffffff,2.0,0.0,0.0,0.0
84185bbffffffff,13.0,0.0,0.0,0.0
8418629ffffffff,2.0,0.0,0.0,0.0
8418661ffffffff,3.0,0.0,0.0,0.0
8418747ffffffff,1.0,0.0,0.0,0.0
841928dffffffff,2.0,0.0,0.0,0.0
84192b1ffffffff,2.0,2.0,0.0,0.0
84192c7ffffffff,2.0,0.0,0.0,0.0
8419401ffffffff,7.0,0.0,0.0,0.0
8419411ffffffff,2.0,0.0,0.0,0.0
8419413ffffffff,39.0,28.0,0.0,0.0
841942bffffffff,2.0,0.0,0.0,0.0
8419435ffffffff,2.0,0.0,0.0,0.0
8419437ffffffff,1.0,0.0,0.0,0.0
8419481ffffffff,2.0,0.0,0.0,0.0
8419485ffffffff,14.0,2.0,0.0,0.0
84194c5ffffffff,23.0,23.0,0.0,0.0
84194ddffffffff,5.0,0.0,0.0,0.0
84194e1ffffffff,1.0,0.0,0.0,0.0
84194e7ffffffff,5.0,0.0,0.0,0.0
84194e9ffffffff,6.0,6.0,0.0,0.0
84194edffffffff,3.0,3.0,0.0,0.0
8419511ffffffff,3.0,3.0,0.0,0.0
8419513ffffffff,3.0,3.0,0.0,0.0
8419581ffffffff,2.0,0.0,0.0,0.0
841969dffffffff,1.0,1.0,0.0,0.0
84196b9ffffffff,2.0,0.0,0.0,0.0
8419763ffffffff,1.0,0.0,0.0,0.0
841a849ffffffff,3.0,0.0,0.0,0.0
841aa05ffffffff,20.0,0.0,0.0,0.0
841aa07ffffffff,29.0,0.0,0.0,0.0
841aa0dffffffff,7.0,0.0,0.0,0.0
841aa21ffffffff,1.0,0.0,0.0,0.0
841aa23ffffffff,36.0,0.0,0.0,0.0
841aa29ffffffff,50.0,0.0,0.0,0.0
841aa2bffffffff,5.0,0.0,0.0,0.0
841aa35ffffffff,7.0,0.0,0.0,0.0
841aa3dffffffff,58.0,0.0,0.0,0.0
841aa45ffffffff,2.0,0.0,0.0,0.0
841aa47ffffffff,16.0,0.0,0.0,0.0
841aa4dffffffff,4.0,0.0,0.0,0.0
841aa63ffffffff,7.0,0.0,0.0,0.0
841aa67ffffffff,5.0,0.0,0.0,0.0
841aa69ffffffff,4.0,0.0,0.0,0.0
841ab0bffffffff,4.0,0.0,0.0,0.0
841ab4dffffffff,4.0,0.0,0.0,0.0
841ab51ffffffff,2.0,0.0,0.0,0.0
841b801ffffffff,2.0,0.0,0.0,0.0
841b823ffffffff,2.0,0.0,0.0,0.0
841b83dffffffff,4.0,0.0,0.0,0.0
841b8a5ffffffff,2.0,0.0,0.0,0.0
841b8a7ffffffff,2.0,0.0,0.0,0.0
841b915ffffffff,1.0,0.0,0.0,0.0
841b919ffffffff,2.0,0.0,0.0,0.0
841b989ffffffff,1.0,0.0,0.0,0.0
841b98dffffffff,53.0,0.0,0.0,0.0
841b995ffffffff,4.0,0.0,0.0,0.0
841b99bffffffff,8.0,0.0,0.0,0.0
841b9a5ffffffff,35.0,0.0,0.0,0.0
841b9c9ffffffff,6.0,0.0,0.0,0.0
841b9e1ffffffff,8.0,0.0,0.0,0.0
841b9e7ffffffff,4.0,0.0,0.0,0.0
841b9ebffffffff,9.0,0.0,0.0,0.0
841bb03ffffffff,4.0,0.0,0.0,0.0
841bb19ffffffff,2.0,0.0,0.0,0.0
841bb59ffffffff,2.0,0.0,0.0,0.0
841bb5dffffffff,2.0,0.0,0.0,0.0
841e043ffffffff,4.0,0.0,0.0,0.0
841e045ffffffff,6.0,1.0,0.0,0.0
841e047ffffffff,24.0,0.0,0.0,0.0
841e059ffffffff,8.0,0.0,0.0,0.0
841e05bffffffff,4.0,0.0,0.0,0.0
841e069ffffffff,2.0,0.0,0.0,0.0
841e06bffffffff,4.0,0.0,0.0,0.0
841e0a1ffffffff,2.0,2.0,0.0,0.0
841e0a9ffffffff,5.0,0.0,0.0,0.0
841e125ffffffff,2.0,0.0,0.0,0.0
841e131ffffffff,5.0,0.0,0.0,0.0
841e135ffffffff,1.0,0.0,0.0,0.0
841e137ffffffff,1.0,0.0,0.0,0.0
841e139ffffffff,6.0,0.0,0.0,0.0
841e13bffffffff,7.0,0.0,0.0,0.0
841e20dffffffff,1.0,0.0,0.0,0.0
841e225ffffffff,7.0,0.0,0.0,0.0
841e265ffffffff,2.0,0.0,0.0,0.0
841e307ffffffff,17.0,0.0,0.0,0.0
841e339ffffffff,6.0,0.0,0.0,0.0
841e34bffffffff,1.0,0.0,0.0,0.0
841e357ffffffff,1.0,0.0,0.0,0.0
841e35dffffffff,1.0,0.0,0.0,0.0
841e5a5ffffffff,2.0,2.0,0.0,0.0
