cell_id,Quiscalus quiscula,Quiscalus quiscula stonei,Quiscalus quiscula quiscula,Quiscalus quiscula versicolor,Quiscalus quiscula quiscula/stonei
840c441ffffffff,2.0,0.0,0.0,0.0,0.0
840c73bffffffff,2.0,0.0,0.0,0.0,0.0
840d039ffffffff,2.0,0.0,0.0,0.0,0.0
840e4dbffffffff,10.0,0.0,0.0,0.0,0.0
840e5b3ffffffff,2.0,0.0,0.0,0.0,0.0
840e805ffffffff,20.0,0.0,0.0,0.0,0.0
840ecbdffffffff,2.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,13.0,0.0,0.0,0.0,0.0
8412549ffffffff,5.0,0.0,0.0,0.0,0.0
8412591ffffffff,3.0,0.0,0.0,0.0,0.0
8412597ffffffff,4.0,0.0,0.0,2.0,0.0
841259dffffffff,2.0,0.0,0.0,0.0,0.0
84125d3ffffffff,5.0,0.0,0.0,0.0,0.0
84125d7ffffffff,1.0,0.0,0.0,0.0,0.0
8412891ffffffff,2.0,0.0,0.0,0.0,0.0
84129adffffffff,2.0,0.0,0.0,0.0,0.0
8412ab3ffffffff,2.0,0.0,0.0,0.0,0.0
8412b03ffffffff,1.0,0.0,0.0,0.0,0.0
8412c03ffffffff,2.0,0.0,0.0,0.0,0.0
8412c11ffffffff,22.0,0.0,0.0,0.0,0.0
8412c1bffffffff,2.0,0.0,0.0,0.0,0.0
8412c5bffffffff,2.0,0.0,0.0,0.0,0.0
8412c85ffffffff,1.0,0.0,0.0,0.0,0.0
8412c8bffffffff,1.0,0.0,0.0,0.0,0.0
8412c91ffffffff,4.0,0.0,0.0,0.0,0.0
8412ca3ffffffff,1.0,0.0,0.0,0.0,0.0
8412cadffffffff,2.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,65.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,2.0,0.0,0.0,0.0,0.0
8412ccdffffffff,36.0,0.0,0.0,1.0,0.0
8412cd9ffffffff,1.0,0.0,0.0,0.0,0.0
8412ce7ffffffff,5.0,0.0,0.0,0.0,0.0
8412d95ffffffff,4.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,7.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,3.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,4.0,0.0,0.0,0.0,0.0
8412ddbffffffff,17.0,0.0,0.0,0.0,0.0
8412e13ffffffff,4.0,0.0,0.0,0.0,0.0
8412ea5ffffffff,1.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,1.0,0.0,0.0,0.0,0.0
8412ee9ffffffff,2.0,0.0,0.0,0.0,0.0
8412f6dffffffff,8.0,0.0,0.0,0.0,0.0
8413b53ffffffff,2.0,0.0,0.0,0.0,0.0
841aa07ffffffff,16.0,0.0,0.0,0.0,0.0
841aa23ffffffff,2.0,0.0,0.0,0.0,0.0
841aa3dffffffff,1.0,0.0,0.0,0.0,0.0
841b823ffffffff,3.0,0.0,0.0,0.0,0.0
841b9a9ffffffff,2.0,0.0,0.0,0.0,0.0
841b9adffffffff,5.0,0.0,0.0,0.0,0.0
841b9c9ffffffff,4.0,0.0,0.0,0.0,0.0
841b9cdffffffff,1.0,0.0,0.0,0.0,0.0
841b9e1ffffffff,10.0,0.0,0.0,0.0,0.0
841b9ebffffffff,8.0,0.0,0.0,0.0,0.0
8426003ffffffff,6.0,0.0,0.0,6.0,0.0
8426009ffffffff,6.0,0.0,0.0,4.0,0.0
842600bffffffff,8.0,0.0,0.0,0.0,0.0
8426015ffffffff,3.0,0.0,0.0,2.0,0.0
8426017ffffffff,1.0,0.0,0.0,1.0,0.0
8426039ffffffff,9.0,0.0,0.0,9.0,0.0
