cell_id,Apus affinis,Apus affinis [affinis Group],Apus affinis bannermani,Apus affinis singalensis
8439aa9ffffffff,6.0,0.0,0.0,0.0
8439aabffffffff,12.0,0.0,0.0,0.0
8439ab9ffffffff,2.0,0.0,0.0,0.0
8439abbffffffff,2.0,0.0,0.0,0.0
843c131ffffffff,2.0,0.0,0.0,0.0
843c137ffffffff,1.0,0.0,0.0,0.0
843c139ffffffff,15.0,0.0,0.0,0.0
843c165ffffffff,137.0,0.0,0.0,0.0
843c1a9ffffffff,6.0,0.0,0.0,0.0
843c1b5ffffffff,19.0,0.0,0.0,0.0
843c1e9ffffffff,2.0,0.0,0.0,0.0
843c329ffffffff,1.0,0.0,0.0,0.0
843c367ffffffff,2.0,0.0,0.0,0.0
843c801ffffffff,4.0,0.0,0.0,0.0
843c805ffffffff,40.0,0.0,0.0,0.0
843c807ffffffff,6.0,0.0,0.0,0.0
843c809ffffffff,9.0,0.0,0.0,0.0
843c80dffffffff,16.0,0.0,0.0,0.0
843c82dffffffff,1.0,0.0,0.0,0.0
843c831ffffffff,4.0,0.0,0.0,0.0
843c839ffffffff,22.0,0.0,0.0,0.0
843c841ffffffff,1.0,0.0,0.0,0.0
843c84dffffffff,4.0,0.0,0.0,0.0
843c853ffffffff,2.0,0.0,0.0,0.0
843c855ffffffff,1.0,0.0,0.0,0.0
843c86dffffffff,1.0,0.0,0.0,0.0
843c885ffffffff,9.0,0.0,0.0,0.0
843c889ffffffff,10.0,0.0,0.0,0.0
843c899ffffffff,84.0,0.0,0.0,0.0
843c89bffffffff,1.0,0.0,0.0,0.0
843c8adffffffff,1.0,0.0,0.0,0.0
843c8c1ffffffff,13.0,0.0,0.0,0.0
843c8c3ffffffff,4.0,0.0,0.0,0.0
843c8c5ffffffff,2.0,0.0,0.0,0.0
843c8c7ffffffff,20.0,0.0,0.0,0.0
843c8c9ffffffff,12.0,0.0,0.0,0.0
843c8cbffffffff,47.0,0.0,0.0,0.0
843c8d1ffffffff,1.0,0.0,0.0,0.0
843c8d3ffffffff,5.0,0.0,0.0,0.0
843c8d5ffffffff,7.0,0.0,0.0,0.0
843c8d7ffffffff,8.0,0.0,0.0,0.0
843c8d9ffffffff,49.0,0.0,0.0,0.0
843c8dbffffffff,39.0,0.0,0.0,0.0
843c8e1ffffffff,2.0,0.0,0.0,0.0
843c8e3ffffffff,9.0,0.0,0.0,0.0
843c8e5ffffffff,101.0,0.0,0.0,0.0
843c8e7ffffffff,11.0,0.0,0.0,0.0
843c8edffffffff,58.0,0.0,0.0,0.0
843c909ffffffff,66.0,0.0,0.0,0.0
843c90bffffffff,7.0,0.0,0.0,0.0
843c915ffffffff,13.0,0.0,0.0,0.0
843c917ffffffff,3.0,0.0,0.0,0.0
843c91dffffffff,2.0,0.0,0.0,0.0
843c923ffffffff,6.0,0.0,0.0,0.0
843c925ffffffff,2.0,0.0,0.0,0.0
843c927ffffffff,6.0,0.0,0.0,0.0
843c929ffffffff,36.0,0.0,0.0,0.0
843c92dffffffff,49.0,0.0,0.0,0.0
843c931ffffffff,81.0,0.0,0.0,0.0
843c93bffffffff,24.0,0.0,0.0,0.0
843c941ffffffff,9.0,0.0,0.0,0.0
843c943ffffffff,56.0,0.0,0.0,0.0
843c947ffffffff,129.0,0.0,0.0,0.0
843c949ffffffff,2.0,0.0,0.0,0.0
843c951ffffffff,1.0,0.0,0.0,0.0
843c953ffffffff,1.0,0.0,0.0,0.0
843c959ffffffff,31.0,0.0,0.0,0.0
843c95bffffffff,2.0,0.0,0.0,0.0
843c965ffffffff,3.0,0.0,0.0,0.0
843c967ffffffff,53.0,0.0,0.0,0.0
843c96dffffffff,5.0,0.0,0.0,0.0
843c9c3ffffffff,2.0,0.0,0.0,0.0
843c9c5ffffffff,2.0,0.0,0.0,0.0
843c9d9ffffffff,34.0,0.0,0.0,0.0
843c9ddffffffff,5.0,0.0,0.0,0.0
843c9e9ffffffff,6.0,0.0,0.0,0.0
843ca01ffffffff,3.0,0.0,0.0,0.0
843ca05ffffffff,4.0,0.0,0.0,0.0
843ca25ffffffff,108.0,0.0,0.0,0.0
843ca27ffffffff,1.0,0.0,0.0,0.0
843ca2dffffffff,3.0,0.0,0.0,0.0
843ca41ffffffff,1.0,0.0,0.0,0.0
843ca45ffffffff,7.0,0.0,0.0,0.0
843ca47ffffffff,12.0,0.0,0.0,0.0
843ca4bffffffff,1.0,0.0,0.0,0.0
843ca59ffffffff,2.0,0.0,0.0,0.0
843ca5bffffffff,2.0,0.0,0.0,0.0
843ca67ffffffff,2.0,0.0,0.0,0.0
843ca69ffffffff,2.0,0.0,0.0,0.0
843ca83ffffffff,2.0,0.0,0.0,0.0
843ca87ffffffff,13.0,0.0,0.0,0.0
843ca8bffffffff,3.0,0.0,0.0,0.0
843ca8dffffffff,5.0,0.0,0.0,0.0
843ca91ffffffff,3.0,0.0,0.0,0.0
843ca93ffffffff,5.0,0.0,0.0,0.0
843ca95ffffffff,5.0,0.0,0.0,0.0
843ca97ffffffff,20.0,0.0,0.0,0.0
843ca9dffffffff,5.0,0.0,0.0,0.0
843caa9ffffffff,2.0,0.0,0.0,0.0
843cab1ffffffff,16.0,0.0,0.0,0.0
843cab5ffffffff,2.0,0.0,0.0,0.0
843cab7ffffffff,5.0,0.0,0.0,0.0
843cab9ffffffff,12.0,0.0,0.0,0.0
843cabdffffffff,3.0,0.0,0.0,0.0
843cac3ffffffff,4.0,0.0,0.0,0.0
843cad3ffffffff,6.0,0.0,0.0,0.0
843cae1ffffffff,1.0,0.0,0.0,0.0
843cae3ffffffff,3.0,0.0,0.0,0.0
843cae5ffffffff,3.0,0.0,0.0,0.0
843cae9ffffffff,1.0,0.0,0.0,0.0
843caebffffffff,1.0,0.0,0.0,0.0
843cb01ffffffff,5.0,0.0,0.0,0.0
843cb03ffffffff,22.0,0.0,0.0,0.0
843cb07ffffffff,8.0,0.0,0.0,0.0
843cb09ffffffff,7.0,0.0,0.0,0.0
843cb0bffffffff,15.0,0.0,0.0,0.0
843cb0dffffffff,1.0,0.0,0.0,0.0
843cb11ffffffff,41.0,0.0,0.0,0.0
843cb13ffffffff,46.0,0.0,0.0,0.0
843cb15ffffffff,88.0,0.0,0.0,0.0
843cb17ffffffff,12.0,0.0,0.0,0.0
843cb19ffffffff,37.0,0.0,0.0,0.0
843cb1bffffffff,7.0,0.0,0.0,0.0
843cb1dffffffff,1130.0,0.0,0.0,0.0
843cb29ffffffff,4.0,0.0,0.0,0.0
843cb2bffffffff,2.0,0.0,0.0,0.0
843cb31ffffffff,5.0,0.0,0.0,0.0
843cb35ffffffff,9.0,0.0,0.0,0.0
843cb39ffffffff,120.0,0.0,0.0,0.0
843cb3dffffffff,4.0,0.0,0.0,0.0
843cb41ffffffff,8.0,0.0,0.0,0.0
843cb45ffffffff,20.0,0.0,0.0,0.0
843cb47ffffffff,20.0,0.0,0.0,0.0
843cb4bffffffff,60.0,0.0,0.0,0.0
843cb4dffffffff,35.0,0.0,0.0,0.0
843cb51ffffffff,13.0,0.0,0.0,0.0
843cb55ffffffff,2.0,0.0,0.0,0.0
843cb57ffffffff,1.0,0.0,0.0,0.0
843cb59ffffffff,19.0,0.0,0.0,0.0
843cb5bffffffff,1.0,0.0,0.0,0.0
843cb5dffffffff,289.0,0.0,0.0,0.0
843cb61ffffffff,6.0,0.0,0.0,0.0
843cb65ffffffff,24.0,0.0,0.0,0.0
843cb67ffffffff,1.0,0.0,0.0,0.0
843cb69ffffffff,31.0,0.0,0.0,0.0
843cb6bffffffff,47.0,0.0,0.0,0.0
843cb6dffffffff,16.0,0.0,0.0,0.0
843cf05ffffffff,14.0,0.0,0.0,0.0
843cf0dffffffff,26.0,0.0,0.0,0.0
843cf21ffffffff,8.0,0.0,0.0,0.0
843cf27ffffffff,39.0,0.0,0.0,0.0
843cf29ffffffff,371.0,0.0,0.0,0.0
843cf2dffffffff,1877.0,0.0,0.0,37.0
843cf41ffffffff,20.0,0.0,0.0,0.0
843cf47ffffffff,18.0,0.0,0.0,0.0
843cf49ffffffff,2.0,0.0,0.0,0.0
843cf61ffffffff,34.0,0.0,0.0,0.0
843cf63ffffffff,6.0,0.0,0.0,0.0
843cf67ffffffff,16.0,0.0,0.0,0.0
843cf69ffffffff,11.0,0.0,0.0,0.0
843cf6bffffffff,2.0,0.0,0.0,0.0
843cf6dffffffff,3.0,0.0,0.0,0.0
843d101ffffffff,13.0,0.0,0.0,0.0
843d103ffffffff,62.0,0.0,0.0,0.0
843d105ffffffff,2.0,0.0,0.0,0.0
843d107ffffffff,730.0,0.0,0.0,0.0
843d109ffffffff,18.0,0.0,0.0,0.0
843d10dffffffff,9.0,0.0,0.0,0.0
843d115ffffffff,6.0,0.0,0.0,0.0
843d11dffffffff,3.0,0.0,0.0,0.0
843d131ffffffff,6.0,0.0,0.0,0.0
843d133ffffffff,10.0,0.0,0.0,0.0
843d135ffffffff,4.0,0.0,0.0,0.0
843d137ffffffff,68.0,0.0,0.0,0.0
843d139ffffffff,1215.0,0.0,0.0,0.0
843d13bffffffff,4.0,0.0,0.0,0.0
843d13dffffffff,40.0,0.0,0.0,0.0
843d141ffffffff,10.0,0.0,0.0,0.0
843d147ffffffff,33.0,0.0,0.0,0.0
843d149ffffffff,2.0,0.0,0.0,0.0
843d151ffffffff,2.0,0.0,0.0,0.0
843d155ffffffff,1.0,0.0,0.0,0.0
843d16bffffffff,4.0,0.0,0.0,0.0
843d1a9ffffffff,3.0,0.0,0.0,0.0
843d1adffffffff,7.0,0.0,0.0,0.0
843d1e5ffffffff,2.0,0.0,0.0,0.0
843d1e7ffffffff,11.0,0.0,0.0,0.0
843d1edffffffff,22.0,0.0,0.0,0.0
843d323ffffffff,30.0,0.0,0.0,0.0
843d327ffffffff,2.0,0.0,0.0,0.0
843d335ffffffff,16.0,0.0,0.0,0.0
843d337ffffffff,2.0,0.0,0.0,0.0
843d33dffffffff,22.0,0.0,0.0,0.0
843d803ffffffff,1.0,0.0,0.0,0.0
843d805ffffffff,4.0,0.0,0.0,0.0
843d80bffffffff,4.0,0.0,0.0,0.0
843d80dffffffff,7.0,0.0,0.0,0.0
843d823ffffffff,4.0,0.0,0.0,0.0
843d839ffffffff,19.0,0.0,0.0,0.0
843d83dffffffff,4.0,0.0,0.0,0.0
843d845ffffffff,109.0,0.0,0.0,0.0
843d847ffffffff,9.0,0.0,0.0,0.0
843d84bffffffff,1.0,0.0,0.0,0.0
843d84dffffffff,11.0,0.0,0.0,0.0
843d851ffffffff,50.0,0.0,0.0,0.0
843d853ffffffff,60.0,0.0,0.0,0.0
843d855ffffffff,2.0,0.0,0.0,0.0
843d857ffffffff,2.0,0.0,0.0,0.0
843d859ffffffff,100.0,0.0,0.0,0.0
843d85bffffffff,157.0,0.0,0.0,0.0
843d85dffffffff,5.0,0.0,0.0,0.0
843d86bffffffff,12.0,0.0,0.0,0.0
843d86dffffffff,2.0,0.0,0.0,0.0
843d883ffffffff,8.0,0.0,0.0,0.0
843d887ffffffff,1.0,0.0,0.0,0.0
843d8a3ffffffff,2.0,0.0,0.0,0.0
843d8a5ffffffff,16.0,0.0,0.0,0.0
843d8adffffffff,2.0,0.0,0.0,0.0
843d8b1ffffffff,53.0,0.0,0.0,0.0
843d8b7ffffffff,2.0,0.0,0.0,0.0
843d8b9ffffffff,22.0,0.0,0.0,0.0
843d8bdffffffff,5.0,0.0,0.0,0.0
843d8c1ffffffff,4.0,0.0,0.0,0.0
843d8d5ffffffff,19.0,0.0,0.0,0.0
843d8ddffffffff,81.0,0.0,0.0,0.0
843d903ffffffff,2.0,0.0,0.0,0.0
843d907ffffffff,5.0,0.0,0.0,0.0
843d90dffffffff,13.0,0.0,0.0,0.0
843d915ffffffff,105.0,0.0,0.0,0.0
843d91dffffffff,2.0,0.0,0.0,0.0
843d923ffffffff,2.0,0.0,0.0,0.0
843d929ffffffff,172.0,0.0,0.0,0.0
843d92bffffffff,2.0,0.0,0.0,0.0
843d92dffffffff,29.0,0.0,0.0,0.0
843d933ffffffff,29.0,0.0,0.0,0.0
843d939ffffffff,4.0,0.0,0.0,0.0
843d93bffffffff,48.0,0.0,0.0,0.0
843d93dffffffff,9.0,0.0,0.0,0.0
843d943ffffffff,2.0,0.0,0.0,0.0
843d959ffffffff,3.0,0.0,0.0,0.0
843d963ffffffff,162.0,0.0,0.0,0.0
843d967ffffffff,340.0,0.0,0.0,0.0
843d96bffffffff,13.0,0.0,0.0,0.0
843d96dffffffff,7.0,0.0,0.0,0.0
843d981ffffffff,2.0,0.0,0.0,0.0
843d983ffffffff,21.0,0.0,0.0,0.0
843d985ffffffff,5.0,0.0,0.0,0.0
843d987ffffffff,69.0,0.0,0.0,0.0
843d98dffffffff,33.0,0.0,0.0,0.0
843d991ffffffff,2.0,0.0,0.0,0.0
843d993ffffffff,54.0,0.0,0.0,0.0
843d997ffffffff,2.0,0.0,0.0,0.0
843d9a3ffffffff,4.0,0.0,0.0,0.0
843d9a5ffffffff,9.0,0.0,0.0,0.0
843d9a7ffffffff,17.0,0.0,0.0,0.0
843d9a9ffffffff,3.0,0.0,0.0,0.0
843d9abffffffff,9.0,0.0,0.0,0.0
843d9adffffffff,13.0,0.0,0.0,0.0
843d9b1ffffffff,56.0,0.0,0.0,0.0
843d9b7ffffffff,322.0,0.0,0.0,0.0
843d9b9ffffffff,84.0,0.0,0.0,0.0
843d9bbffffffff,6.0,0.0,0.0,0.0
843d9bdffffffff,14.0,0.0,0.0,0.0
843d9c1ffffffff,8.0,0.0,0.0,0.0
843d9d1ffffffff,49.0,0.0,0.0,0.0
843d9d3ffffffff,66.0,0.0,0.0,0.0
843d9dbffffffff,64.0,0.0,0.0,0.0
843d9e3ffffffff,2.0,0.0,0.0,0.0
843d9e5ffffffff,245.0,0.0,0.0,0.0
843d9e7ffffffff,19.0,0.0,0.0,0.0
843d9edffffffff,19.0,0.0,0.0,0.0
843da03ffffffff,8.0,0.0,0.0,0.0
843da0bffffffff,5.0,0.0,0.0,0.0
843da0dffffffff,3.0,0.0,0.0,0.0
843da11ffffffff,879.0,0.0,0.0,0.0
843da13ffffffff,27.0,0.0,0.0,0.0
843da15ffffffff,6.0,0.0,0.0,0.0
843da19ffffffff,31.0,0.0,0.0,0.0
843da1bffffffff,18.0,0.0,0.0,0.0
843da1dffffffff,308.0,0.0,0.0,0.0
843da21ffffffff,126.0,0.0,0.0,0.0
843da23ffffffff,3.0,0.0,0.0,0.0
843da25ffffffff,38.0,0.0,0.0,0.0
843da27ffffffff,3.0,0.0,0.0,0.0
843da29ffffffff,2.0,0.0,0.0,0.0
843da2dffffffff,7.0,0.0,0.0,0.0
843da31ffffffff,3.0,0.0,0.0,0.0
843da33ffffffff,43.0,0.0,0.0,0.0
843da37ffffffff,454.0,0.0,0.0,0.0
843da3bffffffff,3.0,0.0,0.0,0.0
843da3dffffffff,9.0,0.0,0.0,0.0
843da53ffffffff,2.0,0.0,0.0,0.0
843da57ffffffff,12.0,0.0,0.0,0.0
843da61ffffffff,4.0,0.0,0.0,0.0
843da63ffffffff,25.0,0.0,0.0,0.0
843da67ffffffff,2.0,0.0,0.0,0.0
843da69ffffffff,97.0,0.0,0.0,0.0
843da6bffffffff,5.0,0.0,0.0,0.0
843da6dffffffff,2.0,0.0,0.0,0.0
843da81ffffffff,5.0,0.0,0.0,0.0
843da85ffffffff,12.0,0.0,0.0,0.0
843da89ffffffff,3.0,0.0,0.0,0.0
843da8bffffffff,3.0,0.0,0.0,0.0
843da8dffffffff,14.0,0.0,0.0,0.0
843da91ffffffff,3.0,0.0,0.0,0.0
843da97ffffffff,2.0,0.0,0.0,0.0
843da9dffffffff,3.0,0.0,0.0,0.0
843daa5ffffffff,7.0,0.0,0.0,0.0
843dab5ffffffff,2.0,0.0,0.0,0.0
843dabbffffffff,3.0,0.0,0.0,0.0
843dac3ffffffff,2.0,0.0,0.0,0.0
843dac5ffffffff,4.0,0.0,0.0,0.0
843dac9ffffffff,4.0,0.0,0.0,0.0
843dacbffffffff,4.0,0.0,0.0,0.0
843dad1ffffffff,232.0,0.0,0.0,0.0
843dad3ffffffff,2.0,0.0,0.0,0.0
843dad5ffffffff,3.0,0.0,0.0,0.0
843dad7ffffffff,12.0,0.0,0.0,0.0
843dad9ffffffff,29.0,0.0,0.0,0.0
843dadbffffffff,7.0,0.0,0.0,0.0
843daddffffffff,125.0,0.0,0.0,0.0
843dae1ffffffff,4.0,0.0,0.0,0.0
843dae7ffffffff,3.0,0.0,0.0,0.0
843db03ffffffff,6.0,0.0,0.0,0.0
843db07ffffffff,24.0,0.0,0.0,0.0
843db09ffffffff,4.0,0.0,0.0,0.0
843db0bffffffff,5.0,0.0,0.0,0.0
843db13ffffffff,81.0,0.0,0.0,0.0
843db15ffffffff,2.0,0.0,0.0,0.0
843db1bffffffff,3.0,0.0,0.0,0.0
843db23ffffffff,15.0,0.0,0.0,0.0
843db25ffffffff,9.0,0.0,0.0,0.0
843db27ffffffff,4.0,0.0,0.0,0.0
843db29ffffffff,2.0,0.0,0.0,0.0
843db2dffffffff,56.0,0.0,0.0,0.0
843db31ffffffff,7.0,0.0,0.0,0.0
843db33ffffffff,3.0,0.0,0.0,0.0
843db35ffffffff,148.0,0.0,0.0,0.0
843db37ffffffff,41.0,0.0,0.0,0.0
843db39ffffffff,4.0,0.0,0.0,0.0
843db3bffffffff,34.0,0.0,0.0,0.0
843db3dffffffff,2.0,0.0,0.0,0.0
843db41ffffffff,2.0,0.0,0.0,0.0
843db45ffffffff,2.0,0.0,0.0,0.0
843db47ffffffff,3.0,0.0,0.0,0.0
843db4dffffffff,5.0,0.0,0.0,0.0
843db51ffffffff,9.0,0.0,0.0,0.0
843db53ffffffff,13.0,0.0,0.0,0.0
843db55ffffffff,20.0,0.0,0.0,0.0
843db57ffffffff,52.0,0.0,0.0,0.0
843db5bffffffff,7.0,0.0,0.0,0.0
843db61ffffffff,11.0,0.0,0.0,0.0
843db63ffffffff,5.0,0.0,0.0,0.0
843db65ffffffff,15.0,0.0,0.0,0.0
843db67ffffffff,129.0,0.0,0.0,0.0
843db69ffffffff,7.0,0.0,0.0,0.0
843db6dffffffff,42.0,0.0,0.0,0.0
843e689ffffffff,49.0,0.0,0.0,0.0
843e68dffffffff,3.0,0.0,0.0,0.0
843e6c3ffffffff,7.0,0.0,0.0,0.0
843e6cbffffffff,2.0,0.0,0.0,0.0
8442493ffffffff,47.0,0.0,0.0,0.0
8442499ffffffff,3.0,0.0,0.0,0.0
84424d3ffffffff,6.0,0.0,0.0,0.0
8442515ffffffff,1.0,0.0,0.0,0.0
8442531ffffffff,12.0,0.0,0.0,0.0
8442533ffffffff,28.0,0.0,0.0,0.0
844258bffffffff,4.0,0.0,0.0,0.0
844259dffffffff,38.0,0.0,0.0,0.0
84425a5ffffffff,2.0,0.0,0.0,0.0
84425a7ffffffff,113.0,0.0,0.0,0.0
84425a9ffffffff,28.0,0.0,0.0,0.0
84425b1ffffffff,3.0,0.0,0.0,0.0
84425c9ffffffff,1.0,0.0,0.0,0.0
8442683ffffffff,1.0,0.0,0.0,0.0
8442693ffffffff,3.0,0.0,0.0,0.0
8442695ffffffff,25.0,0.0,0.0,0.0
8442697ffffffff,3.0,0.0,0.0,0.0
844269bffffffff,20.0,0.0,0.0,0.0
8442c01ffffffff,105.0,0.0,0.0,0.0
8442c03ffffffff,2.0,0.0,0.0,0.0
8442c05ffffffff,39.0,0.0,0.0,0.0
8442c07ffffffff,69.0,0.0,0.0,0.0
8442c09ffffffff,11.0,0.0,0.0,0.0
8442c0dffffffff,60.0,0.0,0.0,0.0
8442c11ffffffff,14.0,0.0,0.0,0.0
8442c13ffffffff,71.0,0.0,0.0,0.0
8442c17ffffffff,2.0,0.0,0.0,0.0
8442c19ffffffff,2.0,0.0,0.0,0.0
8442c1bffffffff,9.0,0.0,0.0,0.0
8442c1dffffffff,4.0,0.0,0.0,0.0
8442c23ffffffff,2.0,0.0,0.0,0.0
8442c25ffffffff,1.0,0.0,0.0,0.0
8442c27ffffffff,41.0,0.0,0.0,0.0
8442c29ffffffff,6.0,0.0,0.0,0.0
8442c2bffffffff,4.0,0.0,0.0,0.0
8442c2dffffffff,9.0,0.0,0.0,0.0
8442c31ffffffff,23.0,0.0,0.0,0.0
8442c35ffffffff,1.0,0.0,0.0,0.0
8442c39ffffffff,10.0,0.0,0.0,0.0
8442c3dffffffff,8.0,0.0,0.0,0.0
8442c41ffffffff,61.0,0.0,0.0,0.0
8442c43ffffffff,123.0,0.0,0.0,0.0
8442c45ffffffff,19.0,0.0,0.0,0.0
8442c47ffffffff,13.0,0.0,0.0,0.0
8442c49ffffffff,17.0,0.0,0.0,0.0
8442c4bffffffff,98.0,0.0,0.0,0.0
8442c4dffffffff,23.0,0.0,0.0,0.0
8442c51ffffffff,3.0,0.0,0.0,0.0
8442c53ffffffff,2.0,0.0,0.0,0.0
8442c55ffffffff,6.0,0.0,0.0,0.0
8442c59ffffffff,15.0,0.0,0.0,0.0
8442c5bffffffff,10.0,0.0,0.0,0.0
8442c5dffffffff,140.0,0.0,0.0,0.0
8442c61ffffffff,5.0,0.0,0.0,0.0
8442c63ffffffff,4.0,0.0,0.0,0.0
8442c67ffffffff,7.0,0.0,0.0,0.0
8442c69ffffffff,41.0,0.0,0.0,0.0
8442c6dffffffff,3.0,0.0,0.0,0.0
8442c81ffffffff,2.0,0.0,0.0,0.0
8442c83ffffffff,6.0,0.0,0.0,0.0
8442c85ffffffff,9.0,0.0,0.0,0.0
8442c87ffffffff,3.0,0.0,0.0,0.0
8442c89ffffffff,2.0,0.0,0.0,0.0
8442c8bffffffff,9.0,0.0,0.0,0.0
8442c8dffffffff,9.0,0.0,0.0,0.0
8442c93ffffffff,6.0,0.0,0.0,0.0
8442c97ffffffff,2.0,0.0,0.0,0.0
8442c9dffffffff,9.0,0.0,0.0,0.0
8442ca1ffffffff,15.0,0.0,0.0,0.0
8442ca5ffffffff,9.0,0.0,0.0,0.0
8442ca7ffffffff,4.0,0.0,0.0,0.0
8442ca9ffffffff,86.0,0.0,0.0,0.0
8442cabffffffff,122.0,0.0,0.0,0.0
8442cadffffffff,5.0,0.0,0.0,0.0
8442cb3ffffffff,2.0,0.0,0.0,0.0
8442cb5ffffffff,11.0,0.0,0.0,0.0
8442cb9ffffffff,20.0,0.0,0.0,0.0
8442cbdffffffff,3.0,0.0,0.0,0.0
8442cc1ffffffff,1.0,0.0,0.0,0.0
8442cc3ffffffff,1.0,0.0,0.0,0.0
8442cc5ffffffff,127.0,0.0,0.0,0.0
8442cc7ffffffff,245.0,0.0,0.0,0.0
8442ccbffffffff,4.0,0.0,0.0,0.0
8442ccdffffffff,9.0,0.0,0.0,0.0
8442cd1ffffffff,17.0,0.0,0.0,0.0
8442cd3ffffffff,19.0,0.0,0.0,0.0
8442cd5ffffffff,2.0,0.0,0.0,0.0
8442cd9ffffffff,4.0,0.0,0.0,0.0
8442cdbffffffff,69.0,0.0,0.0,0.0
8442cddffffffff,13.0,0.0,0.0,0.0
8442ce1ffffffff,4.0,0.0,0.0,0.0
8442ce3ffffffff,184.0,0.0,0.0,0.0
8442ce5ffffffff,5.0,0.0,0.0,0.0
