cell_id,Asio flammeus,Asio flammeus flammeus,Asio flammeus ponapensis,Asio flammeus sandwichensis,Asio flammeus domingensis/portoricensis,Asio flammeus galapagoensis,Asio flammeus [suinda Group]
830126fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
830130fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
830134fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830135fffffffff,124.0,5.0,0.0,0.0,0.0,0.0,0.0
8302c2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8302d6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8302ddfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
83041afffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
830741fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
830742fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
830743fffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
830746fffffffff,240.0,3.0,0.0,0.0,0.0,0.0,0.0
83074efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830755fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830758fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83075cfffffffff,41.0,1.0,0.0,0.0,0.0,0.0,0.0
83075dfffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
830762fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
830763fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
830770fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830771fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830773fffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0
830806fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830810fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
830811fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830814fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830816fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830819fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83081efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83082bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83088dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83088efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83089afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83089cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83089efffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c3fffffffff,3.0,1.0,0.0,0.0,0.0,0.0,0.0
8308c6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c8fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
8308c9fffffffff,29.0,2.0,0.0,0.0,0.0,0.0,0.0
8308cdfffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d0fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d1fffffffff,62.0,1.0,0.0,0.0,0.0,0.0,0.0
8308d5fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8308d8fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
8308ddfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308defffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308e1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308e8fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8308ecfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8308edfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8308f6fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
