cell_id,Larus fuscus,Larus fuscus fuscus,Larus fuscus intermedius,Larus fuscus graellsii,Larus fuscus heuglini,Larus fuscus barabensis,Larus fuscus taimyrensis,Larus fuscus intermedius/graellsii
82094ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82095ffffffffff,60.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
820987fffffffff,298.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
82098ffffffffff,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
820997fffffffff,366.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
82099ffffffffff,508.0,6.0,48.0,0.0,0.0,0.0,0.0,0.0
8209a7fffffffff,161.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
8209affffffffff,36.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
820b97fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
820bb7fffffffff,13.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
820e4ffffffffff,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e67fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820e6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820f0ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8210c7fffffffff,109.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0
8210dffffffffff,19.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
8210f7fffffffff,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
821107fffffffff,147.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821127fffffffff,52.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82112ffffffffff,38.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
821137fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821147fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821157fffffffff,12.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0
82115ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821167fffffffff,6.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
821177fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821187fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82118ffffffffff,91.0,27.0,0.0,0.0,42.0,0.0,0.0,0.0
8211affffffffff,38.0,12.0,0.0,0.0,24.0,0.0,0.0,0.0
82125ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821617fffffffff,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
821807fffffffff,215.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0
82180ffffffffff,101.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
821827fffffffff,199.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0
82182ffffffffff,1746.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0
821847fffffffff,345.0,0.0,5.0,17.0,0.0,0.0,0.0,0.0
82184ffffffffff,6946.0,0.0,19.0,18.0,0.0,0.0,0.0,0.0
821857fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82185ffffffffff,2693.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
821867fffffffff,379.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
82186ffffffffff,160.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
821877fffffffff,1046.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0
821907fffffffff,22.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
82190ffffffffff,971.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0
82191ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821927fffffffff,295.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0
82192ffffffffff,322.0,2.0,0.0,65.0,0.0,0.0,0.0,0.0
821947fffffffff,7827.0,0.0,16.0,1657.0,0.0,0.0,0.0,0.0
82194ffffffffff,9122.0,0.0,18.0,621.0,0.0,0.0,0.0,0.0
821957fffffffff,2979.0,0.0,0.0,883.0,0.0,0.0,0.0,0.0
82195ffffffffff,5711.0,0.0,0.0,746.0,0.0,0.0,0.0,0.0
821967fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,3084.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0
821977fffffffff,2229.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0
821aa7fffffffff,547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b27fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b2ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b37fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,108.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,81.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
821e17fffffffff,73.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,41.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,117.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
821e4ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e5ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e67fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e6ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e77fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e87fffffffff,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821e97fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821e9ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821eaffffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821eb7fffffffff,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
821ec7fffffffff,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,131.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
821ed7fffffffff,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821edffffffffff,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,35.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
821ef7fffffffff,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,277.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0
821f0ffffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f17fffffffff,241.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,290.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0
821f2ffffffffff,437.0,37.0,196.0,0.0,0.0,0.0,0.0,0.0
821f37fffffffff,633.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
821f47fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f4ffffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f5ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f67fffffffff,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,175.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,175.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,141.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
821f97fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,36.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
821fa7fffffffff,358.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
821faffffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,139.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0
82200ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822017fffffffff,23.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
82202ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822037fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82206ffffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8220e7fffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
82214ffffffffff,61.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0
822157fffffffff,53.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
82219ffffffffff,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
8221a7fffffffff,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8225affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82260ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822617fffffffff,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,461.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0
82264ffffffffff,867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822657fffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82265ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,650.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0
822677fffffffff,83.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
822687fffffffff,1103.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
82268ffffffffff,1668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822697fffffffff,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82269ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,668.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
8226c7fffffffff,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82275ffffffffff,1194.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0
822767fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a07fffffffff,1642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,5632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a1ffffffffff,811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a27fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,4036.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
822a4ffffffffff,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a8ffffffffff,181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822a97fffffffff,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,2071.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,17804.0,0.0,0.0,509.0,0.0,0.0,0.0,0.0
822ab7fffffffff,5321.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
822ac7fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822ad7fffffffff,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,9390.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0
822b07fffffffff,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b27fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,862.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0
822b8ffffffffff,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b97fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,3253.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0
822ba7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c07fffffffff,31.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
822c0ffffffffff,118.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0
822c1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c27fffffffff,80.0,18.0,0.0,0.0,28.0,0.0,0.0,0.0
822c2ffffffffff,42.0,21.0,0.0,0.0,6.0,0.0,0.0,0.0
822c37fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822c57fffffffff,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
822c87fffffffff,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
822c97fffffffff,978.0,45.0,0.0,0.0,263.0,321.0,0.0,0.0
822c9ffffffffff,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
822caffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822cc7fffffffff,32.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
822ce7fffffffff,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
822cf7fffffffff,53.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
822d07fffffffff,29.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
822d27fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822d8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822da7fffffffff,272.0,59.0,0.0,0.0,3.0,0.0,0.0,0.0
822daffffffffff,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,970.0,400.0,0.0,0.0,237.0,54.0,0.0,0.0
822e67fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
822e6ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822eaffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
822f5ffffffffff,68.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0
823007fffffffff,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
823017fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82301ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0
823037fffffffff,16.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
823087fffffffff,61.0,0.0,0.0,0.0,41.0,0.0,2.0,0.0
82309ffffffffff,76.0,0.0,0.0,0.0,31.0,0.0,9.0,0.0
8230a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8230affffffffff,10.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
8230c7fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
8230d7fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
8230dffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
8230e7fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
8230effffffffff,36.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0
8230f7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
82315ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
82316ffffffffff,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
82318ffffffffff,42.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0
823427fffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823437fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823447fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82344ffffffffff,79.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
823467fffffffff,118.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
82346ffffffffff,232.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0
82351ffffffffff,408.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8235affffffffff,49.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
823817fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823827fffffffff,900.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
82382ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82384ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82386ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,4479.0,0.0,4.0,36.0,0.0,0.0,0.0,0.0
82390ffffffffff,5012.0,0.0,5.0,29.0,0.0,0.0,0.0,0.0
823917fffffffff,14468.0,0.0,1.0,156.0,0.0,0.0,0.0,0.0
82391ffffffffff,8809.0,0.0,40.0,45.0,0.0,0.0,0.0,0.0
823927fffffffff,8419.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
82392ffffffffff,4159.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
823937fffffffff,8856.0,0.0,19.0,12.0,0.0,0.0,0.0,3.0
823947fffffffff,344.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
823957fffffffff,1861.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
823967fffffffff,23.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,82.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,2554.0,0.0,10.0,24.0,0.0,0.0,0.0,0.0
823987fffffffff,539.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0
82398ffffffffff,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
823997fffffffff,295.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0
8239affffffffff,507.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0
823c8ffffffffff,94.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
823c9ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823cd7fffffffff,20.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
823cf7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,30.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
823d37fffffffff,33.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
823d87fffffffff,25.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
823da7fffffffff,112.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0
823daffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823e47fffffffff,713.0,272.0,0.0,0.0,93.0,246.0,0.0,0.0
823e4ffffffffff,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
823e5ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823e67fffffffff,53.0,27.0,0.0,0.0,0.0,4.0,0.0,0.0
823e6ffffffffff,3279.0,1603.0,0.0,0.0,892.0,89.0,0.0,0.0
823e77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f27fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f2ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f37fffffffff,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
823f4ffffffffff,42.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0
823f5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823f67fffffffff,30.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823f6ffffffffff,78.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823f77fffffffff,24.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
82404ffffffffff,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
8240a7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824107fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
82410ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
82411ffffffffff,185.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
824147fffffffff,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
824157fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824177fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824197fffffffff,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
82419ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8241a7fffffffff,138.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0
8241b7fffffffff,76.0,0.0,0.0,0.0,17.0,0.0,7.0,0.0
824227fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824237fffffffff,96.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0
82424ffffffffff,77.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
8242c7fffffffff,991.0,0.0,0.0,0.0,402.0,121.0,0.0,0.0
8242cffffffffff,124.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0
8242d7fffffffff,17.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0
8242dffffffffff,726.0,0.0,0.0,0.0,28.0,7.0,0.0,0.0
8242e7fffffffff,40.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0
8242effffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824317fffffffff,93.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0
82431ffffffffff,204.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0
824337fffffffff,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
824367fffffffff,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
82438ffffffffff,250.0,2.0,0.0,0.0,78.0,69.0,0.0,0.0
82439ffffffffff,228.0,0.0,0.0,0.0,103.0,49.0,0.0,0.0
8243a7fffffffff,365.0,0.0,0.0,0.0,144.0,194.0,0.0,0.0
8243affffffffff,942.0,4.0,0.0,0.0,242.0,562.0,0.0,0.0
824417fffffffff,2117.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0
82441ffffffffff,2230.0,0.0,0.0,121.0,0.0,0.0,0.0,0.0
824437fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
