cell_id,Elaenia albiceps,Elaenia albiceps [albiceps Group],Elaenia albiceps chilensis,Elaenia albiceps modesta
832719fffffffff,2.0,0.0,2.0,0.0
8348b2fffffffff,2.0,0.0,1.0,0.0
8366c2fffffffff,6.0,2.0,0.0,0.0
8366d1fffffffff,2.0,0.0,0.0,0.0
8366d3fffffffff,14.0,0.0,0.0,0.0
8366d5fffffffff,6.0,0.0,0.0,0.0
8366e6fffffffff,2.0,0.0,0.0,0.0
838010fffffffff,3.0,0.0,3.0,0.0
838030fffffffff,2.0,0.0,2.0,0.0
838102fffffffff,3.0,0.0,3.0,0.0
838130fffffffff,3.0,0.0,3.0,0.0
838144fffffffff,2.0,0.0,2.0,0.0
838163fffffffff,3.0,0.0,3.0,0.0
83818dfffffffff,2.0,0.0,2.0,0.0
838a05fffffffff,3.0,0.0,2.0,0.0
838b21fffffffff,1.0,0.0,1.0,0.0
838b24fffffffff,1.0,0.0,0.0,0.0
838b44fffffffff,1.0,0.0,0.0,0.0
838b61fffffffff,2.0,2.0,0.0,0.0
838b69fffffffff,3.0,0.0,0.0,0.0
838e62fffffffff,3.0,0.0,0.0,0.0
838f0dfffffffff,2.0,1.0,0.0,0.0
838f4afffffffff,2.0,2.0,0.0,0.0
838f4bfffffffff,5.0,0.0,0.0,0.0
838f50fffffffff,19.0,0.0,0.0,0.0
838f55fffffffff,3.0,0.0,2.0,0.0
838f76fffffffff,9.0,0.0,0.0,0.0
83a810fffffffff,31.0,0.0,29.0,0.0
83a812fffffffff,8.0,0.0,6.0,0.0
83a815fffffffff,2.0,0.0,2.0,0.0
83a81efffffffff,8.0,0.0,8.0,0.0
83a821fffffffff,3.0,0.0,3.0,0.0
83a823fffffffff,2.0,0.0,2.0,0.0
83a835fffffffff,3.0,0.0,3.0,0.0
83a891fffffffff,1.0,0.0,1.0,0.0
83a8a0fffffffff,5.0,0.0,5.0,0.0
83a8a1fffffffff,4.0,0.0,4.0,0.0
83a8a2fffffffff,1.0,0.0,0.0,0.0
83a8a3fffffffff,1.0,0.0,1.0,0.0
83a8acfffffffff,1.0,0.0,1.0,0.0
83a919fffffffff,2.0,0.0,2.0,0.0
83a91bfffffffff,2.0,0.0,2.0,0.0
83a92efffffffff,1.0,0.0,1.0,0.0
83a940fffffffff,1.0,0.0,0.0,0.0
83a941fffffffff,7.0,0.0,0.0,0.0
83a944fffffffff,3.0,0.0,0.0,0.0
83a945fffffffff,4.0,0.0,0.0,0.0
83a946fffffffff,5.0,0.0,0.0,0.0
83a94efffffffff,13.0,0.0,0.0,0.0
83a950fffffffff,3.0,0.0,0.0,0.0
83a951fffffffff,7.0,0.0,0.0,0.0
83a953fffffffff,5.0,0.0,0.0,0.0
83a955fffffffff,3.0,0.0,0.0,0.0
83a95cfffffffff,2.0,0.0,0.0,0.0
83a95efffffffff,5.0,0.0,0.0,0.0
83a961fffffffff,1.0,0.0,0.0,0.0
83a962fffffffff,3.0,0.0,0.0,0.0
83a965fffffffff,2.0,0.0,0.0,0.0
83a96afffffffff,8.0,0.0,0.0,0.0
83a96cfffffffff,18.0,0.0,0.0,0.0
83b209fffffffff,3.0,0.0,0.0,0.0
83b219fffffffff,7.0,0.0,3.0,0.0
83b224fffffffff,10.0,0.0,0.0,0.0
83b226fffffffff,7.0,0.0,0.0,0.0
83b241fffffffff,2.0,0.0,0.0,0.0
83b243fffffffff,8.0,0.0,0.0,0.0
83b249fffffffff,8.0,0.0,0.0,0.0
83b24dfffffffff,50.0,0.0,0.0,0.0
83b24efffffffff,3.0,0.0,0.0,0.0
83b252fffffffff,4.0,2.0,0.0,0.0
83b258fffffffff,1.0,0.0,0.0,0.0
83b259fffffffff,19.0,0.0,0.0,0.0
83b25cfffffffff,3.0,0.0,0.0,0.0
83b25dfffffffff,3.0,0.0,0.0,0.0
83b25efffffffff,21.0,0.0,0.0,0.0
83b269fffffffff,8.0,0.0,0.0,0.0
83b26bfffffffff,9.0,0.0,0.0,0.0
83b26dfffffffff,4.0,0.0,0.0,0.0
83b274fffffffff,4.0,0.0,0.0,0.0
83b275fffffffff,10.0,0.0,0.0,0.0
83b2c0fffffffff,6.0,0.0,4.0,0.0
83b2c1fffffffff,1.0,0.0,0.0,0.0
83b2c4fffffffff,105.0,0.0,14.0,0.0
83b2c5fffffffff,8.0,0.0,6.0,0.0
83b2c8fffffffff,5.0,0.0,4.0,0.0
83b2cdfffffffff,1.0,0.0,0.0,0.0
83b2cefffffffff,5.0,0.0,5.0,0.0
83b2d9fffffffff,1.0,0.0,1.0,0.0
83b2dbfffffffff,2.0,0.0,2.0,0.0
83b2e2fffffffff,4.0,0.0,0.0,0.0
83b2e3fffffffff,4.0,0.0,2.0,0.0
83b2e4fffffffff,1.0,0.0,1.0,0.0
83b2eafffffffff,5.0,0.0,0.0,0.0
83b2eefffffffff,5.0,0.0,0.0,0.0
83b300fffffffff,9.0,0.0,0.0,9.0
83b301fffffffff,13.0,0.0,0.0,13.0
83b305fffffffff,1.0,0.0,0.0,1.0
83b30afffffffff,2.0,0.0,0.0,2.0
83b30bfffffffff,2.0,0.0,0.0,0.0
83b30efffffffff,3.0,0.0,0.0,3.0
83b325fffffffff,2.0,0.0,2.0,0.0
83b349fffffffff,2.0,0.0,0.0,0.0
83b34bfffffffff,2.0,0.0,0.0,0.0
83b351fffffffff,2.0,2.0,0.0,0.0
83b35efffffffff,1.0,0.0,0.0,0.0
83b36dfffffffff,1.0,0.0,1.0,0.0
83b373fffffffff,3.0,0.0,0.0,0.0
83c203fffffffff,2.0,0.0,0.0,0.0
83c205fffffffff,1.0,0.0,0.0,0.0
83c2c1fffffffff,2.0,0.0,0.0,0.0
83c2c4fffffffff,7.0,0.0,0.0,0.0
83c2c5fffffffff,10.0,0.0,0.0,0.0
83c2c8fffffffff,2.0,0.0,0.0,0.0
83c2c9fffffffff,13.0,0.0,0.0,0.0
83c2cbfffffffff,10.0,0.0,0.0,0.0
83c2cdfffffffff,13.0,0.0,0.0,0.0
83c2cefffffffff,2.0,0.0,0.0,0.0
83c2d9fffffffff,4.0,0.0,4.0,0.0
83c2e2fffffffff,2.0,0.0,0.0,0.0
83c2e3fffffffff,4.0,0.0,0.0,0.0
83c2e9fffffffff,4.0,0.0,0.0,0.0
83c2ebfffffffff,2.0,0.0,0.0,0.0
83c2f1fffffffff,25.0,0.0,0.0,0.0
83c2f2fffffffff,4.0,0.0,0.0,0.0
83c354fffffffff,1.0,0.0,0.0,0.0
83ce81fffffffff,11.0,0.0,7.0,0.0
83ce8afffffffff,2.0,0.0,0.0,0.0
83ce8cfffffffff,19.0,0.0,0.0,0.0
83ce93fffffffff,2.0,0.0,0.0,0.0
83ce98fffffffff,1.0,0.0,0.0,0.0
83ce99fffffffff,2.0,2.0,0.0,0.0
83ce9dfffffffff,7.0,0.0,3.0,0.0
83cea0fffffffff,2.0,0.0,0.0,0.0
83cea1fffffffff,1.0,0.0,0.0,0.0
83cea3fffffffff,11.0,0.0,11.0,0.0
83ceaafffffffff,14.0,0.0,14.0,0.0
83ceacfffffffff,32.0,0.0,30.0,0.0
83ceaefffffffff,17.0,0.0,13.0,0.0
83cf12fffffffff,1.0,0.0,0.0,0.0
83cf88fffffffff,3.0,0.0,3.0,0.0
83cfa2fffffffff,2.0,0.0,0.0,0.0
83cfacfffffffff,7.0,0.0,0.0,0.0
83de62fffffffff,3.0,0.0,0.0,0.0
83de74fffffffff,2.0,0.0,0.0,0.0
83df28fffffffff,3.0,1.0,0.0,0.0
83df45fffffffff,4.0,0.0,4.0,0.0
83df48fffffffff,1.0,0.0,0.0,0.0
83df69fffffffff,1.0,0.0,1.0,0.0
83df6dfffffffff,4.0,0.0,4.0,0.0
