cell_id,Picus canus,Picus canus canus/jessoensis,Picus canus [guerini Group],Picus canus dedemi
84095bbffffffff,2.0,0.0,0.0,0.0
841126dffffffff,2.0,2.0,0.0,0.0
8411813ffffffff,2.0,2.0,0.0,0.0
841181dffffffff,5.0,5.0,0.0,0.0
84118e9ffffffff,2.0,2.0,0.0,0.0
8411ab1ffffffff,6.0,6.0,0.0,0.0
8411ae3ffffffff,15.0,15.0,0.0,0.0
8411ae7ffffffff,4.0,4.0,0.0,0.0
84186c9ffffffff,1.0,0.0,0.0,0.0
841e0e1ffffffff,2.0,2.0,0.0,0.0
841e205ffffffff,1.0,0.0,0.0,0.0
841e465ffffffff,2.0,0.0,0.0,0.0
841e5cdffffffff,3.0,0.0,0.0,0.0
841e5e7ffffffff,1.0,0.0,0.0,0.0
841e5edffffffff,2.0,0.0,0.0,0.0
841e6b3ffffffff,1.0,0.0,0.0,0.0
841ec33ffffffff,1.0,1.0,0.0,0.0
841ec99ffffffff,2.0,0.0,0.0,0.0
841ecd5ffffffff,7.0,0.0,0.0,0.0
841f097ffffffff,2.0,0.0,0.0,0.0
841f193ffffffff,3.0,0.0,0.0,0.0
841f1a1ffffffff,2.0,0.0,0.0,0.0
841f5c5ffffffff,3.0,3.0,0.0,0.0
841f807ffffffff,1.0,0.0,0.0,0.0
841f80bffffffff,1.0,0.0,0.0,0.0
841f839ffffffff,4.0,0.0,0.0,0.0
841f83bffffffff,2.0,0.0,0.0,0.0
84204b5ffffffff,1.0,1.0,0.0,0.0
842c215ffffffff,14.0,0.0,0.0,0.0
842e881ffffffff,1.0,0.0,0.0,0.0
84309d9ffffffff,2.0,0.0,0.0,0.0
8431aa5ffffffff,2.0,2.0,0.0,0.0
843c065ffffffff,4.0,0.0,4.0,0.0
843c067ffffffff,3.0,0.0,3.0,0.0
843c0a5ffffffff,11.0,0.0,0.0,0.0
843c0adffffffff,5.0,0.0,0.0,0.0
843c159ffffffff,6.0,0.0,6.0,0.0
843c199ffffffff,17.0,0.0,0.0,0.0
843c19bffffffff,6.0,0.0,0.0,0.0
843c1c3ffffffff,1.0,0.0,0.0,0.0
843c1d3ffffffff,14.0,0.0,0.0,0.0
843c1d7ffffffff,4.0,0.0,4.0,0.0
843c1dbffffffff,4.0,0.0,0.0,0.0
843c333ffffffff,2.0,0.0,0.0,0.0
843c337ffffffff,1.0,0.0,0.0,0.0
843c33bffffffff,3.0,0.0,3.0,0.0
843c36bffffffff,2.0,0.0,0.0,0.0
843c581ffffffff,9.0,0.0,9.0,0.0
843c5a1ffffffff,1.0,0.0,1.0,0.0
843c839ffffffff,2.0,0.0,0.0,0.0
843c885ffffffff,46.0,0.0,2.0,0.0
843c8c1ffffffff,4.0,0.0,0.0,0.0
843c8c9ffffffff,1.0,0.0,0.0,0.0
843c929ffffffff,2.0,0.0,0.0,0.0
843c92dffffffff,19.0,0.0,0.0,0.0
843c967ffffffff,13.0,0.0,0.0,0.0
843ce15ffffffff,1.0,0.0,0.0,0.0
843ce29ffffffff,2.0,0.0,2.0,0.0
843ce4dffffffff,2.0,0.0,0.0,0.0
843ce5dffffffff,2.0,0.0,2.0,0.0
843d10dffffffff,2.0,0.0,1.0,0.0
843d137ffffffff,12.0,0.0,9.0,0.0
843d147ffffffff,2.0,0.0,0.0,0.0
843d323ffffffff,1.0,0.0,0.0,0.0
843da97ffffffff,4.0,0.0,0.0,0.0
843dad1ffffffff,14.0,0.0,11.0,0.0
843dad9ffffffff,2.0,0.0,2.0,0.0
843daddffffffff,2.0,0.0,2.0,0.0
84404ddffffffff,3.0,0.0,3.0,0.0
8440529ffffffff,2.0,0.0,2.0,0.0
844052dffffffff,2.0,0.0,2.0,0.0
8440b53ffffffff,1.0,0.0,1.0,0.0
8440e11ffffffff,2.0,0.0,2.0,0.0
84411a3ffffffff,2.0,0.0,2.0,0.0
84411b5ffffffff,5.0,0.0,5.0,0.0
8441911ffffffff,2.0,0.0,2.0,0.0
84419d5ffffffff,1.0,0.0,1.0,0.0
8441b31ffffffff,2.0,0.0,2.0,0.0
844ba05ffffffff,2.0,0.0,0.0,0.0
844ba07ffffffff,6.0,0.0,0.0,0.0
8464a03ffffffff,3.0,0.0,0.0,0.0
8464b29ffffffff,3.0,0.0,3.0,0.0
8465b65ffffffff,2.0,0.0,2.0,0.0
