cell_id,Megaceryle torquata,Megaceryle torquata torquata/stictipennis,Megaceryle torquata stellata
834501fffffffff,42.0,1.0,0.0
834505fffffffff,653.0,0.0,0.0
834508fffffffff,9.0,2.0,0.0
834509fffffffff,7.0,0.0,0.0
83450afffffffff,130.0,19.0,0.0
83450bfffffffff,25.0,0.0,0.0
83450cfffffffff,142.0,3.0,0.0
83450efffffffff,38.0,8.0,0.0
834520fffffffff,277.0,0.0,0.0
834521fffffffff,492.0,0.0,0.0
834522fffffffff,890.0,0.0,0.0
834523fffffffff,394.0,0.0,0.0
834524fffffffff,162.0,0.0,0.0
834525fffffffff,93.0,0.0,0.0
834526fffffffff,636.0,0.0,0.0
834528fffffffff,141.0,1.0,0.0
834529fffffffff,70.0,3.0,0.0
83452afffffffff,5297.0,13.0,0.0
83452bfffffffff,78.0,5.0,0.0
83452cfffffffff,2112.0,133.0,0.0
83452dfffffffff,185.0,47.0,0.0
83452efffffffff,2127.0,3.0,0.0
834530fffffffff,19.0,0.0,0.0
834531fffffffff,308.0,0.0,0.0
834532fffffffff,157.0,0.0,0.0
834534fffffffff,25.0,0.0,0.0
834535fffffffff,103.0,0.0,0.0
834536fffffffff,44.0,0.0,0.0
834564fffffffff,5.0,0.0,0.0
834569fffffffff,2.0,0.0,0.0
83456dfffffffff,12.0,0.0,0.0
834572fffffffff,67.0,0.0,0.0
834574fffffffff,18.0,0.0,0.0
834576fffffffff,69.0,8.0,0.0
834802fffffffff,2.0,0.0,0.0
834806fffffffff,5.0,0.0,0.0
834832fffffffff,6.0,0.0,0.0
834833fffffffff,15.0,0.0,0.0
834836fffffffff,535.0,22.0,0.0
834880fffffffff,1141.0,0.0,0.0
834881fffffffff,33.0,0.0,0.0
834883fffffffff,424.0,0.0,0.0
834884fffffffff,39.0,0.0,0.0
834885fffffffff,7.0,0.0,0.0
834886fffffffff,344.0,0.0,0.0
83488efffffffff,344.0,0.0,0.0
834898fffffffff,225.0,0.0,0.0
83489cfffffffff,54.0,0.0,0.0
83489dfffffffff,201.0,0.0,0.0
83489efffffffff,293.0,0.0,0.0
8348a2fffffffff,1118.0,0.0,0.0
8348a3fffffffff,4.0,0.0,0.0
8348b1fffffffff,4126.0,0.0,0.0
8348b2fffffffff,928.0,0.0,0.0
8348b3fffffffff,7405.0,0.0,0.0
8348b4fffffffff,1.0,0.0,0.0
8348b5fffffffff,71.0,0.0,0.0
834990fffffffff,33.0,0.0,0.0
834991fffffffff,11.0,0.0,0.0
834992fffffffff,81.0,15.0,0.0
834993fffffffff,26.0,3.0,0.0
834994fffffffff,1.0,0.0,0.0
834996fffffffff,986.0,62.0,0.0
834998fffffffff,134.0,0.0,0.0
83499afffffffff,2.0,0.0,0.0
83499bfffffffff,33.0,0.0,0.0
83499cfffffffff,47.0,0.0,0.0
83499efffffffff,32.0,0.0,0.0
8349a2fffffffff,63.0,0.0,0.0
8349a3fffffffff,6.0,0.0,0.0
8349a8fffffffff,138.0,4.0,0.0
8349a9fffffffff,520.0,33.0,0.0
8349aafffffffff,2.0,0.0,0.0
8349abfffffffff,2.0,0.0,0.0
8349acfffffffff,10.0,0.0,0.0
8349adfffffffff,8.0,0.0,0.0
8349aefffffffff,6.0,0.0,0.0
8349b0fffffffff,7.0,0.0,0.0
8349b3fffffffff,9.0,0.0,0.0
8349b4fffffffff,5.0,0.0,0.0
8349b5fffffffff,62.0,0.0,0.0
8349b6fffffffff,2.0,0.0,0.0
835e42fffffffff,10.0,0.0,0.0
835e43fffffffff,80.0,0.0,0.0
835f02fffffffff,6.0,0.0,0.0
835f03fffffffff,27.0,3.0,0.0
835f06fffffffff,4.0,0.0,0.0
835f08fffffffff,164.0,0.0,0.0
835f09fffffffff,144.0,0.0,0.0
835f0bfffffffff,51.0,0.0,0.0
835f0dfffffffff,15.0,0.0,0.0
835f0efffffffff,14.0,0.0,0.0
835f10fffffffff,8.0,0.0,0.0
835f11fffffffff,4.0,0.0,0.0
835f12fffffffff,52.0,0.0,0.0
835f13fffffffff,24.0,0.0,0.0
835f15fffffffff,1.0,0.0,0.0
835f16fffffffff,11.0,0.0,0.0
835f1cfffffffff,67.0,0.0,0.0
835f1dfffffffff,10.0,0.0,0.0
835f1efffffffff,12.0,0.0,0.0
835f22fffffffff,2.0,0.0,0.0
835f23fffffffff,1.0,0.0,0.0
835f28fffffffff,6.0,0.0,0.0
835f29fffffffff,358.0,0.0,0.0
835f2bfffffffff,460.0,0.0,0.0
835f2dfffffffff,68.0,0.0,0.0
835f40fffffffff,18.0,0.0,0.0
835f41fffffffff,25.0,0.0,0.0
835f42fffffffff,12.0,0.0,0.0
835f43fffffffff,13.0,0.0,0.0
835f46fffffffff,8.0,0.0,0.0
835f48fffffffff,10.0,0.0,0.0
835f49fffffffff,3.0,0.0,0.0
835f4afffffffff,26.0,0.0,0.0
835f4bfffffffff,13.0,0.0,0.0
835f4efffffffff,11.0,0.0,0.0
835f50fffffffff,7.0,0.0,0.0
835f54fffffffff,8.0,0.0,0.0
835f56fffffffff,3.0,0.0,0.0
835f58fffffffff,531.0,0.0,0.0
835f59fffffffff,8.0,0.0,0.0
835f5bfffffffff,23.0,0.0,0.0
835f5dfffffffff,20.0,0.0,0.0
835f68fffffffff,46.0,0.0,0.0
835f71fffffffff,14.0,0.0,0.0
835f75fffffffff,2.0,0.0,0.0
836600fffffffff,44.0,0.0,0.0
836601fffffffff,4.0,0.0,0.0
836602fffffffff,174.0,0.0,0.0
836603fffffffff,26.0,0.0,0.0
836604fffffffff,91.0,3.0,0.0
836605fffffffff,16.0,2.0,0.0
836606fffffffff,493.0,10.0,0.0
836608fffffffff,142.0,0.0,0.0
836609fffffffff,8.0,0.0,0.0
83660afffffffff,178.0,4.0,0.0
83660bfffffffff,43.0,0.0,0.0
83660cfffffffff,32.0,0.0,0.0
83660dfffffffff,13.0,0.0,0.0
83660efffffffff,384.0,1.0,0.0
836610fffffffff,1001.0,0.0,0.0
836611fffffffff,232.0,0.0,0.0
836612fffffffff,30.0,0.0,0.0
836613fffffffff,616.0,0.0,0.0
836615fffffffff,19.0,0.0,0.0
836616fffffffff,709.0,0.0,0.0
836618fffffffff,163.0,1.0,0.0
836619fffffffff,818.0,9.0,0.0
83661afffffffff,310.0,10.0,0.0
83661bfffffffff,489.0,2.0,0.0
83661cfffffffff,76.0,0.0,0.0
83661dfffffffff,139.0,0.0,0.0
83661efffffffff,233.0,0.0,0.0
836620fffffffff,351.0,38.0,0.0
836621fffffffff,42.0,3.0,0.0
836622fffffffff,1408.0,88.0,0.0
836623fffffffff,19.0,0.0,0.0
836625fffffffff,115.0,10.0,0.0
836628fffffffff,18.0,0.0,0.0
836629fffffffff,112.0,8.0,0.0
83662afffffffff,2.0,0.0,0.0
83662bfffffffff,19.0,0.0,0.0
83662cfffffffff,35.0,0.0,0.0
83662efffffffff,28.0,1.0,0.0
836631fffffffff,494.0,0.0,0.0
836640fffffffff,1.0,0.0,0.0
836641fffffffff,998.0,37.0,0.0
836643fffffffff,4.0,0.0,0.0
836644fffffffff,12.0,0.0,0.0
836645fffffffff,13.0,0.0,0.0
836646fffffffff,1.0,0.0,0.0
83664cfffffffff,1.0,0.0,0.0
83664dfffffffff,3.0,0.0,0.0
836650fffffffff,11.0,0.0,0.0
836652fffffffff,229.0,0.0,0.0
836653fffffffff,5.0,0.0,0.0
836654fffffffff,98.0,0.0,0.0
836656fffffffff,194.0,0.0,0.0
83665afffffffff,182.0,0.0,0.0
83665bfffffffff,40.0,0.0,0.0
83665efffffffff,90.0,0.0,0.0
836660fffffffff,21.0,0.0,0.0
836662fffffffff,6.0,0.0,0.0
836663fffffffff,97.0,0.0,0.0
836664fffffffff,57.0,3.0,0.0
836666fffffffff,2.0,0.0,0.0
83666afffffffff,6.0,0.0,0.0
83666bfffffffff,2.0,0.0,0.0
83666cfffffffff,9.0,0.0,0.0
83666efffffffff,21.0,0.0,0.0
836670fffffffff,35.0,0.0,0.0
836671fffffffff,20.0,0.0,0.0
836672fffffffff,178.0,0.0,0.0
836673fffffffff,42.0,0.0,0.0
836674fffffffff,8.0,0.0,0.0
836675fffffffff,192.0,0.0,0.0
836676fffffffff,21.0,0.0,0.0
836684fffffffff,34.0,0.0,0.0
83668efffffffff,1.0,0.0,0.0
