cell_id,Dendrocygna autumnalis,Dendrocygna autumnalis fulgens,Dendrocygna autumnalis autumnalis
84264e9ffffffff,2.0,0.0,0.0
8426521ffffffff,1.0,0.0,0.0
8426523ffffffff,3.0,0.0,0.0
842652bffffffff,4.0,0.0,0.0
8426533ffffffff,22.0,5.0,0.0
8426537ffffffff,6.0,1.0,0.0
842653bffffffff,4.0,0.0,0.0
8426547ffffffff,2.0,0.0,0.0
8426555ffffffff,12.0,0.0,0.0
8426557ffffffff,6.0,0.0,0.0
842655dffffffff,2.0,0.0,0.0
8426561ffffffff,2.0,0.0,0.0
8426563ffffffff,9.0,0.0,0.0
8426567ffffffff,6.0,0.0,0.0
842656dffffffff,14.0,0.0,0.0
842659bffffffff,35.0,0.0,0.0
84265a7ffffffff,2.0,0.0,0.0
84265b1ffffffff,3.0,0.0,0.0
84265b5ffffffff,3.0,0.0,0.0
84265b7ffffffff,3.0,0.0,0.0
84265b9ffffffff,5.0,0.0,0.0
84265d5ffffffff,9.0,0.0,0.0
84265d9ffffffff,5.0,0.0,0.0
84265dbffffffff,1.0,0.0,0.0
8426619ffffffff,12.0,0.0,0.0
8426621ffffffff,32.0,4.0,0.0
8426625ffffffff,3.0,0.0,0.0
8426629ffffffff,19.0,0.0,0.0
842662dffffffff,1.0,0.0,0.0
842663bffffffff,2.0,0.0,0.0
842663dffffffff,4.0,0.0,0.0
8426641ffffffff,7.0,0.0,0.0
8426645ffffffff,7.0,0.0,0.0
8426647ffffffff,2.0,0.0,0.0
842664dffffffff,4.0,2.0,0.0
8426669ffffffff,23.0,0.0,0.0
8426697ffffffff,5.0,0.0,0.0
8426699ffffffff,1.0,0.0,0.0
84266a1ffffffff,3.0,0.0,0.0
84266a5ffffffff,31.0,0.0,0.0
84266a9ffffffff,2.0,0.0,0.0
84266abffffffff,2.0,0.0,0.0
84266c1ffffffff,1.0,0.0,0.0
84266c5ffffffff,3.0,0.0,0.0
84266d5ffffffff,9.0,0.0,0.0
84266dbffffffff,9.0,0.0,0.0
84266e1ffffffff,64.0,0.0,0.0
84266e3ffffffff,2.0,0.0,0.0
84266e5ffffffff,2.0,0.0,0.0
84266e7ffffffff,3.0,0.0,0.0
84266e9ffffffff,2.0,0.0,0.0
8426711ffffffff,4.0,0.0,0.0
8426719ffffffff,7.0,0.0,0.0
8426745ffffffff,8.0,0.0,0.0
842674bffffffff,2.0,0.0,0.0
8426753ffffffff,2.0,0.0,0.0
8426759ffffffff,3.0,0.0,0.0
842675dffffffff,4.0,0.0,0.0
8426765ffffffff,6.0,0.0,0.0
842681bffffffff,11.0,0.0,0.0
8426c0bffffffff,3.0,0.0,0.0
8426c11ffffffff,2.0,0.0,0.0
8426c17ffffffff,1.0,0.0,0.0
8426c19ffffffff,9.0,0.0,0.0
8426c1dffffffff,2.0,0.0,0.0
8426c33ffffffff,4.0,0.0,0.0
8426c37ffffffff,2.0,0.0,0.0
8426c43ffffffff,6.0,0.0,0.0
8426c53ffffffff,17.0,0.0,0.0
8426c5bffffffff,2.0,0.0,0.0
8426c81ffffffff,4.0,0.0,0.0
8426c87ffffffff,9.0,0.0,0.0
8426c89ffffffff,61.0,0.0,0.0
8426c91ffffffff,6.0,0.0,0.0
8426c95ffffffff,2.0,0.0,0.0
8426c97ffffffff,50.0,0.0,0.0
8426c99ffffffff,5.0,0.0,0.0
8426c9dffffffff,16.0,0.0,0.0
8426ca1ffffffff,4.0,0.0,0.0
8426ca7ffffffff,2.0,0.0,0.0
8426ca9ffffffff,1.0,0.0,0.0
8426cb5ffffffff,5.0,0.0,0.0
8426cb9ffffffff,19.0,0.0,0.0
8426cbdffffffff,8.0,0.0,0.0
8426cd1ffffffff,4.0,0.0,0.0
8426ce3ffffffff,2.0,0.0,0.0
8426ce7ffffffff,3.0,0.0,0.0
8426cebffffffff,1.0,0.0,0.0
8426cedffffffff,4.0,0.0,0.0
8426d15ffffffff,2.0,0.0,0.0
8426d31ffffffff,3.0,0.0,0.0
8426d35ffffffff,2.0,0.0,0.0
8426d39ffffffff,14.0,0.0,0.0
8426d3bffffffff,16.0,2.0,0.0
8426d95ffffffff,8.0,0.0,0.0
8426ddbffffffff,8.0,0.0,0.0
8426de7ffffffff,27.0,0.0,0.0
8426dedffffffff,5.0,0.0,0.0
8426e07ffffffff,7.0,0.0,0.0
8426e1bffffffff,2.0,0.0,0.0
8426e21ffffffff,6.0,0.0,0.0
8426e25ffffffff,59.0,0.0,0.0
8426e2dffffffff,61.0,0.0,0.0
8426e33ffffffff,4.0,0.0,0.0
8426e3dffffffff,5.0,0.0,0.0
8426e43ffffffff,7.0,0.0,0.0
8426e55ffffffff,4.0,0.0,0.0
8426e59ffffffff,1.0,0.0,0.0
8426e5bffffffff,26.0,0.0,0.0
8426e6dffffffff,1.0,0.0,0.0
8426e85ffffffff,2.0,0.0,0.0
8426e89ffffffff,2.0,0.0,0.0
8426e9dffffffff,15.0,0.0,0.0
8426ec9ffffffff,13.0,0.0,0.0
8426ecbffffffff,3.0,0.0,0.0
8426ed5ffffffff,5.0,0.0,0.0
8426ed7ffffffff,10.0,0.0,0.0
8426ee3ffffffff,2.0,0.0,0.0
8426f03ffffffff,1.0,0.0,0.0
8426f15ffffffff,2.0,0.0,0.0
8426f17ffffffff,1.0,0.0,0.0
8426f1bffffffff,10.0,0.0,0.0
8426f31ffffffff,4.0,0.0,0.0
8426f33ffffffff,1.0,0.0,0.0
8427437ffffffff,3.0,0.0,0.0
8427485ffffffff,29.0,0.0,0.0
842749dffffffff,12.0,0.0,0.0
84274b1ffffffff,21.0,0.0,0.0
84274b5ffffffff,28.0,3.0,0.0
8427539ffffffff,2.0,0.0,0.0
8427541ffffffff,5.0,1.0,0.0
8427581ffffffff,42.0,4.0,0.0
8427585ffffffff,5.0,0.0,0.0
842758bffffffff,20.0,0.0,0.0
8427591ffffffff,6.0,0.0,0.0
8427593ffffffff,16.0,0.0,0.0
8427599ffffffff,1.0,0.0,0.0
842759bffffffff,16.0,0.0,0.0
84275b5ffffffff,10.0,0.0,0.0
84275d1ffffffff,6.0,0.0,0.0
84275d3ffffffff,30.0,2.0,0.0
84275d5ffffffff,2.0,0.0,0.0
8427687ffffffff,4.0,0.0,0.0
84276b7ffffffff,10.0,0.0,0.0
84276bdffffffff,2.0,0.0,0.0
84278cbffffffff,2.0,0.0,0.0
8428303ffffffff,4.0,0.0,0.0
842830bffffffff,5.0,0.0,0.0
8429a0bffffffff,6.0,0.0,0.0
8429a6dffffffff,9.0,0.0,0.0
8429a8dffffffff,4.0,0.0,0.0
8429b29ffffffff,2.0,0.0,0.0
8429b69ffffffff,2.0,0.0,0.0
8429b6dffffffff,4.0,0.0,0.0
842a069ffffffff,9.0,0.0,0.0
842a103ffffffff,174.0,3.0,0.0
842a107ffffffff,18.0,0.0,0.0
842a10bffffffff,54.0,3.0,0.0
842a125ffffffff,9.0,0.0,0.0
842a127ffffffff,2.0,0.0,0.0
842a131ffffffff,7.0,0.0,0.0
842a133ffffffff,285.0,0.0,0.0
842a135ffffffff,12.0,0.0,0.0
842a139ffffffff,6.0,0.0,0.0
842a13dffffffff,25.0,0.0,0.0
842a141ffffffff,18.0,2.0,0.0
842a143ffffffff,2.0,0.0,0.0
842a149ffffffff,3.0,0.0,0.0
842a14bffffffff,30.0,0.0,0.0
842a14dffffffff,3.0,1.0,0.0
842a151ffffffff,1.0,0.0,0.0
842a155ffffffff,2.0,2.0,0.0
842a15dffffffff,9.0,0.0,0.0
842a161ffffffff,2.0,0.0,0.0
842a301ffffffff,4.0,0.0,0.0
842a307ffffffff,39.0,0.0,0.0
842a30dffffffff,40.0,1.0,0.0
842a311ffffffff,6.0,0.0,0.0
842a315ffffffff,2.0,0.0,0.0
842a317ffffffff,4.0,0.0,0.0
842a32dffffffff,2.0,0.0,0.0
842a331ffffffff,8.0,0.0,0.0
842a33bffffffff,1.0,0.0,0.0
842a347ffffffff,2.0,0.0,0.0
842a4c1ffffffff,29.0,0.0,0.0
842a803ffffffff,14.0,0.0,0.0
842a823ffffffff,1.0,0.0,0.0
842a865ffffffff,3.0,0.0,0.0
842a86bffffffff,9.0,0.0,0.0
842a883ffffffff,1.0,0.0,0.0
842a8adffffffff,8.0,1.0,0.0
842a8b1ffffffff,16.0,2.0,0.0
842a8b5ffffffff,9.0,0.0,0.0
842a8bbffffffff,16.0,2.0,0.0
842a8c5ffffffff,10.0,0.0,0.0
842a8d9ffffffff,11.0,0.0,0.0
842a8dbffffffff,4.0,0.0,0.0
842a8ddffffffff,2.0,0.0,0.0
842a901ffffffff,2.0,0.0,0.0
842a903ffffffff,2.0,0.0,0.0
842a907ffffffff,5.0,0.0,0.0
842a90dffffffff,1.0,0.0,0.0
842a925ffffffff,4.0,0.0,0.0
842a931ffffffff,7.0,0.0,0.0
842a935ffffffff,18.0,0.0,0.0
842a937ffffffff,2.0,0.0,0.0
842a939ffffffff,2.0,0.0,0.0
842a947ffffffff,10.0,0.0,0.0
842a949ffffffff,38.0,6.0,0.0
842a94dffffffff,6.0,0.0,0.0
842a951ffffffff,4.0,0.0,0.0
842a953ffffffff,14.0,0.0,0.0
842a957ffffffff,2.0,0.0,0.0
842a959ffffffff,37.0,0.0,0.0
842a963ffffffff,2.0,0.0,0.0
842a96dffffffff,12.0,0.0,0.0
842a997ffffffff,4.0,0.0,0.0
842a9adffffffff,5.0,0.0,0.0
842aa03ffffffff,18.0,3.0,0.0
842aa13ffffffff,2.0,0.0,0.0
842aa19ffffffff,1.0,0.0,0.0
842aa1bffffffff,2.0,0.0,0.0
842aa1dffffffff,9.0,0.0,0.0
842aa31ffffffff,6.0,0.0,0.0
842aa49ffffffff,4.0,2.0,0.0
842aa4bffffffff,100.0,41.0,0.0
842aa4dffffffff,10.0,2.0,0.0
842aa85ffffffff,38.0,0.0,0.0
842aa87ffffffff,5.0,0.0,0.0
842aa89ffffffff,15.0,0.0,0.0
842aa8dffffffff,85.0,2.0,0.0
842aa9bffffffff,6.0,0.0,0.0
842aaa1ffffffff,2.0,0.0,0.0
842aaa9ffffffff,11.0,0.0,0.0
842aaabffffffff,3.0,0.0,0.0
842aaadffffffff,4.0,0.0,0.0
842aab1ffffffff,3.0,0.0,0.0
842aabdffffffff,2.0,0.0,0.0
842aac3ffffffff,6.0,0.0,0.0
842aac5ffffffff,17.0,0.0,0.0
842aacbffffffff,53.0,0.0,0.0
842aacdffffffff,23.0,0.0,0.0
842aad1ffffffff,174.0,2.0,0.0
842aad3ffffffff,41.0,1.0,0.0
842aad5ffffffff,338.0,8.0,0.0
842aad7ffffffff,1.0,0.0,0.0
842aaddffffffff,11.0,0.0,0.0
842aae1ffffffff,13.0,0.0,0.0
842aae3ffffffff,6.0,0.0,0.0
842aae9ffffffff,8.0,0.0,0.0
842ab03ffffffff,12.0,0.0,0.0
842ab05ffffffff,3.0,0.0,0.0
842ab0dffffffff,6.0,0.0,0.0
842ab13ffffffff,2.0,0.0,0.0
842ab15ffffffff,12.0,0.0,0.0
842ab19ffffffff,1.0,0.0,0.0
842ab1dffffffff,2.0,0.0,0.0
842ab21ffffffff,11.0,0.0,0.0
842ab25ffffffff,29.0,0.0,0.0
842ab27ffffffff,20.0,0.0,0.0
842ab2bffffffff,65.0,0.0,0.0
842ab2dffffffff,138.0,0.0,0.0
842ab31ffffffff,9.0,0.0,0.0
842ab33ffffffff,68.0,0.0,0.0
842ab35ffffffff,23.0,0.0,0.0
842ab39ffffffff,6.0,0.0,0.0
842ab49ffffffff,38.0,0.0,0.0
842ab57ffffffff,6.0,0.0,0.0
842ab5dffffffff,55.0,0.0,0.0
842ab61ffffffff,16.0,0.0,0.0
842ad03ffffffff,7.0,0.0,0.0
842ad39ffffffff,2.0,0.0,0.0
842ad51ffffffff,2.0,0.0,0.0
842ad59ffffffff,4.0,2.0,0.0
842ad5dffffffff,2.0,0.0,0.0
842ad6dffffffff,7.0,0.0,0.0
842af01ffffffff,2.0,0.0,0.0
842af0dffffffff,7.0,0.0,0.0
842af17ffffffff,2.0,0.0,0.0
842af31ffffffff,23.0,2.0,0.0
842af37ffffffff,2.0,0.0,0.0
842af39ffffffff,2.0,0.0,0.0
842af63ffffffff,13.0,2.0,0.0
842af69ffffffff,15.0,1.0,0.0
842b003ffffffff,2.0,0.0,0.0
842b0cdffffffff,5.0,0.0,0.0
842b0e1ffffffff,17.0,0.0,0.0
842b143ffffffff,5.0,0.0,0.0
842b159ffffffff,14.0,0.0,0.0
842b167ffffffff,6.0,0.0,0.0
842b187ffffffff,10.0,0.0,0.0
842b199ffffffff,7.0,0.0,0.0
842b1a3ffffffff,43.0,0.0,0.0
842b89bffffffff,3.0,0.0,0.0
842b8a3ffffffff,1.0,0.0,0.0
842b8ddffffffff,47.0,0.0,0.0
842b8e7ffffffff,2.0,0.0,0.0
842b997ffffffff,2.0,0.0,0.0
842b9a7ffffffff,1.0,0.0,0.0
842b9b3ffffffff,300.0,0.0,0.0
842b9b5ffffffff,20.0,0.0,0.0
842b9b9ffffffff,19.0,0.0,0.0
842b9bbffffffff,13.0,0.0,0.0
842b9d3ffffffff,27.0,0.0,0.0
842b9d7ffffffff,4.0,0.0,0.0
842ba0dffffffff,5.0,0.0,0.0
842ba89ffffffff,57.0,0.0,0.0
842baa3ffffffff,2.0,0.0,0.0
842baa5ffffffff,112.0,0.0,0.0
842baadffffffff,51.0,0.0,0.0
842bae7ffffffff,2.0,0.0,0.0
8443a13ffffffff,3.0,0.0,0.0
8443ae5ffffffff,72.0,0.0,0.0
8444131ffffffff,3.0,2.0,0.0
8444135ffffffff,4.0,1.0,0.0
8444137ffffffff,5.0,0.0,0.0
8444161ffffffff,5.0,0.0,0.0
844416bffffffff,3.0,0.0,0.0
84441a1ffffffff,8.0,4.0,0.0
84441a3ffffffff,5.0,0.0,0.0
84441a5ffffffff,3.0,2.0,0.0
84441a7ffffffff,16.0,0.0,0.0
84441a9ffffffff,14.0,0.0,0.0
84441abffffffff,59.0,10.0,0.0
84441adffffffff,7.0,0.0,0.0
84441e5ffffffff,18.0,2.0,0.0
84441e7ffffffff,7.0,0.0,0.0
844432dffffffff,2.0,0.0,0.0
8444363ffffffff,4.0,0.0,0.0
8444401ffffffff,2.0,0.0,0.0
8444403ffffffff,3.0,0.0,0.0
8444409ffffffff,11.0,0.0,0.0
844440bffffffff,8.0,0.0,0.0
844440dffffffff,140.0,0.0,0.0
8444415ffffffff,4.0,0.0,0.0
8444419ffffffff,5.0,0.0,0.0
844442dffffffff,3.0,0.0,0.0
8444439ffffffff,7.0,0.0,0.0
8444441ffffffff,6.0,0.0,0.0
8444443ffffffff,12.0,0.0,0.0
8444447ffffffff,4.0,0.0,0.0
844444bffffffff,9.0,0.0,0.0
8444455ffffffff,9.0,0.0,0.0
8444457ffffffff,3.0,0.0,0.0
8444459ffffffff,106.0,0.0,0.0
844445dffffffff,107.0,0.0,0.0
8444463ffffffff,2.0,0.0,0.0
8444465ffffffff,40.0,0.0,0.0
8444467ffffffff,8.0,0.0,0.0
8444469ffffffff,3.0,0.0,0.0
844446bffffffff,3.0,0.0,0.0
844448bffffffff,6.0,0.0,0.0
8444499ffffffff,31.0,2.0,0.0
844449dffffffff,14.0,0.0,0.0
84444a7ffffffff,3.0,0.0,0.0
84444c1ffffffff,15.0,0.0,0.0
84444c3ffffffff,19.0,0.0,0.0
84444c9ffffffff,2.0,0.0,0.0
84444d5ffffffff,7.0,0.0,0.0
84444dbffffffff,29.0,0.0,0.0
84444e1ffffffff,2.0,0.0,0.0
84444ebffffffff,2.0,0.0,0.0
84444edffffffff,11.0,0.0,0.0
8444501ffffffff,59.0,0.0,0.0
8444505ffffffff,5.0,0.0,0.0
8444509ffffffff,40.0,0.0,0.0
844450dffffffff,10.0,2.0,0.0
8444527ffffffff,1.0,0.0,0.0
8444529ffffffff,293.0,6.0,0.0
844452dffffffff,10.0,0.0,0.0
8444539ffffffff,2.0,0.0,0.0
844453bffffffff,2.0,0.0,0.0
8444551ffffffff,4.0,0.0,0.0
8444555ffffffff,54.0,0.0,0.0
844455bffffffff,13.0,0.0,0.0
8444563ffffffff,18.0,0.0,0.0
8444599ffffffff,8.0,0.0,0.0
844459bffffffff,2.0,0.0,0.0
84445a5ffffffff,3.0,0.0,0.0
84445a9ffffffff,23.0,0.0,0.0
84445adffffffff,7.0,0.0,0.0
84445d9ffffffff,2.0,0.0,0.0
84445ddffffffff,5.0,0.0,0.0
8444633ffffffff,3.0,0.0,0.0
8444691ffffffff,2.0,0.0,0.0
8444693ffffffff,32.0,0.0,0.0
84446a7ffffffff,2.0,0.0,0.0
84446c1ffffffff,4.0,0.0,0.0
84446c3ffffffff,13.0,0.0,0.0
84446c5ffffffff,56.0,4.0,0.0
84446c7ffffffff,2.0,0.0,0.0
84446c9ffffffff,2.0,2.0,0.0
84446cbffffffff,8.0,0.0,0.0
84446cdffffffff,1.0,0.0,0.0
84446d3ffffffff,13.0,0.0,0.0
84446d9ffffffff,3.0,0.0,0.0
84446ddffffffff,14.0,2.0,0.0
84446e5ffffffff,18.0,0.0,0.0
84446e9ffffffff,18.0,4.0,0.0
84446ebffffffff,11.0,0.0,0.0
8444731ffffffff,5.0,0.0,0.0
8444733ffffffff,10.0,0.0,0.0
8444859ffffffff,2.0,0.0,0.0
8444a37ffffffff,26.0,0.0,0.0
8444a53ffffffff,4.0,0.0,0.0
8444a83ffffffff,1.0,0.0,0.0
8444a89ffffffff,8.0,0.0,0.0
8444a8dffffffff,2.0,0.0,0.0
8444a91ffffffff,4.0,0.0,0.0
8444a93ffffffff,28.0,6.0,0.0
8444a95ffffffff,16.0,0.0,0.0
8444a97ffffffff,2.0,0.0,0.0
8444a9bffffffff,2.0,0.0,0.0
8444ac3ffffffff,1.0,0.0,0.0
8444ac5ffffffff,5.0,0.0,0.0
8444ac9ffffffff,24.0,0.0,0.0
8444ad3ffffffff,34.0,4.0,0.0
8444ad5ffffffff,6.0,6.0,0.0
8444ad7ffffffff,4.0,0.0,0.0
8444ad9ffffffff,18.0,0.0,0.0
8444adbffffffff,9.0,0.0,0.0
8444ae9ffffffff,2.0,1.0,0.0
8444b57ffffffff,82.0,0.0,0.0
8444c0bffffffff,43.0,2.0,0.0
8444c13ffffffff,5.0,0.0,0.0
8444c15ffffffff,4.0,0.0,0.0
8444c17ffffffff,4.0,0.0,0.0
8444c19ffffffff,12.0,0.0,0.0
8444c1bffffffff,2.0,2.0,0.0
8444c21ffffffff,35.0,0.0,0.0
8444c25ffffffff,5.0,0.0,0.0
8444c27ffffffff,137.0,0.0,0.0
8444c2dffffffff,1.0,0.0,0.0
8444c3bffffffff,6.0,0.0,0.0
8444c41ffffffff,2.0,0.0,0.0
8444c43ffffffff,13.0,0.0,0.0
8444c4bffffffff,6.0,0.0,0.0
8444c4dffffffff,2.0,0.0,0.0
8444c55ffffffff,21.0,0.0,0.0
8444c5bffffffff,4.0,0.0,0.0
8444c5dffffffff,41.0,0.0,0.0
8444c61ffffffff,2.0,0.0,0.0
8444c65ffffffff,1.0,0.0,0.0
8444c67ffffffff,5.0,0.0,0.0
8444c87ffffffff,7.0,0.0,0.0
8444c89ffffffff,1.0,0.0,0.0
8444ca5ffffffff,2.0,0.0,0.0
8444cabffffffff,2.0,0.0,0.0
8444cbdffffffff,4.0,0.0,0.0
8444cc1ffffffff,2.0,0.0,0.0
8444ccdffffffff,4.0,0.0,0.0
8444cd1ffffffff,5.0,0.0,0.0
8444cd3ffffffff,4.0,0.0,0.0
8444ce9ffffffff,2.0,0.0,0.0
8444d0bffffffff,72.0,0.0,0.0
8444d19ffffffff,9.0,0.0,0.0
8444d23ffffffff,41.0,2.0,0.0
8444d2bffffffff,15.0,0.0,0.0
8444d37ffffffff,4.0,0.0,0.0
8444d3bffffffff,14.0,0.0,0.0
8444d51ffffffff,59.0,0.0,0.0
8444d55ffffffff,8.0,0.0,0.0
8444d5bffffffff,66.0,1.0,0.0
8444d5dffffffff,40.0,0.0,0.0
8444d99ffffffff,103.0,10.0,0.0
8444dabffffffff,5.0,0.0,0.0
8444db5ffffffff,2.0,0.0,0.0
8444dc5ffffffff,1.0,0.0,0.0
8444dc9ffffffff,1.0,0.0,0.0
8444dd3ffffffff,6.0,0.0,0.0
8444ddbffffffff,2.0,0.0,0.0
8444de9ffffffff,4.0,0.0,0.0
8444e01ffffffff,4.0,0.0,0.0
8444e03ffffffff,2.0,0.0,0.0
8444e05ffffffff,52.0,2.0,0.0
8444e07ffffffff,6.0,0.0,0.0
8444e19ffffffff,7.0,0.0,0.0
8444e21ffffffff,11.0,0.0,0.0
8444e29ffffffff,42.0,0.0,0.0
8444e2dffffffff,7.0,0.0,0.0
8444e31ffffffff,2.0,0.0,0.0
8444e33ffffffff,53.0,1.0,0.0
8444e35ffffffff,40.0,3.0,0.0
8444e37ffffffff,11.0,1.0,0.0
8444e39ffffffff,2.0,0.0,0.0
8444e3dffffffff,51.0,5.0,0.0
8444e51ffffffff,15.0,0.0,0.0
8444e55ffffffff,1.0,0.0,0.0
8444e5bffffffff,5.0,0.0,0.0
8444e63ffffffff,2.0,0.0,0.0
8444e83ffffffff,3.0,0.0,0.0
8444ec3ffffffff,4.0,0.0,0.0
8444ec7ffffffff,5.0,0.0,0.0
8444ed3ffffffff,5.0,0.0,0.0
8444ed7ffffffff,4.0,0.0,0.0
8444ed9ffffffff,2.0,0.0,0.0
8444eddffffffff,3.0,0.0,0.0
8444ee5ffffffff,2.0,0.0,0.0
8444eedffffffff,22.0,0.0,0.0
8444f05ffffffff,3.0,0.0,0.0
8444f07ffffffff,9.0,0.0,0.0
8444f09ffffffff,2.0,0.0,0.0
8444f1bffffffff,3.0,0.0,0.0
8444f1dffffffff,2.0,0.0,0.0
8444f31ffffffff,49.0,2.0,0.0
8444f41ffffffff,3.0,1.0,0.0
8444f43ffffffff,75.0,4.0,0.0
8444f4dffffffff,12.0,0.0,0.0
8444f55ffffffff,4.0,0.0,0.0
8444f57ffffffff,12.0,2.0,0.0
8444f59ffffffff,4.0,0.0,0.0
8444f5dffffffff,3.0,2.0,0.0
8444f63ffffffff,8.0,0.0,0.0
8444f69ffffffff,4.0,0.0,0.0
844505bffffffff,3.0,0.0,0.0
84450b1ffffffff,5.0,5.0,0.0
8445205ffffffff,1.0,0.0,0.0
8445215ffffffff,8.0,0.0,0.0
8445217ffffffff,8.0,0.0,0.0
844522bffffffff,6.0,0.0,0.0
844523bffffffff,2.0,0.0,0.0
8445249ffffffff,2.0,0.0,0.0
8445257ffffffff,5.0,0.0,0.0
84452a5ffffffff,4.0,0.0,0.0
84452a9ffffffff,3.0,0.0,0.0
84452adffffffff,103.0,0.0,0.0
84452c1ffffffff,8.0,0.0,0.0
84452c7ffffffff,3.0,0.0,0.0
84452d3ffffffff,1.0,1.0,0.0
84452e1ffffffff,2.0,0.0,0.0
84452e3ffffffff,9.0,0.0,0.0
84452e5ffffffff,12.0,0.0,0.0
84452e7ffffffff,26.0,0.0,0.0
84452ebffffffff,4.0,0.0,0.0
8445313ffffffff,3.0,0.0,0.0
84458c7ffffffff,1.0,0.0,0.0
8445a33ffffffff,4.0,0.0,0.0
8445b07ffffffff,2.0,0.0,0.0
84481a7ffffffff,6.0,0.0,0.0
84482a9ffffffff,2.0,0.0,0.0
84482adffffffff,360.0,0.0,0.0
8448363ffffffff,4.0,0.0,0.0
8448369ffffffff,10.0,0.0,0.0
8448815ffffffff,1.0,0.0,0.0
8448821ffffffff,2.0,2.0,0.0
8448825ffffffff,3.0,0.0,0.0
8448827ffffffff,2.0,0.0,0.0
8448853ffffffff,2.0,0.0,0.0
844886bffffffff,7.0,0.0,0.0
844889bffffffff,6.0,0.0,0.0
84488b3ffffffff,13.0,0.0,0.0
84488b7ffffffff,2.0,2.0,0.0
84488e9ffffffff,4.0,0.0,0.0
84488edffffffff,2.0,0.0,0.0
8448903ffffffff,4.0,0.0,0.0
844890bffffffff,42.0,0.0,0.0
8448915ffffffff,2.0,0.0,0.0
8448919ffffffff,1.0,0.0,0.0
8448923ffffffff,5.0,0.0,0.0
8448927ffffffff,1.0,0.0,0.0
8448931ffffffff,2.0,0.0,0.0
8448933ffffffff,2.0,0.0,0.0
8448935ffffffff,6.0,2.0,0.0
844893dffffffff,3.0,0.0,0.0
8448951ffffffff,6.0,0.0,0.0
8448953ffffffff,15.0,6.0,0.0
8448955ffffffff,4.0,0.0,0.0
8448959ffffffff,10.0,0.0,0.0
8448981ffffffff,4.0,0.0,0.0
8448983ffffffff,27.0,0.0,0.0
8448985ffffffff,5.0,0.0,0.0
844898dffffffff,5.0,0.0,0.0
84489a9ffffffff,14.0,0.0,0.0
84489abffffffff,3.0,0.0,0.0
84489b3ffffffff,2.0,0.0,0.0
84489b7ffffffff,12.0,0.0,0.0
84489c3ffffffff,3.0,3.0,0.0
84489c5ffffffff,4.0,0.0,0.0
84489c7ffffffff,8.0,0.0,0.0
84489c9ffffffff,3.0,3.0,0.0
84489e1ffffffff,1.0,0.0,0.0
84489e3ffffffff,58.0,0.0,0.0
84489e9ffffffff,7.0,0.0,0.0
84489ebffffffff,19.0,0.0,0.0
8448a21ffffffff,1.0,0.0,0.0
8448ab3ffffffff,2.0,0.0,0.0
8448ab7ffffffff,2.0,0.0,0.0
8448b15ffffffff,1.0,0.0,0.0
8448b1dffffffff,1.0,1.0,0.0
