cell_id,Myiopsitta monachus,Myiopsitta monachus [monachus Group],Myiopsitta monachus luchsi
84194adffffffff,2.0,0.0,0.0
841969bffffffff,2.0,0.0,0.0
841e06bffffffff,7.0,0.0,0.0
841e805ffffffff,9.0,9.0,0.0
841fb47ffffffff,2.0,0.0,0.0
8426409ffffffff,3.0,0.0,0.0
842659bffffffff,1.0,0.0,0.0
8426641ffffffff,17.0,0.0,0.0
842664dffffffff,15.0,0.0,0.0
8426c83ffffffff,2.0,0.0,0.0
8426de7ffffffff,4.0,0.0,0.0
8426dedffffffff,3.0,2.0,0.0
8427593ffffffff,38.0,0.0,0.0
8427597ffffffff,2.0,0.0,0.0
8427599ffffffff,2.0,0.0,0.0
842759bffffffff,6.0,0.0,0.0
8428d51ffffffff,1.0,0.0,0.0
8428d67ffffffff,2.0,0.0,0.0
8428f01ffffffff,4.0,0.0,0.0
8428f07ffffffff,23.0,0.0,0.0
8429a01ffffffff,3.0,0.0,0.0
8429a1dffffffff,1.0,0.0,0.0
8429a4dffffffff,11.0,1.0,0.0
8429a6dffffffff,3.0,0.0,0.0
842a101ffffffff,265.0,4.0,0.0
842a103ffffffff,101.0,16.0,0.0
842a105ffffffff,4.0,0.0,0.0
842a107ffffffff,86.0,1.0,0.0
842a109ffffffff,29.0,18.0,0.0
842a10bffffffff,65.0,2.0,0.0
842a10dffffffff,2.0,0.0,0.0
842a127ffffffff,2.0,0.0,0.0
842a135ffffffff,2.0,0.0,0.0
842a139ffffffff,23.0,0.0,0.0
842a141ffffffff,1.0,0.0,0.0
842a143ffffffff,7.0,4.0,0.0
842a14bffffffff,32.0,0.0,0.0
842a151ffffffff,1.0,0.0,0.0
842a157ffffffff,1.0,0.0,0.0
842a303ffffffff,93.0,4.0,0.0
842a307ffffffff,44.0,2.0,0.0
842a331ffffffff,5.0,0.0,0.0
842a363ffffffff,2.0,0.0,0.0
842a8ebffffffff,2.0,0.0,0.0
842aa41ffffffff,9.0,0.0,0.0
842aa53ffffffff,2.0,0.0,0.0
842aa85ffffffff,12.0,0.0,0.0
842aaabffffffff,1.0,0.0,0.0
842aac5ffffffff,2.0,0.0,0.0
842aad3ffffffff,4.0,1.0,0.0
842aaddffffffff,1.0,0.0,0.0
842ab27ffffffff,2.0,0.0,0.0
842ad03ffffffff,25.0,0.0,0.0
842ad35ffffffff,2.0,0.0,0.0
842af61ffffffff,9.0,0.0,0.0
842af63ffffffff,4.0,0.0,0.0
842b891ffffffff,2.0,0.0,0.0
842b893ffffffff,1.0,0.0,0.0
842b993ffffffff,18.0,0.0,0.0
842db2dffffffff,4.0,0.0,0.0
8439003ffffffff,28.0,0.0,0.0
843903dffffffff,18.0,0.0,0.0
84390c1ffffffff,1.0,0.0,0.0
8439195ffffffff,2.0,1.0,0.0
84391abffffffff,2.0,0.0,0.0
84391d1ffffffff,4.0,0.0,0.0
8439211ffffffff,3.0,0.0,0.0
8439221ffffffff,16.0,0.0,0.0
843922bffffffff,2.0,0.0,0.0
84392d9ffffffff,2.0,0.0,0.0
8439337ffffffff,6.0,0.0,0.0
8439441ffffffff,1.0,1.0,0.0
8439447ffffffff,19.0,15.0,0.0
8439541ffffffff,5.0,3.0,0.0
8439749ffffffff,2.0,0.0,0.0
8439769ffffffff,13.0,0.0,0.0
843e68dffffffff,9.0,0.0,0.0
8441a55ffffffff,23.0,0.0,0.0
8444133ffffffff,1.0,0.0,0.0
84441a3ffffffff,1.0,0.0,0.0
84441a9ffffffff,31.0,3.0,0.0
84441abffffffff,7.0,7.0,0.0
84441e7ffffffff,25.0,2.0,0.0
8444461ffffffff,4.0,0.0,0.0
8444465ffffffff,22.0,0.0,0.0
8444469ffffffff,1.0,0.0,0.0
8444633ffffffff,2.0,0.0,0.0
84446c1ffffffff,2.0,0.0,0.0
84446c5ffffffff,3.0,0.0,0.0
84446c7ffffffff,2.0,0.0,0.0
84446cbffffffff,4.0,0.0,0.0
84446cdffffffff,6.0,6.0,0.0
84446edffffffff,2.0,0.0,0.0
844484bffffffff,4.0,0.0,0.0
8444a19ffffffff,3.0,0.0,0.0
8444a37ffffffff,296.0,0.0,0.0
8444a81ffffffff,1.0,0.0,0.0
8444a83ffffffff,2.0,0.0,0.0
8444a8bffffffff,2.0,0.0,0.0
8444a91ffffffff,20.0,0.0,0.0
8444a93ffffffff,3.0,0.0,0.0
8444a9dffffffff,2.0,0.0,0.0
8444ab9ffffffff,2.0,0.0,0.0
8444ad3ffffffff,2.0,0.0,0.0
8444ad9ffffffff,2.0,0.0,0.0
8444aebffffffff,1.0,0.0,0.0
8444d55ffffffff,3.0,0.0,0.0
8444d97ffffffff,2.0,0.0,0.0
8444de9ffffffff,1.0,0.0,0.0
8444e35ffffffff,29.0,0.0,0.0
8444f05ffffffff,29.0,0.0,0.0
8444f49ffffffff,2.0,0.0,0.0
8444f63ffffffff,2.0,0.0,0.0
8444f69ffffffff,1.0,0.0,0.0
8445749ffffffff,6.0,0.0,0.0
8445a33ffffffff,3.0,0.0,0.0
84480ddffffffff,2.0,0.0,0.0
8448147ffffffff,7.0,5.0,0.0
84482a9ffffffff,2.0,0.0,0.0
84482adffffffff,31.0,0.0,0.0
844833bffffffff,6.0,0.0,0.0
8448369ffffffff,2.0,0.0,0.0
8448597ffffffff,1.0,0.0,0.0
84485bbffffffff,73.0,3.0,0.0
8448715ffffffff,1.0,0.0,0.0
8448733ffffffff,32.0,0.0,0.0
844880dffffffff,38.0,2.0,0.0
8448865ffffffff,2.0,0.0,0.0
8448869ffffffff,4.0,0.0,0.0
8448907ffffffff,8.0,0.0,0.0
844890bffffffff,2.0,0.0,0.0
8448923ffffffff,1.0,0.0,0.0
8448951ffffffff,27.0,2.0,0.0
8448955ffffffff,3.0,0.0,0.0
8448987ffffffff,1.0,0.0,0.0
84489e3ffffffff,6.0,0.0,0.0
84489ebffffffff,9.0,0.0,0.0
8448a21ffffffff,5.0,0.0,0.0
8448b2bffffffff,43.0,4.0,0.0
8448b39ffffffff,141.0,9.0,0.0
8448b3dffffffff,6.0,0.0,0.0
8448c35ffffffff,5.0,0.0,0.0
8448c61ffffffff,18.0,2.0,0.0
8448c6dffffffff,4.0,0.0,0.0
8448d65ffffffff,1.0,0.0,0.0
