cell_id,Myiopsitta monachus,Myiopsitta monachus [monachus Group],Myiopsitta monachus luchsi
8448d89ffffffff,5.0,0.0,0.0
8448e35ffffffff,1.0,0.0,0.0
8448e5bffffffff,1.0,0.0,0.0
8448e95ffffffff,1.0,0.0,0.0
8448ebbffffffff,45.0,0.0,0.0
8448eedffffffff,4.0,0.0,0.0
84498b9ffffffff,5.0,0.0,0.0
84498c9ffffffff,2.0,0.0,0.0
8449907ffffffff,1.0,0.0,0.0
844994bffffffff,3.0,0.0,0.0
8449951ffffffff,3.0,0.0,0.0
8449959ffffffff,16.0,2.0,0.0
844995bffffffff,16.0,0.0,0.0
8449963ffffffff,4.0,0.0,0.0
8449965ffffffff,18.0,0.0,0.0
8449aa3ffffffff,1.0,0.0,0.0
8449ab5ffffffff,2.0,0.0,0.0
8449b03ffffffff,3.0,0.0,0.0
8449b33ffffffff,35.0,0.0,0.0
8449b37ffffffff,53.0,0.0,0.0
8449b55ffffffff,2.0,0.0,0.0
844ba0bffffffff,4.0,0.0,0.0
844bb53ffffffff,2.0,0.0,0.0
844cc57ffffffff,1.0,0.0,0.0
844cc59ffffffff,3.0,3.0,0.0
844cc5dffffffff,2.0,2.0,0.0
844ce81ffffffff,2.0,0.0,0.0
844ce85ffffffff,7.0,0.0,0.0
844ceadffffffff,17.0,0.0,0.0
844cee7ffffffff,6.0,2.0,0.0
845536dffffffff,1.0,1.0,0.0
8465263ffffffff,13.0,0.0,0.0
846526bffffffff,19.0,0.0,0.0
846d231ffffffff,5.0,0.0,0.0
846d32bffffffff,3.0,0.0,0.0
846d341ffffffff,2.0,0.0,0.0
846d34dffffffff,30.0,0.0,0.0
848b20bffffffff,11.0,0.0,8.0
848b259ffffffff,2.0,0.0,2.0
84a80c3ffffffff,1.0,0.0,0.0
84a8115ffffffff,2.0,0.0,0.0
84a811dffffffff,8.0,0.0,0.0
84a8599ffffffff,1.0,0.0,0.0
84a865bffffffff,2.0,0.0,0.0
84a9187ffffffff,2.0,0.0,0.0
84a92c5ffffffff,1.0,0.0,0.0
84a92e1ffffffff,1.0,0.0,0.0
84a9439ffffffff,2.0,0.0,0.0
84a94e3ffffffff,3.0,0.0,0.0
84a9611ffffffff,6.0,0.0,0.0
84a9613ffffffff,73.0,0.0,0.0
84a9617ffffffff,53.0,0.0,0.0
84a9619ffffffff,39.0,0.0,0.0
84a9653ffffffff,31.0,0.0,0.0
84a965bffffffff,2.0,0.0,0.0
84a96c1ffffffff,3.0,0.0,0.0
84a96c5ffffffff,4.0,0.0,0.0
84a96d9ffffffff,3.0,0.0,0.0
84a96e9ffffffff,3.0,0.0,0.0
84b2015ffffffff,20.0,0.0,0.0
84b2191ffffffff,2.0,0.0,0.0
84b21bbffffffff,4.0,0.0,0.0
84b2261ffffffff,16.0,0.0,0.0
84b2437ffffffff,1.0,1.0,0.0
84b248bffffffff,77.0,0.0,0.0
84b2491ffffffff,2.0,0.0,0.0
84b2493ffffffff,9.0,0.0,0.0
84b2495ffffffff,4.0,0.0,0.0
84b2497ffffffff,5.0,0.0,0.0
84b2499ffffffff,66.0,0.0,0.0
84b249bffffffff,28.0,0.0,0.0
84b249dffffffff,61.0,0.0,0.0
84b24b3ffffffff,2.0,0.0,0.0
84b24b9ffffffff,8.0,0.0,0.0
84b24bbffffffff,9.0,0.0,0.0
84b24c3ffffffff,2.0,0.0,0.0
84b24c5ffffffff,1.0,0.0,0.0
84b24c9ffffffff,1.0,0.0,0.0
84b24d1ffffffff,432.0,0.0,0.0
84b24d3ffffffff,510.0,0.0,0.0
84b24d5ffffffff,27.0,0.0,0.0
84b24d7ffffffff,69.0,0.0,0.0
84b24d9ffffffff,40.0,0.0,0.0
84b24dbffffffff,663.0,0.0,0.0
84b24ddffffffff,10.0,0.0,0.0
84b2613ffffffff,15.0,0.0,0.0
84b261bffffffff,2.0,0.0,0.0
84b2681ffffffff,4.0,0.0,0.0
84b2683ffffffff,4.0,0.0,0.0
84b2687ffffffff,12.0,0.0,0.0
84b2689ffffffff,5.0,0.0,0.0
84b268bffffffff,29.0,0.0,0.0
84b268dffffffff,4.0,0.0,0.0
84b2691ffffffff,37.0,0.0,0.0
84b2693ffffffff,28.0,0.0,0.0
84b2695ffffffff,13.0,0.0,0.0
84b2697ffffffff,8.0,0.0,0.0
84b2699ffffffff,3.0,0.0,0.0
84b269bffffffff,11.0,0.0,0.0
84b269dffffffff,24.0,0.0,0.0
84b26a1ffffffff,2.0,0.0,0.0
84b26a3ffffffff,5.0,0.0,0.0
84b26a9ffffffff,1.0,0.0,0.0
84b26abffffffff,4.0,0.0,0.0
84b26b1ffffffff,31.0,0.0,0.0
84b26b3ffffffff,22.0,0.0,0.0
84b26b5ffffffff,2.0,0.0,0.0
84b26b7ffffffff,3.0,0.0,0.0
84b26b9ffffffff,30.0,0.0,0.0
84b26bbffffffff,7.0,0.0,0.0
84b26bdffffffff,116.0,0.0,0.0
84b26c3ffffffff,2.0,0.0,0.0
84b26c5ffffffff,2.0,0.0,0.0
84b26c9ffffffff,1.0,0.0,0.0
84b26d1ffffffff,11.0,0.0,0.0
84b26d5ffffffff,2.0,0.0,0.0
84b26d7ffffffff,100.0,0.0,0.0
84b26d9ffffffff,1.0,0.0,0.0
84b26dbffffffff,1.0,0.0,0.0
84b26ddffffffff,22.0,0.0,0.0
84b26e3ffffffff,3.0,0.0,0.0
84b270dffffffff,2.0,0.0,0.0
84b2c1dffffffff,3.0,0.0,0.0
84b2c45ffffffff,2.0,0.0,0.0
84b2c51ffffffff,2.0,0.0,0.0
84b2c55ffffffff,2.0,0.0,0.0
84b2c57ffffffff,2.0,0.0,0.0
84b2d9dffffffff,1.0,0.0,0.0
84b2dd9ffffffff,3.0,0.0,0.0
84b2e29ffffffff,2.0,0.0,0.0
84b2e2bffffffff,1.0,0.0,0.0
84b2ec5ffffffff,3.0,3.0,0.0
84b2ecdffffffff,3.0,3.0,0.0
84b30b5ffffffff,1.0,0.0,0.0
84b3199ffffffff,2.0,0.0,0.0
84b32dbffffffff,3.0,0.0,2.0
84b342bffffffff,1.0,0.0,0.0
84b35e9ffffffff,13.0,0.0,0.0
84b368bffffffff,4.0,0.0,0.0
84c21bbffffffff,2.0,0.0,0.0
84c2c19ffffffff,2.0,0.0,0.0
84c2c1dffffffff,3.0,0.0,0.0
84c2c53ffffffff,43.0,4.0,0.0
84c2c5bffffffff,24.0,4.0,0.0
84c2c91ffffffff,40.0,0.0,0.0
84c2c93ffffffff,13.0,0.0,0.0
84c2c95ffffffff,4.0,0.0,0.0
84c2c97ffffffff,63.0,0.0,0.0
84c2c99ffffffff,162.0,0.0,0.0
84c2c9bffffffff,7.0,0.0,0.0
84c2cbbffffffff,3.0,0.0,0.0
84c2cd3ffffffff,361.0,0.0,0.0
84c2cdbffffffff,3.0,0.0,0.0
84c2d05ffffffff,4.0,0.0,0.0
84c2d09ffffffff,2.0,0.0,0.0
84c2d37ffffffff,3.0,0.0,0.0
84c2d43ffffffff,2.0,0.0,0.0
84c2d4bffffffff,2.0,0.0,0.0
84c2d6bffffffff,2.0,0.0,0.0
84c2e07ffffffff,4.0,3.0,0.0
84c2e33ffffffff,2.0,0.0,0.0
84c2e93ffffffff,4.0,0.0,0.0
84c2e95ffffffff,5.0,0.0,0.0
84c2e97ffffffff,8.0,0.0,0.0
84c2e99ffffffff,73.0,0.0,0.0
84c2e9bffffffff,2.0,0.0,0.0
84c2e9dffffffff,2.0,0.0,0.0
84c2eb9ffffffff,11.0,0.0,0.0
84c2ebbffffffff,57.0,0.0,0.0
84c2f15ffffffff,2.0,0.0,0.0
84c2f33ffffffff,6.0,0.0,0.0
84c2f35ffffffff,2.0,0.0,0.0
84c2f37ffffffff,26.0,0.0,0.0
84c2f39ffffffff,7.0,0.0,0.0
84c3487ffffffff,3.0,0.0,0.0
84c34b7ffffffff,4.0,0.0,0.0
84c34bdffffffff,37.0,0.0,0.0
84ce8a9ffffffff,15.0,0.0,0.0
84cfa47ffffffff,4.0,0.0,0.0
