cell_id,Picoides dorsalis,Picoides dorsalis dorsalis,Picoides dorsalis fasciatus,Picoides dorsalis bacatus
830c46fffffffff,2.0,0.0,0.0,0.0
830c50fffffffff,1.0,0.0,0.0,0.0
830c51fffffffff,8.0,0.0,0.0,0.0
830c55fffffffff,3.0,0.0,0.0,0.0
830c5afffffffff,3.0,0.0,0.0,0.0
830c71fffffffff,2.0,0.0,0.0,0.0
830c73fffffffff,67.0,0.0,2.0,0.0
830cecfffffffff,6.0,0.0,2.0,0.0
830d53fffffffff,1.0,0.0,0.0,0.0
830e45fffffffff,4.0,0.0,0.0,0.0
830e4afffffffff,11.0,0.0,0.0,0.0
830e4bfffffffff,4.0,0.0,0.0,0.0
830e61fffffffff,2.0,0.0,0.0,0.0
830e62fffffffff,3.0,0.0,0.0,0.0
830e6afffffffff,2.0,0.0,0.0,0.0
830ec8fffffffff,2.0,0.0,0.0,0.0
830ec9fffffffff,2.0,0.0,0.0,2.0
830ecbfffffffff,2.0,0.0,0.0,0.0
830eccfffffffff,11.0,0.0,0.0,0.0
830ed8fffffffff,1.0,0.0,0.0,0.0
830ed9fffffffff,8.0,0.0,0.0,0.0
831230fffffffff,1.0,0.0,0.0,0.0
831259fffffffff,7.0,0.0,0.0,0.0
83128efffffffff,3.0,0.0,0.0,0.0
8312b4fffffffff,2.0,0.0,0.0,0.0
8312c0fffffffff,4.0,0.0,2.0,0.0
8312c1fffffffff,1.0,0.0,0.0,0.0
8312c3fffffffff,2.0,0.0,0.0,0.0
8312c4fffffffff,2.0,0.0,2.0,0.0
8312cafffffffff,6.0,1.0,0.0,0.0
8312cbfffffffff,6.0,4.0,0.0,0.0
8312ccfffffffff,2.0,0.0,0.0,0.0
8312cefffffffff,2.0,0.0,0.0,0.0
8312d2fffffffff,2.0,0.0,0.0,0.0
8312d3fffffffff,3.0,0.0,0.0,0.0
8312d6fffffffff,2.0,0.0,0.0,0.0
8312d8fffffffff,5.0,0.0,0.0,0.0
8312d9fffffffff,1.0,0.0,0.0,0.0
8312dafffffffff,1.0,0.0,0.0,0.0
8312dbfffffffff,2.0,0.0,0.0,0.0
8312ddfffffffff,10.0,0.0,0.0,0.0
831393fffffffff,2.0,0.0,0.0,0.0
831aa6fffffffff,5.0,0.0,0.0,0.0
831b9afffffffff,1.0,0.0,0.0,0.0
831b9efffffffff,2.0,0.0,0.0,0.0
831d24fffffffff,4.0,0.0,0.0,0.0
832612fffffffff,4.0,0.0,0.0,0.0
832680fffffffff,2.0,0.0,0.0,0.0
832681fffffffff,45.0,15.0,0.0,0.0
832685fffffffff,3.0,0.0,0.0,0.0
832688fffffffff,9.0,0.0,0.0,0.0
83268bfffffffff,3.0,0.0,0.0,0.0
83268cfffffffff,2.0,2.0,0.0,0.0
83268efffffffff,24.0,3.0,0.0,0.0
832690fffffffff,33.0,2.0,0.0,0.0
832692fffffffff,19.0,0.0,0.0,0.0
832694fffffffff,49.0,6.0,0.0,0.0
832695fffffffff,6.0,0.0,0.0,0.0
832696fffffffff,67.0,11.0,0.0,0.0
832698fffffffff,36.0,0.0,0.0,0.0
832699fffffffff,2.0,0.0,0.0,0.0
83269efffffffff,10.0,2.0,0.0,0.0
8326a5fffffffff,26.0,0.0,0.0,0.0
8326d4fffffffff,1.0,0.0,0.0,0.0
832708fffffffff,21.0,0.0,0.0,9.0
832709fffffffff,501.0,0.0,0.0,36.0
83270afffffffff,4.0,0.0,0.0,2.0
83270bfffffffff,4.0,0.0,0.0,0.0
83270dfffffffff,1.0,0.0,0.0,0.0
83270efffffffff,14.0,0.0,0.0,2.0
832716fffffffff,3.0,0.0,0.0,0.0
832746fffffffff,3.0,0.0,0.0,0.0
832754fffffffff,25.0,0.0,0.0,0.0
832756fffffffff,13.0,0.0,0.0,9.0
832763fffffffff,1.0,0.0,0.0,0.0
832765fffffffff,5.0,0.0,0.0,4.0
832766fffffffff,2.0,0.0,0.0,0.0
832770fffffffff,8.0,0.0,0.0,2.0
832771fffffffff,5.0,0.0,0.0,0.0
832772fffffffff,14.0,0.0,0.0,5.0
83278bfffffffff,13.0,0.0,0.0,0.0
83279afffffffff,3.0,3.0,0.0,0.0
8327b0fffffffff,2.0,0.0,0.0,0.0
8327b2fffffffff,2.0,0.0,0.0,0.0
83281afffffffff,27.0,0.0,1.0,0.0
83281efffffffff,59.0,0.0,6.0,0.0
832881fffffffff,6.0,0.0,0.0,0.0
832883fffffffff,3.0,0.0,0.0,0.0
832884fffffffff,4.0,0.0,0.0,0.0
83288efffffffff,4.0,0.0,2.0,0.0
832892fffffffff,2.0,0.0,0.0,0.0
832898fffffffff,2.0,0.0,0.0,0.0
832899fffffffff,2.0,0.0,0.0,0.0
83289cfffffffff,2.0,2.0,0.0,0.0
83289dfffffffff,4.0,0.0,0.0,0.0
8328a9fffffffff,162.0,0.0,2.0,0.0
8328b6fffffffff,13.0,3.0,0.0,0.0
8328c2fffffffff,6.0,0.0,0.0,0.0
8328d2fffffffff,38.0,0.0,1.0,0.0
8328d3fffffffff,65.0,0.0,3.0,0.0
8328d4fffffffff,90.0,0.0,7.0,0.0
8328d9fffffffff,38.0,0.0,0.0,0.0
8328defffffffff,1.0,0.0,0.0,0.0
8328f2fffffffff,7.0,0.0,0.0,0.0
8328f6fffffffff,8.0,0.0,0.0,0.0
832990fffffffff,10.0,0.0,0.0,0.0
832994fffffffff,2.0,2.0,0.0,0.0
8329b2fffffffff,5.0,3.0,0.0,0.0
832a33fffffffff,2.0,0.0,0.0,0.0
832b10fffffffff,5.0,0.0,0.0,0.0
832b12fffffffff,1.0,0.0,0.0,0.0
832b13fffffffff,49.0,0.0,0.0,5.0
832b16fffffffff,16.0,0.0,0.0,0.0
832b31fffffffff,2.0,0.0,0.0,0.0
832b32fffffffff,3.0,0.0,0.0,0.0
832b80fffffffff,3.0,0.0,0.0,0.0
832b81fffffffff,13.0,0.0,0.0,0.0
832b82fffffffff,3.0,0.0,0.0,0.0
832b83fffffffff,80.0,0.0,0.0,3.0
832b84fffffffff,6.0,0.0,0.0,0.0
832b85fffffffff,9.0,0.0,0.0,0.0
832b88fffffffff,8.0,0.0,0.0,0.0
832b8cfffffffff,3.0,0.0,0.0,0.0
832b90fffffffff,1.0,0.0,0.0,0.0
