cell_id,Picoides dorsalis,Picoides dorsalis dorsalis,Picoides dorsalis fasciatus,Picoides dorsalis bacatus
832b96fffffffff,10.0,0.0,0.0,0.0
832b99fffffffff,4.0,0.0,0.0,0.0
832b9cfffffffff,9.0,0.0,0.0,0.0
832b9dfffffffff,1.0,0.0,0.0,0.0
832b9efffffffff,2.0,0.0,0.0,0.0
832ba0fffffffff,2.0,0.0,0.0,0.0
832ba1fffffffff,3.0,0.0,0.0,0.0
832ba4fffffffff,1.0,0.0,0.0,0.0
832ba5fffffffff,2.0,0.0,0.0,0.0
832ba8fffffffff,1.0,0.0,0.0,0.0
832baafffffffff,25.0,0.0,0.0,0.0
832babfffffffff,2.0,0.0,0.0,0.0
832bacfffffffff,2.0,0.0,0.0,0.0
832baefffffffff,1.0,0.0,0.0,0.0
8348c0fffffffff,11.0,0.0,0.0,0.0
8348c1fffffffff,5.0,3.0,0.0,0.0
8348c2fffffffff,3.0,1.0,0.0,0.0
8348c3fffffffff,7.0,2.0,0.0,0.0
8348c9fffffffff,3.0,3.0,0.0,0.0
8348cafffffffff,3.0,3.0,0.0,0.0
8348ccfffffffff,2.0,0.0,0.0,0.0
8348d1fffffffff,2.0,0.0,0.0,0.0
8348d8fffffffff,5.0,1.0,0.0,0.0
8348dafffffffff,14.0,2.0,0.0,0.0
