cell_id,Rhipidura cockerelli,Rhipidura cockerelli [cockerelli Group],Rhipidura cockerelli lavellae,Rhipidura cockerelli albina
827687fffffffff,20.0,0.0,0.0,0.0
82769ffffffffff,78.0,0.0,0.0,0.0
829edffffffffff,12.0,0.0,0.0,0.0
