cell_id,Corypha africana,Corypha africana [africana Group],Corypha africana tropicalis
837a68fffffffff,12.0,4.0,0.0
83bc89fffffffff,1.0,0.0,0.0
83bcc2fffffffff,4.0,0.0,0.0
83bcd6fffffffff,1.0,1.0,0.0
83bcddfffffffff,6.0,3.0,0.0
