cell_id,Larus canus,Larus canus canus,Larus canus heinei,Larus canus kamtschatschensis
830120fffffffff,4.0,2.0,0.0,0.0
830121fffffffff,2.0,0.0,0.0,0.0
830122fffffffff,9.0,0.0,0.0,0.0
830123fffffffff,6.0,0.0,0.0,0.0
830124fffffffff,7.0,0.0,0.0,0.0
830125fffffffff,7.0,4.0,0.0,0.0
830126fffffffff,40.0,6.0,0.0,0.0
830130fffffffff,285.0,65.0,0.0,0.0
830131fffffffff,125.0,15.0,0.0,0.0
830134fffffffff,25.0,0.0,0.0,0.0
830135fffffffff,788.0,139.0,0.0,0.0
830741fffffffff,15.0,7.0,0.0,0.0
830742fffffffff,137.0,77.0,0.0,0.0
830743fffffffff,127.0,18.0,0.0,0.0
830744fffffffff,11.0,4.0,0.0,0.0
830745fffffffff,40.0,17.0,0.0,0.0
830746fffffffff,254.0,114.0,0.0,0.0
83074efffffffff,47.0,12.0,0.0,0.0
830751fffffffff,5.0,0.0,0.0,0.0
830755fffffffff,50.0,10.0,0.0,0.0
830758fffffffff,42.0,8.0,0.0,0.0
83075cfffffffff,48.0,15.0,0.0,0.0
83075dfffffffff,514.0,166.0,0.0,0.0
83075efffffffff,25.0,6.0,0.0,0.0
830762fffffffff,32.0,25.0,0.0,0.0
830763fffffffff,64.0,28.0,0.0,0.0
830770fffffffff,8.0,5.0,0.0,0.0
830771fffffffff,11.0,5.0,0.0,0.0
830773fffffffff,275.0,193.0,0.0,0.0
830774fffffffff,1.0,0.0,0.0,0.0
830775fffffffff,14.0,2.0,0.0,0.0
830802fffffffff,26.0,5.0,0.0,0.0
830803fffffffff,3.0,0.0,0.0,0.0
830805fffffffff,6.0,0.0,0.0,0.0
830806fffffffff,88.0,0.0,0.0,0.0
830810fffffffff,44.0,14.0,0.0,0.0
830811fffffffff,21.0,14.0,0.0,0.0
830812fffffffff,38.0,1.0,0.0,0.0
830813fffffffff,23.0,11.0,0.0,0.0
830814fffffffff,12.0,4.0,0.0,0.0
830815fffffffff,397.0,15.0,0.0,0.0
830816fffffffff,9.0,1.0,0.0,0.0
830818fffffffff,2.0,2.0,0.0,0.0
830819fffffffff,13.0,8.0,0.0,0.0
83081bfffffffff,2.0,2.0,0.0,0.0
83081dfffffffff,16.0,0.0,0.0,0.0
83081efffffffff,24.0,0.0,0.0,0.0
830828fffffffff,7.0,2.0,0.0,0.0
830829fffffffff,19.0,2.0,0.0,0.0
83082afffffffff,6.0,2.0,0.0,0.0
