cell_id,Cistothorus palustris,Cistothorus palustris [paludicola Group],Cistothorus palustris [plesius Group],Cistothorus palustris [palustris Group],Cistothorus palustris griseus,Cistothorus palustris tolucensis
8412aa3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412aabffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412ab5ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8412ad7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c01ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412c05ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8412c07ffffffff,159.0,0.0,0.0,0.0,0.0,0.0
8412c11ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412c13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c1bffffffff,36.0,0.0,0.0,0.0,0.0,0.0
8412c1dffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8412c21ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412c33ffffffff,71.0,0.0,0.0,0.0,0.0,0.0
8412c39ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
8412c3bffffffff,79.0,0.0,0.0,0.0,0.0,0.0
8412c49ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c85ffffffff,24.0,0.0,3.0,0.0,0.0,0.0
8412c87ffffffff,88.0,0.0,4.0,0.0,0.0,0.0
8412c89ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412c8bffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412c91ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412c97ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c99ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412c9dffffffff,73.0,0.0,0.0,0.0,0.0,0.0
8412ca5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ca7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412cabffffffff,47.0,0.0,0.0,0.0,0.0,0.0
8412cadffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8412cb1ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412cb7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412cb9ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8412cbbffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412cbdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412cc1ffffffff,1004.0,0.0,8.0,0.0,0.0,0.0
8412cc7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412cc9ffffffff,175.0,0.0,0.0,0.0,0.0,0.0
8412ccbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412ccdffffffff,193.0,0.0,0.0,0.0,0.0,0.0
8412cd1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412cd3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412cd5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412cd7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412cd9ffffffff,373.0,0.0,0.0,0.0,0.0,0.0
8412cdbffffffff,65.0,0.0,0.0,0.0,0.0,0.0
8412cddffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8412ce3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412ce5ffffffff,74.0,0.0,0.0,0.0,0.0,0.0
8412d01ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
8412d03ffffffff,208.0,0.0,0.0,0.0,0.0,0.0
8412d05ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8412d07ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412d0bffffffff,73.0,0.0,0.0,0.0,0.0,0.0
8412d0dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d11ffffffff,115.0,0.0,0.0,0.0,0.0,0.0
8412d13ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d15ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8412d17ffffffff,457.0,0.0,0.0,0.0,0.0,0.0
8412d19ffffffff,109.0,0.0,0.0,0.0,0.0,0.0
8412d29ffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8412d31ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412d33ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8412d35ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d37ffffffff,53.0,0.0,0.0,0.0,0.0,0.0
8412d39ffffffff,124.0,0.0,0.0,0.0,0.0,0.0
8412d3bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412d3dffffffff,61.0,0.0,0.0,0.0,0.0,0.0
8412d41ffffffff,69.0,0.0,0.0,0.0,0.0,0.0
8412d45ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d47ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412d4bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d57ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d63ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8412d69ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412d6bffffffff,87.0,0.0,0.0,0.0,0.0,0.0
8412d81ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412d83ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d85ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412d87ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412d89ffffffff,49.0,0.0,0.0,0.0,0.0,0.0
8412d8dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412d93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d97ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412d9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412d9dffffffff,59.0,0.0,0.0,0.0,0.0,0.0
8412da1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412da3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412da5ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8412da7ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8412da9ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8412dadffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412db1ffffffff,55.0,0.0,0.0,0.0,0.0,0.0
8412db3ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8412db5ffffffff,122.0,0.0,0.0,0.0,0.0,0.0
8412db7ffffffff,562.0,0.0,0.0,0.0,0.0,0.0
8412db9ffffffff,51.0,0.0,0.0,0.0,0.0,0.0
8412dbbffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8412dbdffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412dc1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412dc3ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
8412dc7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412dc9ffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8412dd3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412dd5ffffffff,71.0,0.0,0.0,0.0,0.0,0.0
8412dd7ffffffff,174.0,0.0,0.0,0.0,0.0,0.0
8412dd9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412ddbffffffff,811.0,0.0,0.0,0.0,0.0,0.0
8412de1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412de3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412de5ffffffff,1326.0,0.0,0.0,0.0,0.0,0.0
8412de7ffffffff,57.0,0.0,0.0,0.0,0.0,0.0
8412de9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412dedffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412e03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412e13ffffffff,135.0,0.0,0.0,0.0,0.0,0.0
8412e17ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412e1bffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8412e53ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412e59ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412e85ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412e87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412e89ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412e8dffffffff,38.0,0.0,0.0,0.0,0.0,0.0
8412e99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ea1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412ea3ffffffff,42.0,0.0,0.0,0.0,0.0,0.0
8412ea5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412ea7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412ea9ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8412eabffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412eadffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412eb1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412eb3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8412eb5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412eb7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412ebdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412ec1ffffffff,200.0,0.0,0.0,0.0,0.0,0.0
8412ec3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412ec5ffffffff,56.0,0.0,0.0,0.0,0.0,0.0
8412ec7ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8412ec9ffffffff,90.0,0.0,0.0,0.0,0.0,0.0
8412ecbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8412ecdffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8412ed9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412ee1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412ee3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412ee9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412f01ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412f15ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8412f29ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412f3bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412f6dffffffff,48.0,0.0,0.0,0.0,0.0,0.0
8413529ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426003ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426005ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426007ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426009ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
842600bffffffff,100.0,0.0,0.0,0.0,0.0,0.0
842600dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8426013ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8426015ffffffff,9.0,0.0,0.0,3.0,0.0,0.0
8426017ffffffff,43.0,0.0,0.0,6.0,0.0,0.0
842601dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426027ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426029ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842602bffffffff,12.0,0.0,0.0,0.0,0.0,0.0
842602dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426031ffffffff,6.0,0.0,0.0,2.0,0.0,0.0
8426033ffffffff,12.0,0.0,0.0,1.0,0.0,0.0
8426035ffffffff,18.0,0.0,0.0,8.0,0.0,0.0
8426039ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
842603bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842603dffffffff,29.0,0.0,0.0,4.0,0.0,0.0
8426041ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8426043ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8426045ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426047ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8426049ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
842604bffffffff,19.0,0.0,0.0,0.0,0.0,0.0
842604dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8426051ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426053ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8426055ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8426057ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426059ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
842605bffffffff,46.0,0.0,0.0,0.0,0.0,0.0
842605dffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8426061ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426063ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426067ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426069ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
842606dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426081ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426085ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8426087ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426093ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426099ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84260a1ffffffff,95.0,0.0,0.0,0.0,0.0,0.0
84260a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84260a9ffffffff,124.0,0.0,0.0,2.0,0.0,0.0
84260abffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84260adffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84260b1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84260b3ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84260b5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84260b7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260b9ffffffff,95.0,0.0,0.0,2.0,0.0,0.0
84260bbffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84260bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260c1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84260c9ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84260cbffffffff,35.0,0.0,0.0,0.0,0.0,0.0
84260d1ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84260d9ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
84260dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84260ddffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84260e1ffffffff,3.0,0.0,0.0,2.0,0.0,0.0
84260e3ffffffff,38.0,0.0,0.0,2.0,0.0,0.0
84260e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84260e9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84260ebffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426107ffffffff,53.0,0.0,0.0,0.0,0.0,0.0
8426111ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426113ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426115ffffffff,38.0,0.0,4.0,0.0,0.0,0.0
8426117ffffffff,39.0,0.0,6.0,0.0,0.0,0.0
842611bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
842611dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426123ffffffff,16.0,0.0,1.0,0.0,0.0,0.0
842612bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426131ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426135ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426137ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
842613bffffffff,5.0,0.0,2.0,0.0,0.0,0.0
842614bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426153ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842615dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426183ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8426185ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426187ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426191ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8426197ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8426199ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
842619dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84261a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84261b3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84261b7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84261c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84261cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84261d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84261d3ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84261d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84261d9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84261dbffffffff,24.0,0.0,0.0,2.0,0.0,0.0
84261e1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84261e7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84261e9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426201ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8426203ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8426205ffffffff,189.0,0.0,0.0,13.0,0.0,0.0
8426207ffffffff,66.0,0.0,0.0,0.0,0.0,0.0
8426209ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
842620bffffffff,46.0,0.0,0.0,2.0,0.0,0.0
842620dffffffff,50.0,0.0,0.0,0.0,0.0,0.0
8426211ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8426213ffffffff,61.0,0.0,0.0,2.0,0.0,0.0
8426215ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
8426217ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8426219ffffffff,211.0,0.0,0.0,7.0,0.0,0.0
842621bffffffff,58.0,0.0,0.0,4.0,0.0,0.0
842621dffffffff,53.0,0.0,0.0,0.0,0.0,0.0
8426221ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8426223ffffffff,56.0,0.0,0.0,1.0,0.0,0.0
8426225ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8426227ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8426229ffffffff,29.0,0.0,0.0,7.0,0.0,0.0
842622bffffffff,92.0,0.0,0.0,3.0,0.0,0.0
842622dffffffff,33.0,0.0,0.0,2.0,0.0,0.0
8426231ffffffff,79.0,0.0,0.0,0.0,0.0,0.0
8426233ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8426235ffffffff,61.0,0.0,0.0,2.0,0.0,0.0
8426237ffffffff,78.0,0.0,0.0,0.0,0.0,0.0
8426239ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
842623bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
842623dffffffff,105.0,0.0,0.0,0.0,0.0,0.0
8426241ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8426243ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
8426245ffffffff,196.0,0.0,0.0,15.0,0.0,0.0
8426247ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8426249ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
842624bffffffff,25.0,0.0,0.0,0.0,0.0,0.0
842624dffffffff,17.0,0.0,0.0,0.0,0.0,0.0
8426251ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8426253ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8426255ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8426257ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8426259ffffffff,16.0,0.0,0.0,2.0,0.0,0.0
842625bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
842625dffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426261ffffffff,44.0,0.0,0.0,2.0,0.0,0.0
8426263ffffffff,45.0,0.0,0.0,0.0,0.0,0.0
8426265ffffffff,42.0,0.0,0.0,2.0,0.0,0.0
8426267ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8426269ffffffff,136.0,0.0,0.0,7.0,0.0,0.0
842626bffffffff,89.0,0.0,0.0,6.0,0.0,0.0
842626dffffffff,17.0,0.0,0.0,4.0,0.0,0.0
8426281ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8426283ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8426285ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
8426287ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8426289ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
842628dffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8426291ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8426293ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8426297ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8426299ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
84262a1ffffffff,36.0,0.0,0.0,0.0,0.0,0.0
84262a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84262a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84262a7ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
84262a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84262adffffffff,71.0,0.0,0.0,0.0,0.0,0.0
84262b1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84262b3ffffffff,57.0,0.0,0.0,0.0,0.0,0.0
84262b5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84262b7ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
84262b9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84262bbffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84262c1ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
84262c3ffffffff,80.0,0.0,0.0,0.0,0.0,0.0
84262c5ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
84262c7ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
84262c9ffffffff,364.0,0.0,0.0,0.0,0.0,0.0
84262cbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84262cdffffffff,1035.0,0.0,0.0,18.0,0.0,0.0
84262d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84262d9ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
84262dbffffffff,49.0,0.0,0.0,0.0,0.0,0.0
84262ddffffffff,55.0,0.0,0.0,0.0,0.0,0.0
84262e1ffffffff,92.0,0.0,0.0,7.0,0.0,0.0
84262e3ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
84262e5ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
84262e7ffffffff,76.0,0.0,0.0,3.0,0.0,0.0
