cell_id,Chaetura brachyura,Chaetura brachyura [brachyura Group],Chaetura brachyura ocypetes
845e469ffffffff,65.0,0.0,0.0
845e711ffffffff,3.0,0.0,0.0
845e717ffffffff,10.0,0.0,0.0
845e719ffffffff,7.0,0.0,0.0
845e71bffffffff,41.0,0.0,0.0
845f025ffffffff,2.0,0.0,0.0
845f02bffffffff,1.0,0.0,0.0
845f035ffffffff,11.0,0.0,0.0
845f037ffffffff,1.0,0.0,0.0
845f03dffffffff,15.0,0.0,0.0
845f083ffffffff,47.0,0.0,0.0
845f087ffffffff,2.0,0.0,0.0
845f08bffffffff,11.0,0.0,0.0
845f095ffffffff,116.0,0.0,0.0
845f09dffffffff,11.0,0.0,0.0
845f0b9ffffffff,3.0,0.0,0.0
845f0d7ffffffff,6.0,0.0,0.0
845f0d9ffffffff,2.0,0.0,0.0
845f0e3ffffffff,8.0,0.0,0.0
845f0e7ffffffff,1.0,0.0,0.0
845f105ffffffff,10.0,0.0,0.0
845f107ffffffff,4.0,0.0,0.0
845f117ffffffff,8.0,0.0,0.0
845f129ffffffff,5.0,0.0,0.0
845f12bffffffff,50.0,0.0,0.0
845f139ffffffff,4.0,0.0,0.0
845f13bffffffff,1.0,0.0,0.0
845f13dffffffff,51.0,0.0,0.0
845f161ffffffff,1.0,0.0,0.0
845f1c3ffffffff,113.0,0.0,0.0
845f1cbffffffff,37.0,0.0,0.0
845f1e9ffffffff,6.0,0.0,0.0
845f1edffffffff,6.0,0.0,0.0
845f291ffffffff,5.0,0.0,0.0
845f295ffffffff,34.0,0.0,0.0
845f297ffffffff,11.0,0.0,0.0
845f299ffffffff,10.0,0.0,0.0
845f29dffffffff,45.0,0.0,0.0
845f2b1ffffffff,16.0,0.0,0.0
845f2b3ffffffff,157.0,0.0,0.0
845f2b9ffffffff,2.0,0.0,0.0
845f2bbffffffff,147.0,0.0,0.0
845f2d1ffffffff,9.0,0.0,0.0
845f2d3ffffffff,11.0,0.0,0.0
845f2d7ffffffff,17.0,0.0,0.0
845f401ffffffff,1.0,0.0,0.0
845f403ffffffff,4.0,0.0,0.0
845f407ffffffff,20.0,1.0,0.0
845f40dffffffff,1.0,0.0,0.0
845f411ffffffff,1.0,0.0,0.0
845f415ffffffff,9.0,0.0,0.0
845f42bffffffff,26.0,0.0,0.0
845f43bffffffff,1.0,0.0,0.0
845f445ffffffff,5.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0
845f46bffffffff,9.0,0.0,0.0
845f483ffffffff,11.0,0.0,0.0
845f485ffffffff,4.0,0.0,0.0
845f487ffffffff,10.0,0.0,0.0
845f491ffffffff,8.0,0.0,0.0
845f4a3ffffffff,5.0,0.0,0.0
845f4a9ffffffff,16.0,0.0,0.0
845f4abffffffff,3.0,0.0,0.0
845f4b9ffffffff,2.0,0.0,0.0
845f4bdffffffff,8.0,0.0,0.0
845f4e3ffffffff,1.0,0.0,0.0
845f4e5ffffffff,12.0,0.0,0.0
845f50bffffffff,10.0,0.0,0.0
845f549ffffffff,13.0,0.0,0.0
845f581ffffffff,58.0,0.0,0.0
845f583ffffffff,649.0,0.0,0.0
845f587ffffffff,18.0,0.0,0.0
845f58bffffffff,30.0,0.0,0.0
845f595ffffffff,26.0,0.0,0.0
845f5b5ffffffff,524.0,0.0,0.0
845f5b9ffffffff,141.0,0.0,0.0
845f5bdffffffff,161.0,0.0,0.0
845f5d7ffffffff,7.0,0.0,0.0
845f683ffffffff,3.0,0.0,0.0
845f689ffffffff,5.0,0.0,0.0
845f68bffffffff,23.0,0.0,0.0
845f711ffffffff,12.0,0.0,0.0
845f713ffffffff,5.0,0.0,0.0
845f755ffffffff,1.0,0.0,0.0
845f757ffffffff,1.0,0.0,0.0
845f767ffffffff,2.0,0.0,0.0
8466021ffffffff,10.0,0.0,0.0
8466023ffffffff,7.0,0.0,0.0
846602bffffffff,6.0,0.0,0.0
846603dffffffff,4.0,0.0,0.0
8466045ffffffff,9.0,0.0,0.0
8466047ffffffff,2.0,0.0,0.0
8466063ffffffff,1.0,0.0,0.0
8466067ffffffff,8.0,0.0,0.0
846606bffffffff,3.0,0.0,0.0
8466081ffffffff,11.0,0.0,0.0
8466085ffffffff,2.0,0.0,0.0
8466087ffffffff,5.0,0.0,0.0
846608dffffffff,63.0,0.0,0.0
8466097ffffffff,3.0,0.0,0.0
846609bffffffff,3.0,0.0,0.0
84660a1ffffffff,6.0,0.0,0.0
84660a5ffffffff,8.0,0.0,0.0
84660a7ffffffff,150.0,6.0,0.0
84660abffffffff,2.0,0.0,0.0
84660adffffffff,4.0,0.0,0.0
84660b3ffffffff,14.0,0.0,0.0
84660b5ffffffff,1.0,0.0,0.0
84660b9ffffffff,1.0,0.0,0.0
84660c7ffffffff,4.0,0.0,0.0
84660cbffffffff,9.0,0.0,0.0
84660d1ffffffff,13.0,0.0,0.0
84660d3ffffffff,1.0,0.0,0.0
84660d9ffffffff,6.0,0.0,0.0
84660dbffffffff,4.0,0.0,0.0
84660e7ffffffff,13.0,0.0,0.0
84660ebffffffff,4.0,0.0,0.0
8466101ffffffff,2.0,0.0,0.0
8466105ffffffff,8.0,0.0,0.0
8466107ffffffff,396.0,18.0,0.0
8466111ffffffff,3.0,0.0,0.0
8466113ffffffff,10.0,0.0,0.0
8466119ffffffff,11.0,0.0,0.0
8466123ffffffff,3.0,0.0,0.0
8466125ffffffff,3.0,1.0,0.0
846612dffffffff,3.0,0.0,0.0
8466131ffffffff,3.0,0.0,0.0
8466139ffffffff,333.0,25.0,0.0
846613dffffffff,23.0,4.0,0.0
8466161ffffffff,3.0,0.0,0.0
8466163ffffffff,115.0,4.0,0.0
8466165ffffffff,23.0,0.0,0.0
8466167ffffffff,10.0,0.0,0.0
8466191ffffffff,13.0,0.0,0.0
8466193ffffffff,48.0,0.0,0.0
8466199ffffffff,13.0,0.0,0.0
846619bffffffff,152.0,0.0,0.0
846619dffffffff,2.0,0.0,0.0
84661b1ffffffff,26.0,0.0,0.0
84661b3ffffffff,3.0,0.0,0.0
84661b9ffffffff,1.0,0.0,0.0
84661bbffffffff,19.0,0.0,0.0
84661c3ffffffff,4.0,0.0,0.0
84661c9ffffffff,3.0,0.0,0.0
84661cbffffffff,5.0,0.0,0.0
84661cdffffffff,10.0,0.0,0.0
84661d1ffffffff,2.0,0.0,0.0
84661d3ffffffff,4.0,0.0,0.0
84661ebffffffff,16.0,0.0,0.0
8466201ffffffff,5.0,0.0,0.0
8466203ffffffff,15.0,0.0,0.0
8466205ffffffff,7.0,0.0,0.0
8466207ffffffff,4.0,0.0,0.0
846620bffffffff,9.0,0.0,0.0
8466213ffffffff,3.0,0.0,0.0
8466217ffffffff,16.0,0.0,0.0
8466219ffffffff,6.0,0.0,0.0
846621bffffffff,3.0,0.0,0.0
8466221ffffffff,23.0,0.0,0.0
8466223ffffffff,4.0,0.0,0.0
8466227ffffffff,2.0,0.0,0.0
846622bffffffff,56.0,0.0,0.0
846623bffffffff,4.0,0.0,0.0
846623dffffffff,1.0,0.0,0.0
8466283ffffffff,2.0,0.0,0.0
8466291ffffffff,1.0,0.0,0.0
8466293ffffffff,2.0,0.0,0.0
846629dffffffff,9.0,0.0,0.0
84662b7ffffffff,9.0,0.0,0.0
84662b9ffffffff,2.0,0.0,0.0
84662bdffffffff,1.0,0.0,0.0
84662c9ffffffff,4.0,4.0,0.0
84662cdffffffff,5.0,0.0,0.0
84662e5ffffffff,4.0,0.0,0.0
84662e9ffffffff,5.0,0.0,0.0
8466313ffffffff,10.0,0.0,0.0
846631bffffffff,2.0,0.0,0.0
8466411ffffffff,115.0,2.0,0.0
8466415ffffffff,170.0,1.0,0.0
8466417ffffffff,30.0,0.0,0.0
8466419ffffffff,4.0,0.0,0.0
846641dffffffff,132.0,2.0,0.0
8466441ffffffff,6.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0
846645dffffffff,5.0,0.0,0.0
8466485ffffffff,3.0,0.0,0.0
8466487ffffffff,2.0,0.0,0.0
84664e1ffffffff,1.0,0.0,0.0
84664ebffffffff,2.0,0.0,0.0
8466509ffffffff,5.0,0.0,0.0
846650dffffffff,1.0,0.0,0.0
8466521ffffffff,2.0,0.0,0.0
8466527ffffffff,7.0,0.0,0.0
8466529ffffffff,90.0,0.0,0.0
846652bffffffff,3.0,0.0,0.0
846652dffffffff,80.0,0.0,0.0
8466537ffffffff,2.0,0.0,0.0
8466545ffffffff,10.0,0.0,0.0
8466547ffffffff,2.0,0.0,0.0
8466549ffffffff,6.0,0.0,0.0
846654bffffffff,23.0,0.0,0.0
846654dffffffff,3.0,0.0,0.0
8466559ffffffff,1.0,0.0,0.0
8466563ffffffff,1.0,0.0,0.0
8466565ffffffff,4.0,0.0,0.0
8466569ffffffff,2.0,0.0,0.0
846656dffffffff,55.0,0.0,0.0
84665a3ffffffff,2.0,0.0,0.0
84665abffffffff,414.0,26.0,0.0
84665bdffffffff,276.0,13.0,0.0
84665e9ffffffff,3.0,0.0,0.0
