cell_id,Chaetura brachyura,Chaetura brachyura [brachyura Group],Chaetura brachyura ocypetes
8466631ffffffff,4.0,0.0,0.0
8466633ffffffff,3.0,0.0,0.0
8466637ffffffff,3.0,0.0,0.0
8466639ffffffff,1.0,0.0,0.0
846663dffffffff,2.0,0.0,0.0
84666b3ffffffff,1.0,0.0,0.0
84666b7ffffffff,1.0,0.0,0.0
84666c5ffffffff,1.0,0.0,0.0
84666e3ffffffff,4.0,0.0,0.0
84666ebffffffff,1.0,0.0,0.0
8466727ffffffff,47.0,0.0,0.0
8466733ffffffff,1.0,0.0,0.0
8466735ffffffff,6.0,0.0,0.0
846675dffffffff,2.0,0.0,0.0
8466769ffffffff,1.0,0.0,0.0
8466a51ffffffff,4902.0,351.0,0.0
8466a53ffffffff,12.0,1.0,0.0
8466a55ffffffff,45.0,0.0,0.0
8466a57ffffffff,18.0,3.0,0.0
8466a59ffffffff,31.0,0.0,0.0
8466a5bffffffff,181.0,10.0,0.0
8466a5dffffffff,184.0,22.0,0.0
8466c01ffffffff,71.0,0.0,0.0
8466c03ffffffff,2.0,0.0,0.0
8466c05ffffffff,5.0,0.0,0.0
8466c07ffffffff,3.0,0.0,0.0
8466c09ffffffff,10.0,0.0,0.0
8466c0dffffffff,48.0,0.0,0.0
8466c15ffffffff,7.0,0.0,0.0
8466c17ffffffff,2.0,0.0,0.0
8466c1dffffffff,7.0,0.0,0.0
8466c21ffffffff,421.0,8.0,0.0
8466c23ffffffff,200.0,3.0,0.0
8466c25ffffffff,2.0,0.0,0.0
8466c27ffffffff,69.0,0.0,0.0
8466c29ffffffff,29.0,0.0,0.0
8466c2bffffffff,18.0,0.0,0.0
8466c2dffffffff,29.0,0.0,0.0
8466c33ffffffff,4.0,0.0,0.0
8466c35ffffffff,14.0,0.0,0.0
8466c37ffffffff,14.0,0.0,0.0
8466c39ffffffff,2.0,0.0,0.0
8466c41ffffffff,2.0,0.0,0.0
8466c4dffffffff,4.0,0.0,0.0
8466c57ffffffff,32.0,0.0,0.0
8466c5bffffffff,3.0,0.0,0.0
8466c5dffffffff,59.0,0.0,0.0
8466c63ffffffff,19.0,0.0,0.0
8466c95ffffffff,13.0,0.0,0.0
8466cb3ffffffff,3.0,0.0,0.0
8466cc5ffffffff,4.0,0.0,0.0
8466cdbffffffff,3.0,0.0,0.0
8466ce1ffffffff,58.0,3.0,0.0
8466ce9ffffffff,63.0,4.0,0.0
8466cedffffffff,23.0,3.0,0.0
8466d0bffffffff,3.0,0.0,0.0
8466d13ffffffff,4.0,1.0,0.0
8466d19ffffffff,2.0,0.0,0.0
8466d1bffffffff,78.0,0.0,0.0
8466d53ffffffff,7.0,0.0,0.0
8466d81ffffffff,35.0,4.0,0.0
8466d89ffffffff,2.0,0.0,0.0
8466d8bffffffff,3.0,2.0,0.0
8466d8dffffffff,26.0,4.0,0.0
8466da1ffffffff,3.0,0.0,0.0
8466da3ffffffff,3.0,0.0,0.0
8466da7ffffffff,6.0,2.0,0.0
8466da9ffffffff,11.0,0.0,0.0
8466dadffffffff,101.0,23.0,0.0
8466db1ffffffff,13.0,2.0,0.0
8466db5ffffffff,10.0,0.0,0.0
8466dc1ffffffff,2.0,0.0,0.0
8466dc3ffffffff,1125.0,230.0,0.0
8466dc7ffffffff,135.0,13.0,0.0
8466dc9ffffffff,133.0,7.0,0.0
8466dcbffffffff,136.0,0.0,0.0
8466dcdffffffff,7.0,1.0,0.0
8466dd1ffffffff,2.0,0.0,0.0
8466dd3ffffffff,6.0,2.0,0.0
8466dd5ffffffff,56.0,0.0,0.0
8466dd7ffffffff,10.0,0.0,0.0
8466dd9ffffffff,2.0,0.0,0.0
8466ddbffffffff,18.0,0.0,0.0
8466dddffffffff,58.0,21.0,0.0
8466de1ffffffff,406.0,41.0,0.0
8466de3ffffffff,212.0,28.0,0.0
8466de7ffffffff,119.0,11.0,0.0
8466debffffffff,151.0,36.0,0.0
8466e03ffffffff,22.0,0.0,0.0
8466e0bffffffff,68.0,0.0,0.0
8466e0dffffffff,5.0,0.0,0.0
8466e11ffffffff,37.0,0.0,0.0
8466e13ffffffff,9.0,0.0,0.0
8466e15ffffffff,36.0,0.0,0.0
8466e17ffffffff,4.0,0.0,0.0
8466e19ffffffff,8.0,0.0,0.0
8466e1dffffffff,98.0,0.0,0.0
8466e29ffffffff,2.0,0.0,0.0
8466e37ffffffff,3.0,0.0,0.0
8466e39ffffffff,22.0,0.0,0.0
8466e3bffffffff,13.0,0.0,0.0
8466e41ffffffff,1.0,0.0,0.0
8466e43ffffffff,2.0,0.0,0.0
8466e45ffffffff,30.0,0.0,0.0
8466e49ffffffff,3.0,0.0,0.0
8466e4bffffffff,2.0,0.0,0.0
8466e51ffffffff,2.0,0.0,0.0
8466e53ffffffff,11.0,0.0,0.0
8466e55ffffffff,14.0,0.0,0.0
8466e57ffffffff,453.0,0.0,0.0
8466e59ffffffff,56.0,0.0,0.0
8466e5bffffffff,3.0,0.0,0.0
8466e63ffffffff,2.0,0.0,0.0
8466e65ffffffff,7.0,0.0,0.0
8466e67ffffffff,4.0,0.0,0.0
8466e69ffffffff,37.0,0.0,0.0
8466e6bffffffff,11.0,0.0,0.0
8466e6dffffffff,16.0,0.0,0.0
8466e8dffffffff,16.0,0.0,0.0
8466e9dffffffff,5.0,0.0,0.0
8466eadffffffff,4.0,0.0,0.0
8466ec1ffffffff,9.0,0.0,0.0
8466ec3ffffffff,4.0,0.0,0.0
8466ec5ffffffff,18.0,0.0,0.0
8466ec7ffffffff,104.0,0.0,0.0
8466ec9ffffffff,23.0,0.0,0.0
8466ecbffffffff,198.0,0.0,0.0
8466ee5ffffffff,64.0,0.0,0.0
8466ee7ffffffff,1.0,0.0,0.0
8466eebffffffff,5.0,0.0,0.0
8466eedffffffff,2.0,0.0,0.0
8466f11ffffffff,2.0,0.0,0.0
8466f1dffffffff,3.0,0.0,0.0
8466f53ffffffff,3.0,0.0,0.0
8466f5dffffffff,2.0,0.0,0.0
8467425ffffffff,14.0,0.0,0.0
8467431ffffffff,1.0,0.0,0.0
8467437ffffffff,15.0,0.0,0.0
846743bffffffff,5.0,0.0,0.0
84674a5ffffffff,1.0,0.0,0.0
84674a7ffffffff,2.0,0.0,0.0
84674c1ffffffff,1.0,0.0,0.0
84674c5ffffffff,14.0,0.0,0.0
84674c7ffffffff,2.0,0.0,0.0
84674c9ffffffff,9.0,0.0,0.0
84674cdffffffff,21.0,0.0,0.0
84674d9ffffffff,1.0,0.0,0.0
84674e1ffffffff,5.0,0.0,0.0
84674e5ffffffff,5.0,0.0,0.0
84674edffffffff,19.0,0.0,0.0
8467519ffffffff,2.0,0.0,0.0
8467521ffffffff,3.0,0.0,0.0
8467523ffffffff,14.0,2.0,0.0
8467531ffffffff,12.0,0.0,0.0
8467535ffffffff,42.0,0.0,0.0
8467537ffffffff,19.0,0.0,0.0
8467553ffffffff,10.0,0.0,0.0
84675a5ffffffff,1.0,0.0,0.0
84675a9ffffffff,2.0,0.0,0.0
84675abffffffff,6.0,0.0,0.0
84675c9ffffffff,4.0,0.0,0.0
84675cbffffffff,44.0,0.0,0.0
84675e3ffffffff,3.0,0.0,0.0
84678b7ffffffff,2.0,0.0,0.0
8480053ffffffff,1.0,0.0,0.0
8480089ffffffff,6.0,0.0,0.0
84800c7ffffffff,2.0,0.0,0.0
84800cbffffffff,3.0,0.0,0.0
848029bffffffff,3.0,0.0,0.0
848041dffffffff,3.0,0.0,0.0
8480441ffffffff,2.0,0.0,0.0
8480443ffffffff,1.0,0.0,0.0
8480445ffffffff,181.0,0.0,0.0
848044dffffffff,4.0,0.0,0.0
8480461ffffffff,1.0,0.0,0.0
8480469ffffffff,86.0,1.0,0.0
848046bffffffff,4.0,0.0,0.0
848046dffffffff,9.0,0.0,0.0
848054bffffffff,15.0,0.0,0.0
8480619ffffffff,12.0,0.0,0.0
8480623ffffffff,2.0,0.0,0.0
8480625ffffffff,2.0,0.0,0.0
848062dffffffff,2.0,0.0,0.0
8480655ffffffff,4.0,0.0,0.0
8480665ffffffff,4.0,0.0,0.0
848066bffffffff,8.0,0.0,0.0
8480685ffffffff,2.0,0.0,0.0
848068dffffffff,2.0,0.0,0.0
84806a1ffffffff,2.0,0.0,0.0
84806a3ffffffff,4.0,0.0,0.0
84806a7ffffffff,4.0,0.0,0.0
84806abffffffff,15.0,0.0,0.0
84806b3ffffffff,1.0,0.0,0.0
84806b7ffffffff,27.0,1.0,0.0
84806e7ffffffff,2.0,0.0,0.0
8480713ffffffff,13.0,0.0,0.0
8480717ffffffff,2.0,0.0,0.0
8480737ffffffff,20.0,0.0,0.0
8480745ffffffff,6.0,0.0,0.0
8480747ffffffff,4.0,0.0,0.0
848075bffffffff,2.0,0.0,0.0
8481419ffffffff,2.0,0.0,0.0
8481423ffffffff,4.0,0.0,0.0
8481431ffffffff,2.0,0.0,0.0
8481433ffffffff,2.0,0.0,0.0
84814a9ffffffff,9.0,0.0,0.0
84814adffffffff,17.0,1.0,0.0
84814d1ffffffff,2.0,0.0,0.0
84814d5ffffffff,14.0,0.0,0.0
84814e3ffffffff,3.0,0.0,0.0
84814e5ffffffff,7.0,0.0,0.0
84814e7ffffffff,38.0,0.0,0.0
84814ebffffffff,1.0,0.0,0.0
8481583ffffffff,12.0,0.0,0.0
84815a7ffffffff,2.0,0.0,0.0
84815abffffffff,5.0,1.0,0.0
84815c9ffffffff,12.0,0.0,0.0
84815d9ffffffff,11.0,0.0,0.0
84815dbffffffff,8.0,0.0,0.0
84815e9ffffffff,2.0,0.0,0.0
848162bffffffff,3.0,0.0,0.0
848a003ffffffff,21.0,2.0,0.0
848a01dffffffff,10.0,4.0,0.0
848a049ffffffff,2.0,0.0,0.0
848a04bffffffff,1.0,1.0,0.0
848a051ffffffff,2.0,0.0,0.0
848a059ffffffff,23.0,0.0,0.0
848a05bffffffff,12.0,0.0,0.0
848a069ffffffff,40.0,7.0,0.0
848a109ffffffff,6.0,0.0,0.0
848a121ffffffff,2.0,0.0,0.0
848a155ffffffff,15.0,0.0,0.0
848a157ffffffff,3.0,1.0,0.0
848a185ffffffff,2.0,2.0,0.0
848a1a1ffffffff,1.0,1.0,0.0
848a1a7ffffffff,13.0,0.0,0.0
848a213ffffffff,2.0,0.0,0.0
848a217ffffffff,3.0,0.0,0.0
848a233ffffffff,1.0,0.0,0.0
848a23bffffffff,4.0,0.0,0.0
848a249ffffffff,1.0,0.0,0.0
848a25bffffffff,2.0,0.0,0.0
848a2edffffffff,3.0,0.0,0.0
848a313ffffffff,6.0,0.0,0.0
848a317ffffffff,7.0,2.0,0.0
848a337ffffffff,6.0,0.0,0.0
848a33bffffffff,3.0,0.0,0.0
848a35dffffffff,1.0,0.0,0.0
848a419ffffffff,2.0,0.0,0.0
848a451ffffffff,41.0,1.0,0.0
848a457ffffffff,4.0,0.0,0.0
848a459ffffffff,108.0,4.0,0.0
848a45bffffffff,41.0,0.0,0.0
848a45dffffffff,243.0,4.0,0.0
848a525ffffffff,1.0,0.0,0.0
848a5a1ffffffff,1.0,1.0,0.0
848a637ffffffff,5.0,0.0,0.0
848a68bffffffff,33.0,0.0,0.0
848a697ffffffff,3.0,0.0,0.0
848a699ffffffff,327.0,0.0,0.0
848a69bffffffff,1.0,0.0,0.0
848a69dffffffff,8.0,0.0,0.0
848a6b5ffffffff,3.0,0.0,0.0
848a6d1ffffffff,4.0,0.0,0.0
848a6d3ffffffff,366.0,0.0,0.0
848a6d7ffffffff,198.0,0.0,0.0
848a6d9ffffffff,116.0,0.0,0.0
848a6dbffffffff,235.0,0.0,0.0
848a6e5ffffffff,1.0,0.0,0.0
848a707ffffffff,3.0,0.0,0.0
848a70bffffffff,4.0,0.0,0.0
848a73dffffffff,10.0,0.0,0.0
848a809ffffffff,7.0,0.0,0.0
848a81bffffffff,7.0,0.0,0.0
848a827ffffffff,9.0,0.0,0.0
848a859ffffffff,2.0,0.0,0.0
848a85bffffffff,5.0,0.0,0.0
848a85dffffffff,1.0,0.0,0.0
848a8c1ffffffff,5.0,0.0,0.0
848a8c9ffffffff,1.0,0.0,0.0
848a8cbffffffff,9.0,2.0,0.0
848a8cdffffffff,13.0,0.0,0.0
848a8d9ffffffff,6.0,0.0,0.0
848a90dffffffff,1.0,0.0,0.0
848a925ffffffff,2.0,0.0,0.0
848a927ffffffff,3.0,0.0,0.0
848a963ffffffff,3.0,0.0,0.0
848a9c1ffffffff,6.0,0.0,0.0
848a9c9ffffffff,4.0,0.0,0.0
848a9cdffffffff,4.0,0.0,0.0
848a9d3ffffffff,2.0,0.0,0.0
848aa51ffffffff,3.0,0.0,0.0
848aa8bffffffff,11.0,0.0,0.0
848aa93ffffffff,7.0,0.0,0.0
848aa97ffffffff,1.0,0.0,0.0
848aa9dffffffff,33.0,0.0,0.0
848aaa3ffffffff,3.0,0.0,0.0
848aaa5ffffffff,25.0,0.0,0.0
848aaadffffffff,38.0,0.0,0.0
848aab5ffffffff,11.0,0.0,0.0
848aab9ffffffff,8.0,0.0,0.0
848aabdffffffff,8.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0
848aadbffffffff,4.0,0.0,0.0
848aaddffffffff,5.0,0.0,0.0
848ac4bffffffff,1.0,0.0,0.0
848ad13ffffffff,25.0,0.0,0.0
848ad89ffffffff,2.0,0.0,0.0
848ada9ffffffff,5.0,0.0,0.0
848adb1ffffffff,3.0,0.0,0.0
848adbbffffffff,4.0,0.0,0.0
848adbdffffffff,1.0,0.0,0.0
848adc5ffffffff,26.0,0.0,0.0
848adcdffffffff,5.0,0.0,0.0
848ade3ffffffff,2.0,0.0,0.0
848adebffffffff,3.0,0.0,0.0
848ae5bffffffff,6.0,0.0,0.0
848af09ffffffff,80.0,15.0,0.0
848af0bffffffff,9.0,0.0,0.0
848af0dffffffff,2.0,0.0,0.0
848af11ffffffff,10.0,0.0,0.0
848af19ffffffff,2.0,0.0,0.0
848af1dffffffff,11.0,0.0,0.0
848af29ffffffff,56.0,0.0,0.0
848af2bffffffff,2.0,0.0,0.0
848af2dffffffff,7.0,0.0,0.0
848af41ffffffff,25.0,2.0,0.0
848af43ffffffff,9.0,2.0,0.0
848af45ffffffff,31.0,14.0,0.0
848af47ffffffff,4.0,0.0,0.0
848af49ffffffff,1.0,0.0,0.0
848af4dffffffff,3.0,0.0,0.0
848af61ffffffff,42.0,7.0,0.0
848af63ffffffff,10.0,2.0,0.0
848af67ffffffff,2.0,0.0,0.0
848af69ffffffff,71.0,4.0,0.0
848af6bffffffff,34.0,3.0,0.0
848af6dffffffff,6.0,4.0,0.0
848b045ffffffff,3.0,0.0,0.0
848b06dffffffff,3.0,0.0,0.0
848b0c9ffffffff,2.0,0.0,0.0
848b0d1ffffffff,1.0,0.0,0.0
848b105ffffffff,9.0,0.0,0.0
848b10dffffffff,3.0,0.0,0.0
848b11bffffffff,2.0,0.0,0.0
848b1e1ffffffff,4.0,0.0,0.0
848b1edffffffff,5.0,0.0,0.0
848b211ffffffff,3.0,0.0,0.0
848b213ffffffff,2.0,0.0,0.0
848b221ffffffff,45.0,0.0,0.0
848b223ffffffff,17.0,0.0,0.0
848b229ffffffff,2.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0
848b22dffffffff,44.0,0.0,0.0
848b239ffffffff,1.0,0.0,0.0
848b23dffffffff,3.0,0.0,0.0
848b2c5ffffffff,5.0,0.0,0.0
848b2e9ffffffff,1.0,0.0,0.0
848b315ffffffff,7.0,0.0,0.0
848b367ffffffff,2.0,0.0,0.0
848b401ffffffff,29.0,0.0,0.0
848b40bffffffff,6.0,0.0,0.0
848b40dffffffff,27.0,1.0,0.0
848b429ffffffff,9.0,0.0,0.0
848b445ffffffff,8.0,0.0,0.0
848b447ffffffff,8.0,0.0,0.0
848b449ffffffff,6.0,0.0,0.0
848b44bffffffff,84.0,0.0,0.0
848b44dffffffff,40.0,0.0,0.0
848b459ffffffff,13.0,0.0,0.0
848b463ffffffff,4.0,0.0,0.0
848b469ffffffff,6.0,0.0,0.0
848b46bffffffff,2.0,0.0,0.0
848b493ffffffff,2.0,0.0,0.0
848b4e5ffffffff,3.0,0.0,0.0
848b4e9ffffffff,5.0,0.0,0.0
848b511ffffffff,1.0,0.0,0.0
848b513ffffffff,11.0,1.0,0.0
848b529ffffffff,8.0,0.0,0.0
848b52dffffffff,1.0,0.0,0.0
848b53dffffffff,4.0,0.0,0.0
848b563ffffffff,13.0,0.0,0.0
848b567ffffffff,4.0,0.0,0.0
848b56bffffffff,2.0,0.0,0.0
848b5cdffffffff,38.0,0.0,0.0
848b5d1ffffffff,2.0,0.0,0.0
848b611ffffffff,2.0,0.0,0.0
848b617ffffffff,177.0,1.0,0.0
848b623ffffffff,5.0,4.0,0.0
848b627ffffffff,9.0,0.0,0.0
848b631ffffffff,6.0,0.0,0.0
848b633ffffffff,15.0,0.0,0.0
848b635ffffffff,9.0,0.0,0.0
848b637ffffffff,117.0,0.0,0.0
848b639ffffffff,3.0,0.0,0.0
848b63bffffffff,69.0,0.0,0.0
848b689ffffffff,2.0,0.0,0.0
848b691ffffffff,4.0,0.0,0.0
848b693ffffffff,6.0,0.0,0.0
848b695ffffffff,6.0,0.0,0.0
848b697ffffffff,1.0,0.0,0.0
848b699ffffffff,1.0,0.0,0.0
848b6cbffffffff,4.0,0.0,0.0
848b6cdffffffff,2.0,0.0,0.0
848b6e5ffffffff,36.0,0.0,0.0
848b6e7ffffffff,14.0,0.0,0.0
848b6edffffffff,33.0,0.0,0.0
848b713ffffffff,200.0,2.0,0.0
848b717ffffffff,19.0,0.0,0.0
848b71bffffffff,19.0,0.0,0.0
848b745ffffffff,3.0,0.0,0.0
848b747ffffffff,10.0,0.0,0.0
848b76bffffffff,5.0,0.0,0.0
848b821ffffffff,2.0,0.0,0.0
848b849ffffffff,52.0,0.0,0.0
848b881ffffffff,32.0,0.0,0.0
848b889ffffffff,21.0,0.0,0.0
848b88dffffffff,1.0,0.0,0.0
848b98bffffffff,10.0,0.0,0.0
848b98dffffffff,2.0,0.0,0.0
848b999ffffffff,2.0,0.0,0.0
848b99dffffffff,30.0,0.0,0.0
848b9d1ffffffff,24.0,0.0,0.0
848b9d5ffffffff,364.0,14.0,0.0
848b9d7ffffffff,2.0,0.0,0.0
848ba05ffffffff,2.0,0.0,0.0
848ba09ffffffff,4.0,0.0,0.0
848ba0dffffffff,10.0,0.0,0.0
848ba21ffffffff,3.0,0.0,0.0
848ba63ffffffff,10.0,0.0,0.0
848ba6dffffffff,1.0,0.0,0.0
848bb53ffffffff,7.0,0.0,0.0
848e649ffffffff,2.0,0.0,0.0
848e6c9ffffffff,2.0,0.0,0.0
848f08bffffffff,4.0,0.0,1.0
848f093ffffffff,11.0,0.0,0.0
848f099ffffffff,49.0,0.0,27.0
