cell_id,Sayornis nigricans,Sayornis nigricans [nigricans Group],Sayornis nigricans latirostris/angustirostris
83480bfffffffff,2.0,2.0,0.0
834843fffffffff,1.0,0.0,0.0
83484afffffffff,11.0,0.0,0.0
834858fffffffff,2.0,0.0,0.0
834859fffffffff,19.0,0.0,0.0
83485afffffffff,56.0,56.0,0.0
83485bfffffffff,31.0,7.0,0.0
83485efffffffff,14.0,14.0,0.0
834880fffffffff,11.0,0.0,0.0
834882fffffffff,9.0,0.0,0.0
834886fffffffff,7.0,0.0,0.0
83488bfffffffff,16.0,0.0,0.0
834890fffffffff,3.0,0.0,0.0
834891fffffffff,16.0,0.0,0.0
834893fffffffff,19.0,0.0,0.0
834895fffffffff,29.0,0.0,0.0
834898fffffffff,21.0,0.0,0.0
83489afffffffff,2.0,0.0,0.0
83489cfffffffff,93.0,0.0,0.0
83489dfffffffff,1.0,0.0,0.0
83489efffffffff,9.0,0.0,0.0
8348abfffffffff,7.0,0.0,0.0
8348b1fffffffff,12.0,0.0,0.0
8348b2fffffffff,385.0,6.0,0.0
8348b3fffffffff,176.0,0.0,0.0
8348c1fffffffff,13.0,9.0,0.0
8348c3fffffffff,7.0,3.0,0.0
8348c5fffffffff,12.0,7.0,0.0
8348c8fffffffff,3.0,0.0,0.0
8348ccfffffffff,3.0,0.0,0.0
8348cdfffffffff,5.0,2.0,0.0
8348d0fffffffff,10.0,0.0,0.0
8348d2fffffffff,5.0,0.0,0.0
8348d3fffffffff,10.0,0.0,0.0
8348d4fffffffff,2.0,0.0,0.0
8348d8fffffffff,57.0,0.0,0.0
8348d9fffffffff,2.0,0.0,0.0
8348dafffffffff,12.0,0.0,0.0
8348dbfffffffff,17.0,0.0,0.0
8348dcfffffffff,2.0,0.0,0.0
8348defffffffff,1.0,0.0,0.0
8348e4fffffffff,5.0,5.0,0.0
8348e8fffffffff,131.0,44.0,0.0
8348e9fffffffff,24.0,12.0,0.0
8348eafffffffff,62.0,31.0,0.0
8348ebfffffffff,47.0,21.0,0.0
8348ecfffffffff,13.0,7.0,0.0
8348eefffffffff,17.0,10.0,0.0
834982fffffffff,10.0,10.0,0.0
834986fffffffff,45.0,45.0,0.0
834994fffffffff,3.0,0.0,0.0
834995fffffffff,16.0,16.0,0.0
834996fffffffff,17.0,3.0,0.0
8349b0fffffffff,1.0,0.0,0.0
8349b3fffffffff,17.0,17.0,0.0
83660bfffffffff,4.0,0.0,0.0
836618fffffffff,1.0,0.0,1.0
83661bfffffffff,4.0,0.0,4.0
836621fffffffff,3.0,0.0,0.0
8366a0fffffffff,4.0,0.0,0.0
8366a5fffffffff,53.0,0.0,0.0
8366b4fffffffff,12.0,9.0,0.0
8366b5fffffffff,74.0,0.0,0.0
8366d3fffffffff,2.0,0.0,2.0
8366e6fffffffff,3.0,0.0,3.0
8366f0fffffffff,2.0,0.0,0.0
836796fffffffff,1.0,0.0,0.0
836d28fffffffff,22.0,0.0,0.0
836d29fffffffff,1.0,0.0,0.0
836d2bfffffffff,11.0,0.0,0.0
836d30fffffffff,2.0,2.0,0.0
836d32fffffffff,8.0,3.0,0.0
836d36fffffffff,4.0,0.0,0.0
836d68fffffffff,5.0,0.0,0.0
836d69fffffffff,17.0,11.0,0.0
836d6efffffffff,5.0,0.0,0.0
838b22fffffffff,4.0,0.0,4.0
838b61fffffffff,11.0,0.0,11.0
838b69fffffffff,2.0,0.0,0.0
838b6cfffffffff,10.0,0.0,10.0
838e62fffffffff,5.0,0.0,0.0
838e66fffffffff,2.0,0.0,0.0
838e6cfffffffff,3.0,0.0,3.0
838f0dfffffffff,5.0,0.0,0.0
838f46fffffffff,7.0,0.0,7.0
838f4afffffffff,9.0,0.0,0.0
838f50fffffffff,4.0,0.0,4.0
838f55fffffffff,6.0,0.0,6.0
838f5bfffffffff,1.0,0.0,0.0
838f73fffffffff,1.0,0.0,1.0
83b270fffffffff,2.0,0.0,0.0
83b274fffffffff,4.0,0.0,4.0
83b35efffffffff,2.0,0.0,0.0
