cell_id,Pica pica,Pica pica melanotos,Pica pica [pica Group],Pica pica camtschatica
830880fffffffff,2.0,0.0,2.0,0.0
830882fffffffff,2.0,0.0,2.0,0.0
830886fffffffff,10.0,0.0,10.0,0.0
8308a2fffffffff,4.0,0.0,4.0,0.0
8308a3fffffffff,2.0,0.0,2.0,0.0
8308b3fffffffff,2.0,0.0,2.0,0.0
8309a4fffffffff,5.0,0.0,3.0,0.0
831616fffffffff,9.0,0.0,0.0,9.0
831849fffffffff,50.0,0.0,2.0,0.0
83184bfffffffff,24.0,0.0,0.0,0.0
831859fffffffff,4.0,0.0,4.0,0.0
83185bfffffffff,66.0,3.0,43.0,0.0
831869fffffffff,6.0,0.0,6.0,0.0
831941fffffffff,2.0,0.0,2.0,0.0
831948fffffffff,2.0,0.0,0.0,0.0
83194dfffffffff,1.0,0.0,0.0,0.0
831e03fffffffff,2.0,0.0,0.0,0.0
831e05fffffffff,2.0,0.0,0.0,0.0
831e08fffffffff,2.0,0.0,0.0,0.0
831e0bfffffffff,21.0,0.0,21.0,0.0
831e0efffffffff,2.0,0.0,0.0,0.0
831e12fffffffff,1.0,0.0,0.0,0.0
831e26fffffffff,1.0,0.0,0.0,0.0
831e55fffffffff,2.0,0.0,0.0,0.0
831e5cfffffffff,6.0,0.0,0.0,0.0
831e5efffffffff,3.0,0.0,0.0,0.0
831e64fffffffff,2.0,0.0,2.0,0.0
831e6bfffffffff,1.0,0.0,0.0,0.0
831ea0fffffffff,18.0,0.0,10.0,0.0
831ea2fffffffff,2.0,0.0,2.0,0.0
831ea4fffffffff,7.0,0.0,6.0,0.0
831ea5fffffffff,12.0,0.0,6.0,0.0
831ea9fffffffff,1.0,0.0,0.0,0.0
831ec0fffffffff,3.0,0.0,0.0,0.0
831ec1fffffffff,9.0,0.0,0.0,0.0
831ec2fffffffff,5.0,0.0,0.0,0.0
831ec4fffffffff,9.0,0.0,0.0,0.0
831ec5fffffffff,1.0,0.0,0.0,0.0
831ec9fffffffff,6.0,0.0,2.0,0.0
831ecafffffffff,4.0,0.0,0.0,0.0
831eccfffffffff,2.0,0.0,0.0,0.0
831ecefffffffff,1.0,0.0,0.0,0.0
831edefffffffff,2.0,0.0,0.0,0.0
831ee5fffffffff,1.0,0.0,1.0,0.0
831ee9fffffffff,4.0,0.0,0.0,0.0
831eebfffffffff,11.0,0.0,2.0,0.0
831f05fffffffff,8.0,0.0,6.0,0.0
831f1afffffffff,113.0,0.0,113.0,0.0
831f2dfffffffff,1.0,0.0,1.0,0.0
831f53fffffffff,3.0,0.0,3.0,0.0
831f83fffffffff,4.0,0.0,0.0,0.0
831f88fffffffff,11.0,0.0,11.0,0.0
831f98fffffffff,1.0,0.0,1.0,0.0
831facfffffffff,2.0,0.0,2.0,0.0
831fadfffffffff,13.0,0.0,13.0,0.0
831faefffffffff,5.0,0.0,5.0,0.0
831fb4fffffffff,9.0,0.0,1.0,0.0
831fb6fffffffff,2.0,0.0,0.0,0.0
832012fffffffff,4.0,0.0,0.0,0.0
832013fffffffff,1.0,0.0,1.0,0.0
832029fffffffff,1.0,0.0,0.0,0.0
832085fffffffff,2.0,0.0,2.0,0.0
83208afffffffff,3.0,0.0,0.0,0.0
832099fffffffff,23.0,0.0,0.0,0.0
8320a1fffffffff,7.0,0.0,7.0,0.0
8320a6fffffffff,4.0,0.0,4.0,0.0
8320e3fffffffff,1.0,0.0,0.0,0.0
8320e6fffffffff,5.0,0.0,0.0,0.0
832156fffffffff,3.0,0.0,0.0,0.0
832453fffffffff,3.0,0.0,0.0,0.0
832509fffffffff,1.0,0.0,0.0,0.0
832512fffffffff,1.0,0.0,1.0,0.0
832550fffffffff,1.0,0.0,0.0,0.0
83255afffffffff,5.0,0.0,5.0,0.0
83255bfffffffff,1.0,0.0,1.0,0.0
8325acfffffffff,15.0,0.0,15.0,0.0
8325adfffffffff,1.0,0.0,1.0,0.0
8325aefffffffff,3.0,0.0,3.0,0.0
832c00fffffffff,1.0,0.0,0.0,0.0
832c04fffffffff,1.0,0.0,0.0,0.0
832c05fffffffff,4.0,0.0,4.0,0.0
832c0cfffffffff,9.0,0.0,9.0,0.0
832c19fffffffff,3.0,0.0,0.0,0.0
832c2afffffffff,21.0,0.0,21.0,0.0
832c2efffffffff,8.0,0.0,8.0,0.0
832c4cfffffffff,3.0,0.0,0.0,0.0
832cc0fffffffff,5.0,0.0,0.0,0.0
832ce4fffffffff,4.0,0.0,0.0,0.0
832d14fffffffff,1.0,0.0,0.0,0.0
832d18fffffffff,1.0,0.0,0.0,0.0
832d30fffffffff,1.0,0.0,0.0,0.0
832d33fffffffff,4.0,0.0,0.0,0.0
832d64fffffffff,4.0,0.0,0.0,0.0
833824fffffffff,3.0,0.0,0.0,0.0
833825fffffffff,6.0,0.0,0.0,0.0
833900fffffffff,65.0,12.0,0.0,0.0
833901fffffffff,42.0,22.0,0.0,0.0
833902fffffffff,17.0,3.0,0.0,0.0
833903fffffffff,26.0,4.0,0.0,0.0
833904fffffffff,21.0,0.0,0.0,0.0
833905fffffffff,5.0,0.0,0.0,0.0
833908fffffffff,16.0,0.0,14.0,0.0
83390afffffffff,2.0,2.0,0.0,0.0
83390bfffffffff,4.0,0.0,0.0,0.0
83390cfffffffff,124.0,116.0,8.0,0.0
83390efffffffff,2.0,0.0,2.0,0.0
833910fffffffff,14.0,0.0,2.0,0.0
833911fffffffff,40.0,4.0,0.0,0.0
833915fffffffff,4.0,3.0,0.0,0.0
833918fffffffff,8.0,0.0,0.0,0.0
833919fffffffff,66.0,0.0,0.0,0.0
83391cfffffffff,1.0,1.0,0.0,0.0
83391dfffffffff,2.0,0.0,0.0,0.0
83391efffffffff,6.0,1.0,3.0,0.0
833920fffffffff,6.0,1.0,1.0,0.0
833921fffffffff,2.0,1.0,0.0,0.0
833922fffffffff,18.0,0.0,0.0,0.0
833923fffffffff,17.0,0.0,0.0,0.0
833925fffffffff,7.0,0.0,2.0,0.0
833928fffffffff,12.0,0.0,0.0,0.0
833929fffffffff,5.0,0.0,2.0,0.0
83392afffffffff,30.0,4.0,0.0,0.0
83392bfffffffff,31.0,25.0,6.0,0.0
83392cfffffffff,41.0,33.0,5.0,0.0
83392dfffffffff,4.0,0.0,4.0,0.0
83392efffffffff,7.0,5.0,1.0,0.0
833931fffffffff,2.0,0.0,0.0,0.0
833933fffffffff,17.0,0.0,0.0,0.0
833942fffffffff,2.0,0.0,0.0,0.0
833944fffffffff,117.0,115.0,2.0,0.0
833945fffffffff,24.0,24.0,0.0,0.0
833946fffffffff,49.0,49.0,0.0,0.0
833956fffffffff,12.0,0.0,0.0,0.0
833962fffffffff,4.0,4.0,0.0,0.0
833963fffffffff,2.0,0.0,0.0,0.0
833964fffffffff,2.0,0.0,2.0,0.0
833970fffffffff,9.0,0.0,0.0,0.0
833971fffffffff,127.0,127.0,0.0,0.0
833972fffffffff,116.0,0.0,0.0,0.0
833973fffffffff,130.0,32.0,0.0,0.0
833974fffffffff,5.0,0.0,0.0,0.0
833975fffffffff,3.0,3.0,0.0,0.0
833976fffffffff,4.0,0.0,0.0,0.0
833d04fffffffff,25.0,0.0,20.0,0.0
833d22fffffffff,15.0,0.0,6.0,0.0
833e65fffffffff,2.0,0.0,0.0,0.0
834360fffffffff,2.0,0.0,0.0,0.0
