cell_id,Passerculus sandwichensis,Passerculus sandwichensis [sandwichensis Group],Passerculus sandwichensis princeps,Passerculus sandwichensis [guttatus Group],Passerculus sandwichensis sanctorum,Passerculus sandwichensis rostratus/atratus
840c2d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c2dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c309ffffffff,63.0,0.0,0.0,0.0,0.0,0.0
840c323ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c32dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c335ffffffff,247.0,0.0,0.0,0.0,0.0,0.0
840c341ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c343ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c347ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c349ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c34bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,565.0,0.0,0.0,0.0,0.0,0.0
840c421ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c425ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
840c427ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,334.0,0.0,0.0,0.0,0.0,0.0
840c441ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840c44bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c451ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,78.0,0.0,0.0,0.0,0.0,0.0
840c461ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,173.0,0.0,0.0,0.0,0.0,0.0
840c469ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c46bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c46dffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840c501ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,365.0,0.0,0.0,0.0,0.0,0.0
840c507ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c50bffffffff,38.0,0.0,0.0,0.0,0.0,0.0
840c511ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c515ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,885.0,3.0,0.0,0.0,0.0,0.0
840c523ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,217.0,1.0,0.0,0.0,0.0,0.0
840c551ffffffff,20.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,397.0,0.0,0.0,0.0,0.0,0.0
840c55bffffffff,143.0,0.0,0.0,0.0,0.0,0.0
840c55dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840c561ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c5a1ffffffff,67.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,563.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,129.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,113.0,0.0,0.0,0.0,0.0,0.0
840c609ffffffff,10.0,4.0,0.0,0.0,0.0,0.0
840c60dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c617ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c621ffffffff,19.0,2.0,0.0,0.0,0.0,0.0
840c623ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c625ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c629ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c62dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c631ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c639ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c63bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c63dffffffff,23.0,0.0,0.0,0.0,0.0,0.0
840c641ffffffff,6.0,1.0,0.0,0.0,0.0,0.0
840c645ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c647ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c649ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c64bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c651ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c655ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c657ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
840c659ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c65bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c65dffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840c663ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c665ffffffff,402.0,39.0,0.0,0.0,0.0,0.0
840c667ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c66dffffffff,5.0,4.0,0.0,0.0,0.0,0.0
840c685ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c68bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c6a5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840c6a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c6adffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c705ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840c70dffffffff,13.0,5.0,0.0,0.0,0.0,0.0
840c711ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840c715ffffffff,10.0,2.0,0.0,0.0,0.0,0.0
840c719ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,83.0,0.0,0.0,0.0,0.0,0.0
840c731ffffffff,42.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,2445.0,176.0,0.0,0.0,0.0,0.0
840c735ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
840c739ffffffff,168.0,24.0,0.0,0.0,0.0,0.0
840c73bffffffff,220.0,10.0,0.0,0.0,0.0,0.0
840c73dffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c741ffffffff,284.0,35.0,0.0,0.0,0.0,0.0
840c745ffffffff,73.0,3.0,0.0,0.0,0.0,0.0
840c747ffffffff,23.0,2.0,0.0,0.0,0.0,0.0
840c749ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c74bffffffff,89.0,5.0,0.0,0.0,0.0,0.0
840c74dffffffff,311.0,18.0,0.0,0.0,0.0,0.0
840c753ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840c759ffffffff,197.0,17.0,0.0,0.0,0.0,0.0
840c75dffffffff,39.0,2.0,0.0,0.0,0.0,0.0
840c763ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c769ffffffff,185.0,10.0,0.0,0.0,0.0,0.0
840ca43ffffffff,422.0,0.0,0.0,0.0,0.0,0.0
840ca55ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ca99ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840ca9bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840cadbffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840caddffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840cc49ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840cc5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ccc3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ccd1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cce9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840cd8dffffffff,196.0,0.0,0.0,0.0,0.0,0.0
840cda9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cdd7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840cde3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cdebffffffff,33.0,0.0,0.0,0.0,0.0,0.0
840ce17ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
840ce1bffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840ce27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ce3dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840ce85ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ce91ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ce95ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce97ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ce99ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce9dffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840ceadffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840cec5ffffffff,29.0,0.0,0.0,0.0,0.0,0.0
840cec9ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840cecdffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ced3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ced7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cedbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ceddffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840cee5ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
840cee9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840ceedffffffff,19.0,0.0,0.0,0.0,0.0,0.0
840cf45ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cf4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d039ffffffff,1497.0,0.0,0.0,0.0,0.0,0.0
840d08dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d093ffffffff,119.0,0.0,0.0,0.0,0.0,0.0
840d099ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840d09bffffffff,46.0,0.0,0.0,0.0,0.0,0.0
840d0a5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d0b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d0c3ffffffff,161.0,0.0,0.0,0.0,0.0,0.0
840d0d1ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840d0d3ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840d0d9ffffffff,86.0,0.0,0.0,0.0,0.0,0.0
840d0e5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840d0edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d19bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d1adffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d1b5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840d1b7ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840d405ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840d40dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d425ffffffff,32.0,0.0,0.0,0.0,0.0,0.0
840d443ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d44dffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840d483ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840d487ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d489ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d48bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d495ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d499ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d49bffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840d4a1ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
840d4a7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d4a9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840d4abffffffff,6.0,2.0,0.0,0.0,0.0,0.0
840d4c3ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
840d4d5ffffffff,160.0,0.0,0.0,0.0,0.0,0.0
840d4e7ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840d521ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d523ffffffff,61.0,2.0,0.0,0.0,0.0,0.0
840d527ffffffff,85.0,0.0,0.0,0.0,0.0,0.0
840d529ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840d537ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840d563ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840d569ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
840d56bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d56dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d585ffffffff,228.0,3.0,0.0,0.0,0.0,0.0
840d587ffffffff,7.0,2.0,0.0,0.0,0.0,0.0
840d58dffffffff,13.0,3.0,0.0,0.0,0.0,0.0
840d593ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d595ffffffff,120.0,3.0,0.0,0.0,0.0,0.0
840d5a5ffffffff,11.0,4.0,0.0,0.0,0.0,0.0
840d5a9ffffffff,635.0,37.0,0.0,0.0,0.0,0.0
840d5adffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d5b9ffffffff,40.0,0.0,0.0,0.0,0.0,0.0
840d5bbffffffff,40.0,0.0,0.0,0.0,0.0,0.0
840d5c1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d5c7ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
840d5cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d5e7ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
840d5ebffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840d601ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840d605ffffffff,202.0,0.0,0.0,0.0,0.0,0.0
840d607ffffffff,53.0,0.0,0.0,0.0,0.0,0.0
840d619ffffffff,27.0,0.0,0.0,0.0,0.0,0.0
840d61bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d621ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d623ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d629ffffffff,627.0,0.0,0.0,0.0,0.0,0.0
840d62bffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840d62dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d651ffffffff,77.0,0.0,0.0,0.0,0.0,0.0
840d653ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840d657ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
840d659ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840d65dffffffff,39.0,0.0,0.0,0.0,0.0,0.0
840d667ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
840d6a9ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
840d6bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d6c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d6cdffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840d6e1ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840d6e3ffffffff,30.0,0.0,0.0,0.0,0.0,0.0
840d6e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d701ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d705ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d709ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840d70bffffffff,14.0,0.0,0.0,0.0,0.0,0.0
840d723ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d729ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840d72dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840d737ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840d747ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d751ffffffff,131.0,0.0,0.0,0.0,0.0,0.0
840d753ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840d75bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840d761ffffffff,57.0,0.0,0.0,0.0,0.0,0.0
840d763ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
840d767ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840d89bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e001ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e003ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e00dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e031ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e039ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840e0b1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e0bbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e29dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e2d3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e367ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e40bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e453ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e45bffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840e491ffffffff,205.0,0.0,0.0,0.0,0.0,0.0
840e493ffffffff,97.0,0.0,0.0,0.0,0.0,0.0
840e497ffffffff,260.0,0.0,0.0,0.0,0.0,0.0
840e499ffffffff,46.0,0.0,0.0,0.0,0.0,0.0
840e49bffffffff,305.0,0.0,0.0,0.0,0.0,0.0
840e4a9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e4c5ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840e4cbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e4d1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840e4d3ffffffff,226.0,0.0,0.0,0.0,0.0,0.0
840e4dbffffffff,1255.0,5.0,0.0,0.0,0.0,0.0
840e4e7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e51dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e523ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840e531ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e535ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840e539ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e5b3ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840e5b7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e5bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e623ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e6a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e6adffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840e6b5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e6c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e6cdffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e6e7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e6e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e801ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840e805ffffffff,2915.0,0.0,0.0,0.0,0.0,0.0
840e807ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e82bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e835ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e83bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840e863ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840e89bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840e8c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e8d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840e8d3ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840e8ddffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840e8e1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e945ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840e98bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840e9a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eb37ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840ec09ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec0bffffffff,6.0,2.0,0.0,0.0,0.0,0.0
840ec19ffffffff,8.0,2.0,0.0,0.0,0.0,0.0
840ec21ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840ec29ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
840ec41ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ec4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec51ffffffff,57.0,0.0,0.0,0.0,0.0,0.0
840ec55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ec57ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ec81ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
840ec85ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ec91ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ec93ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ec95ffffffff,63.0,4.0,0.0,0.0,0.0,0.0
840ec97ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
840ec9bffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840ec9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eca1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840eca5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eca7ffffffff,40.0,1.0,0.0,0.0,0.0,0.0
840ecb9ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
840ecbdffffffff,56.0,2.0,0.0,0.0,0.0,0.0
840ecc1ffffffff,100.0,8.0,0.0,0.0,0.0,0.0
840ecc9ffffffff,893.0,3.0,0.0,0.0,0.0,0.0
840ecd1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ed1dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ed27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ed45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ed49ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ed87ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840edb3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840edb9ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840edbdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840edddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ee17ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee27ffffffff,30.0,1.0,0.0,0.0,0.0,0.0
840ee41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee51ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ee85ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
840ee87ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
840ee89ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ee8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eea7ffffffff,2266.0,1.0,0.0,0.0,0.0,0.0
840eeabffffffff,58.0,0.0,0.0,0.0,0.0,0.0
840eeb1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eeb5ffffffff,68.0,3.0,0.0,0.0,0.0,0.0
840eeb9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840eebdffffffff,63.0,0.0,0.0,0.0,0.0,0.0
840eec7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840eec9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840eed1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840eed3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840eee3ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
840eee5ffffffff,31.0,0.0,0.0,0.0,0.0,0.0
840eeebffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840eeedffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ef03ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840ef07ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ef19ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840ef1bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840ef1dffffffff,33.0,28.0,0.0,0.0,0.0,0.0
840ef21ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ef25ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840ef29ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ef2bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ef2dffffffff,26.0,0.0,0.0,0.0,0.0,0.0
840ef31ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840ef35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ef39ffffffff,18.0,1.0,0.0,0.0,0.0,0.0
840f125ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840f5a5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840f9adffffffff,274.0,0.0,0.0,0.0,0.0,0.0
8412011ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84120a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84120b7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8412115ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
