cell_id,Buceros hydrocorax,Buceros hydrocorax hydrocorax,Buceros hydrocorax semigaleatus,Buceros hydrocorax mindanensis
826847fffffffff,30.0,0.0,0.0,3.0
82684ffffffffff,249.0,0.0,0.0,69.0
826857fffffffff,18.0,0.0,0.0,10.0
82685ffffffffff,99.0,0.0,0.0,33.0
82686ffffffffff,50.0,0.0,0.0,0.0
826947fffffffff,13.0,0.0,0.0,0.0
82694ffffffffff,196.0,69.0,0.0,0.0
82696ffffffffff,44.0,19.0,0.0,0.0
