cell_id,Sicalis luteola,Sicalis luteola [chrysops Group],Sicalis luteola bogotensis,Sicalis luteola [luteola Group]
824507fffffffff,8.0,0.0,0.0,0.0
824527fffffffff,117.0,0.0,0.0,0.0
82452ffffffffff,80.0,0.0,0.0,0.0
824997fffffffff,71.0,45.0,0.0,0.0
825e47fffffffff,12.0,0.0,0.0,0.0
825e5ffffffffff,15.0,0.0,0.0,0.0
825e67fffffffff,21.0,0.0,0.0,0.0
825e77fffffffff,313.0,0.0,0.0,0.0
825f0ffffffffff,15.0,0.0,0.0,0.0
825f2ffffffffff,229.0,0.0,0.0,0.0
825f47fffffffff,2.0,0.0,0.0,0.0
825f4ffffffffff,2.0,0.0,0.0,1.0
825f5ffffffffff,197.0,0.0,0.0,0.0
825f6ffffffffff,8.0,0.0,0.0,0.0
825f77fffffffff,1.0,0.0,0.0,0.0
826607fffffffff,3.0,0.0,0.0,0.0
82660ffffffffff,452.0,0.0,2.0,0.0
826617fffffffff,2.0,0.0,0.0,0.0
82661ffffffffff,6.0,0.0,0.0,0.0
82662ffffffffff,4.0,0.0,0.0,0.0
826647fffffffff,3.0,0.0,0.0,0.0
826657fffffffff,225.0,0.0,0.0,0.0
826667fffffffff,9.0,0.0,0.0,0.0
826677fffffffff,92.0,0.0,0.0,0.0
8266a7fffffffff,45.0,0.0,0.0,0.0
8266c7fffffffff,94.0,0.0,0.0,0.0
8266d7fffffffff,323.0,0.0,34.0,0.0
8266dffffffffff,34.0,0.0,0.0,0.0
8266e7fffffffff,1512.0,0.0,82.0,0.0
8266effffffffff,13.0,0.0,0.0,0.0
8266f7fffffffff,67.0,0.0,0.0,0.0
826747fffffffff,13.0,0.0,0.0,3.0
82675ffffffffff,9.0,0.0,0.0,1.0
826797fffffffff,8.0,0.0,0.0,0.0
826d27fffffffff,193.0,35.0,0.0,0.0
826d37fffffffff,575.0,41.0,0.0,0.0
826d67fffffffff,6.0,0.0,0.0,0.0
828017fffffffff,15.0,0.0,0.0,0.0
828037fffffffff,107.0,0.0,0.0,3.0
828107fffffffff,83.0,0.0,0.0,15.0
828117fffffffff,6.0,0.0,0.0,1.0
82811ffffffffff,13.0,0.0,0.0,1.0
828127fffffffff,7.0,0.0,0.0,0.0
82812ffffffffff,2.0,0.0,0.0,0.0
