cell_id,Oenanthe oenanthe,Oenanthe oenanthe leucorhoa,Oenanthe oenanthe oenanthe/libanotica
8421567ffffffff,3.0,0.0,0.0
8422db7ffffffff,18.0,0.0,7.0
84240adffffffff,4.0,0.0,0.0
84244b1ffffffff,4.0,0.0,0.0
8425135ffffffff,1.0,0.0,1.0
84255a3ffffffff,2.0,0.0,2.0
84255a7ffffffff,4.0,0.0,0.0
84255b5ffffffff,1.0,0.0,1.0
84255b7ffffffff,1.0,0.0,1.0
8425ac5ffffffff,3.0,0.0,3.0
8425ac9ffffffff,4.0,0.0,4.0
8425acbffffffff,3.0,0.0,0.0
8425ae9ffffffff,2.0,0.0,2.0
8426211ffffffff,2.0,0.0,0.0
8426459ffffffff,5.0,0.0,0.0
84271c9ffffffff,1.0,0.0,0.0
8427449ffffffff,3.0,0.0,0.0
84274b9ffffffff,3.0,0.0,0.0
84276d3ffffffff,21.0,0.0,0.0
8428023ffffffff,23.0,0.0,0.0
8428337ffffffff,7.0,0.0,0.0
8428c61ffffffff,33.0,0.0,0.0
8428d49ffffffff,2.0,0.0,0.0
8428d5dffffffff,11.0,0.0,0.0
8428d89ffffffff,1.0,0.0,0.0
8428de9ffffffff,1.0,0.0,0.0
8428f57ffffffff,2.0,0.0,0.0
8429a59ffffffff,7.0,0.0,0.0
842a065ffffffff,2.0,0.0,0.0
842a101ffffffff,2.0,0.0,0.0
842a103ffffffff,17.0,0.0,0.0
842a107ffffffff,19.0,0.0,0.0
842a109ffffffff,9.0,0.0,0.0
842a10bffffffff,15.0,0.0,0.0
842a10dffffffff,13.0,0.0,0.0
842a123ffffffff,1.0,0.0,0.0
842a133ffffffff,35.0,0.0,0.0
842a157ffffffff,2.0,0.0,0.0
842a159ffffffff,7.0,0.0,0.0
842a301ffffffff,13.0,0.0,0.0
842a305ffffffff,2.0,0.0,0.0
842a30dffffffff,21.0,0.0,0.0
842a311ffffffff,18.0,0.0,0.0
842a313ffffffff,2.0,0.0,0.0
842a315ffffffff,5.0,1.0,0.0
842a317ffffffff,11.0,0.0,0.0
842a327ffffffff,2.0,0.0,0.0
842a32bffffffff,17.0,0.0,0.0
842a333ffffffff,3.0,0.0,0.0
842a33bffffffff,6.0,0.0,0.0
842a33dffffffff,4.0,0.0,0.0
842a341ffffffff,3.0,0.0,0.0
842a347ffffffff,43.0,0.0,0.0
842a363ffffffff,4.0,0.0,0.0
842a367ffffffff,3.0,0.0,0.0
842a36dffffffff,1.0,0.0,0.0
842a4c1ffffffff,6.0,0.0,0.0
842a4c9ffffffff,2.0,0.0,0.0
842a865ffffffff,6.0,0.0,0.0
842a943ffffffff,150.0,0.0,0.0
842aa13ffffffff,18.0,0.0,0.0
842aa1bffffffff,42.0,0.0,0.0
842aacbffffffff,19.0,0.0,0.0
842aacdffffffff,2.0,0.0,0.0
842aad1ffffffff,7.0,0.0,0.0
842aadbffffffff,4.0,0.0,0.0
842ab03ffffffff,20.0,0.0,0.0
842ab05ffffffff,5.0,0.0,0.0
842ab37ffffffff,29.0,0.0,0.0
842ab49ffffffff,85.0,0.0,0.0
842af69ffffffff,26.0,0.0,0.0
842af6bffffffff,10.0,0.0,0.0
842b003ffffffff,7.0,0.0,0.0
842b033ffffffff,12.0,0.0,0.0
842b03bffffffff,3.0,0.0,0.0
842b053ffffffff,2.0,0.0,0.0
842b0a5ffffffff,4.0,0.0,0.0
842b121ffffffff,28.0,0.0,0.0
842b125ffffffff,24.0,0.0,0.0
842b161ffffffff,8.0,0.0,0.0
842b165ffffffff,2.0,0.0,0.0
842b167ffffffff,43.0,2.0,0.0
842b169ffffffff,21.0,2.0,0.0
842b16dffffffff,1.0,0.0,0.0
842b18bffffffff,2.0,0.0,0.0
842b1d5ffffffff,4.0,0.0,0.0
842b1d7ffffffff,16.0,0.0,0.0
842b24bffffffff,2.0,0.0,0.0
842b257ffffffff,1.0,0.0,0.0
842b2a7ffffffff,3.0,0.0,0.0
842b2c5ffffffff,10.0,0.0,0.0
842b333ffffffff,4.0,0.0,0.0
842b33bffffffff,2.0,0.0,0.0
842b345ffffffff,2.0,0.0,0.0
842b815ffffffff,7.0,1.0,0.0
842b831ffffffff,4.0,0.0,0.0
842b83bffffffff,1.0,1.0,0.0
842b857ffffffff,3.0,0.0,0.0
842b899ffffffff,18.0,0.0,0.0
842b8a1ffffffff,4.0,0.0,0.0
842b8a9ffffffff,1.0,1.0,0.0
842b8adffffffff,9.0,1.0,0.0
842b8dbffffffff,11.0,0.0,0.0
842b96dffffffff,15.0,3.0,0.0
842b9dbffffffff,8.0,0.0,0.0
842b9ebffffffff,7.0,0.0,0.0
842ba51ffffffff,28.0,0.0,0.0
842ba53ffffffff,3.0,0.0,0.0
842ba55ffffffff,1.0,0.0,0.0
842baa1ffffffff,4.0,0.0,0.0
842bac5ffffffff,91.0,0.0,0.0
842bac7ffffffff,2.0,0.0,0.0
842bacdffffffff,5.0,0.0,0.0
842bae7ffffffff,4.0,0.0,0.0
842bb37ffffffff,1.0,0.0,0.0
842c047ffffffff,2.0,0.0,0.0
842c059ffffffff,2.0,0.0,0.0
842c09dffffffff,2.0,0.0,0.0
842c13dffffffff,2.0,0.0,0.0
842c203ffffffff,28.0,0.0,22.0
842c215ffffffff,2.0,0.0,2.0
842c219ffffffff,14.0,0.0,14.0
842c21dffffffff,2.0,0.0,2.0
842c281ffffffff,7.0,0.0,7.0
842c283ffffffff,16.0,0.0,16.0
842c2cbffffffff,16.0,0.0,16.0
842c2e7ffffffff,4.0,0.0,4.0
842c2e9ffffffff,5.0,0.0,5.0
842c4cdffffffff,1.0,0.0,0.0
842c513ffffffff,1.0,0.0,0.0
842c51bffffffff,15.0,0.0,0.0
842c56dffffffff,3.0,0.0,0.0
842c93bffffffff,2.0,0.0,0.0
842cf33ffffffff,2.0,0.0,0.0
842d03bffffffff,7.0,0.0,2.0
842d03dffffffff,1.0,0.0,0.0
842d13dffffffff,1.0,0.0,0.0
842d849ffffffff,6.0,0.0,0.0
842da09ffffffff,2.0,0.0,0.0
842da17ffffffff,4.0,0.0,0.0
842da23ffffffff,2.0,0.0,0.0
842da27ffffffff,4.0,0.0,0.0
842dab3ffffffff,3.0,0.0,0.0
842dae9ffffffff,2.0,0.0,0.0
842db0bffffffff,2.0,0.0,0.0
842db11ffffffff,5.0,0.0,0.0
842db67ffffffff,2.0,0.0,2.0
84309b3ffffffff,1.0,0.0,0.0
8431819ffffffff,2.0,0.0,0.0
8434229ffffffff,5.0,2.0,0.0
843434dffffffff,2.0,0.0,0.0
84344c5ffffffff,2.0,0.0,0.0
8434699ffffffff,6.0,0.0,0.0
84346b5ffffffff,2.0,0.0,0.0
84346bbffffffff,4.0,0.0,0.0
84351b5ffffffff,6.0,1.0,0.0
84351bdffffffff,6.0,4.0,0.0
8435a93ffffffff,2.0,0.0,0.0
84384a1ffffffff,4.0,0.0,0.0
84384d9ffffffff,4.0,0.0,0.0
84384e7ffffffff,2.0,0.0,0.0
8438625ffffffff,5.0,0.0,0.0
8438a57ffffffff,2.0,0.0,0.0
8439001ffffffff,4.0,0.0,0.0
8439003ffffffff,16.0,1.0,1.0
8439009ffffffff,2.0,0.0,0.0
843900bffffffff,4.0,0.0,0.0
8439019ffffffff,15.0,0.0,1.0
843901bffffffff,4.0,0.0,0.0
843901dffffffff,6.0,0.0,0.0
8439029ffffffff,6.0,0.0,0.0
843902bffffffff,1.0,0.0,0.0
8439031ffffffff,4.0,0.0,0.0
8439033ffffffff,1.0,0.0,0.0
8439039ffffffff,11.0,0.0,0.0
8439041ffffffff,24.0,0.0,0.0
8439047ffffffff,1.0,0.0,0.0
843904bffffffff,6.0,0.0,0.0
8439055ffffffff,10.0,0.0,0.0
8439057ffffffff,16.0,0.0,0.0
843905dffffffff,3.0,0.0,0.0
8439063ffffffff,1.0,0.0,0.0
843906dffffffff,3.0,0.0,0.0
843908dffffffff,3.0,0.0,0.0
84390c1ffffffff,4.0,0.0,0.0
84390c7ffffffff,2.0,0.0,0.0
84390e3ffffffff,5.0,0.0,0.0
84390e7ffffffff,9.0,0.0,0.0
8439101ffffffff,32.0,0.0,0.0
8439103ffffffff,15.0,0.0,0.0
8439111ffffffff,9.0,0.0,2.0
8439115ffffffff,17.0,0.0,2.0
8439159ffffffff,2.0,0.0,0.0
843915bffffffff,2.0,0.0,0.0
843915dffffffff,8.0,0.0,0.0
843918bffffffff,2.0,0.0,0.0
8439195ffffffff,7.0,0.0,0.0
84391abffffffff,2.0,0.0,0.0
84391c7ffffffff,3.0,0.0,0.0
84391d7ffffffff,3.0,0.0,0.0
84391e1ffffffff,3.0,0.0,0.0
84391e9ffffffff,2.0,0.0,0.0
84391ebffffffff,1.0,0.0,0.0
8439213ffffffff,1.0,0.0,0.0
8439221ffffffff,2.0,0.0,0.0
8439223ffffffff,5.0,0.0,0.0
8439227ffffffff,13.0,0.0,0.0
8439239ffffffff,2.0,0.0,0.0
843923dffffffff,11.0,0.0,0.0
8439243ffffffff,4.0,0.0,0.0
843925bffffffff,6.0,0.0,0.0
8439285ffffffff,2.0,0.0,0.0
8439287ffffffff,2.0,0.0,0.0
843928bffffffff,2.0,0.0,0.0
843928dffffffff,10.0,0.0,0.0
8439293ffffffff,2.0,0.0,0.0
8439299ffffffff,4.0,0.0,0.0
84392a5ffffffff,4.0,0.0,2.0
84392adffffffff,2.0,0.0,0.0
84392b5ffffffff,14.0,0.0,1.0
84392b7ffffffff,4.0,0.0,0.0
84392b9ffffffff,2.0,0.0,0.0
84392c9ffffffff,5.0,0.0,0.0
84392cbffffffff,10.0,0.0,3.0
84392cdffffffff,5.0,0.0,3.0
84392d1ffffffff,2.0,0.0,0.0
84392d7ffffffff,1.0,0.0,0.0
84392d9ffffffff,2.0,0.0,0.0
84392ddffffffff,5.0,0.0,3.0
84392e3ffffffff,1.0,0.0,0.0
84392e7ffffffff,2.0,0.0,0.0
84392ebffffffff,2.0,0.0,0.0
8439311ffffffff,4.0,0.0,0.0
8439313ffffffff,2.0,0.0,0.0
843931bffffffff,12.0,0.0,0.0
8439333ffffffff,6.0,0.0,0.0
8439337ffffffff,9.0,0.0,0.0
8439339ffffffff,1.0,0.0,0.0
843933bffffffff,2.0,0.0,0.0
8439423ffffffff,7.0,0.0,0.0
8439427ffffffff,3.0,0.0,0.0
8439435ffffffff,16.0,0.0,0.0
843951dffffffff,3.0,0.0,0.0
8439547ffffffff,2.0,0.0,0.0
8439549ffffffff,4.0,0.0,0.0
8439563ffffffff,5.0,0.0,0.0
8439567ffffffff,7.0,0.0,0.0
8439569ffffffff,2.0,0.0,0.0
84395c1ffffffff,77.0,0.0,1.0
84395c9ffffffff,14.0,0.0,0.0
84395cbffffffff,4.0,0.0,0.0
84395d9ffffffff,2.0,0.0,0.0
8439635ffffffff,2.0,0.0,0.0
84396c7ffffffff,2.0,0.0,0.0
8439701ffffffff,5.0,0.0,3.0
8439703ffffffff,3.0,0.0,0.0
8439705ffffffff,2.0,0.0,0.0
8439707ffffffff,1.0,0.0,0.0
8439709ffffffff,4.0,0.0,0.0
8439721ffffffff,12.0,0.0,0.0
8439723ffffffff,6.0,0.0,0.0
8439727ffffffff,2.0,0.0,0.0
8439729ffffffff,68.0,0.0,0.0
843972bffffffff,7.0,0.0,0.0
843972dffffffff,2.0,0.0,0.0
8439739ffffffff,22.0,0.0,0.0
843973dffffffff,7.0,0.0,0.0
8439741ffffffff,5.0,0.0,0.0
8439747ffffffff,3.0,0.0,0.0
8439759ffffffff,10.0,0.0,6.0
8439895ffffffff,2.0,0.0,2.0
843c0b5ffffffff,3.0,0.0,0.0
843c0b7ffffffff,1.0,0.0,0.0
843d005ffffffff,8.0,0.0,0.0
843d043ffffffff,3.0,0.0,0.0
843d04dffffffff,4.0,0.0,0.0
843d119ffffffff,3.0,0.0,3.0
843d35dffffffff,1.0,0.0,0.0
843e411ffffffff,2.0,0.0,0.0
843e457ffffffff,4.0,0.0,0.0
843e631ffffffff,2.0,0.0,2.0
843e689ffffffff,8.0,0.0,6.0
843e6c3ffffffff,2.0,0.0,2.0
843e6c9ffffffff,6.0,0.0,2.0
843e6cbffffffff,1.0,0.0,1.0
843ee93ffffffff,2.0,0.0,2.0
843f365ffffffff,50.0,0.0,0.0
843f45bffffffff,2.0,0.0,0.0
843f4d1ffffffff,4.0,0.0,3.0
843f611ffffffff,2.0,0.0,2.0
843f68bffffffff,2.0,0.0,0.0
843f68dffffffff,6.0,0.0,0.0
843f6ddffffffff,2.0,0.0,0.0
843f6e7ffffffff,1.0,0.0,0.0
843f767ffffffff,1.0,0.0,0.0
8443a13ffffffff,2.0,0.0,2.0
8443a17ffffffff,5.0,0.0,0.0
8443a33ffffffff,1.0,0.0,0.0
8443a39ffffffff,1.0,0.0,0.0
8443a3bffffffff,1.0,0.0,0.0
8443a8dffffffff,1.0,0.0,0.0
844445dffffffff,8.0,0.0,0.0
8444465ffffffff,1.0,0.0,0.0
84444cbffffffff,2.0,0.0,0.0
84446adffffffff,9.0,0.0,0.0
8444a19ffffffff,2.0,0.0,0.0
8444a53ffffffff,1.0,0.0,0.0
8444a5bffffffff,30.0,0.0,0.0
8444c87ffffffff,36.0,3.0,0.0
8448559ffffffff,3.0,0.0,0.0
8448915ffffffff,57.0,0.0,0.0
8448919ffffffff,51.0,0.0,0.0
8448b3dffffffff,3.0,0.0,0.0
8448d33ffffffff,12.0,0.0,0.0
844ba05ffffffff,19.0,0.0,0.0
844ba15ffffffff,4.0,0.0,0.0
84524d7ffffffff,2.0,0.0,2.0
845269bffffffff,1.0,0.0,1.0
8453129ffffffff,2.0,0.0,0.0
84534d5ffffffff,8.0,0.0,0.0
84536a3ffffffff,2.0,0.0,0.0
8453a43ffffffff,3.0,0.0,3.0
8454025ffffffff,2.0,0.0,0.0
8454c53ffffffff,2.0,0.0,0.0
845536dffffffff,2.0,0.0,0.0
8459091ffffffff,2.0,0.0,0.0
8459097ffffffff,2.0,0.0,0.0
845929bffffffff,2.0,0.0,0.0
8459741ffffffff,3.0,0.0,0.0
8459745ffffffff,2.0,0.0,0.0
845974dffffffff,6.0,0.0,0.0
845e5cbffffffff,2.0,0.0,0.0
8460025ffffffff,1.0,0.0,0.0
8460067ffffffff,1.0,0.0,0.0
8460069ffffffff,5.0,0.0,0.0
8460161ffffffff,29.0,0.0,0.0
8460229ffffffff,2.0,0.0,0.0
8460303ffffffff,1.0,0.0,0.0
8460a89ffffffff,1.0,0.0,0.0
84611e7ffffffff,7.0,0.0,0.0
8463321ffffffff,6.0,0.0,6.0
846336dffffffff,3.0,0.0,3.0
8464841ffffffff,27.0,0.0,4.0
8466b19ffffffff,1.0,0.0,0.0
8467461ffffffff,2.0,0.0,0.0
846add7ffffffff,1.0,0.0,0.0
847a401ffffffff,2.0,0.0,2.0
847a457ffffffff,1.0,0.0,0.0
847a605ffffffff,1.0,0.0,1.0
847a619ffffffff,1.0,0.0,0.0
847a641ffffffff,3.0,0.0,0.0
847a683ffffffff,2.0,0.0,1.0
847a68bffffffff,1.0,0.0,0.0
847a6adffffffff,4.0,0.0,0.0
847a6e5ffffffff,2.0,0.0,1.0
847b5bbffffffff,1.0,0.0,0.0
84962e5ffffffff,3.0,0.0,0.0
84a3997ffffffff,2.0,0.0,0.0
