cell_id,Piaya cayana,Piaya cayana mexicana,Piaya cayana thermophila,Piaya cayana nigricrissa,Piaya cayana [cayana Group]
84450c5ffffffff,148.0,0.0,22.0,0.0,0.0
84450c7ffffffff,27.0,0.0,0.0,0.0,0.0
84450c9ffffffff,3.0,0.0,0.0,0.0,0.0
84450cbffffffff,1.0,0.0,0.0,0.0,0.0
84450cdffffffff,112.0,0.0,12.0,0.0,0.0
84450d1ffffffff,5.0,0.0,0.0,0.0,0.0
84450d3ffffffff,116.0,0.0,65.0,0.0,0.0
84450d5ffffffff,50.0,0.0,33.0,0.0,0.0
84450d7ffffffff,6.0,0.0,0.0,0.0,0.0
84450d9ffffffff,4.0,0.0,0.0,0.0,0.0
84450ddffffffff,4.0,0.0,0.0,0.0,0.0
84450e1ffffffff,21.0,0.0,0.0,0.0,0.0
84450e3ffffffff,624.0,0.0,38.0,0.0,0.0
84450e7ffffffff,1.0,0.0,0.0,0.0,0.0
84450ebffffffff,286.0,0.0,47.0,0.0,0.0
84450edffffffff,2.0,0.0,0.0,0.0,0.0
844519bffffffff,23.0,0.0,10.0,0.0,0.0
8445201ffffffff,9.0,0.0,0.0,0.0,0.0
8445203ffffffff,146.0,0.0,0.0,0.0,0.0
8445205ffffffff,159.0,0.0,0.0,0.0,0.0
8445207ffffffff,82.0,0.0,4.0,0.0,0.0
8445209ffffffff,208.0,0.0,2.0,0.0,0.0
844520bffffffff,77.0,0.0,1.0,0.0,0.0
844520dffffffff,474.0,0.0,0.0,0.0,0.0
8445211ffffffff,36.0,0.0,0.0,0.0,0.0
8445213ffffffff,92.0,0.0,0.0,0.0,0.0
8445215ffffffff,824.0,0.0,35.0,0.0,0.0
8445217ffffffff,264.0,0.0,5.0,0.0,0.0
8445219ffffffff,4.0,0.0,0.0,0.0,0.0
844521bffffffff,5.0,0.0,0.0,0.0,0.0
844521dffffffff,171.0,0.0,17.0,0.0,0.0
8445221ffffffff,303.0,0.0,0.0,0.0,0.0
8445223ffffffff,5.0,0.0,0.0,0.0,0.0
8445225ffffffff,921.0,0.0,0.0,0.0,0.0
8445229ffffffff,5.0,0.0,0.0,0.0,0.0
844522bffffffff,94.0,0.0,0.0,0.0,0.0
844522dffffffff,10.0,0.0,0.0,0.0,0.0
8445231ffffffff,4.0,0.0,0.0,0.0,0.0
8445233ffffffff,1083.0,0.0,76.0,0.0,0.0
844523bffffffff,160.0,0.0,2.0,0.0,0.0
8445241ffffffff,10.0,0.0,0.0,0.0,0.0
8445243ffffffff,349.0,0.0,1.0,0.0,0.0
8445245ffffffff,22.0,0.0,0.0,0.0,0.0
8445247ffffffff,614.0,0.0,0.0,0.0,0.0
8445249ffffffff,410.0,0.0,0.0,0.0,0.0
844524bffffffff,185.0,0.0,0.0,0.0,0.0
844524dffffffff,19.0,0.0,0.0,0.0,0.0
8445251ffffffff,83.0,0.0,21.0,0.0,0.0
8445253ffffffff,7.0,0.0,7.0,0.0,0.0
8445255ffffffff,232.0,0.0,8.0,0.0,0.0
8445257ffffffff,133.0,0.0,8.0,0.0,0.0
844525bffffffff,247.0,0.0,99.0,0.0,0.0
844525dffffffff,22.0,0.0,2.0,0.0,0.0
8445261ffffffff,55.0,0.0,0.0,0.0,0.0
8445263ffffffff,915.0,0.0,0.0,0.0,0.0
8445265ffffffff,2.0,0.0,0.0,0.0,0.0
8445267ffffffff,9.0,0.0,0.0,0.0,0.0
8445269ffffffff,70.0,0.0,0.0,0.0,0.0
844526bffffffff,509.0,0.0,0.0,0.0,0.0
844526dffffffff,16.0,0.0,0.0,0.0,0.0
8445281ffffffff,35.0,0.0,0.0,0.0,0.0
8445283ffffffff,55.0,0.0,19.0,0.0,0.0
8445285ffffffff,46.0,0.0,6.0,0.0,0.0
8445287ffffffff,214.0,0.0,61.0,0.0,0.0
8445289ffffffff,609.0,0.0,3.0,0.0,0.0
844528dffffffff,179.0,0.0,9.0,0.0,0.0
8445291ffffffff,5.0,0.0,0.0,0.0,0.0
8445293ffffffff,3.0,0.0,0.0,0.0,0.0
8445295ffffffff,4.0,0.0,0.0,0.0,0.0
8445297ffffffff,12.0,0.0,0.0,0.0,0.0
8445299ffffffff,2.0,0.0,0.0,0.0,0.0
844529bffffffff,16.0,0.0,2.0,0.0,0.0
84452a1ffffffff,86.0,0.0,22.0,0.0,0.0
84452a3ffffffff,18.0,0.0,1.0,0.0,0.0
84452a5ffffffff,432.0,0.0,10.0,0.0,0.0
84452a7ffffffff,56.0,0.0,6.0,0.0,0.0
84452a9ffffffff,594.0,0.0,45.0,0.0,0.0
84452abffffffff,69.0,0.0,0.0,0.0,0.0
84452adffffffff,1649.0,0.0,208.0,0.0,0.0
84452b1ffffffff,1.0,0.0,0.0,0.0,0.0
84452b3ffffffff,1.0,0.0,0.0,0.0,0.0
84452b5ffffffff,36.0,0.0,0.0,0.0,0.0
84452b7ffffffff,2.0,0.0,0.0,0.0,0.0
84452b9ffffffff,122.0,0.0,28.0,0.0,0.0
84452bdffffffff,180.0,0.0,43.0,0.0,0.0
84452c1ffffffff,65.0,0.0,5.0,0.0,0.0
84452c3ffffffff,634.0,0.0,122.0,0.0,0.0
84452c5ffffffff,132.0,0.0,17.0,0.0,0.0
84452c7ffffffff,632.0,0.0,37.0,0.0,0.0
84452c9ffffffff,89.0,0.0,27.0,0.0,0.0
84452cbffffffff,16.0,0.0,0.0,0.0,0.0
84452cdffffffff,8.0,0.0,0.0,0.0,0.0
84452d5ffffffff,22.0,0.0,0.0,0.0,0.0
84452d7ffffffff,4.0,0.0,0.0,0.0,0.0
84452d9ffffffff,151.0,0.0,44.0,0.0,0.0
84452dbffffffff,38.0,0.0,0.0,0.0,0.0
84452ddffffffff,8.0,0.0,0.0,0.0,0.0
84452e1ffffffff,5260.0,0.0,224.0,0.0,0.0
84452e3ffffffff,528.0,0.0,25.0,0.0,0.0
84452e5ffffffff,1921.0,0.0,142.0,0.0,0.0
84452e7ffffffff,182.0,0.0,3.0,0.0,0.0
84452e9ffffffff,315.0,0.0,10.0,0.0,0.0
84452ebffffffff,1475.0,0.0,225.0,0.0,0.0
84452edffffffff,287.0,0.0,4.0,0.0,0.0
8445303ffffffff,5.0,0.0,0.0,0.0,0.0
8445305ffffffff,7.0,0.0,0.0,0.0,0.0
8445309ffffffff,33.0,0.0,0.0,0.0,0.0
844530dffffffff,8.0,0.0,0.0,0.0,0.0
8445319ffffffff,84.0,0.0,0.0,0.0,0.0
8445321ffffffff,18.0,0.0,0.0,0.0,0.0
8445329ffffffff,2.0,0.0,0.0,0.0,0.0
844532bffffffff,57.0,0.0,0.0,0.0,0.0
844532dffffffff,3.0,0.0,0.0,0.0,0.0
8445343ffffffff,221.0,0.0,0.0,0.0,0.0
8445345ffffffff,3.0,0.0,0.0,0.0,0.0
8445349ffffffff,5.0,0.0,0.0,0.0,0.0
844534dffffffff,12.0,0.0,0.0,0.0,0.0
8445351ffffffff,106.0,0.0,0.0,0.0,0.0
8445353ffffffff,96.0,0.0,0.0,0.0,0.0
8445355ffffffff,5.0,0.0,0.0,0.0,0.0
8445357ffffffff,3.0,0.0,0.0,0.0,0.0
8445359ffffffff,4.0,0.0,0.0,0.0,0.0
844535bffffffff,2.0,0.0,0.0,0.0,0.0
844535dffffffff,7.0,0.0,0.0,0.0,0.0
8445363ffffffff,27.0,0.0,0.0,0.0,0.0
8445365ffffffff,49.0,0.0,0.0,0.0,0.0
8445367ffffffff,15.0,0.0,0.0,0.0,0.0
8445649ffffffff,56.0,0.0,6.0,0.0,0.0
84456dbffffffff,17.0,0.0,0.0,0.0,0.0
8445721ffffffff,125.0,0.0,37.0,0.0,0.0
8445723ffffffff,3.0,0.0,2.0,0.0,0.0
8445725ffffffff,76.0,0.0,1.0,0.0,0.0
8445727ffffffff,83.0,0.0,59.0,0.0,0.0
8445745ffffffff,2.0,0.0,0.0,0.0,0.0
844574dffffffff,4.0,0.0,0.0,0.0,0.0
8445761ffffffff,13.0,0.0,2.0,0.0,0.0
8445765ffffffff,5.0,0.0,0.0,0.0,0.0
8445767ffffffff,27.0,0.0,2.0,0.0,0.0
8445769ffffffff,2.0,0.0,0.0,0.0,0.0
8448029ffffffff,1.0,0.0,0.0,0.0,0.0
844802bffffffff,8.0,0.0,0.0,0.0,0.0
8448035ffffffff,1.0,1.0,0.0,0.0,0.0
8448065ffffffff,4.0,1.0,0.0,0.0,0.0
8448067ffffffff,1.0,0.0,0.0,0.0,0.0
844806dffffffff,7.0,0.0,0.0,0.0,0.0
84480a5ffffffff,5.0,0.0,0.0,0.0,0.0
84480adffffffff,411.0,78.0,0.0,0.0,0.0
84480e5ffffffff,4.0,2.0,0.0,0.0,0.0
844815bffffffff,47.0,0.0,0.0,0.0,0.0
84481d5ffffffff,3.0,0.0,0.0,0.0,0.0
84481d7ffffffff,17.0,0.0,0.0,0.0,0.0
84481dbffffffff,9.0,3.0,0.0,0.0,0.0
8448305ffffffff,2.0,2.0,0.0,0.0,0.0
8448323ffffffff,4.0,0.0,0.0,0.0,0.0
8448329ffffffff,13.0,4.0,0.0,0.0,0.0
844832bffffffff,4.0,0.0,0.0,0.0,0.0
8448331ffffffff,48.0,4.0,0.0,0.0,0.0
8448333ffffffff,24.0,0.0,0.0,0.0,0.0
8448337ffffffff,218.0,19.0,0.0,0.0,0.0
844833bffffffff,43.0,0.0,0.0,0.0,0.0
844833dffffffff,3.0,0.0,0.0,0.0,0.0
8448361ffffffff,892.0,90.0,0.0,0.0,0.0
8448363ffffffff,990.0,112.0,0.0,0.0,0.0
8448365ffffffff,81.0,18.0,0.0,0.0,0.0
8448367ffffffff,80.0,19.0,0.0,0.0,0.0
8448369ffffffff,1140.0,140.0,0.0,0.0,0.0
844836dffffffff,175.0,22.0,0.0,0.0,0.0
8448b4dffffffff,7.0,0.0,4.0,0.0,0.0
8448e49ffffffff,5.0,0.0,0.0,0.0,0.0
8448e4bffffffff,2.0,2.0,0.0,0.0,0.0
8448e4dffffffff,1.0,0.0,0.0,0.0,0.0
8449801ffffffff,45.0,37.0,0.0,0.0,0.0
8449809ffffffff,53.0,26.0,0.0,0.0,0.0
844980dffffffff,26.0,7.0,0.0,0.0,0.0
8449811ffffffff,1.0,0.0,0.0,0.0,0.0
8449843ffffffff,10.0,0.0,0.0,0.0,0.0
8449845ffffffff,2.0,2.0,0.0,0.0,0.0
8449851ffffffff,2.0,0.0,0.0,0.0,0.0
8449855ffffffff,22.0,0.0,0.0,0.0,0.0
844985bffffffff,1.0,0.0,0.0,0.0,0.0
8449861ffffffff,22.0,2.0,0.0,0.0,0.0
8449865ffffffff,17.0,5.0,0.0,0.0,0.0
8449869ffffffff,34.0,28.0,0.0,0.0,0.0
844986dffffffff,68.0,31.0,0.0,0.0,0.0
84498c9ffffffff,73.0,1.0,0.0,0.0,0.0
84498cbffffffff,2.0,0.0,0.0,0.0,0.0
84498d9ffffffff,1.0,0.0,0.0,0.0,0.0
84498dbffffffff,4.0,2.0,0.0,0.0,0.0
8449901ffffffff,21.0,0.0,0.0,0.0,0.0
8449903ffffffff,22.0,0.0,0.0,0.0,0.0
8449905ffffffff,5.0,0.0,2.0,0.0,0.0
8449907ffffffff,2.0,0.0,0.0,0.0,0.0
844990dffffffff,4.0,0.0,0.0,0.0,0.0
8449911ffffffff,1.0,0.0,0.0,0.0,0.0
8449913ffffffff,15.0,0.0,0.0,0.0,0.0
8449917ffffffff,1.0,0.0,0.0,0.0,0.0
844991dffffffff,16.0,0.0,4.0,0.0,0.0
8449929ffffffff,23.0,0.0,0.0,0.0,0.0
844992bffffffff,23.0,0.0,11.0,0.0,0.0
8449937ffffffff,2.0,0.0,2.0,0.0,0.0
844993bffffffff,2.0,0.0,2.0,0.0,0.0
844993dffffffff,6.0,0.0,0.0,0.0,0.0
8449941ffffffff,18.0,0.0,0.0,0.0,0.0
8449945ffffffff,2.0,0.0,0.0,0.0,0.0
844994bffffffff,10.0,0.0,0.0,0.0,0.0
8449959ffffffff,120.0,66.0,0.0,0.0,0.0
8449961ffffffff,566.0,0.0,138.0,0.0,0.0
8449963ffffffff,2105.0,0.0,958.0,0.0,0.0
8449965ffffffff,1065.0,0.0,67.0,0.0,0.0
8449967ffffffff,432.0,0.0,34.0,0.0,0.0
8449969ffffffff,1024.0,0.0,15.0,0.0,0.0
844996bffffffff,126.0,0.0,11.0,0.0,0.0
844996dffffffff,117.0,0.0,19.0,0.0,0.0
8449981ffffffff,31.0,0.0,0.0,0.0,0.0
8449983ffffffff,2.0,0.0,2.0,0.0,0.0
8449985ffffffff,4.0,0.0,1.0,0.0,0.0
8449987ffffffff,246.0,0.0,28.0,0.0,0.0
844998dffffffff,10.0,0.0,0.0,0.0,0.0
84499a3ffffffff,2.0,0.0,2.0,0.0,0.0
84499abffffffff,4.0,0.0,2.0,0.0,0.0
84499b1ffffffff,25.0,0.0,2.0,0.0,0.0
84499b5ffffffff,4.0,0.0,0.0,0.0,0.0
84499b7ffffffff,2.0,0.0,1.0,0.0,0.0
84499bdffffffff,3.0,0.0,0.0,0.0,0.0
84499c1ffffffff,4.0,0.0,0.0,0.0,0.0
84499c5ffffffff,55.0,0.0,0.0,0.0,0.0
84499c7ffffffff,9.0,0.0,0.0,0.0,0.0
84499cdffffffff,4.0,0.0,0.0,0.0,0.0
84499e3ffffffff,31.0,0.0,0.0,0.0,0.0
84499e7ffffffff,8.0,0.0,0.0,0.0,0.0
84499e9ffffffff,1.0,0.0,0.0,0.0,0.0
84499ebffffffff,22.0,0.0,0.0,0.0,0.0
8449a17ffffffff,1.0,0.0,0.0,0.0,0.0
8449a21ffffffff,6.0,0.0,0.0,0.0,0.0
8449a23ffffffff,4.0,0.0,0.0,0.0,0.0
8449a2bffffffff,26.0,12.0,0.0,0.0,0.0
8449a3dffffffff,17.0,8.0,0.0,0.0,0.0
8449a81ffffffff,80.0,9.0,0.0,0.0,0.0
8449a83ffffffff,37.0,2.0,0.0,0.0,0.0
8449a85ffffffff,292.0,16.0,0.0,0.0,0.0
8449a87ffffffff,12.0,3.0,0.0,0.0,0.0
8449a89ffffffff,40.0,7.0,0.0,0.0,0.0
8449a8bffffffff,31.0,6.0,0.0,0.0,0.0
8449a8dffffffff,257.0,6.0,0.0,0.0,0.0
8449a91ffffffff,404.0,83.0,0.0,0.0,0.0
8449a93ffffffff,245.0,52.0,0.0,0.0,0.0
8449a97ffffffff,175.0,21.0,0.0,0.0,0.0
8449a99ffffffff,5.0,0.0,0.0,0.0,0.0
8449a9bffffffff,27.0,6.0,0.0,0.0,0.0
8449aa1ffffffff,14.0,2.0,0.0,0.0,0.0
8449aa3ffffffff,180.0,23.0,0.0,0.0,0.0
8449aa5ffffffff,2.0,0.0,0.0,0.0,0.0
8449aa7ffffffff,5.0,0.0,0.0,0.0,0.0
8449aa9ffffffff,11.0,0.0,0.0,0.0,0.0
8449ab1ffffffff,114.0,8.0,0.0,0.0,0.0
8449ab3ffffffff,11.0,0.0,0.0,0.0,0.0
8449ab5ffffffff,88.0,7.0,0.0,0.0,0.0
8449ab7ffffffff,1.0,0.0,0.0,0.0,0.0
8449ab9ffffffff,8.0,2.0,0.0,0.0,0.0
8449abbffffffff,9.0,0.0,0.0,0.0,0.0
8449abdffffffff,18.0,0.0,0.0,0.0,0.0
8449ac7ffffffff,11.0,0.0,0.0,0.0,0.0
8449ad5ffffffff,8.0,0.0,0.0,0.0,0.0
8449ad7ffffffff,11.0,0.0,0.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0,0.0,0.0
8449ae3ffffffff,50.0,8.0,0.0,0.0,0.0
8449aebffffffff,4.0,0.0,0.0,0.0,0.0
8449b03ffffffff,14.0,1.0,0.0,0.0,0.0
8449b05ffffffff,1.0,0.0,0.0,0.0,0.0
8449b0bffffffff,8.0,1.0,0.0,0.0,0.0
8449b0dffffffff,2.0,0.0,0.0,0.0,0.0
8449b15ffffffff,7.0,4.0,0.0,0.0,0.0
8449b19ffffffff,27.0,10.0,0.0,0.0,0.0
8449b1dffffffff,2.0,0.0,0.0,0.0,0.0
8449b21ffffffff,7.0,0.0,0.0,0.0,0.0
8449b23ffffffff,2.0,0.0,0.0,0.0,0.0
8449b29ffffffff,3.0,0.0,0.0,0.0,0.0
8449b2bffffffff,16.0,0.0,0.0,0.0,0.0
8449b31ffffffff,118.0,3.0,0.0,0.0,0.0
8449b33ffffffff,687.0,216.0,0.0,0.0,0.0
8449b35ffffffff,33.0,2.0,0.0,0.0,0.0
8449b37ffffffff,50.0,29.0,0.0,0.0,0.0
8449b39ffffffff,1.0,1.0,0.0,0.0,0.0
8449b3bffffffff,70.0,10.0,0.0,0.0,0.0
8449b3dffffffff,5.0,3.0,0.0,0.0,0.0
8449b47ffffffff,2.0,0.0,0.0,0.0,0.0
8449b53ffffffff,27.0,16.0,0.0,0.0,0.0
8449b55ffffffff,17.0,2.0,0.0,0.0,0.0
8449b57ffffffff,36.0,16.0,0.0,0.0,0.0
8449b65ffffffff,5.0,0.0,0.0,0.0,0.0
8449b67ffffffff,8.0,0.0,0.0,0.0,0.0
8449b6bffffffff,5.0,0.0,0.0,0.0,0.0
8449b6dffffffff,2.0,0.0,0.0,0.0,0.0
845e649ffffffff,1.0,0.0,0.0,0.0,0.0
845f011ffffffff,2.0,0.0,0.0,0.0,0.0
845f017ffffffff,1.0,0.0,0.0,0.0,0.0
845f025ffffffff,1.0,0.0,0.0,0.0,0.0
845f031ffffffff,1.0,0.0,0.0,0.0,0.0
845f035ffffffff,95.0,0.0,0.0,0.0,0.0
845f03dffffffff,98.0,0.0,0.0,0.0,0.0
845f083ffffffff,1.0,0.0,0.0,0.0,0.0
845f095ffffffff,10.0,0.0,0.0,0.0,0.0
845f09dffffffff,3.0,0.0,0.0,0.0,0.0
845f0d7ffffffff,10.0,0.0,0.0,0.0,0.0
845f0d9ffffffff,1.0,0.0,0.0,0.0,0.0
845f0e3ffffffff,2.0,0.0,0.0,0.0,0.0
845f105ffffffff,14.0,0.0,0.0,0.0,0.0
845f107ffffffff,1.0,0.0,0.0,0.0,0.0
845f117ffffffff,4.0,0.0,0.0,0.0,0.0
845f12bffffffff,15.0,0.0,0.0,0.0,0.0
845f131ffffffff,3.0,0.0,0.0,0.0,0.0
845f139ffffffff,6.0,0.0,0.0,0.0,0.0
845f13dffffffff,2.0,0.0,0.0,0.0,0.0
845f143ffffffff,27.0,0.0,0.0,0.0,0.0
845f161ffffffff,8.0,0.0,0.0,0.0,0.0
845f16dffffffff,1.0,0.0,0.0,0.0,0.0
845f1c3ffffffff,18.0,0.0,0.0,0.0,0.0
845f1c9ffffffff,2.0,0.0,0.0,0.0,0.0
845f1cbffffffff,25.0,0.0,0.0,0.0,0.0
845f1e9ffffffff,2.0,0.0,0.0,0.0,0.0
845f223ffffffff,4.0,0.0,0.0,0.0,0.0
845f227ffffffff,4.0,0.0,0.0,0.0,0.0
845f237ffffffff,1.0,0.0,0.0,0.0,0.0
845f291ffffffff,40.0,0.0,0.0,0.0,0.0
845f295ffffffff,41.0,0.0,0.0,0.0,0.0
845f297ffffffff,4.0,0.0,0.0,0.0,0.0
845f299ffffffff,13.0,0.0,0.0,0.0,0.0
845f29dffffffff,16.0,0.0,0.0,0.0,0.0
845f2b1ffffffff,41.0,0.0,0.0,0.0,0.0
845f2b3ffffffff,139.0,0.0,0.0,0.0,0.0
845f2b9ffffffff,2.0,0.0,0.0,0.0,0.0
845f2bbffffffff,289.0,0.0,0.0,0.0,0.0
845f2d1ffffffff,10.0,0.0,0.0,0.0,0.0
845f2d3ffffffff,5.0,0.0,0.0,0.0,0.0
845f2d5ffffffff,2.0,0.0,0.0,0.0,0.0
845f2d7ffffffff,15.0,0.0,0.0,0.0,0.0
845f2dbffffffff,2.0,0.0,0.0,0.0,0.0
845f403ffffffff,5.0,0.0,0.0,0.0,0.0
845f407ffffffff,9.0,0.0,0.0,0.0,0.0
845f40dffffffff,3.0,0.0,0.0,0.0,0.0
845f415ffffffff,5.0,0.0,0.0,0.0,0.0
845f417ffffffff,1.0,0.0,0.0,0.0,0.0
845f42bffffffff,58.0,0.0,0.0,0.0,2.0
845f439ffffffff,1.0,0.0,0.0,0.0,0.0
845f445ffffffff,2.0,0.0,0.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0,0.0,0.0
845f463ffffffff,1.0,0.0,0.0,0.0,0.0
845f46bffffffff,2.0,0.0,0.0,0.0,0.0
845f483ffffffff,6.0,0.0,0.0,0.0,0.0
845f485ffffffff,4.0,0.0,0.0,0.0,0.0
845f487ffffffff,16.0,0.0,0.0,0.0,0.0
845f491ffffffff,6.0,0.0,0.0,0.0,0.0
845f4a3ffffffff,12.0,0.0,0.0,0.0,0.0
845f4a7ffffffff,11.0,0.0,0.0,0.0,0.0
845f4a9ffffffff,24.0,0.0,0.0,0.0,0.0
845f4abffffffff,5.0,0.0,0.0,0.0,0.0
845f4b9ffffffff,2.0,0.0,0.0,0.0,0.0
845f4bdffffffff,24.0,0.0,0.0,0.0,0.0
845f4e1ffffffff,1.0,0.0,0.0,0.0,0.0
845f4e5ffffffff,7.0,0.0,0.0,0.0,0.0
845f4e7ffffffff,8.0,0.0,0.0,0.0,0.0
845f501ffffffff,4.0,0.0,0.0,0.0,0.0
845f50bffffffff,13.0,0.0,0.0,0.0,0.0
845f549ffffffff,14.0,0.0,0.0,0.0,0.0
845f581ffffffff,6.0,0.0,0.0,0.0,0.0
845f583ffffffff,479.0,0.0,0.0,0.0,0.0
845f587ffffffff,12.0,0.0,0.0,0.0,0.0
845f58bffffffff,2.0,0.0,0.0,0.0,0.0
845f595ffffffff,12.0,0.0,0.0,0.0,0.0
845f5b9ffffffff,61.0,0.0,0.0,0.0,0.0
845f5d7ffffffff,4.0,0.0,0.0,0.0,0.0
845f637ffffffff,1.0,0.0,0.0,0.0,0.0
845f665ffffffff,2.0,0.0,0.0,0.0,0.0
845f683ffffffff,28.0,0.0,0.0,0.0,0.0
845f689ffffffff,6.0,0.0,0.0,0.0,0.0
845f68bffffffff,40.0,0.0,0.0,0.0,0.0
845f703ffffffff,2.0,0.0,0.0,0.0,0.0
845f711ffffffff,75.0,0.0,0.0,0.0,7.0
845f713ffffffff,27.0,0.0,0.0,0.0,2.0
845f717ffffffff,1.0,0.0,0.0,0.0,0.0
845f719ffffffff,1.0,0.0,0.0,0.0,0.0
845f755ffffffff,11.0,0.0,0.0,0.0,0.0
845f759ffffffff,67.0,0.0,0.0,0.0,2.0
845f75dffffffff,8.0,0.0,0.0,0.0,2.0
8466005ffffffff,3.0,0.0,0.0,0.0,0.0
8466009ffffffff,4.0,0.0,0.0,0.0,0.0
846600dffffffff,1.0,0.0,0.0,0.0,0.0
8466017ffffffff,1.0,0.0,0.0,0.0,0.0
846601bffffffff,67.0,0.0,0.0,0.0,0.0
8466021ffffffff,73.0,0.0,0.0,0.0,0.0
8466023ffffffff,5.0,0.0,0.0,0.0,0.0
8466025ffffffff,6.0,0.0,0.0,0.0,0.0
8466029ffffffff,7.0,0.0,0.0,0.0,0.0
846602bffffffff,16.0,0.0,0.0,0.0,0.0
846602dffffffff,2.0,0.0,0.0,0.0,0.0
8466043ffffffff,4.0,0.0,0.0,0.0,0.0
8466045ffffffff,107.0,0.0,0.0,0.0,0.0
8466047ffffffff,9.0,0.0,0.0,0.0,0.0
8466063ffffffff,14.0,0.0,0.0,0.0,0.0
8466067ffffffff,22.0,0.0,0.0,0.0,0.0
8466069ffffffff,2.0,0.0,0.0,0.0,0.0
846606bffffffff,13.0,0.0,0.0,0.0,0.0
8466081ffffffff,208.0,0.0,0.0,0.0,0.0
8466083ffffffff,71.0,0.0,0.0,0.0,0.0
8466085ffffffff,29.0,0.0,0.0,0.0,0.0
8466087ffffffff,103.0,0.0,0.0,0.0,0.0
8466089ffffffff,279.0,0.0,0.0,0.0,0.0
846608bffffffff,18.0,0.0,0.0,0.0,0.0
846608dffffffff,1307.0,0.0,0.0,0.0,4.0
8466091ffffffff,19.0,0.0,0.0,0.0,0.0
8466095ffffffff,16.0,0.0,0.0,0.0,0.0
8466097ffffffff,40.0,0.0,0.0,0.0,0.0
8466099ffffffff,16.0,0.0,0.0,0.0,0.0
846609bffffffff,15.0,0.0,0.0,0.0,0.0
846609dffffffff,12.0,0.0,0.0,0.0,0.0
84660a1ffffffff,8.0,0.0,0.0,0.0,0.0
84660a3ffffffff,12.0,0.0,0.0,0.0,0.0
84660a5ffffffff,22.0,0.0,0.0,0.0,0.0
84660a7ffffffff,206.0,0.0,0.0,0.0,3.0
84660abffffffff,6.0,0.0,0.0,0.0,0.0
84660b1ffffffff,4.0,0.0,0.0,0.0,0.0
84660b3ffffffff,40.0,0.0,0.0,0.0,0.0
84660b5ffffffff,14.0,0.0,0.0,0.0,0.0
84660b7ffffffff,34.0,0.0,0.0,0.0,0.0
84660b9ffffffff,83.0,0.0,0.0,0.0,0.0
84660bbffffffff,8.0,0.0,0.0,0.0,0.0
84660bdffffffff,236.0,0.0,0.0,0.0,0.0
84660c1ffffffff,22.0,0.0,0.0,0.0,0.0
84660c3ffffffff,6.0,0.0,0.0,0.0,0.0
84660c5ffffffff,6.0,0.0,0.0,0.0,0.0
84660c7ffffffff,28.0,0.0,0.0,0.0,0.0
84660cbffffffff,61.0,0.0,0.0,0.0,0.0
84660cdffffffff,10.0,0.0,0.0,0.0,0.0
84660d1ffffffff,34.0,0.0,0.0,0.0,0.0
84660d3ffffffff,25.0,0.0,0.0,0.0,0.0
