cell_id,Nyctanassa violacea,Nyctanassa violacea [violacea Group],Nyctanassa violacea pauper
834440fffffffff,15.0,0.0,0.0
834444fffffffff,3.0,0.0,0.0
834445fffffffff,47.0,2.0,0.0
834446fffffffff,32.0,0.0,0.0
834449fffffffff,1.0,0.0,0.0
83444cfffffffff,32.0,0.0,0.0
83444efffffffff,1.0,0.0,0.0
834450fffffffff,9.0,0.0,0.0
834455fffffffff,31.0,0.0,0.0
834463fffffffff,11.0,0.0,0.0
834469fffffffff,2.0,0.0,0.0
83446cfffffffff,80.0,2.0,0.0
83446dfffffffff,5.0,0.0,0.0
83446efffffffff,46.0,0.0,0.0
834471fffffffff,3.0,0.0,0.0
834473fffffffff,32.0,0.0,0.0
834484fffffffff,2.0,0.0,0.0
8344a1fffffffff,10.0,0.0,0.0
8344a3fffffffff,18.0,2.0,0.0
8344a8fffffffff,12.0,0.0,0.0
8344a9fffffffff,29.0,0.0,0.0
8344abfffffffff,13.0,0.0,0.0
8344acfffffffff,21.0,0.0,0.0
8344adfffffffff,8.0,0.0,0.0
8344b0fffffffff,8.0,0.0,0.0
8344b5fffffffff,5.0,0.0,0.0
8344c1fffffffff,78.0,1.0,0.0
8344c2fffffffff,3.0,0.0,0.0
8344c3fffffffff,22.0,0.0,0.0
8344c8fffffffff,10.0,0.0,0.0
8344c9fffffffff,5.0,0.0,0.0
8344cafffffffff,47.0,2.0,0.0
8344ccfffffffff,26.0,0.0,0.0
8344cdfffffffff,6.0,1.0,0.0
8344d0fffffffff,7.0,0.0,0.0
8344d1fffffffff,2.0,0.0,0.0
8344d2fffffffff,3.0,1.0,0.0
8344d3fffffffff,2.0,0.0,0.0
8344d5fffffffff,16.0,0.0,0.0
8344d8fffffffff,12.0,2.0,0.0
8344d9fffffffff,29.0,0.0,0.0
8344dafffffffff,1.0,0.0,0.0
8344dcfffffffff,1.0,0.0,0.0
8344ddfffffffff,33.0,0.0,0.0
8344defffffffff,1.0,0.0,0.0
8344e2fffffffff,4.0,0.0,0.0
8344e3fffffffff,4.0,0.0,0.0
8344e4fffffffff,1.0,0.0,0.0
8344e5fffffffff,4.0,0.0,0.0
8344e8fffffffff,10.0,0.0,0.0
8344edfffffffff,15.0,0.0,0.0
8344eefffffffff,18.0,0.0,0.0
8344f0fffffffff,43.0,0.0,0.0
8344f3fffffffff,16.0,0.0,0.0
8344f4fffffffff,187.0,2.0,0.0
8344f5fffffffff,9.0,0.0,0.0
8344f6fffffffff,3.0,0.0,0.0
834501fffffffff,2.0,2.0,0.0
834505fffffffff,13.0,0.0,0.0
834509fffffffff,91.0,89.0,0.0
83450afffffffff,1.0,1.0,0.0
83450bfffffffff,35.0,32.0,0.0
83450efffffffff,2.0,2.0,0.0
83451dfffffffff,2.0,2.0,0.0
834520fffffffff,4.0,0.0,0.0
834521fffffffff,6.0,0.0,0.0
834522fffffffff,15.0,2.0,0.0
834523fffffffff,7.0,2.0,0.0
834524fffffffff,2.0,0.0,0.0
834525fffffffff,3.0,0.0,0.0
834528fffffffff,2.0,0.0,0.0
83452afffffffff,14.0,0.0,0.0
83452cfffffffff,26.0,0.0,0.0
83452dfffffffff,1.0,0.0,0.0
83452efffffffff,17.0,9.0,0.0
834531fffffffff,9.0,0.0,0.0
834572fffffffff,111.0,110.0,0.0
8345a3fffffffff,10.0,0.0,0.0
8345aefffffffff,1.0,0.0,0.0
834812fffffffff,13.0,0.0,0.0
834814fffffffff,4.0,0.0,0.0
83481afffffffff,3.0,0.0,0.0
834833fffffffff,3.0,0.0,0.0
83484afffffffff,70.0,0.0,0.0
834855fffffffff,9.0,0.0,0.0
834873fffffffff,4.0,0.0,0.0
834880fffffffff,3.0,0.0,0.0
834886fffffffff,1.0,0.0,0.0
834889fffffffff,3.0,0.0,0.0
83488bfffffffff,18.0,1.0,0.0
83488efffffffff,12.0,0.0,0.0
834890fffffffff,5.0,0.0,0.0
834891fffffffff,3.0,0.0,0.0
834893fffffffff,4.0,0.0,0.0
834895fffffffff,7.0,0.0,0.0
834898fffffffff,1.0,0.0,0.0
834899fffffffff,2.0,0.0,0.0
83489afffffffff,1.0,0.0,0.0
83489cfffffffff,23.0,0.0,0.0
83489dfffffffff,9.0,0.0,0.0
83489efffffffff,16.0,0.0,0.0
8348b2fffffffff,26.0,1.0,0.0
8348b3fffffffff,99.0,7.0,0.0
8348c0fffffffff,2.0,0.0,0.0
8348c3fffffffff,24.0,0.0,0.0
8348c6fffffffff,15.0,2.0,0.0
8348ccfffffffff,9.0,0.0,0.0
8348d0fffffffff,9.0,0.0,0.0
8348d2fffffffff,6.0,0.0,0.0
8348d3fffffffff,2.0,0.0,0.0
8348d4fffffffff,5.0,0.0,0.0
8348d8fffffffff,9.0,0.0,0.0
8348dafffffffff,8.0,0.0,0.0
8348e9fffffffff,2.0,0.0,0.0
8348ebfffffffff,19.0,0.0,0.0
8348f2fffffffff,13.0,0.0,0.0
8348f3fffffffff,4.0,0.0,0.0
834908fffffffff,3.0,0.0,0.0
834992fffffffff,5.0,0.0,0.0
834994fffffffff,1.0,0.0,0.0
834995fffffffff,230.0,32.0,0.0
834996fffffffff,44.0,0.0,0.0
83499cfffffffff,3.0,0.0,0.0
8349a8fffffffff,9.0,9.0,0.0
8349a9fffffffff,8.0,8.0,0.0
8349abfffffffff,1.0,0.0,0.0
8349b3fffffffff,11.0,0.0,0.0
834c88fffffffff,1.0,1.0,0.0
834cc0fffffffff,45.0,0.0,0.0
834cc5fffffffff,50.0,0.0,0.0
834cc6fffffffff,9.0,9.0,0.0
834cd0fffffffff,4.0,0.0,0.0
834ce8fffffffff,20.0,0.0,0.0
834ceafffffffff,25.0,0.0,0.0
834ceefffffffff,57.0,0.0,0.0
834d49fffffffff,1.0,0.0,0.0
835e70fffffffff,1.0,0.0,0.0
835f41fffffffff,1.0,0.0,0.0
835f58fffffffff,6.0,1.0,0.0
835f5bfffffffff,7.0,4.0,0.0
83660cfffffffff,1.0,0.0,0.0
836610fffffffff,3.0,0.0,0.0
836613fffffffff,3.0,0.0,0.0
83665afffffffff,6.0,0.0,0.0
836674fffffffff,3.0,0.0,0.0
8366a5fffffffff,9.0,0.0,0.0
8366b4fffffffff,2.0,0.0,0.0
8366e4fffffffff,2.0,0.0,0.0
8366f0fffffffff,1.0,0.0,0.0
836725fffffffff,1.0,0.0,0.0
836741fffffffff,2.0,0.0,0.0
836744fffffffff,8.0,0.0,0.0
836746fffffffff,27.0,0.0,0.0
83674cfffffffff,6.0,0.0,0.0
83675bfffffffff,3.0,0.0,0.0
83675cfffffffff,1.0,0.0,0.0
83675efffffffff,1.0,1.0,0.0
836773fffffffff,3.0,0.0,0.0
836783fffffffff,1.0,0.0,0.0
83679afffffffff,5.0,0.0,0.0
83679bfffffffff,1.0,0.0,0.0
8367a0fffffffff,15.0,0.0,0.0
8367a3fffffffff,2.0,0.0,0.0
836c5bfffffffff,5.0,0.0,2.0
836c5dfffffffff,2.0,0.0,0.0
836d14fffffffff,2.0,0.0,0.0
836d23fffffffff,5.0,0.0,0.0
836d25fffffffff,10.0,2.0,0.0
836d28fffffffff,2.0,0.0,0.0
836d29fffffffff,1.0,0.0,0.0
836d2bfffffffff,27.0,0.0,0.0
836d2dfffffffff,20.0,3.0,0.0
836d34fffffffff,35.0,2.0,0.0
836d35fffffffff,2.0,0.0,0.0
836d60fffffffff,2.0,0.0,0.0
836d61fffffffff,2.0,0.0,0.0
836d64fffffffff,2.0,0.0,0.0
836d66fffffffff,1.0,0.0,0.0
836d68fffffffff,4.0,0.0,0.0
836d69fffffffff,18.0,2.0,0.0
836d6afffffffff,2.0,0.0,0.0
836d6dfffffffff,3.0,0.0,0.0
836d74fffffffff,2.0,0.0,0.0
836d75fffffffff,8.0,0.0,0.0
838e45fffffffff,3.0,1.0,0.0
838e62fffffffff,27.0,0.0,0.0
838e63fffffffff,11.0,0.0,0.0
838e75fffffffff,2.0,0.0,0.0
838f09fffffffff,4.0,0.0,0.0
838f0bfffffffff,17.0,4.0,0.0
838f28fffffffff,1.0,0.0,0.0
838f50fffffffff,16.0,0.0,0.0
838f53fffffffff,2.0,0.0,0.0
838f76fffffffff,4.0,4.0,0.0
83a91bfffffffff,1.0,0.0,0.0
83a92efffffffff,6.0,0.0,0.0
83b304fffffffff,67.0,0.0,0.0
