cell_id,Habia rubica,Habia rubica affinis/rosea,Habia rubica [rubicoides Group],Habia rubica [rubra Group],Habia rubica perijana,Habia rubica rubica/bahiae
8445085ffffffff,29.0,0.0,1.0,0.0,0.0,0.0
844508dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84450a1ffffffff,87.0,0.0,0.0,0.0,0.0,0.0
84450a3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84450a5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84450a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84450a9ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
84450abffffffff,16.0,0.0,0.0,0.0,0.0,0.0
84450adffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84450bdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84450c1ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84450c5ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84450cdffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84450e3ffffffff,125.0,0.0,3.0,0.0,0.0,0.0
84450ebffffffff,73.0,0.0,3.0,0.0,0.0,0.0
84450edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445201ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8445203ffffffff,54.0,0.0,0.0,0.0,0.0,0.0
8445205ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445207ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
844520bffffffff,94.0,0.0,0.0,0.0,0.0,0.0
844520dffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8445211ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8445213ffffffff,7.0,0.0,2.0,0.0,0.0,0.0
8445215ffffffff,35.0,0.0,1.0,0.0,0.0,0.0
8445217ffffffff,67.0,0.0,0.0,0.0,0.0,0.0
844521dffffffff,100.0,0.0,0.0,0.0,0.0,0.0
8445221ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8445225ffffffff,247.0,0.0,0.0,0.0,0.0,0.0
844522bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844522dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8445233ffffffff,336.0,0.0,17.0,0.0,0.0,0.0
844523bffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8445249ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8445253ffffffff,4.0,0.0,2.0,0.0,0.0,0.0
8445257ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8445263ffffffff,155.0,0.0,0.0,0.0,0.0,0.0
8445267ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
844526bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8445281ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8445283ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445285ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
8445287ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8445289ffffffff,213.0,0.0,0.0,0.0,0.0,0.0
844528dffffffff,64.0,0.0,1.0,0.0,0.0,0.0
8445291ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445295ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84452a1ffffffff,28.0,0.0,1.0,0.0,0.0,0.0
84452a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84452a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84452a9ffffffff,308.0,0.0,3.0,0.0,0.0,0.0
84452abffffffff,28.0,0.0,2.0,0.0,0.0,0.0
84452adffffffff,157.0,0.0,0.0,0.0,0.0,0.0
84452b5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84452b9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84452bdffffffff,20.0,0.0,0.0,0.0,0.0,0.0
84452c1ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84452c3ffffffff,243.0,0.0,18.0,0.0,0.0,0.0
84452c5ffffffff,50.0,0.0,0.0,0.0,0.0,0.0
84452c7ffffffff,74.0,0.0,0.0,0.0,0.0,0.0
84452c9ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84452d5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84452d9ffffffff,67.0,0.0,7.0,0.0,0.0,0.0
84452dbffffffff,13.0,0.0,6.0,0.0,0.0,0.0
84452e1ffffffff,1321.0,0.0,48.0,0.0,0.0,0.0
84452e3ffffffff,220.0,0.0,5.0,0.0,0.0,0.0
84452e5ffffffff,384.0,0.0,5.0,0.0,0.0,0.0
84452e7ffffffff,31.0,0.0,3.0,0.0,0.0,0.0
84452e9ffffffff,182.0,0.0,6.0,0.0,0.0,0.0
84452ebffffffff,590.0,0.0,101.0,0.0,0.0,0.0
84452edffffffff,214.0,0.0,0.0,0.0,0.0,0.0
8445303ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445305ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8445309ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8445319ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
844531dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445321ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844532bffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8445343ffffffff,116.0,0.0,0.0,0.0,0.0,0.0
8445351ffffffff,37.0,0.0,0.0,0.0,0.0,0.0
844535bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844535dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445363ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445365ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8445367ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8445649ffffffff,30.0,0.0,3.0,0.0,0.0,0.0
8448361ffffffff,456.0,0.0,0.0,0.0,0.0,0.0
8448363ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8448367ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8448369ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
844836dffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8449903ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8449913ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
844991dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8449931ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8449961ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8449967ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8449969ffffffff,13.0,0.0,1.0,0.0,0.0,0.0
8449987ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84499c5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84499ebffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8449a23ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
