cell_id,Geothlypis trichas,Geothlypis trichas [arizela Group],Geothlypis trichas [melanops Group],Geothlypis trichas [trichas Group],Geothlypis trichas insperata,Geothlypis trichas chapalensis
82271ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,582.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,43.0,0.0,0.0,0.0,0.0,0.0
82275ffffffffff,124.0,0.0,0.0,0.0,0.0,0.0
822767fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,349.0,0.0,0.0,281.0,0.0,0.0
822777fffffffff,53.0,0.0,0.0,43.0,0.0,0.0
822787fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8227b7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
822817fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
82281ffffffffff,83.0,1.0,0.0,0.0,0.0,0.0
822837fffffffff,1873.0,2.0,0.0,0.0,0.0,0.0
822887fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,73.0,0.0,0.0,0.0,0.0,0.0
822897fffffffff,47.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8228a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,46.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8228c7fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,113.0,0.0,0.0,0.0,0.0,0.0
8228dffffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,159.0,0.0,0.0,0.0,0.0,0.0
822917fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,4.0,2.0,1.0,0.0,0.0,0.0
822987fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
82298ffffffffff,44.0,0.0,0.0,0.0,0.0,0.0
822997fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
82299ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,223.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,27.0,0.0,0.0,0.0,0.0,0.0
8229b7fffffffff,47.0,0.0,0.0,0.0,0.0,0.0
822a07fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,6514.0,0.0,0.0,74.0,0.0,0.0
822a1ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,817.0,0.0,0.0,4.0,0.0,0.0
822a87fffffffff,174.0,0.0,0.0,17.0,0.0,0.0
822a8ffffffffff,178.0,0.0,0.0,0.0,0.0,0.0
822a97fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,194.0,0.0,0.0,1.0,0.0,0.0
822aaffffffffff,2110.0,0.0,0.0,31.0,0.0,0.0
822ab7fffffffff,1396.0,0.0,0.0,861.0,0.0,0.0
822ad7fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,71.0,0.0,0.0,0.0,0.0,0.0
822b07fffffffff,22.0,0.0,0.0,1.0,0.0,0.0
822b0ffffffffff,102.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,96.0,0.0,0.0,10.0,0.0,0.0
822b27fffffffff,20.0,0.0,0.0,1.0,0.0,0.0
822b2ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,46.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,109.0,0.0,0.0,30.0,0.0,0.0
822b8ffffffffff,1166.0,0.0,0.0,673.0,0.0,0.0
822b97fffffffff,71.0,0.0,0.0,37.0,0.0,0.0
822b9ffffffffff,813.0,0.0,0.0,561.0,0.0,0.0
822baffffffffff,228.0,0.0,0.0,32.0,0.0,0.0
822bb7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
823427fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82351ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8235affffffffff,14.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,62.0,0.0,0.0,0.0,0.0,0.0
82441ffffffffff,54.0,0.0,0.0,23.0,0.0,0.0
824447fffffffff,51.0,0.0,0.0,0.0,0.0,0.0
82444ffffffffff,73.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
82445ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,30.0,0.0,0.0,0.0,0.0,0.0
824477fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824487fffffffff,26.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,26.0,0.0,0.0,6.0,0.0,0.0
8244affffffffff,41.0,0.0,0.0,18.0,0.0,0.0
8244b7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,94.0,0.0,0.0,0.0,0.0,0.0
8244d7fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
8244dffffffffff,54.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,19.0,0.0,0.0,2.0,0.0,0.0
8244effffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,68.0,0.0,0.0,3.0,0.0,0.0
824507fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82450ffffffffff,435.0,0.0,0.0,430.0,0.0,0.0
824527fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
82452ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0
824537fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824577fffffffff,164.0,0.0,0.0,164.0,0.0,0.0
8245a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8245b7fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
82480ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
824817fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824827fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
82482ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824837fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824847fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
82484ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,34.0,0.0,0.0,0.0,0.0,0.0
824877fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
824887fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,42.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8248b7fffffffff,19.0,0.0,0.0,0.0,6.0,0.0
8248c7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8248cffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8248d7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,99.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,158.0,0.0,3.0,0.0,0.0,0.0
8248f7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,16.0,0.0,4.0,0.0,0.0,5.0
824997fffffffff,88.0,0.0,41.0,2.0,0.0,0.0
8249affffffffff,23.0,0.0,0.0,0.0,0.0,23.0
824c8ffffffffff,45.0,0.0,0.0,0.0,0.0,0.0
824cb7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824cc7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
824cd7fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
824ceffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
824cf7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
825e5ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
826627fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8266a7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
826727fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
826737fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
826747fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
826757fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826777fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
826787fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82679ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0
826d17fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
826d27fffffffff,46.0,0.0,0.0,27.0,0.0,0.0
826d2ffffffffff,15.0,0.0,0.0,4.0,0.0,0.0
826d37fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
826d67fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,61.0,0.0,0.0,1.0,0.0,0.0
826d77fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
