cell_id,Newtonia amphichroa,Newtonia amphichroa amphichroa,Newtonia amphichroa lavarambo
83a214fffffffff,221.0,0.0,0.0
83a215fffffffff,1.0,0.0,0.0
83a222fffffffff,92.0,0.0,0.0
83a231fffffffff,113.0,0.0,0.0
83a2a1fffffffff,1.0,0.0,0.0
83a2a4fffffffff,3.0,0.0,0.0
83a2a6fffffffff,1.0,0.0,0.0
83a308fffffffff,9.0,0.0,0.0
83a309fffffffff,25.0,0.0,0.0
83a319fffffffff,3.0,0.0,0.0
83a356fffffffff,5.0,0.0,0.0
83a376fffffffff,15.0,0.0,0.0
83a399fffffffff,3.0,0.0,0.0
