cell_id,Pycnonotus plumosus,Pycnonotus plumosus [plumosus Group],Pycnonotus plumosus porphyreus
826507fffffffff,197.0,0.0,0.0
82651ffffffffff,223.0,0.0,0.0
826527fffffffff,164.0,0.0,0.0
82681ffffffffff,2.0,0.0,0.0
