cell_id,Zoothera dauma,Zoothera dauma dauma,Zoothera dauma horsfieldi,Zoothera dauma iriomotensis
84209a5ffffffff,1.0,0.0,0.0,0.0
843c029ffffffff,76.0,0.0,0.0,0.0
843c02dffffffff,100.0,0.0,0.0,0.0
843c063ffffffff,2.0,0.0,0.0,0.0
843c065ffffffff,5.0,0.0,0.0,0.0
843c067ffffffff,26.0,0.0,0.0,0.0
843c0a3ffffffff,10.0,0.0,0.0,0.0
843c0a5ffffffff,35.0,0.0,0.0,0.0
843c0a9ffffffff,1.0,0.0,0.0,0.0
843c0adffffffff,14.0,0.0,0.0,0.0
843c0b5ffffffff,2.0,0.0,0.0,0.0
843c0e7ffffffff,3.0,0.0,0.0,0.0
843c159ffffffff,11.0,0.0,0.0,0.0
843c15bffffffff,1.0,0.0,0.0,0.0
843c199ffffffff,6.0,1.0,0.0,0.0
843c19bffffffff,4.0,0.0,0.0,0.0
843c1c3ffffffff,24.0,0.0,0.0,0.0
843c1d1ffffffff,13.0,0.0,0.0,0.0
843c1d3ffffffff,26.0,1.0,0.0,0.0
843c1d7ffffffff,3.0,0.0,0.0,0.0
843c1dbffffffff,10.0,0.0,0.0,0.0
843c30bffffffff,2.0,0.0,0.0,0.0
843c315ffffffff,5.0,0.0,0.0,0.0
843c317ffffffff,2.0,0.0,0.0,0.0
843c329ffffffff,2.0,0.0,0.0,0.0
843c33bffffffff,12.0,0.0,0.0,0.0
843c357ffffffff,2.0,0.0,0.0,0.0
843c363ffffffff,1.0,0.0,0.0,0.0
843c521ffffffff,2.0,0.0,0.0,0.0
843c525ffffffff,2.0,0.0,0.0,0.0
843c527ffffffff,71.0,0.0,0.0,0.0
843c52dffffffff,1.0,0.0,0.0,0.0
843c56dffffffff,2.0,0.0,0.0,0.0
843c581ffffffff,4.0,0.0,0.0,0.0
843c587ffffffff,6.0,0.0,0.0,0.0
843c595ffffffff,12.0,0.0,0.0,0.0
843c5a1ffffffff,33.0,0.0,0.0,0.0
