cell_id,Leptasthenura aegithaloides,Leptasthenura aegithaloides grisescens,Leptasthenura aegithaloides berlepschi,Leptasthenura aegithaloides aegithaloides,Leptasthenura aegithaloides pallida
82b207fffffffff,4.0,4.0,0.0,0.0,0.0
82b22ffffffffff,1.0,0.0,1.0,0.0,0.0
82b247fffffffff,21.0,0.0,0.0,0.0,0.0
82b25ffffffffff,3.0,0.0,0.0,0.0,0.0
82b267fffffffff,2.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,14.0,0.0,0.0,9.0,0.0
82b2cffffffffff,3.0,0.0,0.0,0.0,3.0
82b2e7fffffffff,4.0,0.0,0.0,0.0,0.0
82b2effffffffff,22.0,0.0,0.0,0.0,12.0
82b30ffffffffff,2.0,0.0,0.0,2.0,0.0
82b32ffffffffff,1.0,0.0,1.0,0.0,0.0
82b357fffffffff,11.0,0.0,8.0,3.0,0.0
82b377fffffffff,2.0,0.0,2.0,0.0,0.0
82c2effffffffff,10.0,0.0,0.0,0.0,0.0
82c327fffffffff,4.0,0.0,0.0,0.0,4.0
82c32ffffffffff,10.0,0.0,0.0,0.0,6.0
82c34ffffffffff,3.0,0.0,0.0,0.0,0.0
82c357fffffffff,4.0,0.0,0.0,0.0,0.0
82cf17fffffffff,18.0,0.0,0.0,0.0,4.0
82cf87fffffffff,2.0,0.0,0.0,0.0,2.0
82cf8ffffffffff,17.0,0.0,0.0,0.0,6.0
82df6ffffffffff,31.0,0.0,0.0,0.0,19.0
