cell_id,Bubo capensis,Bubo capensis dillonii/mackinderi,Bubo capensis capensis
827a47fffffffff,14.0,11.0,0.0
827acffffffffff,1.0,0.0,0.0
82ada7fffffffff,4.0,0.0,0.0
82bc47fffffffff,10.0,0.0,4.0
82bc4ffffffffff,8.0,0.0,3.0
82bc5ffffffffff,4.0,0.0,0.0
82bc6ffffffffff,10.0,0.0,1.0
82bc77fffffffff,2.0,0.0,0.0
82bcc7fffffffff,1.0,0.0,0.0
82bcd7fffffffff,38.0,0.0,3.0
82bce7fffffffff,11.0,0.0,0.0
82bceffffffffff,1.0,0.0,0.0
82bcf7fffffffff,2.0,0.0,0.0
