cell_id,Sturnella magna,Sturnella magna hippocrepis,Sturnella magna [magna Group]
8426481ffffffff,156.0,0.0,0.0
8426483ffffffff,57.0,0.0,0.0
8426485ffffffff,19.0,0.0,0.0
8426487ffffffff,134.0,0.0,0.0
8426489ffffffff,791.0,0.0,0.0
842648bffffffff,87.0,0.0,0.0
842648dffffffff,32.0,0.0,0.0
8426491ffffffff,33.0,0.0,0.0
8426493ffffffff,552.0,0.0,0.0
8426495ffffffff,61.0,0.0,0.0
8426497ffffffff,534.0,0.0,0.0
8426499ffffffff,23.0,0.0,0.0
842649bffffffff,295.0,0.0,0.0
842649dffffffff,84.0,0.0,0.0
84264a1ffffffff,29.0,0.0,0.0
84264a3ffffffff,74.0,0.0,0.0
84264a5ffffffff,36.0,0.0,0.0
84264a7ffffffff,144.0,0.0,0.0
84264a9ffffffff,75.0,0.0,0.0
84264abffffffff,29.0,0.0,0.0
84264adffffffff,79.0,0.0,0.0
84264b1ffffffff,14.0,0.0,0.0
84264b3ffffffff,34.0,0.0,0.0
84264b7ffffffff,53.0,0.0,2.0
84264b9ffffffff,72.0,0.0,0.0
84264bbffffffff,537.0,0.0,0.0
84264bdffffffff,61.0,0.0,0.0
84264c1ffffffff,135.0,0.0,19.0
84264c3ffffffff,149.0,0.0,0.0
84264c5ffffffff,155.0,0.0,20.0
84264c7ffffffff,320.0,0.0,0.0
84264c9ffffffff,14.0,0.0,3.0
84264cbffffffff,707.0,0.0,132.0
84264cdffffffff,24.0,0.0,0.0
84264d1ffffffff,607.0,0.0,0.0
84264d3ffffffff,327.0,0.0,0.0
84264d5ffffffff,51.0,0.0,0.0
84264d7ffffffff,41.0,0.0,0.0
84264d9ffffffff,353.0,0.0,0.0
84264dbffffffff,515.0,0.0,0.0
84264ddffffffff,86.0,0.0,0.0
84264e1ffffffff,108.0,0.0,2.0
84264e3ffffffff,48.0,0.0,0.0
84264e5ffffffff,717.0,0.0,4.0
84264e7ffffffff,57.0,0.0,0.0
84264e9ffffffff,9.0,0.0,1.0
84264ebffffffff,15.0,0.0,0.0
84264edffffffff,114.0,0.0,2.0
8426501ffffffff,506.0,0.0,0.0
8426503ffffffff,21.0,0.0,0.0
8426505ffffffff,348.0,0.0,0.0
8426507ffffffff,24.0,0.0,0.0
8426509ffffffff,56.0,0.0,0.0
842650bffffffff,138.0,0.0,0.0
842650dffffffff,388.0,0.0,0.0
8426511ffffffff,42.0,0.0,0.0
8426513ffffffff,79.0,0.0,0.0
8426515ffffffff,77.0,0.0,0.0
8426517ffffffff,42.0,0.0,0.0
8426519ffffffff,20.0,0.0,0.0
842651bffffffff,197.0,0.0,0.0
842651dffffffff,30.0,0.0,0.0
8426521ffffffff,517.0,0.0,19.0
8426523ffffffff,133.0,0.0,0.0
8426525ffffffff,208.0,0.0,0.0
8426527ffffffff,214.0,0.0,2.0
8426529ffffffff,296.0,0.0,11.0
842652bffffffff,914.0,0.0,0.0
842652dffffffff,347.0,0.0,7.0
8426531ffffffff,679.0,0.0,0.0
8426533ffffffff,1265.0,0.0,0.0
8426535ffffffff,1382.0,0.0,0.0
8426537ffffffff,146.0,0.0,0.0
8426539ffffffff,140.0,0.0,0.0
842653bffffffff,700.0,0.0,0.0
842653dffffffff,578.0,0.0,0.0
8426541ffffffff,158.0,0.0,0.0
8426543ffffffff,245.0,0.0,0.0
8426545ffffffff,39.0,0.0,0.0
8426547ffffffff,299.0,0.0,0.0
8426549ffffffff,22.0,0.0,0.0
842654bffffffff,202.0,0.0,0.0
842654dffffffff,227.0,0.0,0.0
8426551ffffffff,2348.0,0.0,14.0
8426553ffffffff,20.0,0.0,0.0
8426555ffffffff,778.0,0.0,3.0
8426557ffffffff,146.0,0.0,0.0
8426559ffffffff,130.0,0.0,0.0
842655bffffffff,125.0,0.0,0.0
842655dffffffff,468.0,0.0,14.0
8426561ffffffff,244.0,0.0,0.0
8426563ffffffff,1719.0,0.0,0.0
8426565ffffffff,326.0,0.0,34.0
8426567ffffffff,902.0,0.0,11.0
8426569ffffffff,73.0,0.0,0.0
842656bffffffff,37.0,0.0,0.0
842656dffffffff,422.0,0.0,0.0
8426581ffffffff,11.0,0.0,0.0
8426583ffffffff,66.0,0.0,2.0
8426585ffffffff,20.0,0.0,0.0
8426587ffffffff,99.0,0.0,0.0
8426589ffffffff,22.0,0.0,0.0
842658bffffffff,76.0,0.0,4.0
842658dffffffff,10.0,0.0,0.0
8426591ffffffff,28.0,0.0,4.0
8426593ffffffff,462.0,0.0,13.0
8426595ffffffff,25.0,0.0,0.0
8426597ffffffff,32.0,0.0,0.0
8426599ffffffff,138.0,0.0,2.0
842659bffffffff,2320.0,0.0,0.0
842659dffffffff,45.0,0.0,0.0
84265a1ffffffff,13.0,0.0,0.0
84265a3ffffffff,507.0,0.0,15.0
84265a5ffffffff,64.0,0.0,5.0
84265a7ffffffff,666.0,0.0,20.0
84265a9ffffffff,22.0,0.0,0.0
84265abffffffff,27.0,0.0,2.0
84265adffffffff,6.0,0.0,0.0
84265b1ffffffff,306.0,0.0,4.0
84265b3ffffffff,314.0,0.0,7.0
84265b5ffffffff,824.0,0.0,24.0
84265b7ffffffff,131.0,0.0,0.0
84265b9ffffffff,843.0,0.0,38.0
84265bbffffffff,32.0,0.0,2.0
84265bdffffffff,77.0,0.0,2.0
84265c1ffffffff,25.0,0.0,0.0
84265c3ffffffff,11.0,0.0,0.0
84265c5ffffffff,65.0,0.0,0.0
84265c7ffffffff,113.0,0.0,0.0
84265c9ffffffff,15.0,0.0,0.0
84265cbffffffff,13.0,0.0,0.0
84265cdffffffff,19.0,0.0,0.0
84265d1ffffffff,20.0,0.0,0.0
84265d3ffffffff,101.0,0.0,5.0
84265d5ffffffff,36.0,0.0,4.0
84265d7ffffffff,86.0,0.0,2.0
84265d9ffffffff,672.0,0.0,0.0
84265dbffffffff,372.0,0.0,0.0
84265ddffffffff,35.0,0.0,0.0
84265e1ffffffff,22.0,0.0,0.0
84265e3ffffffff,64.0,0.0,0.0
84265e5ffffffff,91.0,0.0,0.0
84265e7ffffffff,57.0,0.0,0.0
84265e9ffffffff,20.0,0.0,0.0
84265ebffffffff,138.0,0.0,0.0
84265edffffffff,123.0,0.0,0.0
8426601ffffffff,35.0,0.0,4.0
8426603ffffffff,72.0,0.0,4.0
8426605ffffffff,81.0,0.0,13.0
8426607ffffffff,202.0,0.0,1.0
8426609ffffffff,866.0,0.0,12.0
842660bffffffff,198.0,0.0,5.0
842660dffffffff,16.0,0.0,4.0
8426611ffffffff,53.0,0.0,3.0
8426613ffffffff,197.0,0.0,6.0
8426615ffffffff,17.0,0.0,0.0
8426617ffffffff,100.0,0.0,0.0
8426619ffffffff,252.0,0.0,4.0
842661bffffffff,374.0,0.0,0.0
842661dffffffff,177.0,0.0,6.0
8426621ffffffff,233.0,0.0,13.0
8426623ffffffff,90.0,0.0,5.0
8426625ffffffff,261.0,0.0,12.0
8426627ffffffff,31.0,0.0,3.0
8426629ffffffff,362.0,0.0,41.0
842662bffffffff,223.0,0.0,17.0
842662dffffffff,214.0,0.0,2.0
8426631ffffffff,64.0,0.0,10.0
8426633ffffffff,27.0,0.0,0.0
8426635ffffffff,60.0,0.0,4.0
8426637ffffffff,6.0,0.0,1.0
8426639ffffffff,54.0,0.0,3.0
842663bffffffff,153.0,0.0,4.0
842663dffffffff,267.0,0.0,7.0
8426641ffffffff,457.0,0.0,24.0
8426643ffffffff,53.0,0.0,2.0
8426645ffffffff,1625.0,0.0,49.0
8426647ffffffff,265.0,0.0,10.0
8426649ffffffff,9.0,0.0,2.0
842664bffffffff,524.0,0.0,9.0
842664dffffffff,985.0,0.0,124.0
8426651ffffffff,206.0,0.0,2.0
8426653ffffffff,7.0,0.0,0.0
8426655ffffffff,83.0,0.0,0.0
8426657ffffffff,391.0,0.0,4.0
8426659ffffffff,27.0,0.0,0.0
842665bffffffff,52.0,0.0,2.0
842665dffffffff,39.0,0.0,0.0
8426661ffffffff,173.0,0.0,24.0
8426663ffffffff,28.0,0.0,11.0
8426665ffffffff,2105.0,0.0,1788.0
8426667ffffffff,69.0,0.0,4.0
8426669ffffffff,1526.0,0.0,66.0
842666bffffffff,798.0,0.0,11.0
842666dffffffff,96.0,0.0,4.0
8426681ffffffff,22.0,0.0,2.0
8426683ffffffff,78.0,0.0,3.0
8426685ffffffff,42.0,0.0,4.0
8426687ffffffff,19.0,0.0,0.0
8426689ffffffff,157.0,0.0,13.0
842668bffffffff,186.0,0.0,19.0
842668dffffffff,103.0,0.0,11.0
8426691ffffffff,95.0,0.0,5.0
8426693ffffffff,66.0,0.0,28.0
8426695ffffffff,140.0,0.0,20.0
8426697ffffffff,18.0,0.0,0.0
8426699ffffffff,83.0,0.0,6.0
842669bffffffff,98.0,0.0,46.0
842669dffffffff,60.0,0.0,2.0
84266a1ffffffff,91.0,0.0,6.0
84266a3ffffffff,177.0,0.0,0.0
84266a5ffffffff,122.0,0.0,13.0
84266a7ffffffff,85.0,0.0,3.0
84266a9ffffffff,337.0,0.0,13.0
84266abffffffff,39.0,0.0,4.0
84266adffffffff,451.0,0.0,9.0
84266b1ffffffff,252.0,0.0,58.0
84266b3ffffffff,57.0,0.0,0.0
84266b5ffffffff,45.0,0.0,3.0
84266b7ffffffff,797.0,0.0,8.0
84266b9ffffffff,25.0,0.0,0.0
84266bbffffffff,194.0,0.0,19.0
84266bdffffffff,24.0,0.0,0.0
84266c1ffffffff,61.0,0.0,2.0
84266c3ffffffff,8.0,0.0,2.0
84266c5ffffffff,147.0,0.0,1.0
84266c7ffffffff,81.0,0.0,0.0
84266c9ffffffff,6.0,0.0,0.0
84266cbffffffff,81.0,0.0,0.0
84266cdffffffff,261.0,0.0,2.0
84266d1ffffffff,165.0,0.0,9.0
84266d3ffffffff,744.0,0.0,57.0
84266d5ffffffff,981.0,0.0,176.0
84266d7ffffffff,19.0,0.0,0.0
84266d9ffffffff,13.0,0.0,0.0
84266dbffffffff,852.0,0.0,46.0
84266ddffffffff,52.0,0.0,10.0
84266e1ffffffff,1829.0,0.0,20.0
84266e3ffffffff,199.0,0.0,34.0
84266e5ffffffff,11.0,0.0,0.0
84266e7ffffffff,142.0,0.0,2.0
84266e9ffffffff,177.0,0.0,22.0
84266ebffffffff,162.0,0.0,6.0
84266edffffffff,293.0,0.0,9.0
8426701ffffffff,13.0,0.0,4.0
8426703ffffffff,33.0,0.0,0.0
8426705ffffffff,135.0,0.0,0.0
8426707ffffffff,109.0,0.0,0.0
8426709ffffffff,10.0,0.0,0.0
842670bffffffff,24.0,0.0,10.0
842670dffffffff,34.0,0.0,0.0
8426711ffffffff,168.0,0.0,1.0
8426713ffffffff,79.0,0.0,4.0
8426715ffffffff,8.0,0.0,0.0
8426717ffffffff,201.0,0.0,3.0
8426719ffffffff,394.0,0.0,16.0
842671bffffffff,262.0,0.0,19.0
842671dffffffff,43.0,0.0,13.0
8426721ffffffff,57.0,0.0,0.0
8426723ffffffff,103.0,0.0,0.0
8426725ffffffff,14.0,0.0,1.0
8426727ffffffff,21.0,0.0,0.0
8426729ffffffff,11.0,0.0,0.0
842672bffffffff,42.0,0.0,0.0
842672dffffffff,26.0,0.0,2.0
8426731ffffffff,49.0,0.0,0.0
8426733ffffffff,177.0,0.0,0.0
8426735ffffffff,214.0,0.0,0.0
8426737ffffffff,23.0,0.0,0.0
8426739ffffffff,32.0,0.0,0.0
842673bffffffff,54.0,0.0,4.0
842673dffffffff,43.0,0.0,0.0
8426741ffffffff,85.0,0.0,0.0
8426743ffffffff,50.0,0.0,2.0
8426745ffffffff,303.0,0.0,6.0
8426747ffffffff,271.0,0.0,4.0
8426749ffffffff,14.0,0.0,0.0
842674bffffffff,10.0,0.0,1.0
842674dffffffff,10.0,0.0,0.0
8426751ffffffff,13.0,0.0,0.0
8426753ffffffff,102.0,0.0,3.0
8426755ffffffff,14.0,0.0,3.0
8426757ffffffff,20.0,0.0,6.0
8426759ffffffff,148.0,0.0,11.0
842675bffffffff,117.0,0.0,3.0
842675dffffffff,23.0,0.0,3.0
8426761ffffffff,31.0,0.0,1.0
8426763ffffffff,8.0,0.0,0.0
8426765ffffffff,117.0,0.0,0.0
8426767ffffffff,13.0,0.0,0.0
8426769ffffffff,21.0,0.0,0.0
842676bffffffff,45.0,0.0,2.0
842676dffffffff,14.0,0.0,0.0
8426a91ffffffff,3.0,0.0,0.0
8426ac1ffffffff,2.0,0.0,0.0
8426acbffffffff,17.0,0.0,0.0
8426ad1ffffffff,4.0,0.0,0.0
8426ad3ffffffff,2.0,0.0,0.0
8426ad9ffffffff,2.0,0.0,0.0
8426adbffffffff,10.0,0.0,0.0
8426addffffffff,1.0,0.0,0.0
8426c01ffffffff,22.0,0.0,0.0
8426c03ffffffff,8.0,0.0,0.0
8426c07ffffffff,33.0,0.0,0.0
8426c09ffffffff,21.0,0.0,0.0
8426c0bffffffff,26.0,0.0,0.0
8426c0dffffffff,14.0,0.0,0.0
8426c11ffffffff,472.0,0.0,0.0
8426c13ffffffff,13.0,0.0,0.0
8426c15ffffffff,15.0,0.0,0.0
8426c17ffffffff,11.0,0.0,0.0
8426c19ffffffff,208.0,0.0,0.0
8426c1bffffffff,99.0,0.0,0.0
8426c1dffffffff,130.0,0.0,0.0
8426c21ffffffff,17.0,0.0,0.0
8426c23ffffffff,12.0,0.0,0.0
8426c25ffffffff,7.0,0.0,0.0
8426c27ffffffff,23.0,0.0,0.0
8426c29ffffffff,21.0,0.0,0.0
8426c2bffffffff,22.0,0.0,0.0
8426c2dffffffff,25.0,0.0,0.0
8426c31ffffffff,292.0,0.0,0.0
8426c33ffffffff,58.0,0.0,0.0
8426c35ffffffff,15.0,0.0,0.0
8426c37ffffffff,274.0,0.0,0.0
8426c39ffffffff,24.0,0.0,0.0
8426c3bffffffff,398.0,0.0,0.0
8426c3dffffffff,2.0,0.0,0.0
8426c41ffffffff,26.0,0.0,2.0
8426c43ffffffff,248.0,0.0,0.0
8426c45ffffffff,61.0,0.0,35.0
8426c47ffffffff,13.0,0.0,0.0
8426c49ffffffff,43.0,0.0,0.0
8426c4bffffffff,57.0,0.0,0.0
8426c4dffffffff,356.0,0.0,0.0
8426c51ffffffff,53.0,0.0,0.0
8426c53ffffffff,525.0,0.0,0.0
8426c55ffffffff,100.0,0.0,0.0
8426c57ffffffff,18.0,0.0,0.0
8426c59ffffffff,46.0,0.0,0.0
8426c5bffffffff,311.0,0.0,0.0
8426c5dffffffff,29.0,0.0,0.0
8426c61ffffffff,35.0,0.0,0.0
8426c63ffffffff,6.0,0.0,0.0
8426c65ffffffff,17.0,0.0,0.0
8426c67ffffffff,15.0,0.0,0.0
8426c69ffffffff,9.0,0.0,0.0
8426c6bffffffff,26.0,0.0,0.0
8426c6dffffffff,15.0,0.0,0.0
8426c81ffffffff,43.0,0.0,0.0
8426c83ffffffff,116.0,0.0,0.0
8426c85ffffffff,156.0,0.0,0.0
8426c87ffffffff,144.0,0.0,0.0
8426c89ffffffff,2592.0,0.0,0.0
8426c8bffffffff,47.0,0.0,0.0
8426c8dffffffff,95.0,0.0,0.0
8426c91ffffffff,145.0,0.0,0.0
8426c93ffffffff,137.0,0.0,0.0
8426c95ffffffff,77.0,0.0,0.0
8426c97ffffffff,157.0,0.0,0.0
8426c99ffffffff,65.0,0.0,0.0
8426c9bffffffff,55.0,0.0,0.0
8426c9dffffffff,426.0,0.0,0.0
8426ca1ffffffff,27.0,0.0,0.0
8426ca3ffffffff,228.0,0.0,0.0
8426ca5ffffffff,15.0,0.0,0.0
8426ca7ffffffff,16.0,0.0,0.0
8426ca9ffffffff,24.0,0.0,0.0
8426cabffffffff,78.0,0.0,0.0
8426cadffffffff,25.0,0.0,0.0
8426cb1ffffffff,99.0,0.0,0.0
8426cb3ffffffff,27.0,0.0,0.0
8426cb5ffffffff,100.0,0.0,0.0
8426cb7ffffffff,46.0,0.0,0.0
8426cb9ffffffff,559.0,0.0,0.0
8426cbbffffffff,93.0,0.0,0.0
8426cbdffffffff,375.0,0.0,0.0
8426cc1ffffffff,33.0,0.0,0.0
8426cc3ffffffff,35.0,0.0,0.0
8426cc5ffffffff,10.0,0.0,0.0
8426cc7ffffffff,46.0,0.0,0.0
8426cc9ffffffff,10.0,0.0,0.0
8426ccbffffffff,29.0,0.0,0.0
8426ccdffffffff,9.0,0.0,0.0
8426cd1ffffffff,83.0,0.0,0.0
8426cd3ffffffff,228.0,0.0,0.0
8426cd5ffffffff,75.0,0.0,0.0
8426cd7ffffffff,195.0,0.0,0.0
8426cd9ffffffff,19.0,0.0,0.0
8426cdbffffffff,161.0,0.0,0.0
8426cddffffffff,3.0,0.0,0.0
8426ce1ffffffff,40.0,0.0,0.0
8426ce3ffffffff,52.0,0.0,0.0
8426ce5ffffffff,91.0,0.0,0.0
8426ce7ffffffff,64.0,0.0,0.0
8426ce9ffffffff,2.0,0.0,0.0
8426cebffffffff,23.0,0.0,0.0
8426cedffffffff,42.0,0.0,0.0
8426d09ffffffff,4.0,0.0,0.0
8426d0bffffffff,2.0,0.0,0.0
8426d11ffffffff,7.0,0.0,0.0
8426d13ffffffff,4.0,0.0,0.0
8426d15ffffffff,28.0,0.0,0.0
8426d17ffffffff,3.0,0.0,0.0
8426d19ffffffff,9.0,0.0,0.0
8426d1bffffffff,19.0,0.0,0.0
8426d1dffffffff,6.0,0.0,0.0
8426d39ffffffff,10.0,0.0,0.0
8426d51ffffffff,10.0,0.0,0.0
8426d53ffffffff,9.0,0.0,0.0
8426d55ffffffff,4.0,0.0,0.0
8426d57ffffffff,14.0,0.0,0.0
8426d59ffffffff,2.0,0.0,0.0
8426d5bffffffff,20.0,0.0,0.0
8426d81ffffffff,12.0,0.0,0.0
8426d83ffffffff,23.0,0.0,0.0
8426d85ffffffff,9.0,0.0,0.0
8426d87ffffffff,2.0,0.0,0.0
8426d89ffffffff,14.0,0.0,0.0
8426d8bffffffff,24.0,0.0,0.0
8426d8dffffffff,8.0,0.0,0.0
8426d91ffffffff,16.0,0.0,0.0
8426d93ffffffff,33.0,0.0,0.0
8426d95ffffffff,153.0,0.0,0.0
8426d97ffffffff,37.0,0.0,0.0
8426d99ffffffff,28.0,0.0,0.0
8426d9bffffffff,18.0,0.0,0.0
8426d9dffffffff,65.0,0.0,0.0
8426da1ffffffff,1.0,0.0,0.0
8426da3ffffffff,7.0,0.0,0.0
8426da9ffffffff,9.0,0.0,0.0
8426dabffffffff,4.0,0.0,0.0
8426db1ffffffff,10.0,0.0,0.0
