cell_id,Sturnella magna,Sturnella magna hippocrepis,Sturnella magna [magna Group]
8426013ffffffff,18.0,0.0,1.0
8426015ffffffff,28.0,0.0,6.0
8426017ffffffff,26.0,0.0,7.0
8426019ffffffff,3.0,0.0,0.0
8426021ffffffff,2.0,0.0,0.0
8426027ffffffff,3.0,0.0,0.0
8426031ffffffff,8.0,0.0,4.0
8426033ffffffff,4.0,0.0,0.0
8426035ffffffff,2.0,0.0,0.0
8426039ffffffff,1.0,0.0,0.0
842603bffffffff,11.0,0.0,0.0
8426057ffffffff,1.0,0.0,0.0
842605bffffffff,3.0,0.0,0.0
842605dffffffff,2.0,0.0,0.0
8426081ffffffff,4.0,0.0,2.0
8426083ffffffff,7.0,0.0,0.0
8426085ffffffff,31.0,0.0,2.0
8426087ffffffff,21.0,0.0,2.0
8426089ffffffff,4.0,0.0,0.0
842608bffffffff,5.0,0.0,2.0
842608dffffffff,9.0,0.0,0.0
8426091ffffffff,42.0,0.0,0.0
8426093ffffffff,55.0,0.0,0.0
8426095ffffffff,17.0,0.0,0.0
8426097ffffffff,45.0,0.0,0.0
8426099ffffffff,304.0,0.0,0.0
842609bffffffff,42.0,0.0,0.0
842609dffffffff,15.0,0.0,0.0
84260a1ffffffff,683.0,0.0,0.0
84260a3ffffffff,42.0,0.0,0.0
84260a5ffffffff,14.0,0.0,0.0
84260a7ffffffff,26.0,0.0,0.0
84260a9ffffffff,404.0,0.0,5.0
84260abffffffff,27.0,0.0,3.0
84260adffffffff,358.0,0.0,2.0
84260b1ffffffff,61.0,0.0,5.0
84260b3ffffffff,197.0,0.0,3.0
84260b5ffffffff,49.0,0.0,2.0
84260b7ffffffff,114.0,0.0,2.0
84260b9ffffffff,247.0,0.0,0.0
84260bbffffffff,150.0,0.0,0.0
84260bdffffffff,45.0,0.0,0.0
84260c3ffffffff,7.0,0.0,0.0
84260c7ffffffff,1.0,0.0,0.0
84260cbffffffff,141.0,0.0,0.0
84260d1ffffffff,37.0,0.0,0.0
84260d3ffffffff,14.0,0.0,2.0
84260d5ffffffff,6.0,0.0,0.0
84260d7ffffffff,12.0,0.0,2.0
84260d9ffffffff,365.0,0.0,0.0
84260dbffffffff,4.0,0.0,0.0
84260ddffffffff,34.0,0.0,0.0
84260e1ffffffff,14.0,0.0,5.0
84260e3ffffffff,185.0,0.0,13.0
84260e5ffffffff,3.0,0.0,0.0
84260e7ffffffff,46.0,0.0,3.0
84260e9ffffffff,3.0,0.0,0.0
84260ebffffffff,22.0,0.0,0.0
84260edffffffff,2.0,0.0,0.0
8426103ffffffff,1.0,0.0,0.0
8426111ffffffff,6.0,0.0,0.0
8426115ffffffff,18.0,0.0,0.0
8426117ffffffff,12.0,0.0,2.0
842611bffffffff,7.0,0.0,0.0
842611dffffffff,5.0,0.0,0.0
8426131ffffffff,5.0,0.0,0.0
8426133ffffffff,2.0,0.0,0.0
8426137ffffffff,6.0,0.0,0.0
842613bffffffff,5.0,0.0,4.0
8426183ffffffff,20.0,0.0,1.0
8426185ffffffff,1.0,0.0,0.0
8426187ffffffff,9.0,0.0,0.0
842618bffffffff,117.0,0.0,0.0
842618dffffffff,2.0,0.0,0.0
8426191ffffffff,1.0,0.0,0.0
8426193ffffffff,10.0,0.0,0.0
8426197ffffffff,26.0,0.0,0.0
8426199ffffffff,5.0,0.0,1.0
842619dffffffff,15.0,0.0,1.0
84261a1ffffffff,2.0,0.0,0.0
84261a9ffffffff,2.0,0.0,0.0
84261adffffffff,2.0,0.0,0.0
84261b1ffffffff,4.0,0.0,2.0
84261b3ffffffff,29.0,0.0,2.0
84261b5ffffffff,1.0,0.0,1.0
84261b7ffffffff,4.0,0.0,0.0
84261bbffffffff,6.0,0.0,0.0
84261c5ffffffff,5.0,0.0,0.0
84261c7ffffffff,2.0,0.0,0.0
84261cdffffffff,1.0,0.0,0.0
84261d1ffffffff,2.0,0.0,0.0
84261d3ffffffff,23.0,0.0,0.0
84261d7ffffffff,3.0,0.0,0.0
84261d9ffffffff,4.0,0.0,0.0
84261dbffffffff,3.0,0.0,0.0
84261e7ffffffff,11.0,0.0,0.0
8426201ffffffff,4.0,0.0,0.0
8426203ffffffff,2.0,0.0,0.0
8426205ffffffff,2.0,0.0,0.0
8426207ffffffff,1.0,0.0,0.0
8426209ffffffff,8.0,0.0,0.0
842620bffffffff,25.0,0.0,0.0
842620dffffffff,9.0,0.0,0.0
8426213ffffffff,26.0,0.0,0.0
8426215ffffffff,8.0,0.0,0.0
8426219ffffffff,416.0,0.0,8.0
842621bffffffff,318.0,0.0,2.0
842621dffffffff,120.0,0.0,3.0
8426223ffffffff,1.0,0.0,0.0
8426231ffffffff,10.0,0.0,0.0
8426233ffffffff,4.0,0.0,0.0
8426235ffffffff,8.0,0.0,0.0
8426237ffffffff,1.0,0.0,0.0
842623bffffffff,14.0,0.0,0.0
842623dffffffff,5.0,0.0,0.0
8426241ffffffff,6.0,0.0,0.0
8426243ffffffff,22.0,0.0,0.0
8426249ffffffff,6.0,0.0,0.0
842624bffffffff,8.0,0.0,0.0
8426251ffffffff,23.0,0.0,0.0
8426253ffffffff,19.0,0.0,0.0
8426255ffffffff,14.0,0.0,0.0
8426257ffffffff,64.0,0.0,0.0
8426259ffffffff,37.0,0.0,0.0
842625bffffffff,4.0,0.0,0.0
842625dffffffff,17.0,0.0,0.0
842626bffffffff,5.0,0.0,0.0
8426281ffffffff,10.0,0.0,0.0
8426283ffffffff,20.0,0.0,0.0
8426285ffffffff,3.0,0.0,0.0
8426287ffffffff,2.0,0.0,0.0
8426289ffffffff,66.0,0.0,0.0
842628bffffffff,8.0,0.0,0.0
842628dffffffff,10.0,0.0,0.0
8426291ffffffff,67.0,0.0,0.0
8426293ffffffff,49.0,0.0,1.0
8426295ffffffff,22.0,0.0,0.0
8426297ffffffff,12.0,0.0,0.0
8426299ffffffff,23.0,0.0,0.0
842629bffffffff,8.0,0.0,0.0
842629dffffffff,2.0,0.0,0.0
84262a1ffffffff,4.0,0.0,0.0
84262a7ffffffff,1.0,0.0,0.0
84262abffffffff,2.0,0.0,0.0
84262adffffffff,15.0,0.0,0.0
84262b1ffffffff,34.0,0.0,0.0
84262b3ffffffff,279.0,0.0,6.0
84262b5ffffffff,4.0,0.0,0.0
84262b7ffffffff,38.0,0.0,0.0
84262b9ffffffff,8.0,0.0,0.0
84262bbffffffff,10.0,0.0,0.0
84262c1ffffffff,507.0,0.0,6.0
84262c3ffffffff,129.0,0.0,2.0
84262c5ffffffff,2.0,0.0,0.0
84262c7ffffffff,23.0,0.0,0.0
84262c9ffffffff,848.0,0.0,14.0
84262cbffffffff,3.0,0.0,0.0
84262cdffffffff,180.0,0.0,0.0
84262d1ffffffff,39.0,0.0,0.0
84262d3ffffffff,2.0,0.0,0.0
84262d5ffffffff,41.0,0.0,0.0
84262d9ffffffff,60.0,0.0,1.0
84262dbffffffff,122.0,0.0,2.0
84262ddffffffff,128.0,0.0,1.0
84262e1ffffffff,6.0,0.0,0.0
84262e3ffffffff,8.0,0.0,0.0
84262e5ffffffff,2.0,0.0,0.0
84262e7ffffffff,3.0,0.0,0.0
84262e9ffffffff,5.0,0.0,0.0
84262ebffffffff,47.0,0.0,0.0
84262edffffffff,8.0,0.0,0.0
8426401ffffffff,39.0,0.0,0.0
8426403ffffffff,138.0,0.0,30.0
8426405ffffffff,144.0,0.0,2.0
8426407ffffffff,138.0,0.0,9.0
8426409ffffffff,80.0,0.0,8.0
842640bffffffff,9.0,0.0,0.0
842640dffffffff,762.0,0.0,14.0
8426411ffffffff,66.0,0.0,10.0
8426413ffffffff,107.0,0.0,18.0
8426415ffffffff,399.0,0.0,56.0
8426417ffffffff,285.0,0.0,34.0
8426419ffffffff,26.0,0.0,0.0
842641bffffffff,39.0,0.0,4.0
842641dffffffff,50.0,0.0,9.0
8426421ffffffff,13.0,0.0,0.0
8426423ffffffff,33.0,0.0,0.0
8426425ffffffff,165.0,0.0,0.0
8426427ffffffff,19.0,0.0,0.0
8426429ffffffff,91.0,0.0,0.0
842642bffffffff,61.0,0.0,0.0
842642dffffffff,19.0,0.0,0.0
8426431ffffffff,65.0,0.0,0.0
8426433ffffffff,374.0,0.0,0.0
8426435ffffffff,11.0,0.0,0.0
8426437ffffffff,175.0,0.0,0.0
8426439ffffffff,296.0,0.0,4.0
842643bffffffff,226.0,0.0,8.0
842643dffffffff,79.0,0.0,0.0
8426441ffffffff,10.0,0.0,2.0
8426443ffffffff,56.0,0.0,1.0
8426445ffffffff,14.0,0.0,3.0
8426447ffffffff,6.0,0.0,3.0
8426449ffffffff,23.0,0.0,5.0
842644bffffffff,29.0,0.0,0.0
842644dffffffff,56.0,0.0,4.0
8426451ffffffff,13.0,0.0,1.0
8426453ffffffff,11.0,0.0,2.0
8426455ffffffff,128.0,0.0,18.0
8426457ffffffff,18.0,0.0,4.0
8426459ffffffff,544.0,0.0,68.0
842645bffffffff,30.0,0.0,4.0
842645dffffffff,23.0,0.0,2.0
8426461ffffffff,1299.0,0.0,0.0
8426463ffffffff,530.0,0.0,0.0
8426465ffffffff,10.0,0.0,0.0
8426467ffffffff,86.0,0.0,0.0
8426469ffffffff,26.0,0.0,0.0
842646bffffffff,920.0,0.0,0.0
842646dffffffff,160.0,0.0,0.0
