cell_id,Curruca curruca,Curruca curruca curruca/blythi,Curruca curruca halimodendri,Curruca curruca minula,Curruca curruca margelanica,Curruca curruca althaea,Curruca curruca curruca/blythi/halimodendri,Curruca curruca curruca/minula,Curruca curruca minula/margelanica,Curruca curruca curruca/althaea,Curruca curruca curruca/minula/althaea
833f69fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
833f6efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834118fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834225fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834233fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
834253fffffffff,12.0,0.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
834258fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
834259fffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
83425afffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
83425dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8342c0fffffffff,85.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0
8342c1fffffffff,172.0,0.0,0.0,8.0,0.0,2.0,155.0,0.0,0.0,0.0,0.0
8342c2fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
8342c3fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0
8342c4fffffffff,327.0,0.0,0.0,37.0,0.0,0.0,290.0,0.0,0.0,0.0,0.0
8342c5fffffffff,69.0,0.0,0.0,7.0,0.0,0.0,54.0,5.0,0.0,0.0,0.0
8342c6fffffffff,27.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0
8342c8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8342c9fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8342cafffffffff,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0
8342cbfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
8342ccfffffffff,225.0,0.0,0.0,2.0,0.0,2.0,211.0,0.0,0.0,0.0,0.0
8342cdfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8342cefffffffff,111.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0
8342d1fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8342d5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8342d9fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8342dbfffffffff,71.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0
8342dcfffffffff,17.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
8342ddfffffffff,48.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0
8342e2fffffffff,25.0,0.0,0.0,4.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0
8342e3fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8342e4fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8342e9fffffffff,8.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8342eafffffffff,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0
8342ebfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
834308fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83430afffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
834313fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834316fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83431afffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83431efffffffff,21.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
834350fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
834360fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
834363fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834381fffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8343a0fffffffff,52.0,0.0,8.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0
8343a1fffffffff,38.0,0.0,7.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0
8343a2fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8343a3fffffffff,8.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8343a6fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8343a8fffffffff,16.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0
8343a9fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
8343acfffffffff,133.0,0.0,13.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0
8343adfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8343aefffffffff,552.0,0.0,9.0,0.0,0.0,0.0,543.0,0.0,0.0,0.0,0.0
834bb1fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834bb5fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835234fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
83524dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
835269fffffffff,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
83534dfffffffff,46.0,1.0,9.0,0.0,0.0,3.0,29.0,0.0,0.0,4.0,0.0
835364fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
836002fffffffff,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
836004fffffffff,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
836006fffffffff,31.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0
836010fffffffff,12.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0
836011fffffffff,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
836012fffffffff,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
836014fffffffff,162.0,0.0,0.0,0.0,0.0,111.0,21.0,0.0,0.0,26.0,0.0
836015fffffffff,292.0,0.0,0.0,0.0,0.0,166.0,84.0,0.0,0.0,19.0,0.0
836016fffffffff,451.0,0.0,0.0,0.0,0.0,230.0,11.0,0.0,0.0,23.0,0.0
83601efffffffff,21.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
836022fffffffff,82.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,0.0,0.0,0.0
836026fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836030fffffffff,46.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,2.0,0.0
836031fffffffff,59.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,2.0,0.0
836032fffffffff,48.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0
836033fffffffff,905.0,0.0,0.0,0.0,0.0,637.0,30.0,0.0,0.0,33.0,0.0
