cell_id,Thalassarche melanophris,Thalassarche melanophris melanophris,Thalassarche melanophris impavida
84c21a3ffffffff,3.0,0.0,0.0
84c21a9ffffffff,3.0,0.0,0.0
84c21abffffffff,2.0,2.0,0.0
84c21adffffffff,2.0,0.0,0.0
84c21b1ffffffff,1.0,0.0,0.0
84c21b3ffffffff,44.0,0.0,0.0
84c21b5ffffffff,7.0,0.0,0.0
84c21b9ffffffff,5.0,0.0,0.0
84c21bdffffffff,4.0,0.0,0.0
84c21c3ffffffff,15.0,0.0,0.0
84c21c5ffffffff,1.0,0.0,0.0
84c21c9ffffffff,35.0,0.0,0.0
84c21cbffffffff,54.0,0.0,0.0
84c21ddffffffff,2.0,0.0,0.0
84c21e1ffffffff,2.0,2.0,0.0
84c21e3ffffffff,9.0,7.0,0.0
84c21e7ffffffff,3.0,0.0,0.0
84c21e9ffffffff,13.0,8.0,0.0
84c2201ffffffff,8.0,0.0,0.0
84c2203ffffffff,1.0,0.0,0.0
84c2205ffffffff,12.0,1.0,0.0
84c2207ffffffff,21.0,0.0,0.0
84c2209ffffffff,4.0,0.0,0.0
84c220dffffffff,4.0,0.0,0.0
84c2235ffffffff,6.0,0.0,0.0
84c2239ffffffff,1.0,0.0,0.0
84c223dffffffff,14.0,0.0,0.0
84c2241ffffffff,5.0,0.0,0.0
84c2245ffffffff,1.0,1.0,0.0
84c2247ffffffff,2.0,0.0,0.0
84c2249ffffffff,2.0,0.0,0.0
84c2335ffffffff,3.0,0.0,0.0
84c233bffffffff,6.0,0.0,0.0
84c2893ffffffff,4.0,1.0,0.0
84c289bffffffff,2.0,0.0,0.0
84c2f03ffffffff,2.0,0.0,0.0
84c2f07ffffffff,48.0,0.0,0.0
84c2f0bffffffff,5.0,0.0,0.0
84c2f15ffffffff,9.0,0.0,0.0
84c2f1dffffffff,33.0,0.0,0.0
84c2f23ffffffff,22.0,0.0,0.0
84c2f27ffffffff,46.0,1.0,0.0
84c2f2bffffffff,114.0,1.0,0.0
84c2f39ffffffff,23.0,0.0,0.0
84c2f3dffffffff,34.0,0.0,0.0
84c2f41ffffffff,1.0,1.0,0.0
84c2f43ffffffff,8.0,0.0,0.0
84c2f49ffffffff,3.0,0.0,0.0
84c2f4bffffffff,10.0,0.0,0.0
84c2f6bffffffff,3.0,0.0,0.0
84c3031ffffffff,1.0,0.0,0.0
84c304dffffffff,2.0,0.0,0.0
84c305bffffffff,1.0,0.0,0.0
84c3089ffffffff,2.0,0.0,0.0
84c30a1ffffffff,6.0,0.0,0.0
84c30a7ffffffff,10.0,0.0,0.0
84c30a9ffffffff,3.0,0.0,0.0
84c30abffffffff,2.0,0.0,0.0
84c30adffffffff,2.0,2.0,0.0
84c30e1ffffffff,2.0,0.0,0.0
84c316bffffffff,2.0,0.0,0.0
84c322dffffffff,1.0,0.0,0.0
84c3235ffffffff,1.0,0.0,0.0
84c32a5ffffffff,4.0,0.0,0.0
84c32a7ffffffff,2.0,0.0,0.0
84c32bbffffffff,3.0,0.0,0.0
84c330dffffffff,20.0,0.0,0.0
84c331bffffffff,5.0,0.0,0.0
84c3329ffffffff,6.0,0.0,0.0
84c335bffffffff,2.0,0.0,0.0
84c3367ffffffff,6.0,0.0,0.0
84c3369ffffffff,6.0,0.0,0.0
84c336bffffffff,13.0,0.0,0.0
84c3861ffffffff,3.0,0.0,0.0
84c38c1ffffffff,2.0,0.0,0.0
84c3a09ffffffff,1.0,0.0,0.0
84c3a11ffffffff,2.0,0.0,0.0
84c3a1dffffffff,1.0,0.0,0.0
84c3a41ffffffff,1.0,0.0,0.0
84c3a47ffffffff,1.0,1.0,0.0
84c3a57ffffffff,2.0,0.0,0.0
84c448bffffffff,1.0,1.0,0.0
84c9833ffffffff,19.0,0.0,6.0
84c9837ffffffff,59.0,15.0,15.0
84c9845ffffffff,100.0,42.0,21.0
84c984dffffffff,4.0,4.0,0.0
84c9869ffffffff,35.0,15.0,5.0
84c986bffffffff,34.0,11.0,0.0
84c99c1ffffffff,15.0,2.0,0.0
84c99cbffffffff,7.0,0.0,0.0
84c99ebffffffff,90.0,27.0,0.0
84c9b03ffffffff,96.0,15.0,0.0
84c9b0bffffffff,239.0,34.0,0.0
84c9b17ffffffff,1.0,1.0,0.0
84c9b1dffffffff,46.0,12.0,0.0
84ca80dffffffff,2.0,0.0,0.0
84ca815ffffffff,5.0,0.0,0.0
84ca8e5ffffffff,2.0,0.0,0.0
84cc413ffffffff,1.0,1.0,0.0
84cc443ffffffff,2.0,2.0,0.0
84cc45dffffffff,2.0,2.0,0.0
84cc463ffffffff,2.0,0.0,0.0
84cc619ffffffff,3.0,3.0,0.0
84cc653ffffffff,8.0,8.0,0.0
84ce101ffffffff,5.0,0.0,0.0
84ce103ffffffff,3.0,0.0,0.0
84ce107ffffffff,5.0,0.0,0.0
84ce10bffffffff,20.0,2.0,0.0
84ce10dffffffff,4.0,0.0,0.0
84ce115ffffffff,9.0,0.0,0.0
84ce11dffffffff,1.0,0.0,0.0
84ce121ffffffff,1.0,0.0,0.0
84ce123ffffffff,2.0,0.0,0.0
84ce127ffffffff,5.0,0.0,0.0
84ce129ffffffff,1.0,0.0,0.0
84ce12bffffffff,5.0,0.0,0.0
84ce137ffffffff,2.0,0.0,0.0
84ce139ffffffff,3.0,2.0,0.0
84ce13bffffffff,1.0,0.0,0.0
84ce141ffffffff,13.0,0.0,0.0
84ce143ffffffff,7.0,0.0,0.0
84ce145ffffffff,14.0,0.0,0.0
84ce147ffffffff,9.0,0.0,0.0
84ce149ffffffff,5.0,0.0,0.0
84ce14bffffffff,20.0,0.0,0.0
84ce14dffffffff,3.0,0.0,0.0
84ce155ffffffff,27.0,2.0,0.0
84ce159ffffffff,1.0,0.0,0.0
84ce15dffffffff,30.0,2.0,0.0
84ce161ffffffff,1.0,0.0,0.0
84ce167ffffffff,4.0,1.0,0.0
84ce169ffffffff,8.0,0.0,0.0
84ce301ffffffff,20.0,0.0,0.0
84ce303ffffffff,27.0,2.0,0.0
84ce307ffffffff,20.0,0.0,0.0
84ce309ffffffff,14.0,0.0,0.0
84ce30bffffffff,15.0,0.0,0.0
84ce30dffffffff,3.0,0.0,0.0
84ce32dffffffff,2.0,0.0,0.0
84ce331ffffffff,21.0,0.0,0.0
84ce335ffffffff,24.0,0.0,0.0
84ce337ffffffff,12.0,0.0,0.0
84ce339ffffffff,47.0,2.0,0.0
84ce33dffffffff,4.0,0.0,0.0
84ce343ffffffff,17.0,0.0,0.0
84ce34bffffffff,7.0,0.0,0.0
84ce355ffffffff,4.0,0.0,0.0
84ce35dffffffff,2.0,0.0,0.0
84ce363ffffffff,1.0,0.0,0.0
84ce36bffffffff,2.0,0.0,0.0
84ce881ffffffff,8.0,0.0,0.0
84ce889ffffffff,4.0,0.0,0.0
84ce88dffffffff,2.0,0.0,0.0
84ce891ffffffff,2.0,0.0,0.0
84ce895ffffffff,48.0,0.0,0.0
84ce897ffffffff,9.0,0.0,0.0
84ce899ffffffff,3.0,3.0,0.0
84ce89dffffffff,49.0,0.0,0.0
84ce8b3ffffffff,16.0,0.0,0.0
84ce8b9ffffffff,2.0,0.0,0.0
84ce8bbffffffff,28.0,1.0,0.0
84ce8c1ffffffff,27.0,2.0,0.0
84ce8c3ffffffff,64.0,0.0,0.0
84ce8c7ffffffff,18.0,1.0,0.0
84ce8cbffffffff,14.0,0.0,0.0
84ce8d1ffffffff,3.0,0.0,0.0
84ce8d7ffffffff,4.0,0.0,0.0
84ce8d9ffffffff,3.0,0.0,0.0
84ce8ddffffffff,4.0,0.0,0.0
84cea11ffffffff,1.0,0.0,0.0
84cea13ffffffff,14.0,0.0,0.0
84cea17ffffffff,6.0,0.0,0.0
84cea53ffffffff,4.0,0.0,0.0
84cea5bffffffff,2.0,0.0,0.0
84cea81ffffffff,14.0,9.0,0.0
84cea85ffffffff,93.0,8.0,0.0
84cea87ffffffff,30.0,0.0,0.0
84cea89ffffffff,51.0,1.0,0.0
84cea8dffffffff,37.0,0.0,0.0
84ceaa9ffffffff,5.0,0.0,0.0
84ceab1ffffffff,6.0,0.0,0.0
84ceab3ffffffff,3.0,0.0,0.0
84ceab5ffffffff,27.0,0.0,0.0
84ceab7ffffffff,3.0,0.0,0.0
84ceab9ffffffff,2.0,0.0,0.0
84ceabbffffffff,2.0,0.0,0.0
84ceabdffffffff,2.0,0.0,0.0
84ceac1ffffffff,7.0,0.0,0.0
84ceac5ffffffff,10.0,0.0,0.0
84ceacdffffffff,12.0,0.0,0.0
84ceae1ffffffff,45.0,0.0,0.0
84ceae3ffffffff,185.0,1.0,0.0
84ceae7ffffffff,45.0,0.0,0.0
84ceae9ffffffff,20.0,1.0,0.0
84ceaebffffffff,3.0,1.0,0.0
84ceaedffffffff,2.0,0.0,0.0
84ced61ffffffff,5.0,0.0,0.0
84ced65ffffffff,8.0,0.0,0.0
84ced67ffffffff,4.0,0.0,0.0
84ced6dffffffff,9.0,0.0,0.0
84cf025ffffffff,4.0,2.0,0.0
84cf101ffffffff,2.0,0.0,0.0
84cf103ffffffff,1.0,0.0,0.0
84cf105ffffffff,5.0,0.0,0.0
84cf109ffffffff,4.0,4.0,0.0
84cf10dffffffff,2.0,2.0,0.0
84cf111ffffffff,5.0,0.0,0.0
84cf115ffffffff,2.0,0.0,0.0
84cf119ffffffff,34.0,0.0,0.0
84cf11dffffffff,2.0,0.0,0.0
84cf129ffffffff,4.0,0.0,0.0
84cf131ffffffff,1.0,0.0,0.0
84cf133ffffffff,2.0,0.0,0.0
84cf13bffffffff,2.0,0.0,0.0
84cf141ffffffff,2.0,0.0,0.0
84cf143ffffffff,4.0,0.0,0.0
84cf14bffffffff,7.0,0.0,0.0
84cf151ffffffff,28.0,3.0,0.0
84cf153ffffffff,26.0,2.0,0.0
84cf15bffffffff,3.0,0.0,0.0
84cf15dffffffff,15.0,4.0,0.0
84cf185ffffffff,4.0,0.0,0.0
84cf187ffffffff,2.0,0.0,0.0
84cf18dffffffff,1.0,0.0,0.0
84cf1abffffffff,7.0,3.0,0.0
84cf1b5ffffffff,5.0,0.0,0.0
84cf1bdffffffff,1.0,0.0,0.0
84cf1c5ffffffff,1.0,1.0,0.0
84cf1cdffffffff,3.0,3.0,0.0
84cf1e3ffffffff,2.0,0.0,0.0
84cf1e5ffffffff,2.0,0.0,0.0
84cf1edffffffff,8.0,0.0,0.0
84cf325ffffffff,50.0,34.0,0.0
84cf327ffffffff,3.0,0.0,0.0
84cf329ffffffff,10.0,6.0,0.0
84cf32dffffffff,18.0,8.0,0.0
84cf33dffffffff,4.0,4.0,0.0
84cf897ffffffff,12.0,0.0,0.0
84cf901ffffffff,7.0,0.0,0.0
84cf913ffffffff,10.0,0.0,0.0
84cf921ffffffff,2.0,0.0,0.0
84cf925ffffffff,1.0,0.0,0.0
84cf929ffffffff,1.0,0.0,0.0
84cf92dffffffff,2.0,0.0,0.0
84cf941ffffffff,2.0,0.0,0.0
84cf943ffffffff,64.0,1.0,0.0
84cfa0dffffffff,2.0,0.0,0.0
84cfa21ffffffff,5.0,0.0,0.0
84cfa27ffffffff,3.0,0.0,0.0
84cfa29ffffffff,4.0,0.0,0.0
84cfa2bffffffff,16.0,0.0,0.0
84cfa45ffffffff,61.0,0.0,0.0
84cfa47ffffffff,10.0,0.0,0.0
84cfa49ffffffff,29.0,3.0,0.0
84cfa63ffffffff,2.0,0.0,0.0
84cfa69ffffffff,2.0,0.0,0.0
84cfa91ffffffff,3.0,0.0,0.0
84cfa99ffffffff,2.0,0.0,0.0
84cfad3ffffffff,5.0,0.0,0.0
84cfadbffffffff,2.0,0.0,0.0
84cfb17ffffffff,2.0,0.0,0.0
84cfb19ffffffff,2.0,0.0,0.0
84cfb29ffffffff,2.0,0.0,0.0
84cfb37ffffffff,2.0,0.0,0.0
84cfb53ffffffff,2.0,0.0,0.0
84d1409ffffffff,1.0,1.0,0.0
84d1657ffffffff,3.0,3.0,0.0
84d1689ffffffff,3.0,0.0,0.0
84d169bffffffff,3.0,3.0,0.0
84d16c3ffffffff,3.0,0.0,0.0
84d16c7ffffffff,1.0,0.0,0.0
84d16d1ffffffff,1.0,0.0,0.0
84d16d3ffffffff,3.0,0.0,0.0
84d16d9ffffffff,2.0,0.0,0.0
84d16ddffffffff,5.0,2.0,0.0
84d16ebffffffff,2.0,0.0,0.0
84d44d9ffffffff,4.0,2.0,0.0
84d6dc5ffffffff,2.0,0.0,0.0
84d6debffffffff,7.0,2.0,0.0
84d8961ffffffff,2.0,0.0,0.0
84d99e9ffffffff,1.0,0.0,1.0
84da005ffffffff,5.0,3.0,2.0
84da00dffffffff,53.0,8.0,42.0
84da011ffffffff,10.0,0.0,7.0
84da01dffffffff,11.0,0.0,9.0
84da029ffffffff,3.0,0.0,0.0
84da063ffffffff,4.0,0.0,4.0
84da06bffffffff,2.0,0.0,2.0
84da083ffffffff,2.0,0.0,2.0
84da087ffffffff,3.0,0.0,3.0
84da093ffffffff,8.0,0.0,0.0
84da095ffffffff,8.0,0.0,8.0
84da097ffffffff,7.0,0.0,7.0
84da09bffffffff,2.0,0.0,0.0
84da0b9ffffffff,9.0,4.0,5.0
84da0c1ffffffff,7.0,0.0,0.0
84da0c3ffffffff,4.0,2.0,2.0
84da0c5ffffffff,4.0,0.0,4.0
84da0c7ffffffff,2.0,0.0,2.0
84da0cdffffffff,2.0,0.0,0.0
84da133ffffffff,7.0,0.0,7.0
84da137ffffffff,8.0,0.0,8.0
84da13bffffffff,7.0,0.0,7.0
84da185ffffffff,6.0,0.0,6.0
84da189ffffffff,13.0,1.0,11.0
84da199ffffffff,2.0,0.0,2.0
84da1a5ffffffff,9.0,0.0,9.0
84da1a9ffffffff,3.0,0.0,3.0
84da1c1ffffffff,3.0,3.0,0.0
84da1c7ffffffff,3.0,0.0,0.0
84da1d5ffffffff,13.0,9.0,2.0
84da329ffffffff,7.0,0.0,4.0
84da339ffffffff,2.0,2.0,0.0
84da725ffffffff,5.0,0.0,0.0
84da733ffffffff,79.0,42.0,11.0
84da735ffffffff,8.0,0.0,3.0
84da737ffffffff,1.0,0.0,1.0
84da841ffffffff,144.0,90.0,43.0
84da843ffffffff,36.0,17.0,6.0
84da845ffffffff,14.0,14.0,0.0
84da847ffffffff,53.0,53.0,0.0
84da849ffffffff,15.0,2.0,13.0
84da84bffffffff,3.0,3.0,0.0
84da84dffffffff,2.0,0.0,2.0
84da859ffffffff,6.0,2.0,0.0
84da8c3ffffffff,5.0,0.0,4.0
84da8c7ffffffff,36.0,23.0,9.0
84da8e1ffffffff,4.0,0.0,2.0
84da8e3ffffffff,22.0,11.0,11.0
84da8ebffffffff,19.0,4.0,14.0
84da9c9ffffffff,2.0,0.0,0.0
84daa35ffffffff,2.0,0.0,0.0
84daa37ffffffff,2.0,0.0,0.0
84daa4bffffffff,2.0,0.0,0.0
84daa85ffffffff,2.0,0.0,2.0
84daa87ffffffff,2.0,2.0,0.0
84daa89ffffffff,7.0,0.0,0.0
84daa91ffffffff,3.0,0.0,1.0
84daa95ffffffff,2.0,0.0,0.0
84daa99ffffffff,7.0,0.0,0.0
84daaa1ffffffff,22.0,0.0,4.0
84daaa3ffffffff,6.0,0.0,6.0
84daaa7ffffffff,1.0,1.0,0.0
84daaa9ffffffff,21.0,7.0,14.0
84daaabffffffff,27.0,8.0,13.0
84daabdffffffff,3.0,3.0,0.0
84daac3ffffffff,10.0,0.0,8.0
84daac7ffffffff,2.0,0.0,0.0
84daacdffffffff,2.0,0.0,2.0
84daaddffffffff,9.0,0.0,7.0
84dab19ffffffff,6.0,0.0,6.0
84dab1bffffffff,4.0,0.0,4.0
84db72dffffffff,2.0,0.0,2.0
84db747ffffffff,1.0,0.0,1.0
84db801ffffffff,1.0,0.0,1.0
84db80bffffffff,9.0,9.0,0.0
84db81bffffffff,1.0,0.0,1.0
84db825ffffffff,1.0,0.0,1.0
84db857ffffffff,16.0,7.0,2.0
84db8b5ffffffff,2.0,2.0,0.0
84db8d1ffffffff,1.0,0.0,1.0
84db8d5ffffffff,4.0,0.0,2.0
84db9d7ffffffff,1.0,0.0,0.0
84dc423ffffffff,2.0,2.0,0.0
84dc45bffffffff,1.0,0.0,0.0
84dc581ffffffff,2.0,0.0,0.0
84dc5e7ffffffff,1.0,0.0,0.0
84dcd8bffffffff,1.0,1.0,0.0
84dcdabffffffff,2.0,0.0,0.0
84dcddbffffffff,1.0,0.0,0.0
84dceb5ffffffff,2.0,0.0,0.0
84dd425ffffffff,4.0,0.0,0.0
